Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Алькеевская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	91	14	7	11	0	6	1	0	0	0	0	0	0	1	3	3	2	6	4	0	0	4	0	0	0	0	2	1	0	2	0	1	3	0	0	1	0	1	3	3	0	0	1	2	1	5	0	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	186	8	0	3	14	0	1	8	3	3	3	4	5	4	3	2	0	0	4	0	4	5	3	5	7	6	5	5	5	0	3	1	7	3	3	5	4	4	2	5	8	5	0	0	2	8	5	4	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	19	0	1	0	1	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	2	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0					
		0.12%	0.00%	0.15%	0.00%	0.21%	0.14%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.23%	0.45%	0.00%	0.38%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.52%	0.53%	0.42%	0.00%	0.00%	0.46%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	75	4	3	1	0	16	0	2	2	1	1	1	0	0	1	1	0	2	0	0	2	1	0	2	2	0	1	1	2	1	0	1	1	0	0	0	0	17	2	0	1	1	1	0	0	0	0	2	1	1					
		0.49%	0.44%	0.46%	0.15%	0.00%	1.14%	0.00%	0.52%	0.90%	0.33%	0.52%	0.45%	0.00%	0.00%	0.30%	0.62%	0.00%	0.34%	0.00%	0.00%	1.00%	0.41%	0.00%	1.32%	0.45%	0.00%	0.43%	0.38%	0.49%	0.47%	0.00%	0.51%	0.31%	0.00%	0.00%	0.00%	0.00%	8.90%	1.05%	0.00%	0.16%	0.32%	0.46%	0.00%	0.00%	0.00%	0.00%	0.97%	0.36%	0.30%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	38	4	4	0	0	8	0	1	0	0	1	2	0	0	1	0	3	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	3	0	1	1	0	0	0	0	2	0	0					
		0.25%	0.44%	0.62%	0.00%	0.00%	0.57%	0.00%	0.26%	0.00%	0.00%	0.52%	0.90%	0.00%	0.00%	0.30%	0.00%	1.86%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.43%	0.38%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.53%	1.25%	0.00%	0.32%	0.46%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	44	5	2	9	0	5	0	0	1	0	0	1	1	1	1	0	1	2	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	3	1	0	1	0	1	2	0	0	0	0	1	1					
		0.29%	0.55%	0.31%	1.37%	0.00%	0.36%	0.00%	0.00%	0.45%	0.00%	0.00%	0.45%	0.74%	0.54%	0.30%	0.00%	0.62%	0.34%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.43%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	1.57%	0.53%	0.00%	0.16%	0.00%	0.46%	0.69%	0.00%	0.00%	0.00%	0.00%	0.36%	0.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	9	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0					
		0.06%	0.00%	0.46%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15080	891	635	647	484	1357	95	379	216	302	188	219	135	184	325	161	157	579	255	107	198	243	80	150	437	443	229	258	402	211	77	195	318	91	163	327	253	169	181	236	611	314	210	289	47	617	206	202	277	330					
		98.59%	98.45%	97.99%	98.48%	99.38%	96.93%	10.00%	99.21%	97.74%	99.67%	97.92%	98.21%	99.26%	99.46%	98.78%	99.38%	97.52%	98.81%	99.61%	10.00%	99.00%	99.18%	10.00%	98.68%	98.87%	99.55%	98.71%	97.73%	99.01%	99.53%	10.00%	99.49%	99.38%	10.00%	98.79%	99.70%	10.00%	88.48%	95.26%	98.33%	99.67%	99.37%	96.77%	99.31%	10.00%	98.88%	10.00%	98.06%	99.28%	99.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	9	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.41%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.61%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
