Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Казачинско-Ленская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №855	УИК №856									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	0	0	1	2	0	0	0	0	0	0	4	1	0	0	0	0	0									
		0.19%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	1.27%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	1	0	0	1	4	1	0	0	9	4	1	1	1	0	2	1	0	0	0	0	0									
		0.55%	0.65%	0.00%	0.00%	0.30%	0.72%	2.27%	0.00%	0.00%	1.42%	2.17%	0.36%	1.14%	0.27%	0.00%	0.48%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1005	47	6	75	63	123	14	17	36	129	26	58	22	64	17	119	104	67	5	4	6	3									
		21.28%	30.32%	15.79%	19.04%	18.92%	22.12%	31.82%	21.52%	15.45%	20.28%	14.13%	20.64%	25.00%	17.34%	15.74%	28.47%	25.55%	23.10%	9.43%	23.53%	31.58%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	1	0	1	0	0	1	2	0	0	0	0	0	1	2	0	0	0	0	0									
		0.17%	0.00%	0.00%	0.25%	0.00%	0.18%	0.00%	0.00%	0.43%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	126	6	0	6	7	22	0	2	6	22	9	12	1	11	0	5	9	5	0	1	1	1									
		2.67%	3.87%	0.00%	1.52%	2.10%	3.96%	0.00%	2.53%	2.58%	3.46%	4.89%	4.27%	1.14%	2.98%	0.00%	1.20%	2.21%	1.72%	0.00%	5.88%	5.26%	4.76%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
