Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Алексинская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	40099	897	828	815	721	1075	828	923	831	712	848	905	773	815	1125	1130	944	936	797	627	656	852	940	835	781	968	741	1157	657	1183	712	699	581	665	943	770	492	840	1008	790	916	314	291	333	533	187	331	235	267	242	441	517	308	266	235	210	948	725					
		74.61%	73.52%	76.17%	73.36%	76.22%	75.12%	73.67%	73.14%	72.96%	75.58%	72.98%	74.55%	72.99%	75.46%	75.00%	75.08%	73.01%	73.99%	72.99%	76.65%	75.23%	75.00%	75.14%	75.02%	75.46%	71.97%	75.00%	73.18%	76.84%	75.78%	75.42%	76.81%	74.49%	77.96%	76.17%	75.94%	75.23%	74.20%	73.85%	73.76%	75.45%	60.62%	80.17%	80.05%	80.76%	81.30%	79.76%	81.88%	79.46%	74.92%	81.52%	83.25%	80.00%	70.18%	88.68%	76.92%	67.67%	62.13%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	126	3	6	3	0	3	2	3	0	2	0	3	2	2	1	0	0	2	1	3	1	2	1	4	3	2	0	2	0	3	1	2	3	2	5	7	2	3	3	3	6	1	1	0	12	0	2	0	3	1	4	3	0	0	0	1	3	4					
		0.23%	0.25%	0.55%	0.27%	0.00%	0.21%	0.18%	0.24%	0.00%	0.21%	0.00%	0.25%	0.19%	0.19%	0.07%	0.00%	0.00%	0.16%	0.09%	0.37%	0.11%	0.18%	0.08%	0.36%	0.29%	0.15%	0.00%	0.13%	0.00%	0.19%	0.11%	0.22%	0.38%	0.23%	0.40%	0.69%	0.31%	0.27%	0.22%	0.28%	0.49%	0.19%	0.28%	0.00%	1.82%	0.00%	0.48%	0.00%	0.89%	0.31%	0.74%	0.48%	0.00%	0.00%	0.00%	0.37%	0.21%	0.34%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
