Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Кезская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	924	27	26	20	20	65	20	20	20	20	20	35	25	70	20	20	20	20	20	20	20	20	20	30	25	20	20	21	40	20	30	20	20	20	20	20	30	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	618	27	26	10	1	63	20	11	6	4	14	35	25	70	15	6	0	9	6	20	1	4	3	30	25	9	7	21	23	10	22	11	14	14	10	13	23	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	197	4	5	3	3	6	6	2	1	5	5	6	8	7	6	7	2	3	2	5	3	3	6	8	7	4	3	3	8	5	6	13	6	7	10	9	6	4									
14	Число погашенных неиспользованных открепительных удостоверений	306	0	0	10	19	2	0	9	14	16	6	0	0	0	5	14	20	11	14	0	19	16	17	0	0	11	13	0	17	10	8	9	6	6	10	7	7	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	2	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	5	7	2	1	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	80	1	0	5	0	1	2	0	0	1	1	1	1	2	2	1	1	3	0	0	1	1	1	4	3	0	0	3	1	1	7	6	8	6	5	2	6	3									
		0.87%	0.39%	0.00%	1.72%	0.00%	0.45%	0.93%	0.00%	0.00%	1.61%	0.47%	0.40%	0.53%	0.85%	1.09%	0.95%	0.97%	1.69%	0.00%	0.00%	0.65%	0.83%	0.49%	1.26%	0.77%	0.00%	0.00%	1.70%	0.73%	0.62%	3.23%	0.92%	1.62%	0.94%	0.89%	0.46%	0.98%	0.66%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	252	3	2	10	6	2	5	2	1	0	4	5	5	5	4	2	2	4	1	2	5	3	7	12	20	0	3	7	5	7	5	28	15	13	22	10	8	17									
		2.73%	1.17%	1.55%	3.44%	2.59%	0.91%	2.34%	2.94%	1.49%	0.00%	1.88%	2.02%	2.67%	2.13%	2.19%	1.90%	1.94%	2.25%	1.30%	0.73%	3.25%	2.50%	3.43%	3.79%	5.13%	0.00%	3.80%	3.98%	3.65%	4.32%	2.30%	4.31%	3.04%	2.05%	3.92%	2.30%	1.31%	3.73%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	150	3	2	3	1	0	4	0	1	2	3	5	1	3	3	0	4	4	2	3	1	2	6	5	7	2	1	2	2	1	5	14	9	7	10	10	12	10									
		1.63%	1.17%	1.55%	1.03%	0.43%	0.00%	1.87%	0.00%	1.49%	3.23%	1.41%	2.02%	0.53%	1.28%	1.64%	0.00%	3.88%	2.25%	2.60%	1.09%	0.65%	1.67%	2.94%	1.58%	1.79%	2.22%	1.27%	1.14%	1.46%	0.62%	2.30%	2.16%	1.83%	1.10%	1.78%	2.30%	1.96%	2.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5492	189	84	180	143	162	149	44	43	39	135	128	141	139	132	71	54	112	51	208	90	83	112	193	202	57	45	109	73	112	136	349	262	355	326	228	312	244									
		59.52%	73.54%	65.12%	61.86%	61.64%	73.64%	69.63%	64.71%	64.18%	62.90%	63.38%	51.82%	75.40%	59.15%	72.13%	67.62%	52.43%	62.92%	66.23%	75.91%	58.44%	69.17%	54.90%	60.88%	51.79%	63.33%	56.96%	61.93%	53.28%	69.14%	62.67%	53.78%	53.14%	55.91%	58.11%	52.53%	51.06%	53.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	0	0	2	1	0	0	0	0	0	0	2	1	0	1	1	0	1	0	0	0	1	5	3	1	1	0	1	0	0	0	2	0	2	0	1	7	1									
		0.37%	0.00%	0.00%	0.69%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.53%	0.00%	0.55%	0.95%	0.00%	0.56%	0.00%	0.00%	0.00%	0.83%	2.45%	0.95%	0.26%	1.11%	0.00%	0.57%	0.00%	0.00%	0.00%	0.31%	0.00%	0.31%	0.00%	0.23%	1.15%	0.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	2	2	0	0	0	0	1	0	0	0	0	1	2	1	2	1	0									
		0.23%	0.39%	0.78%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.55%	0.00%	0.97%	0.56%	0.00%	0.36%	0.65%	1.67%	0.98%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.20%	0.31%	0.18%	0.46%	0.16%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	903	20	16	30	24	20	24	6	1	4	14	25	15	32	11	8	9	9	4	17	17	5	20	34	57	11	12	11	7	9	26	68	37	69	67	46	61	57									
		9.79%	7.78%	12.40%	10.31%	10.34%	9.09%	11.21%	8.82%	1.49%	6.45%	6.57%	10.12%	8.02%	13.62%	6.01%	7.62%	8.74%	5.06%	5.19%	6.20%	11.04%	4.17%	9.80%	10.73%	14.62%	12.22%	15.19%	6.25%	5.11%	5.56%	11.98%	10.48%	7.51%	10.87%	11.94%	10.60%	9.98%	12.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	2	0	1	2	2	1									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.43%	0.55%	0.00%	0.97%	0.00%	0.00%	0.36%	0.65%	0.83%	0.00%	0.00%	0.00%	1.11%	0.00%	0.57%	0.00%	0.62%	0.46%	0.00%	0.41%	0.00%	0.18%	0.46%	0.33%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	279	8	5	1	4	7	5	1	0	0	5	3	4	5	1	2	3	3	2	4	4	2	11	4	8	2	1	3	5	7	2	20	35	26	13	25	25	23									
		3.02%	3.11%	3.88%	0.34%	1.72%	3.18%	2.34%	1.47%	0.00%	0.00%	2.35%	1.21%	2.14%	2.13%	0.55%	1.90%	2.91%	1.69%	2.60%	1.46%	2.60%	1.67%	5.39%	1.26%	2.05%	2.22%	1.27%	1.70%	3.65%	4.32%	0.92%	3.08%	7.10%	4.09%	2.32%	5.76%	4.09%	5.04%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	0	3	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0									
		0.15%	0.39%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.40%	0.53%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.73%	0.62%	0.00%	0.15%	0.20%	0.00%	0.18%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	2	1	0	0	1	1	0	0	0	1	2	1	1	1	1	0	1	0	0	1	1	0	4	0	1	0	0	1	1	1	4	3	5	0	0	8	0									
		0.47%	0.78%	0.78%	0.00%	0.00%	0.45%	0.47%	0.00%	0.00%	0.00%	0.47%	0.81%	0.53%	0.43%	0.55%	0.95%	0.00%	0.56%	0.00%	0.00%	0.65%	0.83%	0.00%	1.26%	0.00%	1.11%	0.00%	0.00%	0.73%	0.62%	0.46%	0.62%	0.61%	0.79%	0.00%	0.00%	1.31%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1307	15	8	35	28	21	15	9	18	7	28	25	5	29	19	7	20	29	13	23	14	9	30	38	68	12	9	32	21	14	22	114	72	120	98	77	129	74									
		14.16%	5.84%	6.20%	12.03%	12.07%	9.55%	7.01%	13.24%	26.87%	11.29%	13.15%	10.12%	2.67%	12.34%	10.38%	6.67%	19.42%	16.29%	16.88%	8.39%	9.09%	7.50%	14.71%	11.99%	17.44%	13.33%	11.39%	18.18%	15.33%	8.64%	10.14%	17.57%	14.60%	18.90%	17.47%	17.74%	21.11%	16.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	0	1	1	0	1	0	1	0	1	2	0	2	0	0	0	0	0	2	1	1	2	1	1	0	0	0	0	0	1	1	0	1	0	1	0	2									
		0.25%	0.00%	0.00%	0.34%	0.43%	0.00%	0.47%	0.00%	1.49%	0.00%	0.47%	0.81%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.65%	0.83%	0.98%	0.32%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.15%	0.00%	0.16%	0.00%	0.23%	0.00%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	222	6	5	6	6	4	1	2	0	2	7	6	2	8	5	5	3	3	1	3	6	4	2	16	10	0	3	0	3	1	7	19	14	14	17	10	13	8									
		2.41%	2.33%	3.88%	2.06%	2.59%	1.82%	0.47%	2.94%	0.00%	3.23%	3.29%	2.43%	1.07%	3.40%	2.73%	4.76%	2.91%	1.69%	1.30%	1.09%	3.90%	3.33%	0.98%	5.05%	2.56%	0.00%	3.80%	0.00%	2.19%	0.62%	3.23%	2.93%	2.84%	2.20%	3.03%	2.30%	2.13%	1.75%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
