Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Красноуральская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049					
20	3.Политическая партия «Демократическая партия России»	14	0	0	0	2	0	2	2	0	2	3	0	1	1	1	0	0	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.25%	0.00%	0.14%	0.18%	0.00%	0.14%	0.19%	0.00%	0.16%	0.09%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1052	34	61	20	51	86	88	95	87	89	118	47	39	59	127	22	4	5	13	7					
		7.13%	8.08%	7.91%	4.90%	6.44%	6.91%	6.02%	8.58%	7.63%	6.26%	7.51%	7.90%	6.14%	5.60%	9.84%	5.76%	8.00%	4.10%	5.68%	13.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	190	2	10	3	11	21	31	15	16	13	22	8	7	7	18	0	0	1	5	0					
		1.29%	0.48%	1.30%	0.74%	1.39%	1.69%	2.12%	1.36%	1.40%	0.91%	1.40%	1.34%	1.10%	0.66%	1.40%	0.00%	0.00%	0.82%	2.18%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	29	0	1	0	1	3	2	3	2	3	3	0	1	4	4	2	0	0	0	0					
		0.20%	0.00%	0.13%	0.00%	0.13%	0.24%	0.14%	0.27%	0.18%	0.21%	0.19%	0.00%	0.16%	0.38%	0.31%	0.52%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2303	74	127	58	114	164	216	161	166	238	249	99	99	204	227	56	8	15	23	5					
		15.62%	17.58%	16.47%	14.22%	14.39%	13.17%	14.77%	14.54%	14.56%	16.74%	15.85%	16.64%	15.59%	19.35%	17.60%	14.66%	16.00%	12.30%	10.04%	9.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1286	29	58	38	60	123	120	96	115	120	160	42	37	100	134	24	1	5	18	6					
		8.72%	6.89%	7.52%	9.31%	7.58%	9.88%	8.21%	8.67%	10.09%	8.44%	10.18%	7.06%	5.83%	9.49%	10.39%	6.28%	2.00%	4.10%	7.86%	11.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	81	1	2	4	5	7	12	11	7	5	6	0	1	9	7	1	0	3	0	0					
		0.55%	0.24%	0.26%	0.98%	0.63%	0.56%	0.82%	0.99%	0.61%	0.35%	0.38%	0.00%	0.16%	0.85%	0.54%	0.26%	0.00%	2.46%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9086	265	476	265	517	776	915	677	695	879	924	381	427	636	702	244	35	87	152	33					
		61.61%	62.95%	61.74%	64.95%	65.28%	62.33%	62.59%	61.16%	60.96%	61.81%	58.82%	64.03%	67.24%	60.34%	54.42%	63.87%	70.00%	71.31%	66.38%	64.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	103	1	5	2	7	10	7	6	12	12	13	3	4	6	11	0	0	0	4	0					
		0.70%	0.24%	0.65%	0.49%	0.88%	0.80%	0.48%	0.54%	1.05%	0.84%	0.83%	0.50%	0.63%	0.57%	0.85%	0.00%	0.00%	0.00%	1.75%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
