Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Новоржевская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337					
		0.53%	0.0%	0.74%	0.0%	1.05%	0.89%	0.0%	0.34%	1.33%	0.0%	1.54%	0.0%	0.0%	1.10%	1.40%	0.0%	0.66%	1.21%	0.0%	0.46%	0.38%					
25	"8. ""Народно-республиканская партия России"""	12	2	1	0	0	0	1	4	0	0	1	0	0	1	0	0	1	1	0	0	0					
		0.19%	0.21%	0.10%	0.0%	0.0%	0.0%	0.44%	1.36%	0.0%	0.0%	0.51%	0.0%	0.0%	0.27%	0.0%	0.0%	0.16%	0.40%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	3	3	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	0	1	0					
		0.20%	0.32%	0.32%	0.0%	0.0%	0.29%	0.0%	0.34%	0.44%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.23%	0.0%					
27	"10. ""Аграрная партия России"""	385	25	37	10	3	27	11	35	47	7	19	9	13	17	1	11	35	24	7	15	32					
		6.10%	2.74%	3.95%	2.77%	1.58%	8.05%	4.88%	11.98%	20.88%	6.54%	9.79%	10.71%	10.74%	4.69%	1.40%	5.18%	5.85%	9.71%	4.72%	3.47%	12.26%					
28	"11. ""Истинные патриоты России"""	9	0	2	1	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0					
		0.14%	0.0%	0.21%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	1.86%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.16%	0.80%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	54	8	9	3	2	7	1	2	3	0	1	0	2	1	1	3	7	1	0	2	1					
		0.85%	0.87%	0.96%	0.83%	1.05%	2.08%	0.44%	0.68%	1.33%	0.0%	0.51%	0.0%	1.65%	0.27%	1.40%	1.41%	1.17%	0.40%	0.0%	0.46%	0.38%					
30	"13. ""Демократическая партия России"""	17	2	4	4	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	0	1					
		0.26%	0.21%	0.42%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	1.19%	0.82%	0.55%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	2					
		0.14%	0.0%	0.10%	0.27%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	1.40%	0.0%	0.33%	0.0%	0.0%	0.0%	0.76%					
32	"15. ""Партия СЛОН"""	11	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1					
		0.17%	0.10%	0.10%	0.0%	0.0%	0.0%	0.44%	0.34%	0.44%	0.0%	0.0%	0.0%	0.82%	0.27%	0.0%	0.47%	0.0%	0.40%	0.0%	0.23%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	323	64	64	7	1	6	13	15	2	0	4	5	4	14	4	17	42	15	8	17	21					
		5.12%	7.03%	6.84%	1.94%	0.52%	1.79%	5.77%	5.13%	0.88%	0.0%	2.06%	5.95%	3.30%	3.86%	5.63%	8.01%	7.02%	6.07%	5.40%	3.93%	8.04%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	1	5	5	0	5	0	1	0	0	2	0	0	1	0	1	0	2	0	4	0					
		0.42%	0.10%	0.53%	1.38%	0.0%	1.49%	0.0%	0.34%	0.0%	0.0%	1.03%	0.0%	0.0%	0.27%	0.0%	0.47%	0.0%	0.80%	0.0%	0.92%	0.0%					
35	"18. ""ЛДПР"""	671	92	99	29	23	40	28	29	26	17	38	5	12	44	5	12	60	25	16	53	18					
		10.63%	10.10%	10.58%	8.05%	12.16%	11.94%	12.44%	9.93%	11.55%	15.88%	19.58%	5.95%	9.91%	12.15%	7.04%	5.66%	10.03%	10.12%	10.81%	12.26%	6.89%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	426	93	71	11	16	22	17	24	12	9	13	1	8	14	2	12	46	17	12	19	7					
		6.75%	10.21%	7.59%	3.05%	8.46%	6.56%	7.55%	8.21%	5.33%	8.41%	6.70%	1.19%	6.61%	3.86%	2.81%	5.66%	7.69%	6.88%	8.10%	4.39%	2.68%					
37	"20. ""Политическая партия ""Единая Россия"""	2669	346	353	194	83	104	90	112	62	46	62	52	47	184	42	126	236	89	81	249	111					
		42.31%	38.02%	37.75%	53.88%	43.91%	31.04%	40.0%	38.35%	27.55%	42.99%	31.95%	61.90%	38.84%	50.82%	59.15%	59.43%	39.46%	36.03%	54.72%	57.63%	42.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	0	2	0	1	0	0	0	0	0	0	0	1	2	0	1	0	1	0	2	1					
		0.17%	0.0%	0.21%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.55%	0.0%	0.47%	0.0%	0.40%	0.0%	0.46%	0.38%					
39	"22. ""Развитие предпринимательства"""	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	969	160	141	67	41	74	34	47	42	16	29	9	13	37	6	23	103	28	14	42	43					
		15.36%	17.58%	15.08%	18.61%	21.69%	22.08%	15.11%	16.09%	18.66%	14.95%	14.94%	10.71%	10.74%	10.22%	8.45%	10.84%	17.22%	11.33%	9.45%	9.72%	16.47%					
																											
41	Против всех	140	26	22	7	5	4	3	5	7	2	6	0	3	11	1	0	12	15	5	3	3					
		2.21%	2.85%	2.35%	1.94%	2.64%	1.19%	1.33%	1.71%	3.11%	1.86%	3.09%	0.0%	2.47%	3.03%	1.40%	0.0%	2.00%	6.07%	3.37%	0.69%	1.14%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
