Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Белоярская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №2707	УИК №2708									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	136	6	9	12	4	6	2	4	3	2	0	5	1	1	8	4	2	5	0	1	4	4	10	0	0	1	4	5	10	3	1	3	5	0	7	0	4									
		1.09%	1.01%	1.28%	1.59%	1.11%	0.99%	0.70%	1.19%	2.36%	1.75%	0.00%	0.89%	0.58%	0.33%	1.19%	1.56%	1.48%	2.99%	0.00%	1.12%	0.94%	0.52%	1.54%	0.00%	0.00%	0.96%	0.69%	1.97%	1.92%	2.03%	0.27%	1.95%	1.06%	0.00%	1.17%	0.00%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	408	20	22	27	15	20	6	6	1	5	3	23	7	15	22	9	2	5	10	3	7	24	22	14	1	1	19	3	11	0	5	6	11	6	16	12	29									
		3.26%	3.38%	3.13%	3.58%	4.17%	3.30%	2.09%	1.79%	0.79%	4.39%	6.82%	4.09%	4.05%	4.93%	3.27%	3.50%	1.48%	2.99%	7.41%	3.37%	1.64%	3.15%	3.39%	4.64%	2.00%	0.96%	3.30%	1.18%	2.11%	0.00%	1.36%	3.90%	2.33%	8.70%	2.67%	4.69%	7.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	346	16	7	17	7	18	14	7	5	2	0	13	4	7	18	6	1	3	4	1	19	24	17	7	2	3	7	5	17	5	10	2	14	4	18	5	37									
		2.77%	2.70%	0.99%	2.25%	1.94%	2.97%	4.88%	2.08%	3.94%	1.75%	0.00%	2.31%	2.31%	2.30%	2.67%	2.33%	0.74%	1.80%	2.96%	1.12%	4.46%	3.15%	2.62%	2.32%	4.00%	2.88%	1.22%	1.97%	3.26%	3.38%	2.72%	1.30%	2.97%	5.80%	3.01%	1.95%	10.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5629	245	290	318	141	268	132	135	46	57	16	213	65	180	306	127	70	61	53	44	173	337	338	130	19	37	273	133	248	77	217	73	230	37	290	100	150									
		45.04%	41.39%	41.25%	42.12%	39.17%	44.22%	45.99%	40.18%	36.22%	50.00%	36.36%	37.83%	37.57%	59.21%	45.47%	49.42%	51.85%	36.53%	39.26%	49.44%	40.61%	44.17%	52.08%	43.05%	38.00%	35.58%	47.40%	52.36%	47.60%	52.03%	59.13%	47.40%	48.73%	53.62%	48.41%	39.06%	40.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	98	8	6	5	1	6	1	0	1	0	1	6	1	3	4	1	0	4	1	0	0	11	6	1	0	0	5	2	4	1	4	1	5	0	3	1	5									
		0.78%	1.35%	0.85%	0.66%	0.28%	0.99%	0.35%	0.00%	0.79%	0.00%	2.27%	1.07%	0.58%	0.99%	0.59%	0.39%	0.00%	2.40%	0.74%	0.00%	0.00%	1.44%	0.92%	0.33%	0.00%	0.00%	0.87%	0.79%	0.77%	0.68%	1.09%	0.65%	1.06%	0.00%	0.50%	0.39%	1.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	46	1	2	1	1	0	1	0	1	2	0	1	1	2	4	1	0	2	0	0	1	5	1	0	2	1	1	0	5	0	0	0	5	0	1	2	2									
		0.37%	0.17%	0.28%	0.13%	0.28%	0.00%	0.35%	0.00%	0.79%	1.75%	0.00%	0.18%	0.58%	0.66%	0.59%	0.39%	0.00%	1.20%	0.00%	0.00%	0.23%	0.66%	0.15%	0.00%	4.00%	0.96%	0.17%	0.00%	0.96%	0.00%	0.00%	0.00%	1.06%	0.00%	0.17%	0.78%	0.54%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2563	138	132	181	89	118	62	107	36	18	7	152	51	43	93	45	17	25	23	15	95	158	101	72	16	39	107	53	98	32	63	28	82	16	140	56	55									
		20.51%	23.31%	18.78%	23.97%	24.72%	19.47%	21.60%	31.85%	28.35%	15.79%	15.91%	26.99%	29.48%	14.14%	13.82%	17.51%	12.59%	14.97%	17.04%	16.85%	22.30%	20.71%	15.56%	23.84%	32.00%	37.50%	18.58%	20.87%	18.81%	21.62%	17.17%	18.18%	17.37%	23.19%	23.37%	21.88%	14.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	2	5	1	2	3	1	1	0	0	0	3	0	1	4	0	5	2	1	1	1	6	3	1	0	0	1	0	1	1	0	0	2	0	1	2	5									
		0.45%	0.34%	0.71%	0.13%	0.56%	0.50%	0.35%	0.30%	0.00%	0.00%	0.00%	0.53%	0.00%	0.33%	0.59%	0.00%	3.70%	1.20%	0.74%	1.12%	0.23%	0.79%	0.46%	0.33%	0.00%	0.00%	0.17%	0.00%	0.19%	0.68%	0.00%	0.00%	0.42%	0.00%	0.17%	0.78%	1.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	106	4	5	13	2	4	5	4	0	3	0	0	1	1	13	1	2	5	1	2	3	3	5	2	0	1	0	1	4	0	3	0	0	0	3	5	10									
		0.85%	0.68%	0.71%	1.72%	0.56%	0.66%	1.74%	1.19%	0.00%	2.63%	0.00%	0.00%	0.58%	0.33%	1.93%	0.39%	1.48%	2.99%	0.74%	2.25%	0.70%	0.39%	0.77%	0.66%	0.00%	0.96%	0.00%	0.39%	0.77%	0.00%	0.82%	0.00%	0.00%	0.00%	0.50%	1.95%	2.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	0	2	0	1	2	0	0	0	1	0	0	0	0	2	0	2	0	0	2	0	1	0	0	0	0	1	1	0	2	1	1	0	0	0	1									
		0.17%	0.17%	0.00%	0.26%	0.00%	0.17%	0.70%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	1.20%	0.00%	0.00%	0.47%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.39%	0.19%	0.00%	0.54%	0.65%	0.21%	0.00%	0.00%	0.00%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	182	7	17	9	2	7	1	3	1	4	1	3	0	0	20	9	4	11	1	2	5	9	7	6	1	0	10	1	6	1	7	2	4	0	6	3	12									
		1.46%	1.18%	2.42%	1.19%	0.56%	1.16%	0.35%	0.89%	0.79%	3.51%	2.27%	0.53%	0.00%	0.00%	2.97%	3.50%	2.96%	6.59%	0.74%	2.25%	1.17%	1.18%	1.08%	1.99%	2.00%	0.00%	1.74%	0.39%	1.15%	0.68%	1.91%	1.30%	0.85%	0.00%	1.00%	1.17%	3.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1313	71	93	80	49	58	23	30	8	13	5	85	30	24	78	20	11	24	23	13	45	101	68	36	6	9	73	18	40	18	20	13	51	0	39	30	8									
		10.51%	11.99%	13.23%	10.60%	13.61%	9.57%	8.01%	8.93%	6.30%	11.40%	11.36%	15.10%	17.34%	7.89%	11.59%	7.78%	8.15%	14.37%	17.04%	14.61%	10.56%	13.24%	10.48%	11.92%	12.00%	8.65%	12.67%	7.09%	7.68%	12.16%	5.45%	8.44%	10.81%	0.00%	6.51%	11.72%	2.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	4	4	1	1	4	1	2	0	0	1	1	0	1	5	1	0	0	0	0	1	8	2	1	0	0	1	0	0	0	1	0	2	0	4	1	3									
		0.40%	0.68%	0.57%	0.13%	0.28%	0.66%	0.35%	0.60%	0.00%	0.00%	2.27%	0.18%	0.00%	0.33%	0.74%	0.39%	0.00%	0.00%	0.00%	0.00%	0.23%	1.05%	0.31%	0.33%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.27%	0.00%	0.42%	0.00%	0.67%	0.39%	0.82%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	844	40	69	41	31	73	20	13	5	2	2	24	5	10	58	17	10	13	10	4	51	34	33	19	3	5	35	16	35	6	22	16	27	3	26	32	34									
		6.75%	6.76%	9.82%	5.43%	8.61%	12.05%	6.97%	3.87%	3.94%	1.75%	4.55%	4.26%	2.89%	3.29%	8.62%	6.61%	7.41%	7.78%	7.41%	4.49%	11.97%	4.46%	5.08%	6.29%	6.00%	4.81%	6.08%	6.30%	6.72%	4.05%	5.99%	10.39%	5.72%	4.35%	4.34%	12.50%	9.24%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
