Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Краснотурьинская городская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029									
		0.71%	1.57%	1.18%	0.68%	1.07%	0.20%	0.00%	0.00%	0.54%	0.96%	0.64%	0.00%	0.79%	0.86%	1.40%	1.01%	0.32%	1.18%	0.88%	0.39%	0.21%	0.65%	0.39%	0.23%	0.27%	1.13%	0.99%	0.78%	0.36%	0.51%	1.02%	0.54%	0.30%	1.47%	0.78%	0.74%	0.18%	0.53%	0.00%	0.62%	0.00%	0.00%	1.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	84	1	6	1	5	3	0	0	3	4	0	0	2	0	5	1	3	1	7	2	3	3	1	0	1	2	2	3	0	0	0	0	0	2	2	4	2	4	1	5	0	0	5									
		0.44%	0.39%	3.55%	0.34%	0.67%	0.60%	0.00%	0.00%	0.41%	0.55%	0.00%	0.00%	0.39%	0.00%	0.64%	0.14%	0.48%	0.59%	1.03%	0.39%	0.62%	0.49%	0.20%	0.00%	0.27%	1.13%	0.66%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.31%	0.42%	0.36%	0.71%	0.99%	1.03%	0.00%	0.00%	0.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3535	64	27	53	141	92	66	24	136	136	67	44	102	179	125	98	117	29	113	95	93	124	94	74	53	35	49	114	46	45	82	87	63	78	109	164	91	104	32	93	17	15	165									
		18.51%	25.10%	15.98%	18.03%	18.80%	18.44%	27.39%	18.32%	18.48%	18.60%	21.54%	35.77%	20.08%	19.27%	15.94%	14.10%	18.75%	17.16%	16.67%	18.52%	19.21%	20.26%	18.50%	16.70%	14.25%	19.77%	16.12%	22.31%	16.79%	22.96%	20.92%	15.79%	18.75%	19.12%	16.90%	17.25%	16.31%	18.47%	31.68%	19.10%	24.64%	18.75%	17.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	134	1	2	2	8	3	2	0	0	2	3	0	3	8	11	2	5	1	5	1	3	4	4	2	5	0	2	2	3	0	3	4	5	5	3	6	9	3	0	6	1	0	5									
		0.70%	0.39%	1.18%	0.68%	1.07%	0.60%	0.83%	0.00%	0.00%	0.27%	0.96%	0.00%	0.59%	0.86%	1.40%	0.29%	0.80%	0.59%	0.74%	0.19%	0.62%	0.65%	0.79%	0.45%	1.34%	0.00%	0.66%	0.39%	1.09%	0.00%	0.77%	0.73%	1.49%	1.23%	0.47%	0.63%	1.61%	0.53%	0.00%	1.23%	1.45%	0.00%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	191	0	2	3	10	2	1	2	3	19	1	0	6	5	6	9	6	1	11	4	4	5	4	7	8	3	6	1	5	3	3	3	2	7	9	11	3	3	0	7	0	0	6									
		1.00%	0.00%	1.18%	1.02%	1.33%	0.40%	0.41%	1.53%	0.41%	2.60%	0.32%	0.00%	1.18%	0.54%	0.77%	1.29%	0.96%	0.59%	1.62%	0.78%	0.83%	0.82%	0.79%	1.58%	2.15%	1.69%	1.97%	0.20%	1.82%	1.53%	0.77%	0.54%	0.60%	1.72%	1.40%	1.16%	0.54%	0.53%	0.00%	1.44%	0.00%	0.00%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	0	0	1	1	0	1	1	0	1	1	0	2	0	1	1	0	0	1	1	0	0	2	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	2									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.20%	0.41%	0.00%	0.14%	0.14%	0.00%	0.81%	0.20%	0.00%	0.26%	0.00%	0.16%	0.59%	0.00%	0.00%	0.21%	0.16%	0.00%	0.00%	0.54%	0.00%	0.33%	0.00%	0.73%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.11%	0.00%	0.18%	0.00%	0.00%	0.00%	1.25%	0.21%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	262	3	2	2	8	4	2	0	12	22	5	1	6	20	15	10	8	2	11	4	8	9	4	3	5	4	6	5	5	1	7	7	6	7	8	7	5	5	1	6	1	0	15									
		1.37%	1.18%	1.18%	0.68%	1.07%	0.80%	0.83%	0.00%	1.63%	3.01%	1.61%	0.81%	1.18%	2.15%	1.91%	1.44%	1.28%	1.18%	1.62%	0.78%	1.65%	1.47%	0.79%	0.68%	1.34%	2.26%	1.97%	0.98%	1.82%	0.51%	1.79%	1.27%	1.79%	1.72%	1.24%	0.74%	0.90%	0.89%	0.99%	1.23%	1.45%	0.00%	1.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2667	39	24	58	145	80	25	17	94	105	42	23	59	134	110	97	71	18	112	65	63	75	68	55	65	29	41	85	44	26	56	56	45	63	89	123	67	59	11	82	2	7	138									
		13.96%	15.29%	14.20%	19.73%	19.33%	16.03%	10.37%	12.98%	12.77%	14.36%	13.50%	18.70%	11.61%	14.42%	14.03%	13.96%	11.38%	10.65%	16.52%	12.67%	13.02%	12.25%	13.39%	12.42%	17.47%	16.38%	13.49%	16.63%	16.06%	13.27%	14.29%	10.16%	13.39%	15.44%	13.80%	12.93%	12.01%	10.48%	10.89%	16.84%	2.90%	8.75%	14.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	2	0	2	1	2	1	0	1	4	0	1	1	3	3	5	2	0	3	2	1	0	3	1	1	0	1	3	2	0	0	2	0	1	2	2	1	4	0	0	1	0	3									
		0.32%	0.78%	0.00%	0.68%	0.13%	0.40%	0.41%	0.00%	0.14%	0.55%	0.00%	0.81%	0.20%	0.32%	0.38%	0.72%	0.32%	0.00%	0.44%	0.39%	0.21%	0.00%	0.59%	0.23%	0.27%	0.00%	0.33%	0.59%	0.73%	0.00%	0.00%	0.36%	0.00%	0.25%	0.31%	0.21%	0.18%	0.71%	0.00%	0.00%	1.45%	0.00%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2426	11	9	11	76	55	23	13	113	105	31	7	60	117	108	93	111	19	87	72	62	86	58	56	55	22	43	59	24	25	42	87	46	41	95	144	80	86	2	41	4	1	146									
		12.70%	4.31%	5.33%	3.74%	10.13%	11.02%	9.54%	9.92%	15.35%	14.36%	9.97%	5.69%	11.81%	12.59%	13.78%	13.38%	17.79%	11.24%	12.83%	14.04%	12.81%	14.05%	11.42%	12.64%	14.78%	12.43%	14.14%	11.55%	8.76%	12.76%	10.71%	15.79%	13.69%	10.05%	14.73%	15.14%	14.34%	15.28%	1.98%	8.42%	5.80%	1.25%	15.57%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
