Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Горячеключевская 																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1099									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	862	30	20	30	40	30	30	40	30	37	40	15	40	30	30	10	20	10	30	15	15	25	30	20	30	25	20	35	10	15	20	35	5	10	15	5	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	563	30	13	11	9	8	7	25	30	37	19	12	20	27	20	0	20	10	8	8	7	25	30	4	24	16	11	33	10	14	10	35	1	10	6	5	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	732	17	56	38	21	14	9	31	15	25	14	10	23	19	7	4	6	2	3	6	1	6	4	12	5	11	7	4	6	4	11	10	2	5	4	4	316									
14	Число погашенных неиспользованных открепительных удостоверений	299	0	7	19	31	22	23	15	0	0	21	3	20	3	10	10	0	0	22	7	8	0	0	16	6	9	9	2	0	1	10	0	4	0	9	0	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	112	3	4	8	6	6	1	9	5	8	11	3	6	4	10	0	0	0	2	2	0	0	0	1	1	2	4	6	2	0	0	5	0	0	0	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	453	30	3	16	2	17	23	26	31	45	28	5	48	12	27	5	5	0	4	3	6	12	10	15	13	16	6	13	3	2	2	9	0	0	2	1	13									
		1.69%	2.68%	0.47%	2.21%	0.17%	2.66%	3.11%	2.45%	3.60%	3.22%	2.04%	1.50%	3.56%	1.17%	2.36%	5.88%	1.51%	0.00%	1.92%	1.02%	3.03%	1.36%	1.63%	1.61%	1.60%	1.28%	1.03%	1.38%	0.49%	0.51%	0.39%	0.79%	0.00%	0.00%	1.96%	0.57%	0.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	661	23	0	14	11	23	31	40	27	34	56	11	37	41	33	1	13	0	3	0	10	17	27	20	17	25	20	26	20	8	16	31	1	7	4	7	7									
		2.46%	2.05%	0.00%	1.93%	0.96%	3.60%	4.19%	3.77%	3.14%	2.43%	4.08%	3.30%	2.74%	4.01%	2.89%	1.18%	3.92%	0.00%	1.44%	0.00%	5.05%	1.93%	4.40%	2.15%	2.09%	2.00%	3.43%	2.76%	3.28%	2.02%	3.10%	2.71%	0.95%	5.98%	3.92%	4.00%	0.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	666	37	50	25	28	13	28	43	32	56	37	15	48	24	20	1	9	2	5	9	4	22	14	23	9	18	9	25	8	3	18	24	0	2	1	4	0									
		2.48%	3.30%	7.86%	3.45%	2.44%	2.03%	3.78%	4.05%	3.72%	4.01%	2.70%	4.50%	3.56%	2.35%	1.75%	1.18%	2.71%	2.94%	2.40%	3.06%	2.02%	2.50%	2.28%	2.47%	1.11%	1.44%	1.54%	2.65%	1.31%	0.76%	3.49%	2.09%	0.00%	1.71%	0.98%	2.29%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15164	595	342	281	767	256	259	398	341	643	691	160	577	446	587	51	181	42	124	125	111	567	306	555	531	789	354	534	370	239	283	587	47	67	57	93	2808									
		56.52%	53.13%	53.77%	38.76%	66.93%	40.06%	35.00%	37.48%	39.65%	45.99%	50.40%	48.05%	42.80%	43.60%	51.40%	60.00%	54.52%	61.76%	59.62%	42.52%	56.06%	64.43%	49.92%	59.55%	65.39%	63.12%	60.72%	56.63%	60.66%	60.35%	54.84%	51.22%	44.76%	57.26%	55.88%	53.14%	96.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	151	7	0	4	1	6	6	10	9	9	10	2	10	5	8	0	2	0	0	6	0	2	7	9	3	6	0	7	1	5	6	2	0	2	2	2	2									
		0.56%	0.63%	0.00%	0.55%	0.09%	0.94%	0.81%	0.94%	1.05%	0.64%	0.73%	0.60%	0.74%	0.49%	0.70%	0.00%	0.60%	0.00%	0.00%	2.04%	0.00%	0.23%	1.14%	0.97%	0.37%	0.48%	0.00%	0.74%	0.16%	1.26%	1.16%	0.17%	0.00%	1.71%	1.96%	1.14%	0.07%									
24	"6. Политическая партия ""Гражданская Платформа"""	56	2	0	1	1	2	6	5	2	2	2	1	4	3	1	0	0	1	1	2	1	0	2	5	1	0	1	1	0	4	2	1	0	0	0	0	2									
		0.21%	0.18%	0.00%	0.14%	0.09%	0.31%	0.81%	0.47%	0.23%	0.14%	0.15%	0.30%	0.30%	0.29%	0.09%	0.00%	0.00%	1.47%	0.48%	0.68%	0.51%	0.00%	0.33%	0.54%	0.12%	0.00%	0.17%	0.11%	0.00%	1.01%	0.39%	0.09%	0.00%	0.00%	0.00%	0.00%	0.07%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4189	191	80	156	102	129	137	203	166	236	269	70	298	199	205	10	57	8	36	46	29	137	118	156	117	160	80	168	94	46	78	266	20	19	26	38	39									
		15.61%	17.05%	12.58%	21.52%	8.90%	20.19%	18.51%	19.11%	19.30%	16.88%	19.62%	21.02%	22.11%	19.45%	17.95%	11.76%	17.17%	11.76%	17.31%	15.65%	14.65%	15.57%	19.25%	16.74%	14.41%	12.80%	13.72%	17.82%	15.41%	11.62%	15.12%	23.21%	19.05%	16.24%	25.49%	21.71%	1.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	111	3	0	6	1	6	2	7	5	9	3	1	14	8	9	0	2	1	1	0	0	4	3	3	1	9	0	5	3	1	0	4	0	0	0	0	0									
		0.41%	0.27%	0.00%	0.83%	0.09%	0.94%	0.27%	0.66%	0.58%	0.64%	0.22%	0.30%	1.04%	0.78%	0.79%	0.00%	0.60%	1.47%	0.48%	0.00%	0.00%	0.45%	0.49%	0.32%	0.12%	0.72%	0.00%	0.53%	0.49%	0.25%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	209	18	0	13	3	13	10	14	12	18	10	4	13	6	11	0	0	0	2	1	2	11	3	7	4	14	5	4	3	2	0	4	0	0	0	2	0									
		0.78%	1.61%	0.00%	1.79%	0.26%	2.03%	1.35%	1.32%	1.40%	1.29%	0.73%	1.20%	0.96%	0.59%	0.96%	0.00%	0.00%	0.00%	0.96%	0.34%	1.01%	1.25%	0.49%	0.75%	0.49%	1.12%	0.86%	0.42%	0.49%	0.51%	0.00%	0.35%	0.00%	0.00%	0.00%	1.14%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	0	0	3	0	0	2	2	4	1	1	0	5	4	0	0	5	0	0	2	0	1	1	4	1	0	0	0	1	4	1	0	0	0	0	0	2									
		0.16%	0.00%	0.00%	0.41%	0.00%	0.00%	0.27%	0.19%	0.47%	0.07%	0.07%	0.00%	0.37%	0.39%	0.00%	0.00%	1.51%	0.00%	0.00%	0.68%	0.00%	0.11%	0.16%	0.43%	0.12%	0.00%	0.00%	0.00%	0.16%	1.01%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	271	16	15	14	17	15	11	20	8	22	24	0	12	9	15	3	0	0	2	1	0	6	7	5	6	4	2	6	3	5	7	4	6	0	0	1	5									
		1.01%	1.43%	2.36%	1.93%	1.48%	2.35%	1.49%	1.88%	0.93%	1.57%	1.75%	0.00%	0.89%	0.88%	1.31%	3.53%	0.00%	0.00%	0.96%	0.34%	0.00%	0.68%	1.14%	0.54%	0.74%	0.32%	0.34%	0.64%	0.49%	1.26%	1.36%	0.35%	5.71%	0.00%	0.00%	0.57%	0.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3639	138	110	149	157	128	169	204	165	219	180	47	223	201	171	6	51	10	25	79	32	78	80	109	92	162	99	111	74	41	69	153	26	15	7	24	35									
		13.56%	12.32%	17.30%	20.55%	13.70%	20.03%	22.84%	19.21%	19.19%	15.67%	13.13%	14.11%	16.54%	19.65%	14.97%	7.06%	15.36%	14.71%	12.02%	26.87%	16.16%	8.86%	13.05%	11.70%	11.33%	12.96%	16.98%	11.77%	12.13%	10.35%	13.37%	13.35%	24.76%	12.82%	6.86%	13.71%	1.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	15	0	5	2	3	6	5	4	8	3	2	0	0	4	1	0	0	0	2	1	3	2	1	0	4	0	2	0	1	1	6	1	1	0	0	3									
		0.32%	1.34%	0.00%	0.69%	0.17%	0.47%	0.81%	0.47%	0.47%	0.57%	0.22%	0.60%	0.00%	0.00%	0.35%	1.18%	0.00%	0.00%	0.00%	0.68%	0.51%	0.34%	0.33%	0.11%	0.00%	0.32%	0.00%	0.21%	0.00%	0.25%	0.19%	0.52%	0.95%	0.85%	0.00%	0.00%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	720	35	0	31	46	23	24	66	40	77	36	11	37	42	35	2	2	3	2	4	0	14	14	15	17	26	4	26	16	23	16	27	2	3	0	1	0									
		2.68%	3.13%	0.00%	4.28%	4.01%	3.60%	3.24%	6.21%	4.65%	5.51%	2.63%	3.30%	2.74%	4.11%	3.06%	2.35%	0.60%	4.41%	0.96%	1.36%	0.00%	1.59%	2.28%	1.61%	2.09%	2.08%	0.69%	2.76%	2.62%	5.81%	3.10%	2.36%	1.90%	2.56%	0.00%	0.57%	0.00%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
