Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Пономаревская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	5	5	0	10	0	15	10	5	0	0	0	5	0	10	5	5	0	0	5	5	5	15	0	10	10	10	10	0	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	24	2	4	0	1	0	4	2	1	0	0	0	0	0	1	0	0	0	0	2	2	0	2	0	1	0	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	26	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	1	7	6	0	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	126	3	1	0	9	0	11	8	4	0	0	0	5	0	9	5	5	0	0	3	3	5	13	0	9	10	9	9	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	272	10	2	10	17	1	20	12	7	0	1	2	16	2	6	7	10	1	4	10	8	6	13	1	34	18	10	31	0	13					
		2.70%	2.20%	0.73%	9.62%	5.45%	2.38%	4.10%	1.49%	3.24%	0.00%	0.29%	2.22%	4.16%	1.26%	1.26%	1.88%	3.76%	1.64%	2.92%	2.83%	2.79%	2.73%	2.42%	0.94%	2.84%	4.50%	2.14%	3.21%	0.00%	3.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2					
		0.12%	0.44%	0.36%	0.00%	0.00%	0.00%	0.00%	0.12%	0.46%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.10%	0.97%	0.56%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0					
		0.07%	0.22%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	990	33	10	11	30	3	64	47	22	4	4	15	77	30	58	0	27	6	19	19	19	38	60	22	107	62	53	113	0	37					
		9.84%	7.27%	3.64%	10.58%	9.62%	7.14%	13.11%	5.82%	10.19%	5.63%	1.15%	16.67%	20.00%	18.87%	12.21%	0.00%	10.15%	9.84%	13.87%	5.38%	6.62%	17.27%	11.17%	20.75%	8.93%	15.50%	11.35%	11.69%	0.00%	10.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0					
		0.10%	0.22%	0.00%	0.00%	0.64%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.10%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.52%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.28%					
24	7.Политическая партия «Либерально-демократическая партия России»	768	36	17	13	28	2	51	30	22	1	3	2	39	15	8	1	15	6	7	17	26	15	55	6	99	35	59	119	7	34					
		7.63%	7.93%	6.18%	12.50%	8.97%	4.76%	10.45%	3.71%	10.19%	1.41%	0.86%	2.22%	10.13%	9.43%	1.68%	0.27%	5.64%	9.84%	5.11%	4.82%	9.06%	6.82%	10.24%	5.66%	8.26%	8.75%	12.63%	12.31%	6.80%	9.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	758	75	8	15	33	3	88	62	17	16	1	7	25	3	30	5	43	6	12	10	15	15	48	8	35	38	30	82	7	21					
		7.54%	16.52%	2.91%	14.42%	10.58%	7.14%	18.03%	7.67%	7.87%	22.54%	0.29%	7.78%	6.49%	1.89%	6.32%	1.34%	16.17%	9.84%	8.76%	2.83%	5.23%	6.82%	8.94%	7.55%	2.92%	9.50%	6.42%	8.48%	6.80%	5.87%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	54	5	1	0	0	0	4	4	2	2	0	1	3	0	1	0	2	0	3	0	2	3	2	0	1	5	3	7	0	3					
		0.54%	1.10%	0.36%	0.00%	0.00%	0.00%	0.82%	0.50%	0.93%	2.82%	0.00%	1.11%	0.78%	0.00%	0.21%	0.00%	0.75%	0.00%	2.19%	0.00%	0.70%	1.36%	0.37%	0.00%	0.08%	1.25%	0.64%	0.72%	0.00%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7070	285	233	54	198	32	253	647	143	46	337	61	216	106	361	359	168	40	89	288	214	137	355	68	912	235	311	592	88	242					
		70.29%	62.78%	84.73%	51.92%	63.46%	76.19%	51.84%	80.07%	66.20%	64.79%	97.12%	67.78%	56.10%	66.67%	76.00%	96.25%	63.16%	65.57%	64.96%	81.59%	74.56%	62.27%	66.11%	64.15%	76.13%	58.75%	66.60%	61.22%	85.44%	67.60%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	28	1	1	0	3	0	2	2	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	0	0	2	0	11	0	0					
		0.28%	0.22%	0.36%	0.00%	0.96%	0.00%	0.41%	0.25%	0.00%	0.00%	0.29%	1.11%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.50%	0.00%	1.14%	0.00%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
