Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Тулунская городская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1911	УИК №1912									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	822	20	16	20	20	30	25	15	15	20	21	27	15	20	15	15	25	26	15	25	16	24	20	17	20	20	20	25	20	30	25	20	20	25	25	20	20	20	25	25	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	788	20	16	20	20	30	25	15	15	20	21	27	15	20	15	11	25	26	15	25	16	24	20	17	20	20	20	25	20	30	25	20	8	25	25	13	9	20	25	25	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	435	4	13	5	2	7	8	12	7	14	7	0	6	18	7	4	18	16	12	11	8	9	7	11	9	16	10	8	5	8	14	0	7	9	6	14	20	10	7	4	5	77									
14	Число погашенных неиспользованных открепительных удостоверений	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	7	11	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	169	9	2	3	4	10	4	0	2	1	3	4	8	6	3	9	6	7	8	6	4	6	1	3	6	6	4	7	7	6	4	3	3	3	0	1	0	3	3	4	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	210	6	9	5	9	7	9	9	5	13	9	9	5	9	5	10	2	8	2	3	2	6	4	5	5	2	2	5	1	7	6	4	0	1	4	2	4	0	3	10	0	3									
		1.93%	1.81%	3.96%	1.58%	3.35%	1.72%	2.40%	5.06%	1.99%	6.50%	3.09%	3.27%	2.06%	2.82%	1.79%	3.64%	0.54%	2.09%	0.97%	1.07%	0.69%	2.21%	1.86%	1.69%	1.84%	0.73%	0.88%	1.12%	0.54%	2.36%	1.60%	1.79%	0.00%	0.51%	1.88%	1.04%	1.52%	0.00%	1.44%	4.12%	0.00%	1.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	395	16	11	7	11	15	10	8	8	6	5	13	10	14	15	12	10	13	9	13	8	11	14	7	14	9	8	28	1	5	16	6	6	10	4	6	10	9	3	8	5	1									
		3.62%	4.82%	4.85%	2.21%	4.09%	3.69%	2.67%	4.49%	3.19%	3.00%	1.72%	4.73%	4.12%	4.39%	5.36%	4.36%	2.72%	3.39%	4.35%	4.64%	2.76%	4.06%	6.51%	2.37%	5.15%	3.27%	3.51%	6.26%	0.54%	1.68%	4.28%	2.69%	2.84%	5.08%	1.88%	3.13%	3.80%	4.21%	1.44%	3.29%	7.25%	0.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	240	7	8	4	6	4	6	6	3	5	10	6	3	20	9	7	6	5	5	6	12	6	1	7	6	3	7	8	5	5	3	7	4	2	9	8	5	3	6	6	1	0									
		2.20%	2.11%	3.52%	1.26%	2.23%	0.99%	1.60%	3.37%	1.20%	2.50%	3.44%	2.18%	1.23%	6.27%	3.21%	2.55%	1.63%	1.31%	2.42%	2.14%	4.14%	2.21%	0.47%	2.37%	2.21%	1.09%	3.07%	1.79%	2.70%	1.68%	0.80%	3.14%	1.90%	1.02%	4.23%	4.17%	1.90%	1.40%	2.87%	2.47%	1.45%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4584	137	88	166	119	179	124	60	89	68	103	106	101	144	105	119	150	157	77	122	117	89	122	170	101	103	95	179	84	139	145	80	87	87	82	108	108	88	100	98	33	155									
		42.02%	41.27%	38.77%	52.37%	44.24%	44.09%	33.07%	33.71%	35.46%	34.00%	35.40%	38.55%	41.56%	45.14%	37.50%	43.27%	40.87%	40.99%	37.20%	43.57%	40.34%	32.84%	56.74%	57.63%	37.13%	37.45%	41.67%	40.04%	45.41%	46.80%	38.77%	35.87%	41.23%	44.16%	38.50%	56.25%	41.06%	41.12%	47.85%	40.33%	47.83%	62.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	0	0	1	2	2	1	0	0	0	2	1	1	3	0	0	3	1	1	1	0	1	0	2	0	2	2	3	1	2	2	0	0	1	0	0	0	1	0	0	0	1									
		0.34%	0.00%	0.00%	0.32%	0.74%	0.49%	0.27%	0.00%	0.00%	0.00%	0.69%	0.36%	0.41%	0.94%	0.00%	0.00%	0.82%	0.26%	0.48%	0.36%	0.00%	0.37%	0.00%	0.68%	0.00%	0.73%	0.88%	0.67%	0.54%	0.67%	0.53%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.40%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	1	1	1	2	3	1	1	0	1	0	0	2	1	1	1	0	2	0	1	1	3	0	1	0	1	1	1	0	1	2	1	2	0	0	0	1	3	0	1	0	0									
		0.35%	0.30%	0.44%	0.32%	0.74%	0.74%	0.27%	0.56%	0.00%	0.50%	0.00%	0.00%	0.82%	0.31%	0.36%	0.36%	0.00%	0.52%	0.00%	0.36%	0.34%	1.11%	0.00%	0.34%	0.00%	0.36%	0.44%	0.22%	0.00%	0.34%	0.53%	0.45%	0.95%	0.00%	0.00%	0.00%	0.38%	1.40%	0.00%	0.41%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1710	57	37	42	38	63	64	28	36	28	36	42	49	39	39	36	62	45	31	41	40	31	27	32	40	47	37	68	32	36	65	49	40	29	40	21	58	42	35	47	12	69									
		15.68%	17.17%	16.30%	13.25%	14.13%	15.52%	17.07%	15.73%	14.34%	14.00%	12.37%	15.27%	20.16%	12.23%	13.93%	13.09%	16.89%	11.75%	14.98%	14.64%	13.79%	11.44%	12.56%	10.85%	14.71%	17.09%	16.23%	15.21%	17.30%	12.12%	17.38%	21.97%	18.96%	14.72%	18.78%	10.94%	22.05%	19.63%	16.75%	19.34%	17.39%	27.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	1	0	1	4	0	1	0	1	1	6	0	3	0	0	0	6	0	3	1	3	0	0	1	1	0	0	3	0	0	3	0	4	0	0	0	0	0	0	0	0	0									
		0.39%	0.30%	0.00%	0.32%	1.49%	0.00%	0.27%	0.00%	0.40%	0.50%	2.06%	0.00%	1.23%	0.00%	0.00%	0.00%	1.63%	0.00%	1.45%	0.36%	1.03%	0.00%	0.00%	0.34%	0.37%	0.00%	0.00%	0.67%	0.00%	0.00%	0.80%	0.00%	1.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	326	19	4	14	8	14	12	8	7	3	9	5	9	2	6	10	15	18	15	10	5	10	3	11	3	9	13	10	5	5	15	15	5	6	5	4	5	5	1	1	2	0									
		2.99%	5.72%	1.76%	4.42%	2.97%	3.45%	3.20%	4.49%	2.79%	1.50%	3.09%	1.82%	3.70%	0.63%	2.14%	3.64%	4.09%	4.70%	7.25%	3.57%	1.72%	3.69%	1.40%	3.73%	1.10%	3.27%	5.70%	2.24%	2.70%	1.68%	4.01%	6.73%	2.37%	3.05%	2.35%	2.08%	1.90%	2.34%	0.48%	0.41%	2.90%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	3	0	2	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	2	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0									
		0.18%	0.90%	0.00%	0.63%	0.37%	0.25%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.36%	0.27%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.88%	0.22%	0.54%	0.00%	0.27%	0.45%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	1	1	2	2	4	3	2	7	1	4	4	0	0	2	1	4	2	1	3	2	2	0	1	1	1	0	3	0	1	2	0	1	0	0	0	2	0	1	2	0	0									
		0.58%	0.30%	0.44%	0.63%	0.74%	0.99%	0.80%	1.12%	2.79%	0.50%	1.37%	1.45%	0.00%	0.00%	0.71%	0.36%	1.09%	0.52%	0.48%	1.07%	0.69%	0.74%	0.00%	0.34%	0.37%	0.36%	0.00%	0.67%	0.00%	0.34%	0.53%	0.00%	0.47%	0.00%	0.00%	0.00%	0.76%	0.00%	0.48%	0.82%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2592	73	56	50	43	81	119	38	78	63	87	71	40	74	85	60	86	113	51	57	90	97	31	45	84	82	50	123	47	65	93	47	48	54	52	29	55	50	44	54	14	13									
		23.76%	21.99%	24.67%	15.77%	15.99%	19.95%	31.73%	21.35%	31.08%	31.50%	29.90%	25.82%	16.46%	23.20%	30.36%	21.82%	23.43%	29.50%	24.64%	20.36%	31.03%	35.79%	14.42%	15.25%	30.88%	29.82%	21.93%	27.52%	25.41%	21.89%	24.87%	21.08%	22.75%	27.41%	24.41%	15.10%	20.91%	23.36%	21.05%	22.22%	20.29%	5.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	3	1	4	3	8	1	0	1	0	0	2	4	0	0	2	1	3	2	2	0	0	1	2	1	0	1	1	0	1	1	1	1	1	0	4	0	0	1	1	1	2									
		0.52%	0.90%	0.44%	1.26%	1.12%	1.97%	0.27%	0.00%	0.40%	0.00%	0.00%	0.73%	1.65%	0.00%	0.00%	0.73%	0.27%	0.78%	0.97%	0.71%	0.00%	0.00%	0.47%	0.68%	0.37%	0.00%	0.44%	0.22%	0.00%	0.34%	0.27%	0.45%	0.47%	0.51%	0.00%	2.08%	0.00%	0.00%	0.48%	0.41%	1.45%	0.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	349	5	6	16	16	13	14	15	10	8	15	10	6	6	9	8	15	7	4	8	7	6	5	5	4	9	6	6	5	18	8	11	8	4	11	8	13	6	11	4	1	2									
		3.20%	1.51%	2.64%	5.05%	5.95%	3.20%	3.73%	8.43%	3.98%	4.00%	5.15%	3.64%	2.47%	1.88%	3.21%	2.91%	4.09%	1.83%	1.93%	2.86%	2.41%	2.21%	2.33%	1.69%	1.47%	3.27%	2.63%	1.34%	2.70%	6.06%	2.14%	4.93%	3.79%	2.03%	5.16%	4.17%	4.94%	2.80%	5.26%	1.65%	1.45%	0.80%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
