Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Салехардская городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №8044	УИК №8300	УИК №8377									
		1.85%	1.78%	2.37%	2.63%	1.29%	1.56%	3.13%	2.17%	1.94%	1.86%	1.46%	1.60%	2.46%	1.83%	1.05%	1.05%	1.37%	1.20%	0.93%	2.08%	1.78%	2.07%	6.59%	1.79%	1.78%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9415	549	458	424	502	546	424	398	568	525	632	414	330	444	273	398	533	557	504	333	303	86	103	30	81									
		50.52%	65.20%	49.25%	44.63%	49.90%	56.82%	44.26%	41.16%	44.07%	60.98%	54.20%	55.35%	57.99%	54.15%	40.93%	46.39%	60.98%	47.65%	58.60%	43.30%	41.45%	59.31%	37.73%	53.57%	47.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	198	12	16	15	16	8	12	8	20	10	13	2	4	5	3	10	14	11	6	6	3	0	2	0	2									
		1.06%	1.43%	1.72%	1.58%	1.59%	0.83%	1.25%	0.83%	1.55%	1.16%	1.11%	0.27%	0.70%	0.61%	0.45%	1.17%	1.60%	0.94%	0.70%	0.78%	0.41%	0.00%	0.73%	0.00%	1.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	60	1	4	3	1	2	2	3	6	2	4	8	1	2	4	1	2	4	4	5	1	0	0	0	0									
		0.32%	0.12%	0.43%	0.32%	0.10%	0.21%	0.21%	0.31%	0.47%	0.23%	0.34%	1.07%	0.18%	0.24%	0.60%	0.12%	0.23%	0.34%	0.47%	0.65%	0.14%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3956	112	195	212	209	127	221	315	340	159	154	119	84	158	209	215	116	302	117	221	247	33	44	6	41									
		21.23%	13.30%	20.97%	22.32%	20.78%	13.22%	23.07%	32.57%	26.38%	18.47%	13.21%	15.91%	14.76%	19.27%	31.33%	25.06%	13.27%	25.83%	13.60%	28.74%	33.79%	22.76%	16.12%	10.71%	24.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	147	5	13	10	9	7	11	7	10	6	6	0	3	5	3	9	11	7	3	6	0	0	4	7	5									
		0.79%	0.59%	1.40%	1.05%	0.89%	0.73%	1.15%	0.72%	0.78%	0.70%	0.51%	0.00%	0.53%	0.61%	0.45%	1.05%	1.26%	0.60%	0.35%	0.78%	0.00%	0.00%	1.47%	12.50%	2.96%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	338	12	22	26	20	20	24	15	34	10	21	17	9	12	11	16	6	23	7	15	12	0	3	0	3									
		1.81%	1.43%	2.37%	2.74%	1.99%	2.08%	2.51%	1.55%	2.64%	1.16%	1.80%	2.27%	1.58%	1.46%	1.65%	1.86%	0.69%	1.97%	0.81%	1.95%	1.64%	0.00%	1.10%	0.00%	1.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	55	0	1	4	2	1	1	1	6	0	3	7	2	2	2	0	3	5	5	6	4	0	0	0	0									
		0.30%	0.00%	0.11%	0.42%	0.20%	0.10%	0.10%	0.10%	0.47%	0.00%	0.26%	0.94%	0.35%	0.24%	0.30%	0.00%	0.34%	0.43%	0.58%	0.78%	0.55%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	239	9	14	21	20	10	22	6	20	4	9	3	4	14	8	11	11	13	2	7	5	0	18	2	6									
		1.28%	1.07%	1.51%	2.21%	1.99%	1.04%	2.30%	0.62%	1.55%	0.46%	0.77%	0.40%	0.70%	1.71%	1.20%	1.28%	1.26%	1.11%	0.23%	0.91%	0.68%	0.00%	6.59%	3.57%	3.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1358	42	62	84	83	72	80	67	92	44	74	41	33	67	55	64	57	90	59	64	56	9	48	5	10									
		7.29%	4.99%	6.67%	8.84%	8.25%	7.49%	8.35%	6.93%	7.14%	5.11%	6.35%	5.48%	5.80%	8.17%	8.25%	7.46%	6.52%	7.70%	6.86%	8.32%	7.66%	6.21%	17.58%	8.93%	5.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	124	3	5	5	10	9	4	3	8	4	5	13	0	7	3	13	6	6	6	6	3	1	3	1	0									
		0.67%	0.36%	0.54%	0.53%	0.99%	0.94%	0.42%	0.31%	0.62%	0.46%	0.43%	1.74%	0.00%	0.85%	0.45%	1.52%	0.69%	0.51%	0.70%	0.78%	0.41%	0.69%	1.10%	1.79%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1265	37	60	55	64	94	63	60	57	29	148	89	39	43	40	60	65	73	102	35	31	6	11	0	4									
		6.79%	4.39%	6.45%	5.79%	6.36%	9.78%	6.58%	6.20%	4.42%	3.37%	12.69%	11.90%	6.85%	5.24%	5.99%	6.99%	7.44%	6.24%	11.86%	4.55%	4.24%	4.14%	4.03%	0.00%	2.37%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
