Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																												
Дата голосования: 02.12.2007																																																																												
																																																																												
Наименование Избирательной комиссии:    Иркутская																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	825	15	6	16	42	36	22	14	7	12	4	2	5	31	6	5	5	2	2	8	12	2	8	5	3	27	5	15	6	8	10	18	1	3	20	2	3	2	2	28	44	9	3	9	4	4	50	52	21	5	12	15	5	2	6	31	32	21	15	1	14	8	3	3	3	2	1	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	628	12	1	14	19	32	22	14	4	8	3	0	5	21	2	3	0	1	0	1	11	0	7	1	0	27	3	15	6	3	8	17	1	2	19	0	0	2	1	28	40	3	2	7	1	4	42	52	18	0	11	11	1	0	3	10	31	20	15	0	6	7	0	2	1	0	0	10	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	556	11	8	5	83	11	9	9	5	4	0	1	1	8	3	4	0	0	0	4	8	2	4	3	3	14	6	7	4	2	8	41	1	3	7	1	1	0	2	23	23	7	1	5	5	6	10	10	17	0	17	7	1	0	2	20	23	6	33	0	26	2	2	1	3	0	1	10	8	4					
14	Число погашенных неиспользованных открепительных удостоверений	197	3	5	2	23	4	0	0	3	4	1	2	0	10	4	2	5	1	2	7	1	2	1	4	3	0	2	0	0	5	2	1	0	1	1	2	3	0	1	0	4	6	1	2	3	0	8	0	3	5	1	4	4	2	3	21	1	1	0	1	8	1	3	1	2	2	1	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
18	1.Политическая партия «Аграрная партия России»	1057	20	9	15	107	36	36	22	7	24	5	1	11	28	2	21	13	3	4	5	9	1	12	2	3	26	3	46	9	20	13	7	1	3	13	1	5	2	2	49	54	4	1	17	9	4	37	39	29	2	8	32	7	3	4	57	32	30	16	0	22	15	9	5	1	0	2	11	5	6					
		3.72%	3.11%	3.17%	4.76%	8.45%	3.76%	4.01%	3.31%	2.81%	5.13%	3.38%	1.52%	5.50%	2.81%	0.83%	9.55%	6.57%	3.30%	3.20%	1.29%	3.26%	1.05%	2.73%	0.81%	1.73%	2.88%	1.60%	6.19%	3.19%	5.45%	2.60%	2.51%	1.89%	2.22%	2.04%	0.83%	4.63%	1.75%	1.87%	4.95%	4.40%	1.20%	0.78%	3.54%	4.81%	2.67%	3.83%	3.24%	4.20%	1.10%	2.61%	8.04%	3.17%	2.59%	2.35%	4.02%	2.41%	4.46%	2.88%	0.00%	3.97%	4.76%	7.38%	3.27%	0.72%	0.00%	6.45%	2.28%	1.37%	2.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	178	4	1	3	14	0	12	10	0	0	1	0	2	4	0	0	0	0	1	2	0	0	0	0	0	2	2	4	1	4	5	1	1	2	2	0	0	0	1	17	6	1	2	7	0	1	4	2	2	0	2	0	0	0	0	8	5	5	5	0	2	0	1	0	0	2	2	10	10	5					
		0.63%	0.62%	0.35%	0.95%	1.11%	0.00%	1.34%	1.50%	0.00%	0.00%	0.68%	0.00%	1.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.80%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	1.06%	0.54%	0.35%	1.09%	1.00%	0.36%	1.89%	1.48%	0.31%	0.00%	0.00%	0.00%	0.93%	1.72%	0.49%	0.30%	1.55%	1.46%	0.00%	0.67%	0.41%	0.17%	0.29%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.56%	0.38%	0.74%	0.90%	0.00%	0.36%	0.00%	0.82%	0.00%	0.00%	3.51%	6.45%	2.07%	2.73%	2.12%					
20	3.Политическая партия «Демократическая партия России»	39	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	4	2	2	2	1	0	1	0	0	1	0	0	0	0	1	2	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	2	2	0	0	1	0	2	0	0	0	2	0	2					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.10%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.44%	1.06%	0.27%	0.71%	0.27%	0.00%	0.36%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.10%	0.16%	0.00%	0.78%	0.21%	0.00%	0.00%	0.00%	0.08%	0.29%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.30%	0.36%	0.00%	0.00%	0.32%	0.00%	1.31%	0.00%	0.00%	0.00%	0.41%	0.00%	0.85%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2355	63	18	36	174	74	73	40	35	20	4	2	19	105	17	13	22	3	11	22	6	3	33	2	5	78	16	65	24	30	41	13	1	10	50	6	19	12	14	74	143	19	6	46	12	15	49	94	46	14	27	20	6	3	6	149	96	65	33	0	53	34	26	19	26	14	6	32	19	24					
		8.29%	9.78%	6.34%	11.43%	13.74%	7.73%	8.13%	6.02%	14.06%	4.27%	2.70%	3.03%	9.50%	10.53%	7.08%	5.91%	11.11%	3.30%	8.80%	5.66%	2.17%	3.16%	7.50%	0.81%	2.89%	8.63%	8.51%	8.75%	8.51%	8.17%	8.20%	4.66%	1.89%	7.41%	7.84%	5.00%	17.59%	10.53%	13.08%	7.47%	11.65%	5.69%	4.65%	9.58%	6.42%	10.00%	5.07%	7.80%	6.67%	7.69%	8.82%	5.03%	2.71%	2.59%	3.53%	10.52%	7.22%	9.67%	5.95%	0.00%	9.57%	10.79%	21.31%	12.42%	18.71%	24.56%	19.35%	6.64%	5.19%	10.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	390	5	0	9	55	22	7	6	0	4	1	0	0	15	3	0	0	0	0	3	0	0	1	0	0	13	4	7	3	6	10	3	1	3	8	0	0	0	0	19	6	0	0	22	0	1	9	13	5	3	0	4	2	0	0	25	32	17	14	0	6	1	2	0	1	0	0	14	3	2					
		1.37%	0.78%	0.00%	2.86%	4.34%	2.30%	0.78%	0.90%	0.00%	0.85%	0.68%	0.00%	0.00%	1.50%	1.25%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.23%	0.00%	0.00%	1.44%	2.13%	0.94%	1.06%	1.63%	2.00%	1.08%	1.89%	2.22%	1.25%	0.00%	0.00%	0.00%	0.00%	1.92%	0.49%	0.00%	0.00%	4.58%	0.00%	0.67%	0.93%	1.08%	0.72%	1.65%	0.00%	1.01%	0.90%	0.00%	0.00%	1.76%	2.41%	2.53%	2.52%	0.00%	1.08%	0.32%	1.64%	0.00%	0.72%	0.00%	0.00%	2.90%	0.82%	0.85%					
23	6.Политическая партия «Партия социальной справедливости»	48	0	0	1	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	5	1	0	1	1	0	0	2	0	0	0	4	1	1	0	0	2	0	0	3	5	0	1	3	1	0	0	0	2	5	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.17%	0.00%	0.00%	0.32%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.10%	0.42%	0.00%	0.00%	0.00%	0.00%	0.26%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.35%	0.00%	0.20%	0.36%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	3.74%	0.10%	0.08%	0.00%	0.00%	0.42%	0.00%	0.00%	0.31%	0.41%	0.00%	0.55%	0.98%	0.25%	0.00%	0.00%	0.00%	0.14%	0.38%	0.15%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2931	43	17	35	110	88	88	95	29	29	20	4	24	111	22	17	7	6	8	40	49	12	12	14	13	96	25	57	21	31	50	40	5	23	67	22	7	6	8	121	148	36	11	52	24	21	108	133	64	21	21	37	12	2	10	128	168	91	68	2	73	37	13	22	17	6	2	40	48	44					
		10.32%	6.68%	5.99%	11.11%	8.69%	9.20%	9.80%	14.29%	11.65%	6.20%	13.51%	6.06%	12.00%	11.13%	9.17%	7.73%	3.54%	6.59%	6.40%	10.28%	17.75%	12.63%	2.73%	5.69%	7.51%	10.62%	13.30%	7.67%	7.45%	8.45%	10.00%	14.34%	9.43%	17.04%	10.50%	18.33%	6.48%	5.26%	7.48%	12.22%	12.06%	10.78%	8.53%	10.83%	12.83%	14.00%	11.18%	11.04%	9.28%	11.54%	6.86%	9.30%	5.43%	1.72%	5.88%	9.03%	12.64%	13.54%	12.25%	7.69%	13.18%	11.75%	10.66%	14.38%	12.23%	10.53%	6.45%	8.30%	13.11%	18.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1948	18	12	26	115	59	53	48	19	22	5	4	4	77	12	7	11	2	3	22	17	1	21	5	4	67	22	44	7	35	69	10	3	5	40	6	6	4	0	64	105	21	7	45	30	13	46	101	46	10	23	25	11	0	6	163	83	50	31	1	62	16	9	5	8	1	3	45	10	23					
		6.86%	2.80%	4.23%	8.25%	9.08%	6.17%	5.90%	7.22%	7.63%	4.70%	3.38%	6.06%	2.00%	7.72%	5.00%	3.18%	5.56%	2.20%	2.40%	5.66%	6.16%	1.05%	4.77%	2.03%	2.31%	7.41%	11.70%	5.92%	2.48%	9.54%	13.80%	3.58%	5.66%	3.70%	6.27%	5.00%	5.56%	3.51%	0.00%	6.46%	8.56%	6.29%	5.43%	9.38%	16.04%	8.67%	4.76%	8.38%	6.67%	5.49%	7.52%	6.28%	4.98%	0.00%	3.53%	11.50%	6.25%	7.44%	5.59%	3.85%	11.19%	5.08%	7.38%	3.27%	5.76%	1.75%	9.68%	9.34%	2.73%	9.75%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	235	6	0	0	9	6	8	5	0	8	0	0	2	9	2	1	0	0	0	2	1	0	0	0	4	10	1	10	5	2	2	1	2	0	7	1	0	2	0	12	11	1	3	8	2	0	7	9	8	2	0	4	0	0	0	18	10	10	3	0	5	3	1	1	2	1	0	5	2	1					
		0.83%	0.93%	0.00%	0.00%	0.71%	0.63%	0.89%	0.75%	0.00%	1.71%	0.00%	0.00%	1.00%	0.90%	0.83%	0.45%	0.00%	0.00%	0.00%	0.51%	0.36%	0.00%	0.00%	0.00%	2.31%	1.11%	0.53%	1.35%	1.77%	0.54%	0.40%	0.36%	3.77%	0.00%	1.10%	0.83%	0.00%	1.75%	0.00%	1.21%	0.90%	0.30%	2.33%	1.67%	1.07%	0.00%	0.72%	0.75%	1.16%	1.10%	0.00%	1.01%	0.00%	0.00%	0.00%	1.27%	0.75%	1.49%	0.54%	0.00%	0.90%	0.95%	0.82%	0.65%	1.44%	1.75%	0.00%	1.04%	0.55%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18481	470	218	179	648	653	602	425	151	353	107	55	135	623	181	153	144	75	97	284	186	77	356	219	141	572	107	488	198	230	297	192	39	86	432	84	66	87	76	591	721	244	98	251	106	94	696	779	471	126	216	270	177	106	136	838	848	374	369	22	311	200	61	97	82	30	16	278	264	123					
		65.09%	72.98%	76.76%	56.83%	51.18%	68.23%	67.04%	63.91%	60.64%	75.43%	72.30%	83.33%	67.50%	62.49%	75.42%	69.55%	72.73%	82.42%	77.60%	73.01%	67.39%	81.05%	80.91%	89.02%	81.50%	63.27%	56.91%	65.68%	70.21%	62.67%	59.40%	68.82%	73.58%	63.70%	67.71%	70.00%	61.11%	76.32%	71.03%	59.70%	58.76%	73.05%	75.97%	52.29%	56.68%	62.67%	72.05%	64.65%	68.26%	69.23%	70.59%	67.84%	80.09%	91.38%	80.00%	59.14%	63.81%	55.65%	66.49%	84.62%	56.14%	63.49%	50.00%	63.40%	58.99%	52.63%	51.61%	57.68%	72.13%	52.12%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	290	5	5	5	20	8	4	4	4	0	2	0	0	6	0	4	1	2	0	0	1	0	1	0	1	13	1	6	5	2	9	3	0	0	4	0	0	0	0	18	15	3	0	22	2	0	1	16	8	2	3	2	5	1	2	10	13	16	7	0	6	3	0	0	0	0	0	12	3	4					
		1.02%	0.78%	1.76%	1.59%	1.58%	0.84%	0.45%	0.60%	1.61%	0.00%	1.35%	0.00%	0.00%	0.60%	0.00%	1.82%	0.51%	2.20%	0.00%	0.00%	0.36%	0.00%	0.23%	0.00%	0.58%	1.44%	0.53%	0.81%	1.77%	0.54%	1.80%	1.08%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	1.82%	1.22%	0.90%	0.00%	4.58%	1.07%	0.00%	0.10%	1.33%	1.16%	1.10%	0.98%	0.50%	2.26%	0.86%	1.18%	0.71%	0.98%	2.38%	1.26%	0.00%	1.08%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	2.49%	0.82%	1.69%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
