Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Пермская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763					
11	Число полученных открепительных  удостоверений	1458	40	10	10	10	30	70	50	10	20	20	20	10	10	40	70	30	20	20	20	10	10	30	30	20	10	10	10	10	30	20	10	30	20	40	50	13	20	20	10	10	10	50	20	20	10	100	10	20	20	20	30	20	55	20	30	20	20	10	10	10	10	20	0					
12	Число выданных открепительных удостоверений	765	24	5	10	3	18	67	29	2	10	3	1	3	2	7	28	14	14	6	7	1	10	6	5	1	2	7	0	0	19	18	1	15	8	30	17	13	7	16	2	2	0	16	1	5	5	94	3	20	14	16	13	20	47	16	16	11	10	7	9	3	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	725	16	6	0	1	9	6	11	3	6	16	7	3	3	12	20	12	8	17	7	5	3	13	13	10	1	7	2	5	15	0	3	9	7	24	10	8	10	7	24	0	1	18	3	30	9	6	10	17	16	6	9	5	32	9	4	9	13	5	6	11	3	0	164					
14	Число неиспользованных открепительных удостоверений	693	16	5	0	7	12	3	21	8	10	17	19	7	8	33	42	16	6	14	13	9	0	24	25	19	8	3	10	10	11	2	9	15	12	10	33	0	13	4	8	8	10	34	19	15	5	6	7	0	6	4	17	0	8	4	14	9	10	3	1	7	7	17	0					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	1386	59	6	8	7	29	22	58	6	6	6	13	2	1	18	37	4	22	40	27	3	3	18	26	10	3	13	3	0	15	67	4	14	13	21	29	5	12	27	9	3	2	44	23	18	7	13	13	57	77	27	33	31	25	63	40	17	34	58	56	16	22	11	30					
		3.24%	3.89%	2.31%	5.71%	4.86%	2.74%	2.07%	3.61%	1.64%	1.40%	2.05%	3.50%	1.54%	0.89%	2.47%	2.04%	0.72%	2.99%	5.70%	3.20%	1.00%	2.65%	1.74%	2.85%	3.94%	1.59%	3.68%	1.78%	0.00%	1.30%	4.54%	2.74%	1.94%	2.34%	1.79%	2.43%	4.24%	2.83%	2.05%	1.86%	2.73%	3.33%	3.66%	5.57%	3.34%	3.14%	1.46%	7.34%	5.00%	7.59%	3.05%	3.28%	5.60%	2.59%	3.96%	2.59%	2.20%	4.16%	7.06%	5.65%	3.06%	3.75%	3.26%	6.11%					
19	. Малышкин Олег Александрович	1139	62	7	10	1	20	16	21	8	14	7	13	3	8	20	43	5	18	16	20	11	5	20	17	2	3	8	1	5	27	35	5	27	17	36	26	7	18	59	10	1	0	31	6	10	9	36	3	24	26	26	27	18	13	33	42	27	30	41	28	21	18	9	9					
		2.66%	4.09%	2.69%	7.14%	0.69%	1.89%	1.51%	1.31%	2.19%	3.26%	2.40%	3.50%	2.31%	7.14%	2.74%	2.37%	0.90%	2.45%	2.28%	2.37%	3.65%	4.42%	1.94%	1.86%	0.79%	1.59%	2.27%	0.59%	2.89%	2.34%	2.37%	3.42%	3.73%	3.06%	3.07%	2.18%	5.93%	4.25%	4.49%	2.07%	0.91%	0.00%	2.58%	1.45%	1.86%	4.04%	4.04%	1.69%	2.11%	2.56%	2.93%	2.69%	3.25%	1.35%	2.08%	2.72%	3.50%	3.67%	4.99%	2.83%	4.02%	3.07%	2.67%	1.83%					
20	. Миронов Сергей Михайлович	420	18	1	0	1	9	6	14	2	3	3	4	3	3	5	13	8	16	7	9	0	0	13	11	5	2	3	0	2	8	16	2	15	8	8	7	0	2	10	10	3	0	13	6	3	0	7	2	7	8	6	5	10	10	10	7	7	7	13	17	10	11	4	7					
		0.98%	1.19%	0.38%	0.00%	0.69%	0.85%	0.56%	0.87%	0.55%	0.70%	1.03%	1.08%	2.31%	2.68%	0.69%	0.72%	1.43%	2.17%	1.00%	1.07%	0.00%	0.00%	1.26%	1.20%	1.97%	1.06%	0.85%	0.00%	1.16%	0.69%	1.08%	1.37%	2.07%	1.44%	0.68%	0.59%	0.00%	0.47%	0.76%	2.07%	2.73%	0.00%	1.08%	1.45%	0.56%	0.00%	0.79%	1.13%	0.61%	0.79%	0.68%	0.50%	1.81%	1.04%	0.63%	0.45%	0.91%	0.86%	1.58%	1.72%	1.91%	1.87%	1.19%	1.43%					
21	. Путин Владимир Владимирович	32558	1040	215	95	106	871	888	1258	288	342	241	274	108	85	555	1476	438	583	505	652	248	90	822	716	197	147	263	148	147	878	1127	111	566	450	915	977	87	283	849	365	82	48	923	328	414	173	702	133	826	700	673	802	410	762	1201	1157	591	583	506	689	394	449	269	337					
		76.11%	68.65%	82.69%	67.86%	73.61%	82.40%	83.62%	78.23%	78.90%	79.53%	82.53%	73.85%	83.08%	75.89%	76.13%	81.28%	78.49%	79.21%	71.94%	77.25%	82.39%	79.65%	79.65%	78.42%	77.56%	77.78%	74.50%	87.57%	84.97%	76.08%	76.41%	76.03%	78.28%	81.08%	78.01%	81.76%	73.73%	66.75%	64.56%	75.41%	74.55%	80.00%	76.79%	79.42%	76.81%	77.58%	78.79%	75.14%	72.52%	68.97%	75.96%	79.80%	74.01%	79.05%	75.58%	74.94%	76.65%	71.36%	61.63%	69.53%	75.33%	76.49%	79.82%	68.64%					
22	. Хакамада Ирина Муцуовна	1705	86	9	1	7	30	41	81	12	13	8	16	3	3	32	80	19	18	25	20	4	3	45	39	6	6	25	4	2	39	70	5	21	15	53	34	6	5	49	9	1	1	53	17	31	13	35	10	64	51	26	33	16	32	80	69	30	31	48	41	14	18	6	41					
		3.99%	5.68%	3.46%	0.71%	4.86%	2.84%	3.86%	5.04%	3.29%	3.02%	2.74%	4.31%	2.31%	2.68%	4.39%	4.41%	3.41%	2.45%	3.56%	2.37%	1.33%	2.65%	4.36%	4.27%	2.36%	3.17%	7.08%	2.37%	1.16%	3.38%	4.75%	3.42%	2.90%	2.70%	4.52%	2.85%	5.08%	1.18%	3.73%	1.86%	0.91%	1.67%	4.41%	4.12%	5.75%	5.83%	3.93%	5.65%	5.62%	5.02%	2.93%	3.28%	2.89%	3.32%	5.03%	4.47%	3.89%	3.79%	5.85%	4.14%	2.68%	3.07%	1.78%	8.35%					
23	. Харитонов Николай Михайлович	3886	170	15	16	18	52	36	100	32	26	19	34	8	8	73	99	58	57	70	92	28	9	74	73	22	20	23	11	12	136	108	15	56	38	97	89	13	95	280	70	7	6	88	23	47	13	46	13	122	93	95	65	53	83	130	143	66	105	118	131	59	54	26	48					
		9.08%	11.22%	5.77%	11.43%	12.50%	4.92%	3.39%	6.22%	8.77%	6.05%	6.51%	9.16%	6.15%	7.14%	10.01%	5.45%	10.39%	7.74%	9.97%	10.90%	9.30%	7.96%	7.17%	8.00%	8.66%	10.58%	6.52%	6.51%	6.94%	11.79%	7.32%	10.27%	7.75%	6.85%	8.27%	7.45%	11.02%	22.41%	21.29%	14.46%	6.36%	10.00%	7.32%	5.57%	8.72%	5.83%	5.16%	7.34%	10.71%	9.16%	10.72%	6.47%	9.57%	8.61%	8.18%	9.26%	8.56%	12.85%	14.37%	13.22%	11.28%	9.20%	7.72%	9.78%					
																																																																						
24	Против всех	1293	58	6	8	3	36	41	69	13	22	4	8	2	4	19	57	13	7	24	14	5	2	28	20	7	2	13	2	3	41	37	0	22	9	33	23	0	7	37	7	3	0	43	8	13	6	48	2	31	50	29	22	14	34	65	78	25	20	25	26	9	10	10	16					
		3.02%	3.83%	2.31%	5.71%	2.08%	3.41%	3.86%	4.29%	3.56%	5.12%	1.37%	2.16%	1.54%	3.57%	2.61%	3.14%	2.33%	0.95%	3.42%	1.66%	1.66%	1.77%	2.71%	2.19%	2.76%	1.06%	3.68%	1.18%	1.73%	3.55%	2.51%	0.00%	3.04%	1.62%	2.81%	1.92%	0.00%	1.65%	2.81%	1.45%	2.73%	0.00%	3.58%	1.94%	2.41%	2.69%	5.39%	1.13%	2.72%	4.93%	3.27%	2.19%	2.53%	3.53%	4.09%	5.05%	3.24%	2.45%	3.05%	2.62%	1.72%	1.70%	2.97%	3.26%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
