Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																			
Дата голосования: 18.09.2016																																																																			
																																																																			
Наименование Избирательной комиссии:    Mихайловская																																																																			
																																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																																			
																																																																			
		Сумма	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	354	10	10	10	10	10	9	6	10	1	4	6	4	7	4	4	4	10	10	4	10	4	5	4	1	1	6	19	1	19	24	4	4	9	14	4	4	1	4	4	4	4	4	1	4	4	7	1	4	14	4	4	4	6	5	7	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	252	7	10	7	5	5	9	3	10	0	4	5	3	7	4	1	0	1	1	2	3	2	4	4	0	0	6	19	1	19	14	4	4	9	14	4	0	0	4	4	4	2	2	0	2	4	7	1	0	10	0	4	4	6	3	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	166	3	22	7	1	5	4	5	9	1	1	2	2	5	0	4	2	1	4	2	4	0	4	0	1	0	2	3	0	1	3	4	2	10	5	2	4	1	3	6	2	3	0	3	0	1	1	0	4	4	0	1	0	6	1	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	102	3	0	3	5	5	0	3	0	1	0	1	1	0	0	3	4	9	9	2	7	2	1	0	1	1	0	0	0	0	10	0	0	0	0	0	4	1	0	0	0	2	2	1	2	0	0	0	4	4	4	0	0	0	2	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	1	2	0	1	2	1	2	0	0	0	1	0	2	1	0	1	1	2	0	2	2	0	1	1	0	1	3	0	0	0	0	0	1	3	1	0	0	1	0	0	2	0	0	1	0	1	0	0	3	0	1	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	160	6	11	7	3	7	10	13	6	1	0	1	0	8	3	4	1	3	1	2	5	5	5	3	0	0	2	4	0	1	1	9	0	1	1	2	2	1	3	2	1	3	0	0	0	2	3	0	1	4	1	2	1	4	0	0	4									
		0.99%	0.89%	1.58%	1.20%	1.07%	1.84%	2.31%	3.50%	1.37%	0.58%	0.00%	0.32%	0.00%	1.64%	0.69%	1.15%	0.35%	0.47%	0.15%	0.85%	0.70%	0.93%	0.78%	1.06%	0.00%	0.00%	1.09%	1.26%	0.00%	1.06%	0.81%	1.83%	0.00%	0.90%	0.47%	1.45%	1.31%	1.35%	1.49%	1.45%	0.88%	1.33%	0.00%	0.00%	0.00%	1.11%	1.52%	0.00%	0.62%	1.25%	0.72%	0.63%	0.34%	0.74%	0.00%	0.00%	1.91%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	436	20	16	20	10	10	15	18	22	1	4	4	12	15	10	13	4	14	8	11	10	5	24	8	0	1	4	8	1	2	0	20	3	3	9	5	3	1	4	3	3	6	3	2	7	1	9	0	4	14	4	6	6	13	4	5	8									
		2.69%	2.98%	2.30%	3.44%	3.57%	2.63%	3.47%	4.85%	5.02%	0.58%	3.28%	1.29%	4.86%	3.08%	2.29%	3.75%	1.42%	2.17%	1.16%	4.66%	1.39%	0.93%	3.76%	2.83%	0.00%	2.08%	2.17%	2.52%	2.38%	2.13%	0.00%	4.07%	2.97%	2.70%	4.21%	3.62%	1.96%	1.35%	1.98%	2.17%	2.65%	2.67%	1.55%	1.43%	2.88%	0.56%	4.55%	0.00%	2.48%	4.36%	2.88%	1.90%	2.07%	2.41%	1.90%	2.72%	3.83%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	258	16	14	10	6	6	8	6	8	2	1	9	4	14	9	6	9	7	3	3	8	3	6	5	0	0	4	4	3	9	2	9	0	1	3	4	3	0	5	1	4	3	7	1	3	0	1	3	3	3	0	3	8	3	2	3	0									
		1.59%	2.38%	2.01%	1.72%	2.14%	1.58%	1.85%	1.62%	1.83%	1.16%	0.82%	2.90%	1.62%	2.87%	2.06%	1.73%	3.19%	1.09%	0.44%	1.27%	1.11%	0.56%	0.94%	1.77%	0.00%	0.00%	2.17%	1.26%	7.14%	9.57%	1.63%	1.83%	0.00%	0.90%	1.40%	2.90%	1.96%	0.00%	2.48%	0.72%	3.54%	1.33%	3.63%	0.71%	1.23%	0.00%	0.51%	5.00%	1.86%	0.93%	0.00%	0.95%	2.76%	0.56%	0.95%	1.63%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10268	376	338	302	131	181	188	163	225	157	80	172	122	269	316	213	197	479	531	140	548	448	439	140	44	34	139	217	30	62	85	290	78	70	154	91	128	62	129	81	68	164	122	85	184	139	140	44	85	134	98	247	220	342	118	102	127									
		63.31%	55.95%	48.49%	51.89%	46.79%	47.63%	43.52%	43.94%	51.37%	90.75%	65.57%	55.48%	49.39%	55.24%	72.31%	61.38%	69.86%	74.38%	77.18%	59.32%	76.32%	82.96%	68.70%	49.47%	73.33%	70.83%	75.54%	68.24%	71.43%	65.96%	69.11%	58.94%	77.23%	63.06%	71.96%	65.94%	83.66%	83.78%	63.86%	58.70%	60.18%	72.89%	63.21%	60.71%	75.72%	77.22%	70.71%	73.33%	52.80%	41.74%	70.50%	78.16%	75.86%	63.33%	56.19%	55.43%	60.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	7	6	3	3	2	2	2	3	1	0	0	1	4	0	1	2	1	2	3	0	3	4	2	0	0	1	1	0	0	2	1	0	1	0	3	0	0	1	0	1	2	0	0	1	0	0	1	1	0	1	0	0	2	0	0	1									
		0.44%	1.04%	0.86%	0.52%	1.07%	0.53%	0.46%	0.54%	0.68%	0.58%	0.00%	0.00%	0.40%	0.82%	0.00%	0.29%	0.71%	0.16%	0.29%	1.27%	0.00%	0.56%	0.63%	0.71%	0.00%	0.00%	0.54%	0.31%	0.00%	0.00%	1.63%	0.20%	0.00%	0.90%	0.00%	2.17%	0.00%	0.00%	0.50%	0.00%	0.88%	0.89%	0.00%	0.00%	0.41%	0.00%	0.00%	1.67%	0.62%	0.00%	0.72%	0.00%	0.00%	0.37%	0.00%	0.00%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	2	2	1	0	0	0	2	0	0	2	0	1	0	1	0	2	0	0	3	0	1	2	3	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	3	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0									
		0.21%	0.30%	0.29%	0.17%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	1.64%	0.00%	0.40%	0.00%	0.23%	0.00%	0.71%	0.00%	0.00%	1.27%	0.00%	0.19%	0.31%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.90%	0.00%	0.72%	0.00%	0.00%	0.00%	2.17%	0.00%	0.44%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2390	101	173	113	62	87	93	88	78	5	20	52	59	78	34	52	35	28	54	34	62	23	75	70	6	3	17	47	2	9	13	75	13	11	22	20	8	4	35	36	18	21	38	27	29	22	23	3	26	79	17	33	40	87	55	38	37									
		14.74%	15.03%	24.82%	19.42%	22.14%	22.89%	21.53%	23.72%	17.81%	2.89%	16.39%	16.77%	23.89%	16.02%	7.78%	14.99%	12.41%	4.35%	7.85%	14.41%	8.64%	4.26%	11.74%	24.73%	10.00%	6.25%	9.24%	14.78%	4.76%	9.57%	10.57%	15.24%	12.87%	9.91%	10.28%	14.49%	5.23%	5.41%	17.33%	26.09%	15.93%	9.33%	19.69%	19.29%	11.93%	12.22%	11.62%	5.00%	16.15%	24.61%	12.23%	10.44%	13.79%	16.11%	26.19%	20.65%	17.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	5	1	4	2	2	6	3	0	1	2	1	0	4	1	0	1	0	1	0	1	0	0	0	0	3	1	1	1	0	0	2	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0									
		0.31%	0.74%	0.14%	0.69%	0.71%	0.53%	1.39%	0.81%	0.00%	0.58%	1.64%	0.32%	0.00%	0.82%	0.23%	0.00%	0.35%	0.00%	0.15%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	6.25%	0.54%	0.31%	2.38%	0.00%	0.00%	0.41%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.50%	0.72%	0.00%	0.00%	0.52%	0.00%	0.00%	0.56%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	102	3	7	5	4	7	6	1	7	1	0	4	2	6	2	1	0	2	1	2	0	0	1	5	0	1	2	2	0	0	2	0	1	1	0	1	0	0	0	1	0	1	1	1	2	0	0	5	1	2	1	2	0	6	1	0	1									
		0.63%	0.45%	1.00%	0.86%	1.43%	1.84%	1.39%	0.27%	1.60%	0.58%	0.00%	1.29%	0.81%	1.23%	0.46%	0.29%	0.00%	0.31%	0.15%	0.85%	0.00%	0.00%	0.16%	1.77%	0.00%	2.08%	1.09%	0.63%	0.00%	0.00%	1.63%	0.00%	0.99%	0.90%	0.00%	0.72%	0.00%	0.00%	0.00%	0.72%	0.00%	0.44%	0.52%	0.71%	0.82%	0.00%	0.00%	8.33%	0.62%	0.62%	0.72%	0.63%	0.00%	1.11%	0.48%	0.00%	0.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1									
		0.08%	0.45%	0.14%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.16%	0.15%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	6	8	8	3	3	1	3	3	0	0	3	2	0	6	1	1	1	0	2	1	1	0	5	0	0	1	1	0	2	2	3	0	1	0	2	0	0	4	0	2	0	0	1	1	3	1	0	2	6	0	0	1	2	1	1	3									
		0.60%	0.89%	1.15%	1.37%	1.07%	0.79%	0.23%	0.81%	0.68%	0.00%	0.00%	0.97%	0.81%	0.00%	1.37%	0.29%	0.35%	0.16%	0.00%	0.85%	0.14%	0.19%	0.00%	1.77%	0.00%	0.00%	0.54%	0.31%	0.00%	2.13%	1.63%	0.61%	0.00%	0.90%	0.00%	1.45%	0.00%	0.00%	1.98%	0.00%	1.77%	0.00%	0.00%	0.71%	0.41%	1.67%	0.51%	0.00%	1.24%	1.87%	0.00%	0.00%	0.34%	0.37%	0.48%	0.54%	1.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1661	84	91	76	38	53	75	44	68	1	6	55	29	60	42	46	22	44	47	23	52	30	64	31	10	4	8	25	5	7	13	59	4	13	15	8	8	6	18	8	13	13	16	20	15	7	17	2	32	52	14	21	12	54	26	32	23									
		10.24%	12.50%	13.06%	13.06%	13.57%	13.95%	17.36%	11.86%	15.53%	0.58%	4.92%	17.74%	11.74%	12.32%	9.61%	13.26%	7.80%	6.83%	6.83%	9.75%	7.24%	5.56%	10.02%	10.95%	16.67%	8.33%	4.35%	7.86%	11.90%	7.45%	10.57%	11.99%	3.96%	11.71%	7.01%	5.80%	5.23%	8.11%	8.91%	5.80%	11.50%	5.78%	8.29%	14.29%	6.17%	3.89%	8.59%	3.33%	19.88%	16.20%	10.07%	6.65%	4.14%	10.00%	12.38%	17.39%	11.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	2	2	7	0	3	3	2	3	1	0	2	1	1	0	0	0	0	1	0	1	0	3	1	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	3	1	1	0									
		0.31%	0.30%	0.29%	1.20%	0.00%	0.79%	0.69%	0.54%	0.68%	0.58%	0.00%	0.65%	0.40%	0.21%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.14%	0.00%	0.47%	0.35%	0.00%	2.08%	0.54%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.52%	0.71%	0.00%	0.56%	0.00%	0.00%	0.62%	0.31%	0.00%	0.00%	0.34%	0.56%	0.48%	0.54%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	400	29	15	20	7	9	18	17	9	1	7	4	12	13	10	8	3	23	33	10	26	21	9	5	0	1	3	3	0	2	1	12	2	7	4	1	1	0	1	0	1	5	2	1	1	4	2	0	0	12	2	2	1	14	2	2	2									
		2.47%	4.32%	2.15%	3.44%	2.50%	2.37%	4.17%	4.58%	2.05%	0.58%	5.74%	1.29%	4.86%	2.67%	2.29%	2.31%	1.06%	3.57%	4.80%	4.24%	3.62%	3.89%	1.41%	1.77%	0.00%	2.08%	1.63%	0.94%	0.00%	2.13%	0.81%	2.44%	1.98%	6.31%	1.87%	0.72%	0.65%	0.00%	0.50%	0.00%	0.88%	2.22%	1.04%	0.71%	0.41%	2.22%	1.01%	0.00%	0.00%	3.74%	1.44%	0.63%	0.34%	2.59%	0.95%	1.09%	0.96%									
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
