Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Похвистневская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №4701	УИК №4702	УИК №4703	УИК №4704	УИК №4705	УИК №4706	УИК №4707	УИК №4708	УИК №4709	УИК №4710	УИК №4711	УИК №4712	УИК №4713	УИК №4714	УИК №4715	УИК №4716	УИК №4717	УИК №4718	УИК №4719	УИК №4720	УИК №4721	УИК №4722	УИК №4723	УИК №4724	УИК №4725	УИК №4726	УИК №4727	УИК №4728									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	0	0	5	2	0	1	2	0	2	0	10	4	4	24	0	4	0	0	0	2	0	2	1	4	5	0	1	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	5	2	0	0	0	5	3	2	3	0	14	0	1	2	0	0	3	3	1	6	1	2	3	6	3	7	3	1									
		0.41%	0.40%	1.26%	0.00%	0.00%	0.00%	0.94%	1.17%	2.22%	0.50%	0.00%	1.49%	0.00%	0.26%	0.24%	0.00%	0.00%	0.90%	0.43%	0.31%	0.37%	0.43%	0.21%	0.67%	1.27%	0.22%	1.54%	0.76%	0.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	351	43	9	0	0	2	29	6	4	5	1	37	0	10	3	4	15	9	18	15	37	2	20	17	13	22	9	15	6									
		1.90%	3.41%	5.66%	0.00%	0.00%	0.59%	5.46%	2.34%	4.44%	0.83%	1.11%	3.94%	0.00%	2.56%	0.37%	2.65%	0.91%	2.71%	2.57%	4.64%	2.26%	0.87%	2.11%	3.81%	2.74%	1.62%	1.98%	3.79%	0.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	10	1	0	0	0	4	0	2	2	0	19	0	1	0	1	6	2	3	2	16	0	7	8	3	12	5	6	2									
		0.61%	0.79%	0.63%	0.00%	0.00%	0.00%	0.75%	0.00%	2.22%	0.33%	0.00%	2.02%	0.00%	0.26%	0.00%	0.66%	0.36%	0.60%	0.43%	0.62%	0.98%	0.00%	0.74%	1.79%	0.63%	0.88%	1.10%	1.52%	0.17%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14911	1008	114	1159	474	315	282	166	66	534	70	624	969	342	711	105	1601	244	532	184	1177	185	770	299	319	949	298	297	1117									
		80.92%	80.00%	71.70%	98.14%	98.75%	93.47%	53.11%	64.84%	73.33%	88.70%	77.78%	66.38%	96.04%	87.47%	86.81%	69.54%	96.80%	73.49%	75.89%	56.97%	71.94%	80.09%	81.22%	67.04%	67.30%	69.68%	65.64%	75.00%	95.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	59	2	1	0	0	0	6	2	2	2	0	7	0	1	0	1	0	1	3	4	14	0	3	3	2	1	2	2	0									
		0.32%	0.16%	0.63%	0.00%	0.00%	0.00%	1.13%	0.78%	2.22%	0.33%	0.00%	0.74%	0.00%	0.26%	0.00%	0.66%	0.00%	0.30%	0.43%	1.24%	0.86%	0.00%	0.32%	0.67%	0.42%	0.07%	0.44%	0.51%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	6	0	0	0	0	1	0	1	1	0	6	0	0	2	1	0	1	2	5	4	0	1	2	4	1	1	1	0									
		0.22%	0.48%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	1.11%	0.17%	0.00%	0.64%	0.00%	0.00%	0.24%	0.66%	0.00%	0.30%	0.29%	1.55%	0.24%	0.00%	0.11%	0.45%	0.84%	0.07%	0.22%	0.25%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1068	34	6	10	4	8	75	38	2	18	12	110	7	9	5	20	18	34	54	42	193	23	10	52	77	99	56	28	24									
		5.80%	2.70%	3.77%	0.85%	0.83%	2.37%	14.12%	14.84%	2.22%	2.99%	13.33%	11.70%	0.69%	2.30%	0.61%	13.25%	1.09%	10.24%	7.70%	13.00%	11.80%	9.96%	1.05%	11.66%	16.24%	7.27%	12.33%	7.07%	2.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	2	0	0	0	0	11	1	0	1	0	1	0	0	0	0	0	0	0	3	2	0	5	1	0	2	0	2	0									
		0.17%	0.16%	0.00%	0.00%	0.00%	0.00%	2.07%	0.39%	0.00%	0.17%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.12%	0.00%	0.53%	0.22%	0.00%	0.15%	0.00%	0.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	0	1	0	0	1	0	5	1	2	0	5	0	2	4	0	1	0	3	0	7	0	3	0	1	4	5	0	0									
		0.24%	0.00%	0.63%	0.00%	0.00%	0.30%	0.00%	1.95%	1.11%	0.33%	0.00%	0.53%	0.00%	0.51%	0.49%	0.00%	0.06%	0.00%	0.43%	0.00%	0.43%	0.00%	0.32%	0.00%	0.21%	0.29%	1.10%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	2	1	2	0	1	2	0	1	0									
		0.09%	0.24%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.66%	0.00%	0.30%	0.00%	0.00%	0.12%	0.43%	0.21%	0.00%	0.21%	0.15%	0.00%	0.25%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	2	0	0	0	0	4	0	1	3	0	6	0	2	2	0	0	0	3	1	3	1	4	1	3	3	1	0	2									
		0.23%	0.16%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	1.11%	0.50%	0.00%	0.64%	0.00%	0.51%	0.24%	0.00%	0.00%	0.00%	0.43%	0.31%	0.18%	0.43%	0.42%	0.22%	0.63%	0.22%	0.22%	0.00%	0.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1076	105	15	12	1	9	79	28	4	18	6	85	19	11	26	14	11	17	68	39	131	10	94	42	28	112	44	33	15									
		5.84%	8.33%	9.43%	1.02%	0.21%	2.67%	14.88%	10.94%	4.44%	2.99%	6.67%	9.04%	1.88%	2.81%	3.17%	9.27%	0.67%	5.12%	9.70%	12.07%	8.01%	4.33%	9.92%	9.42%	5.91%	8.22%	9.69%	8.33%	1.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	4	0	0	0	0	2	1	1	1	0	2	0	2	0	0	2	3	1	3	3	0	2	2	2	1	2	1	0									
		0.19%	0.32%	0.00%	0.00%	0.00%	0.00%	0.38%	0.39%	1.11%	0.17%	0.00%	0.21%	0.00%	0.51%	0.00%	0.00%	0.12%	0.90%	0.14%	0.93%	0.18%	0.00%	0.21%	0.45%	0.42%	0.07%	0.44%	0.25%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	156	20	4	0	0	0	6	1	0	10	1	8	3	6	4	3	0	7	8	3	24	3	8	7	5	11	6	2	6									
		0.85%	1.59%	2.52%	0.00%	0.00%	0.00%	1.13%	0.39%	0.00%	1.66%	1.11%	0.85%	0.30%	1.53%	0.49%	1.99%	0.00%	2.11%	1.14%	0.93%	1.47%	1.30%	0.84%	1.57%	1.05%	0.81%	1.32%	0.51%	0.51%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
