Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Красноярск, Кировская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235					
		1.38%	0.78%	0.65%	0.69%	1.14%	0.89%	1.09%	0.97%	1.13%	1.74%	1.38%	1.28%	1.96%	0.39%	1.33%	1.62%	2.15%	0.78%	1.81%	1.36%	0.64%	1.35%	1.28%	0.93%	1.93%	1.71%	1.56%	1.23%	0.77%	1.77%	0.97%	0.85%	1.13%	2.09%	2.57%	1.21%	1.49%	1.89%	1.11%	1.66%	0.68%	1.74%	1.32%	2.99%	1.64%	1.11%	2.30%	1.50%	0.83%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
