Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Ермекеевская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917					
		11.36%	6.78%	13.14%	6.76%	8.11%	16.03%	23.36%	6.04%	17.78%	15.41%	22.02%	8.27%	25.20%	8.31%	8.70%	3.17%	5.00%	2.13%	29.91%	32.61%	6.60%	16.38%	5.85%	7.69%	6.02%	9.53%	20.20%	8.35%	9.96%	4.58%	1.82%	5.94%	1.09%	16.51%	11.74%	1.53%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	4	2	0	4	0	0	8	1	3	0	10	0	0	2	3	0	1	0	1	0	1	0	1	0	3	1	4	2	0	1	1	0	0	1	0					
		0.47%	1.18%	1.14%	0.00%	1.20%	0.00%	0.00%	1.61%	0.37%	0.46%	0.00%	1.05%	0.00%	0.00%	0.87%	0.95%	0.00%	2.13%	0.00%	0.43%	0.00%	0.56%	0.00%	0.55%	0.00%	0.56%	0.49%	0.63%	0.74%	0.00%	0.36%	0.20%	0.00%	0.00%	0.17%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9275	287	135	68	229	110	64	440	198	519	767	799	78	308	198	290	56	45	136	118	185	129	162	159	180	442	118	508	215	118	262	435	259	423	473	362					
		81.22%	84.66%	77.14%	91.89%	68.77%	83.97%	59.81%	88.53%	73.33%	79.97%	76.09%	83.66%	61.42%	85.32%	86.09%	92.06%	93.33%	95.74%	63.55%	51.30%	87.26%	72.88%	86.17%	87.36%	83.33%	82.62%	58.13%	80.00%	79.34%	90.08%	95.62%	89.14%	93.84%	78.48%	81.69%	92.58%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	1	2	0	1	0	2	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	2	2					
		0.20%	0.29%	1.14%	0.00%	0.30%	0.00%	1.87%	0.20%	0.00%	0.31%	0.10%	0.21%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.19%	0.49%	0.16%	0.00%	0.00%	0.00%	0.00%	0.36%	0.19%	0.35%	0.51%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
