Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Джанкойская городская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	1	0	1	1	1	0	0	2	0	0	0	1	2	2									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.09%	0.08%	0.09%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.12%	0.28%	1.25%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	0	4	4	2	2	9	7	1	5	5	2	4	4	2	1	2	5	1									
		0.42%	0.00%	0.33%	0.85%	0.38%	0.33%	0.69%	0.65%	0.08%	0.44%	0.41%	0.27%	0.55%	1.22%	0.22%	0.83%	0.23%	0.71%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	796	50	52	21	28	53	81	49	75	74	58	36	38	15	48	11	67	33	7									
		5.54%	4.89%	4.35%	4.47%	5.38%	8.62%	6.24%	4.54%	5.96%	6.45%	4.77%	4.86%	5.23%	4.56%	5.25%	9.17%	7.85%	4.65%	4.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	2	3	0	2	2	2	2	1	2	7	0	3	0	3	1	7	2	0									
		0.27%	0.20%	0.25%	0.00%	0.38%	0.33%	0.15%	0.19%	0.08%	0.17%	0.58%	0.00%	0.41%	0.00%	0.33%	0.83%	0.82%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	218	9	19	6	5	10	25	12	29	28	16	4	7	6	9	4	16	11	2									
		1.52%	0.88%	1.59%	1.28%	0.96%	1.63%	1.93%	1.11%	2.30%	2.44%	1.31%	0.54%	0.96%	1.82%	0.98%	3.33%	1.87%	1.55%	1.25%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
