Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Сердобская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	720	4	3	10	24	4	8	5	7	15	8	8	8	14	22	30	9	21	11	4	6	3	12	18	17	32	16	33	27	33	28	22	20	28	27	30	20	19	13	24	25	26	26									
		3.72%	2.12%	1.14%	3.89%	4.74%	6.25%	2.28%	1.95%	7.37%	2.24%	3.90%	7.02%	4.52%	2.84%	3.74%	4.41%	2.89%	3.68%	2.95%	1.34%	3.30%	1.86%	2.59%	3.47%	3.13%	5.02%	2.71%	5.58%	4.68%	6.27%	4.96%	3.78%	3.65%	3.79%	4.49%	4.29%	2.82%	3.39%	2.14%	3.45%	3.79%	4.63%	4.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	393	4	5	1	10	4	2	2	0	10	0	2	3	9	14	17	8	9	2	2	1	0	7	8	16	15	15	24	10	6	11	15	11	23	10	18	10	10	11	17	18	16	17									
		2.03%	2.12%	1.90%	0.39%	1.98%	6.25%	0.57%	0.78%	0.00%	1.49%	0.00%	1.75%	1.69%	1.83%	2.38%	2.50%	2.57%	1.58%	0.54%	0.67%	0.55%	0.00%	1.51%	1.54%	2.95%	2.35%	2.54%	4.06%	1.73%	1.14%	1.95%	2.58%	2.01%	3.11%	1.66%	2.58%	1.41%	1.79%	1.81%	2.45%	2.73%	2.85%	2.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9889	147	186	151	291	38	275	169	60	437	136	63	90	259	297	334	193	334	278	220	90	66	298	259	260	284	239	231	244	249	250	266	266	329	272	295	328	262	274	326	300	253	290									
		51.10%	77.78%	70.72%	58.75%	57.51%	59.38%	78.35%	65.76%	63.16%	65.32%	66.34%	55.26%	50.85%	52.54%	50.42%	49.05%	62.06%	58.49%	74.53%	73.58%	49.45%	40.99%	64.22%	49.90%	47.88%	44.51%	40.51%	39.09%	42.29%	47.34%	44.25%	45.70%	48.54%	44.52%	45.26%	42.20%	46.33%	46.79%	45.14%	46.91%	45.52%	45.02%	50.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	103	0	2	1	0	1	0	4	0	3	0	1	0	3	3	1	0	4	0	3	0	1	3	2	2	4	4	4	4	4	1	4	2	3	9	6	9	2	3	4	4	2	0									
		0.53%	0.00%	0.76%	0.39%	0.00%	1.56%	0.00%	1.56%	0.00%	0.45%	0.00%	0.88%	0.00%	0.61%	0.51%	0.15%	0.00%	0.70%	0.00%	1.00%	0.00%	0.62%	0.65%	0.39%	0.37%	0.63%	0.68%	0.68%	0.69%	0.76%	0.18%	0.69%	0.36%	0.41%	1.50%	0.86%	1.27%	0.36%	0.49%	0.58%	0.61%	0.36%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	1	0	1	3	0	0	1	0	1	1	0	1	2	0	0	2	0	1	1	0	1	1	0	0	0	1	0	4	0	0	0	1	2	0	2	3	1	1	1	0	0	0									
		0.17%	0.53%	0.00%	0.39%	0.59%	0.00%	0.00%	0.39%	0.00%	0.15%	0.49%	0.00%	0.56%	0.41%	0.00%	0.00%	0.64%	0.00%	0.27%	0.33%	0.00%	0.62%	0.22%	0.00%	0.00%	0.00%	0.17%	0.00%	0.69%	0.00%	0.00%	0.00%	0.18%	0.27%	0.00%	0.29%	0.42%	0.18%	0.16%	0.14%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2902	9	28	40	61	3	26	31	9	100	24	15	40	80	102	107	33	87	32	30	51	23	67	88	82	76	113	85	103	88	101	96	61	103	77	120	103	109	93	99	94	104	109									
		14.99%	4.76%	10.65%	15.56%	12.06%	4.69%	7.41%	12.06%	9.47%	14.95%	11.71%	13.16%	22.60%	16.23%	17.32%	15.71%	10.61%	15.24%	8.58%	10.03%	28.02%	14.29%	14.44%	16.96%	15.10%	11.91%	19.15%	14.38%	17.85%	16.73%	17.88%	16.49%	11.13%	13.94%	12.81%	17.17%	14.55%	19.46%	15.32%	14.24%	14.26%	18.51%	18.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	97	0	0	4	3	0	0	2	0	0	2	0	1	2	3	3	0	2	0	0	1	2	6	1	6	3	5	7	2	2	1	6	0	4	0	2	7	5	3	2	4	5	1									
		0.50%	0.00%	0.00%	1.56%	0.59%	0.00%	0.00%	0.78%	0.00%	0.00%	0.98%	0.00%	0.56%	0.41%	0.51%	0.44%	0.00%	0.35%	0.00%	0.00%	0.55%	1.24%	1.29%	0.19%	1.10%	0.47%	0.85%	1.18%	0.35%	0.38%	0.18%	1.03%	0.00%	0.54%	0.00%	0.29%	0.99%	0.89%	0.49%	0.29%	0.61%	0.89%	0.17%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	114	0	0	2	1	2	3	0	0	2	1	0	2	3	1	3	3	5	0	1	0	0	1	5	5	6	3	5	2	2	5	8	1	12	4	3	2	0	0	9	6	5	1									
		0.59%	0.00%	0.00%	0.78%	0.20%	3.13%	0.85%	0.00%	0.00%	0.30%	0.49%	0.00%	1.13%	0.61%	0.17%	0.44%	0.96%	0.88%	0.00%	0.33%	0.00%	0.00%	0.22%	0.96%	0.92%	0.94%	0.51%	0.85%	0.35%	0.38%	0.88%	1.37%	0.18%	1.62%	0.67%	0.43%	0.28%	0.00%	0.00%	1.29%	0.91%	0.89%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	1	1	1	1	0	0	2	1	0	0	2	0	1	1	0	1	0									
		0.11%	0.53%	0.38%	0.39%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.31%	0.17%	0.17%	0.17%	0.19%	0.00%	0.00%	0.36%	0.14%	0.00%	0.00%	0.28%	0.00%	0.16%	0.14%	0.00%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	126	0	1	1	3	0	0	0	0	4	0	0	0	1	7	3	1	5	1	1	2	0	4	2	6	2	4	1	5	4	6	6	5	5	5	7	3	4	11	3	4	4	5									
		0.65%	0.00%	0.38%	0.39%	0.59%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.20%	1.19%	0.44%	0.32%	0.88%	0.27%	0.33%	1.10%	0.00%	0.86%	0.39%	1.10%	0.31%	0.68%	0.17%	0.87%	0.76%	1.06%	1.03%	0.91%	0.68%	0.83%	1.00%	0.42%	0.71%	1.81%	0.43%	0.61%	0.71%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3251	13	21	33	69	8	28	25	13	48	25	16	23	97	88	123	37	61	30	22	23	17	41	82	107	157	123	150	130	96	108	110	126	152	137	149	110	95	122	131	124	102	79									
		16.80%	6.88%	7.98%	12.84%	13.64%	12.50%	7.98%	9.73%	13.68%	7.17%	12.20%	14.04%	12.99%	19.68%	14.94%	18.06%	11.90%	10.68%	8.04%	7.36%	12.64%	10.56%	8.84%	15.80%	19.71%	24.61%	20.85%	25.38%	22.53%	18.25%	19.12%	18.90%	22.99%	20.57%	22.80%	21.32%	15.54%	16.96%	20.10%	18.85%	18.82%	18.15%	13.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	5	1	1	1	1	1	2	3	1	3	5	2	3	5	1	2	1	5	3	3	5	0	2	3	4	3	1									
		0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.85%	0.15%	1.61%	0.18%	0.27%	0.33%	0.55%	0.62%	0.43%	0.58%	0.18%	0.47%	0.85%	0.34%	0.52%	0.95%	0.18%	0.34%	0.18%	0.68%	0.50%	0.43%	0.71%	0.00%	0.33%	0.43%	0.61%	0.53%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	841	3	6	2	16	0	5	4	0	29	2	3	2	13	20	24	12	18	4	2	3	5	6	22	21	31	44	24	26	17	35	30	27	44	39	35	42	33	44	49	52	24	23									
		4.35%	1.59%	2.28%	0.78%	3.16%	0.00%	1.42%	1.56%	0.00%	4.33%	0.98%	2.63%	1.13%	2.64%	3.40%	3.52%	3.86%	3.15%	1.07%	0.67%	1.65%	3.11%	1.29%	4.24%	3.87%	4.86%	7.46%	4.06%	4.51%	3.23%	6.19%	5.15%	4.93%	5.95%	6.49%	5.01%	5.93%	5.89%	7.25%	7.05%	7.89%	4.27%	4.01%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
