Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Красночетайская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040									
		0.60%	0.90%	0.59%	1.02%	0.00%	0.63%	0.00%	0.00%	0.83%	0.52%	0.00%	0.28%	0.00%	0.72%	0.00%	0.00%	0.00%	0.91%	0.84%	0.69%	1.13%	0.63%	0.00%	0.00%	0.55%	0.00%	0.51%	0.79%	0.55%	2.08%	0.00%	0.57%	0.69%	0.42%	1.12%	0.70%	1.60%	0.00%	0.00%	0.72%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	3	0	0	0	0	2	0	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.21%	0.00%	0.65%	0.00%	0.91%	0.00%	0.26%	0.55%	0.00%	0.00%	0.57%	0.69%	1.27%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	555	12	18	19	12	31	8	2	9	20	15	17	9	10	8	5	17	16	47	49	18	30	9	19	15	5	14	23	11	11	7	11	2	13	6	4	3	8	4	11	7									
		6.05%	5.38%	5.34%	6.48%	8.51%	6.49%	6.35%	2.90%	7.44%	10.47%	7.04%	4.82%	6.29%	7.19%	4.02%	4.24%	8.50%	14.55%	7.90%	5.65%	6.79%	6.29%	6.57%	12.26%	4.14%	4.55%	7.07%	6.08%	6.01%	3.82%	5.34%	6.25%	1.39%	5.51%	3.35%	2.80%	2.40%	8.99%	3.92%	3.99%	6.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	2	1	0	2	0	3	0	0	0	3	0	1	2	1	0	0	1	0	2	0	0	1	1									
		0.28%	0.45%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.50%	0.00%	0.50%	0.00%	0.34%	0.12%	0.00%	0.42%	0.00%	1.94%	0.00%	0.00%	0.00%	0.79%	0.00%	0.35%	1.53%	0.57%	0.00%	0.00%	0.56%	0.00%	1.60%	0.00%	0.00%	0.36%	0.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	50	0	0	1	0	0	0	0	0	2	0	1	0	1	1	0	3	0	8	5	3	3	0	1	5	3	4	0	0	3	2	1	1	0	1	0	1	0	0	0	0									
		0.55%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.28%	0.00%	0.72%	0.50%	0.00%	1.50%	0.00%	1.34%	0.58%	1.13%	0.63%	0.00%	0.65%	1.38%	2.73%	2.02%	0.00%	0.00%	1.04%	1.53%	0.57%	0.69%	0.00%	0.56%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	1	1	0	0	1	0	0	0	0	0	2	1	1	0	0	0	1	0	4	2	2	0	0	0	2	0	1	0	1	2	1	0	0	0	0	1	0	1	0	0									
		0.27%	0.45%	0.30%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.70%	0.72%	0.00%	0.00%	0.00%	0.91%	0.00%	0.46%	0.75%	0.42%	0.00%	0.00%	0.00%	1.82%	0.00%	0.26%	0.00%	0.35%	1.53%	0.57%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.98%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	5	0	0	3	0	0	0	3	1	2	0	0	0	0	2	0	3	4	2	2	0	0	1	0	0	2	0	2	0	0	0	0	0	1	0	0	1	3	2									
		0.43%	0.00%	1.48%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	1.57%	0.47%	0.57%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.50%	0.46%	0.75%	0.42%	0.00%	0.00%	0.28%	0.00%	0.00%	0.53%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.98%	1.09%	1.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1082	31	41	45	19	52	4	11	13	13	13	40	20	23	22	14	29	6	72	101	26	71	16	23	50	10	15	48	22	36	8	10	15	18	46	16	16	0	7	40	20									
		11.80%	13.90%	12.17%	15.36%	13.48%	10.88%	3.17%	15.94%	10.74%	6.81%	6.10%	11.33%	13.99%	16.55%	11.06%	11.86%	14.50%	5.45%	12.10%	11.64%	9.81%	14.88%	11.68%	14.84%	13.81%	9.09%	7.58%	12.70%	12.02%	12.50%	6.11%	5.68%	10.42%	7.63%	25.70%	11.19%	12.80%	0.00%	6.86%	14.49%	19.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	0	1	0	2	2	0	2	0	0	1	2	0	1	0	0	0	0	3	3	1	2	3	0	3	0	1	2	1	2	0	0	0	0	0	0	0	0	0	2	0									
		0.37%	0.00%	0.30%	0.00%	1.42%	0.42%	0.00%	2.90%	0.00%	0.00%	0.47%	0.57%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.50%	0.35%	0.38%	0.42%	2.19%	0.00%	0.83%	0.00%	0.51%	0.53%	0.55%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1267	20	45	15	14	40	1	5	3	23	19	51	33	22	37	8	14	7	120	201	30	73	19	11	45	18	34	79	23	46	28	31	31	26	7	16	8	9	4	44	7									
		13.81%	8.97%	13.35%	5.12%	9.93%	8.37%	0.79%	7.25%	2.48%	12.04%	8.92%	14.45%	23.08%	15.83%	18.59%	6.78%	7.00%	6.36%	20.17%	23.16%	11.32%	15.30%	13.87%	7.10%	12.43%	16.36%	17.17%	20.90%	12.57%	15.97%	21.37%	17.61%	21.53%	11.02%	3.91%	11.19%	6.40%	10.11%	3.92%	15.94%	6.93%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
