Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Приморская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811					
14	Число погашенных открепительных удостоверений	146	6	2	1	3	5	2	0	5	2	4	0	7	3	5	10	5	0	0	5	1	2	3	6	5	3	5	2	6	5	2	6	1	1	9	0	3	3	5	3	5	3	0	2					
15	Число открепительных удостоверений выданных ТИК	11	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	138	3	0	3	5	1	5	3	2	0	0	4	4	4	1	2	2	7	11	1	1	5	3	2	0	3	1	3	7	5	5	7	1	5	2	10	4	0	8	1	1	1	5	0					
		1.07%	3.44%	0.0%	0.42%	0.80%	0.34%	0.63%	1.58%	0.90%	0.0%	0.0%	1.16%	1.55%	1.26%	2.12%	0.88%	2.10%	1.79%	1.11%	1.21%	0.42%	0.59%	1.12%	1.52%	0.0%	2.65%	0.59%	1.87%	1.79%	1.09%	0.78%	0.79%	0.63%	1.12%	1.04%	1.47%	2.43%	0.0%	4.32%	1.31%	0.64%	1.17%	3.12%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	315	0	1	17	16	22	14	13	5	0	13	11	7	8	0	1	0	13	26	3	8	20	6	2	2	3	5	2	3	13	23	20	0	6	6	13	0	2	2	0	3	3	3	0					
		2.44%	0.0%	1.38%	2.40%	2.58%	7.61%	1.78%	6.87%	2.27%	0.0%	3.97%	3.20%	2.71%	2.52%	0.0%	0.44%	0.0%	3.34%	2.63%	3.65%	3.37%	2.36%	2.25%	1.52%	2.40%	2.65%	2.99%	1.25%	0.76%	2.84%	3.63%	2.26%	0.0%	1.35%	3.12%	1.91%	0.0%	3.22%	1.08%	0.0%	1.94%	3.52%	1.87%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	499	5	1	20	20	14	38	17	5	2	10	13	14	15	3	17	1	30	31	5	15	33	7	9	3	3	5	3	19	15	22	20	6	10	2	28	7	0	11	5	10	1	4	0					
		3.87%	5.74%	1.38%	2.82%	3.23%	4.84%	4.84%	8.99%	2.27%	3.92%	3.05%	3.79%	5.42%	4.73%	6.38%	7.55%	1.05%	7.71%	3.13%	6.09%	6.32%	3.90%	2.63%	6.87%	3.61%	2.65%	2.99%	1.87%	4.87%	3.28%	3.47%	2.26%	3.79%	2.25%	1.04%	4.12%	4.26%	0.0%	5.94%	6.57%	6.49%	1.17%	2.5%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	414	2	0	27	17	20	30	8	6	4	8	10	5	8	4	7	2	10	29	2	2	34	14	5	0	6	11	4	11	8	32	37	5	5	9	14	10	0	4	0	0	0	4	0					
		3.21%	2.29%	0.0%	3.81%	2.74%	6.92%	3.82%	4.23%	2.72%	7.84%	2.44%	2.91%	1.93%	2.52%	8.51%	3.11%	2.10%	2.57%	2.93%	2.43%	0.84%	4.02%	5.26%	3.81%	0.0%	5.30%	6.58%	2.5%	2.82%	1.75%	5.05%	4.19%	3.16%	1.12%	4.68%	2.06%	6.09%	0.0%	2.16%	0.0%	0.0%	0.0%	2.5%	0.0%					
22	"5. ""За Русь Святую"""	49	0	0	5	1	0	1	4	1	1	0	2	3	4	0	0	0	0	3	0	2	5	3	1	0	0	1	1	0	0	1	4	1	2	0	2	0	0	0	0	0	1	0	0					
		0.38%	0.0%	0.0%	0.70%	0.16%	0.0%	0.12%	2.11%	0.45%	1.96%	0.0%	0.58%	1.16%	1.26%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.84%	0.59%	1.12%	0.76%	0.0%	0.0%	0.59%	0.62%	0.0%	0.0%	0.15%	0.45%	0.63%	0.45%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	0	0	1	1	0	1	2	2	0	0	0	1	0	1	0	0	1	3	0	0	2	2	0	0	0	1	1	2	1	2	3	0	0	0	2	0	0	0	0	0	1	0	0					
		0.23%	0.0%	0.0%	0.14%	0.16%	0.0%	0.12%	1.05%	0.90%	0.0%	0.0%	0.0%	0.38%	0.0%	2.12%	0.0%	0.0%	0.25%	0.30%	0.0%	0.0%	0.23%	0.75%	0.0%	0.0%	0.0%	0.59%	0.62%	0.51%	0.21%	0.31%	0.33%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	78	0	0	5	3	4	7	0	0	0	0	3	0	1	1	0	2	4	5	0	4	4	2	2	1	0	0	1	4	5	2	5	0	3	2	4	3	0	0	0	0	0	1	0					
		0.60%	0.0%	0.0%	0.70%	0.48%	1.38%	0.89%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.31%	2.12%	0.0%	2.10%	1.02%	0.50%	0.0%	1.68%	0.47%	0.75%	1.52%	1.20%	0.0%	0.0%	0.62%	1.02%	1.09%	0.31%	0.56%	0.0%	0.67%	1.04%	0.58%	1.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	0	1	1	1	0	0	0	2	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.16%	0.34%	0.12%	0.0%	0.0%	0.0%	0.61%	0.0%	0.38%	0.0%	2.12%	0.44%	0.0%	0.0%	0.10%	0.0%	0.0%	0.11%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.31%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	67	0	0	4	8	3	3	1	0	0	4	0	2	0	0	1	1	1	6	0	1	7	1	0	0	0	0	0	1	4	3	4	0	1	5	3	1	0	0	0	2	0	0	0					
		0.52%	0.0%	0.0%	0.56%	1.29%	1.03%	0.38%	0.52%	0.0%	0.0%	1.22%	0.0%	0.77%	0.0%	0.0%	0.44%	1.05%	0.25%	0.60%	0.0%	0.42%	0.82%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.87%	0.47%	0.45%	0.0%	0.22%	2.60%	0.44%	0.60%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	795	2	0	26	13	8	21	7	17	3	43	32	13	26	5	7	14	9	123	14	12	103	37	10	1	3	12	3	4	11	20	55	9	38	3	56	12	0	4	3	10	3	1	2					
		6.17%	2.29%	0.0%	3.67%	2.10%	2.76%	2.67%	3.70%	7.72%	5.88%	13.14%	9.32%	5.03%	8.20%	10.63%	3.11%	14.73%	2.31%	12.44%	17.07%	5.06%	12.18%	13.90%	7.63%	1.20%	2.65%	7.18%	1.87%	1.02%	2.40%	3.15%	6.22%	5.69%	8.55%	1.56%	8.25%	7.31%	0.0%	2.16%	3.94%	6.49%	3.52%	0.62%	3.57%					
28	"11. ""Истинные патриоты России"""	11	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.31%	2.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.47%	0.0%	0.0%	0.22%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	212	0	3	11	10	1	18	3	1	0	5	8	5	1	0	2	5	10	17	1	6	14	1	2	0	2	1	1	3	7	15	17	1	10	4	10	9	1	2	0	2	1	1	1					
		1.64%	0.0%	4.16%	1.55%	1.61%	0.34%	2.29%	1.58%	0.45%	0.0%	1.52%	2.33%	1.93%	0.31%	0.0%	0.88%	5.26%	2.57%	1.72%	1.21%	2.53%	1.65%	0.37%	1.52%	0.0%	1.76%	0.59%	0.62%	0.76%	1.53%	2.36%	1.92%	0.63%	2.25%	2.08%	1.47%	5.48%	1.61%	1.08%	0.0%	1.29%	1.17%	0.62%	1.78%					
30	"13. ""Демократическая партия России"""	53	1	0	3	1	0	1	3	0	0	2	0	1	1	0	1	0	3	7	0	0	5	1	1	0	0	2	0	2	4	3	5	0	3	0	3	0	0	0	0	0	0	0	0					
		0.41%	1.14%	0.0%	0.42%	0.16%	0.0%	0.12%	1.58%	0.0%	0.0%	0.61%	0.0%	0.38%	0.31%	0.0%	0.44%	0.0%	0.77%	0.70%	0.0%	0.0%	0.59%	0.37%	0.76%	0.0%	0.0%	1.19%	0.0%	0.51%	0.87%	0.47%	0.56%	0.0%	0.67%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	0	0	2	2	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	4	2	0	1	0	3	0	0	2	0	2	0	2	1					
		0.24%	0.0%	0.0%	0.28%	0.32%	0.34%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.10%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.63%	0.22%	0.0%	0.22%	0.0%	0.44%	0.0%	0.0%	1.08%	0.0%	1.29%	0.0%	1.25%	1.78%					
32	"15. ""Партия СЛОН"""	15	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1					
		0.11%	0.0%	1.38%	0.0%	0.0%	0.0%	0.38%	0.52%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.59%	0.0%	0.25%	0.0%	0.0%	0.11%	0.0%	0.0%	0.52%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.78%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1141	5	4	83	60	28	112	15	16	2	17	21	17	6	0	28	9	31	99	7	25	75	23	10	6	3	16	5	34	46	57	95	9	26	22	69	23	2	10	0	14	5	3	3					
		8.86%	5.74%	5.55%	11.73%	9.69%	9.68%	14.28%	7.93%	7.27%	3.92%	5.19%	6.12%	6.58%	1.89%	0.0%	12.44%	9.47%	7.96%	10.02%	8.53%	10.54%	8.87%	8.64%	7.63%	7.22%	2.65%	9.58%	3.12%	8.71%	10.06%	9.00%	10.75%	5.69%	5.85%	11.45%	10.17%	14.02%	3.22%	5.40%	0.0%	9.09%	5.88%	1.87%	5.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	1	0	1	2	0	3	1	1	0	0	0	0	1	0	0	0	0	2	0	1	2	1	0	0	0	0	1	2	0	1	0	0	0	0	2	1	0	1	1	0	2	0	2					
		0.22%	1.14%	0.0%	0.14%	0.32%	0.0%	0.38%	0.52%	0.45%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.42%	0.23%	0.37%	0.0%	0.0%	0.0%	0.0%	0.62%	0.51%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.29%	0.60%	0.0%	0.54%	1.31%	0.0%	2.35%	0.0%	3.57%					
35	"18. ""ЛДПР"""	1812	10	7	109	126	43	112	35	40	7	65	43	29	22	4	26	6	60	122	3	46	95	17	18	31	22	25	34	28	83	91	136	16	64	51	71	15	6	12	10	22	22	25	3					
		14.08%	11.49%	9.72%	15.41%	20.35%	14.87%	14.28%	18.51%	18.18%	13.72%	19.87%	12.53%	11.24%	6.94%	8.51%	11.55%	6.31%	15.42%	12.34%	3.65%	19.40%	11.24%	6.39%	13.74%	37.34%	19.46%	14.97%	21.25%	7.17%	18.16%	14.37%	15.40%	10.12%	14.41%	26.56%	10.47%	9.14%	9.67%	6.48%	13.15%	14.28%	25.88%	15.62%	5.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	284	6	1	13	16	2	22	3	4	0	5	3	5	5	1	6	1	13	21	6	3	13	5	1	0	2	6	8	4	16	17	14	6	9	1	23	6	2	5	2	3	2	3	0					
		2.20%	6.89%	1.38%	1.83%	2.58%	0.69%	2.80%	1.58%	1.81%	0.0%	1.52%	0.87%	1.93%	1.57%	2.12%	2.66%	1.05%	3.34%	2.12%	7.31%	1.26%	1.53%	1.87%	0.76%	0.0%	1.76%	3.59%	5.0%	1.02%	3.50%	2.68%	1.58%	3.79%	2.02%	0.52%	3.39%	3.65%	3.22%	2.70%	2.63%	1.94%	2.35%	1.87%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5241	42	37	292	226	94	286	54	79	21	122	155	120	195	21	96	35	146	332	33	82	332	114	51	29	53	61	68	193	187	232	328	88	211	57	280	51	40	101	41	77	37	103	39					
		40.72%	48.27%	51.38%	41.30%	36.51%	32.52%	36.47%	28.57%	35.90%	41.17%	37.30%	45.18%	46.51%	61.51%	44.68%	42.66%	36.84%	37.53%	33.60%	40.24%	34.59%	39.28%	42.85%	38.93%	34.93%	46.90%	36.52%	42.5%	49.48%	40.91%	36.65%	37.14%	55.69%	47.52%	29.68%	41.29%	31.09%	64.51%	54.59%	53.94%	50.0%	43.52%	64.37%	69.64%					
38	"21. ""Российская Конституционно-демократическая партия"""	22	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	3	2	2	0	0	4	0	0	0	0	0	1	0	0	0	0					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.58%	0.0%	0.0%	0.0%	0.29%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.10%	1.21%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.43%	0.31%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	0	0	0	3	0	2	0	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.0%	0.48%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.44%	0.0%	0.25%	0.10%	0.0%	0.0%	0.23%	0.0%	0.0%	1.20%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	601	1	2	24	36	23	44	1	12	6	11	14	16	8	3	9	15	26	52	5	6	33	19	7	6	6	4	12	15	14	29	42	7	17	8	30	6	4	17	2	5	1	1	2					
		4.67%	1.14%	2.77%	3.39%	5.81%	7.95%	5.61%	0.52%	5.45%	11.76%	3.36%	4.08%	6.20%	2.52%	6.38%	4.0%	15.78%	6.68%	5.26%	6.09%	2.53%	3.90%	7.14%	5.34%	7.22%	5.30%	2.39%	7.5%	3.84%	3.06%	4.58%	4.75%	4.43%	3.82%	4.16%	4.42%	3.65%	6.45%	9.18%	2.63%	3.24%	1.17%	0.62%	3.57%					
																																																		
41	Против всех	841	7	15	59	45	23	55	9	21	5	13	21	10	8	0	19	2	16	83	1	17	43	8	10	2	6	11	8	38	31	59	77	8	21	16	42	13	3	2	6	1	2	4	1					
		6.53%	8.04%	20.83%	8.34%	7.26%	7.95%	7.01%	4.76%	9.54%	9.80%	3.97%	6.12%	3.87%	2.52%	0.0%	8.44%	2.10%	4.11%	8.40%	1.21%	7.17%	5.08%	3.00%	7.63%	2.40%	5.30%	6.58%	5.0%	9.74%	6.78%	9.32%	8.72%	5.06%	4.72%	8.33%	6.19%	7.92%	4.83%	1.08%	7.89%	0.64%	2.35%	2.5%	1.78%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
