Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Саткинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239					
14	Число погашенных неиспользованных открепительных удостоверений	76	0	0	0	0	2	1	2	4	4	0	3	6	0	1	3	4	4	0	1	0	0	0	1	0	2	0	1	1	3	0	2	0	0	0	8	0	0	4	1	2	0	7	0	0	1	1	0	0	0	5	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	122	2	0	1	2	2	4	2	2	4	1	3	1	3	1	5	0	0	2	1	5	2	3	7	13	1	1	0	0	0	2	0	2	0	10	3	1	1	0	2	2	1	9	3	5	1	5	2	1	0	0	0	4	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6265	186	32	76	427	13	160	725	489	41	72	57	70	50	64	51	56	25	75	28	92	79	114	871	829	17	12	16	28	24	38	26	112	31	47	170	43	7	2	47	24	5	8	123	86	160	163	121	83	52	23	46	47	10	12					
		10.34%	9.33%	5.84%	8.28%	18.57%	4.19%	8.96%	37.31%	19.60%	5.17%	5.52%	6.15%	6.80%	6.13%	6.47%	4.43%	3.86%	3.67%	8.07%	4.27%	7.39%	6.76%	7.15%	40.76%	28.12%	4.01%	3.86%	5.52%	1.63%	2.86%	4.19%	8.44%	7.03%	3.87%	4.23%	7.88%	3.69%	0.96%	0.80%	6.23%	3.93%	2.19%	6.61%	5.51%	5.97%	7.09%	7.92%	10.06%	6.36%	5.59%	2.65%	8.52%	4.98%	3.61%	11.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3203	114	40	53	91	17	131	134	70	32	74	42	51	32	58	50	32	22	93	20	76	69	100	149	35	26	20	19	26	20	46	22	111	37	51	98	34	9	4	49	25	6	11	158	76	153	149	93	88	43	25	75	112	22	10					
		5.29%	5.72%	7.30%	5.77%	3.96%	5.48%	7.34%	6.90%	2.81%	4.04%	5.67%	4.53%	4.95%	3.93%	5.86%	4.34%	2.20%	3.23%	10.01%	3.05%	6.10%	5.90%	6.27%	6.97%	1.19%	6.13%	6.43%	6.55%	1.52%	2.38%	5.07%	7.14%	6.97%	4.62%	4.59%	4.54%	2.92%	1.23%	1.60%	6.50%	4.10%	2.63%	9.09%	7.08%	5.27%	6.78%	7.24%	7.73%	6.74%	4.62%	2.88%	13.89%	11.88%	7.94%	9.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	108	0	1	0	1	2	3	8	1	2	2	1	3	4	0	2	5	2	4	2	3	2	0	3	7	0	1	2	2	0	2	0	2	2	2	3	1	0	0	2	1	0	0	6	2	7	5	2	2	1	2	2	1	0	0					
		0.18%	0.00%	0.18%	0.00%	0.04%	0.65%	0.17%	0.41%	0.04%	0.25%	0.15%	0.11%	0.29%	0.49%	0.00%	0.17%	0.34%	0.29%	0.43%	0.31%	0.24%	0.17%	0.00%	0.14%	0.24%	0.00%	0.32%	0.69%	0.12%	0.00%	0.22%	0.00%	0.13%	0.25%	0.18%	0.14%	0.09%	0.00%	0.00%	0.27%	0.16%	0.00%	0.00%	0.27%	0.14%	0.31%	0.24%	0.17%	0.15%	0.11%	0.23%	0.37%	0.11%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1960	12	13	7	10	6	46	31	9	12	14	7	50	31	10	14	23	6	30	7	13	10	15	27	51	13	4	7	28	2	12	8	43	10	7	517	6	5	2	18	8	2	1	25	15	59	513	22	93	14	23	14	19	8	8					
		3.23%	0.60%	2.37%	0.76%	0.43%	1.94%	2.58%	1.60%	0.36%	1.51%	1.07%	0.76%	4.85%	3.80%	1.01%	1.22%	1.58%	0.88%	3.23%	1.07%	1.04%	0.86%	0.94%	1.26%	1.73%	3.07%	1.29%	2.41%	1.63%	0.24%	1.32%	2.60%	2.70%	1.25%	0.63%	23.96%	0.51%	0.68%	0.80%	2.39%	1.31%	0.88%	0.83%	1.12%	1.04%	2.61%	24.93%	1.83%	7.12%	1.50%	2.65%	2.59%	2.01%	2.89%	7.55%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	173	0	1	3	3	4	4	10	1	1	3	1	2	5	3	4	8	5	4	2	5	4	0	7	5	1	1	5	8	0	1	2	6	2	1	8	1	3	0	1	2	1	1	4	3	8	8	4	3	5	6	1	0	1	1					
		0.29%	0.00%	0.18%	0.33%	0.13%	1.29%	0.22%	0.51%	0.04%	0.13%	0.23%	0.11%	0.19%	0.61%	0.30%	0.35%	0.55%	0.73%	0.43%	0.31%	0.40%	0.34%	0.00%	0.33%	0.17%	0.24%	0.32%	1.72%	0.47%	0.00%	0.11%	0.65%	0.38%	0.25%	0.09%	0.37%	0.09%	0.41%	0.00%	0.13%	0.33%	0.44%	0.83%	0.18%	0.21%	0.35%	0.39%	0.33%	0.23%	0.54%	0.69%	0.19%	0.00%	0.36%	0.94%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	48324	1651	454	768	1745	264	1416	1008	1919	695	1121	817	847	689	842	1022	1316	615	697	591	1046	984	1350	1058	2018	362	273	239	1621	790	798	243	1305	712	996	1333	1079	704	241	635	545	211	100	1898	1240	1863	1194	945	1028	806	780	398	747	235	70					
		79.76%	82.80%	82.85%	83.66%	75.90%	85.16%	79.33%	51.88%	76.91%	87.64%	85.97%	88.13%	82.23%	84.54%	85.14%	88.79%	90.63%	90.31%	75.03%	90.23%	84.02%	84.17%	84.64%	49.51%	68.45%	85.38%	87.78%	82.41%	94.52%	94.05%	87.98%	78.90%	81.92%	88.89%	89.73%	61.77%	92.54%	96.44%	96.40%	84.22%	89.34%	92.54%	82.64%	84.99%	86.05%	82.54%	58.02%	78.55%	78.71%	86.57%	89.97%	73.70%	79.22%	84.84%	66.04%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	56	0	2	0	1	0	3	2	1	1	3	0	2	2	2	1	1	1	6	1	1	2	0	2	2	0	0	1	0	0	1	0	1	1	0	3	0	0	0	2	1	0	0	3	0	0	3	1	1	0	2	0	0	0	0					
		0.09%	0.00%	0.36%	0.00%	0.04%	0.00%	0.17%	0.10%	0.04%	0.13%	0.23%	0.00%	0.19%	0.25%	0.20%	0.09%	0.07%	0.15%	0.65%	0.15%	0.08%	0.17%	0.00%	0.09%	0.07%	0.00%	0.00%	0.34%	0.00%	0.00%	0.11%	0.00%	0.06%	0.12%	0.00%	0.14%	0.00%	0.00%	0.00%	0.27%	0.16%	0.00%	0.00%	0.13%	0.00%	0.00%	0.15%	0.08%	0.08%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
