Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Саткинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	970	28	8	13	30	8	20	29	35	27	26	15	13	15	20	21	20	10	25	12	10	30	35	25	45	2	7	2	2	15	2	5	2	40	21	40	35	40	17	5	14	3	7	7	4	10	8	30	30	12	20	15	18	8	18	5	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	917	28	8	13	30	8	20	26	35	27	21	15	13	11	17	21	15	10	25	12	10	23	34	25	45	2	7	1	1	15	1	5	2	40	21	40	35	40	17	5	14	3	7	7	4	10	8	30	30	12	20	9	11	4	18	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	828	47	5	7	10	2	17	11	195	9	14	11	7	8	34	17	124	11	39	17	10	20	19	8	32	4	4	3	1	9	6	4	1	9	5	7	11	5	8	12	3	0	0	2	0	3	1	12	7	7	5	12	3	1	8	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	53	0	0	0	0	0	0	3	0	0	5	0	0	4	3	0	5	0	0	0	0	7	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	4	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	1	1	1	4	1	2	0	1	0	2	2	0	0	0	0	4	0	0	0	1	1	1	0	2	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	5	2	0	1	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	743	30	9	7	29	1	21	24	26	14	12	11	17	17	23	16	11	3	15	11	19	15	32	19	40	1	3	3	0	14	13	4	6	20	15	4	34	8	2	6	24	11	2	4	1	27	19	20	23	12	14	13	8	6	4	0	0					
		1.47%	1.63%	1.95%	1.43%	1.69%	0.41%	1.24%	1.41%	1.27%	1.63%	1.04%	1.21%	1.96%	2.44%	2.27%	1.31%	0.95%	0.49%	1.20%	2.17%	1.99%	1.28%	2.12%	1.16%	1.79%	0.29%	1.69%	1.50%	0.00%	0.99%	2.36%	0.43%	1.96%	1.55%	2.62%	0.53%	1.81%	0.91%	0.43%	3.26%	4.44%	2.29%	1.24%	2.12%	1.22%	1.55%	1.65%	1.17%	1.43%	1.24%	1.34%	1.56%	1.03%	1.67%	0.68%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	330	20	4	2	1	1	8	8	14	12	15	3	6	1	7	15	12	8	5	4	9	5	9	10	19	0	0	0	2	5	1	9	0	3	0	3	13	6	0	0	4	0	0	0	0	12	9	9	14	6	12	8	5	1	5	0	5					
		0.65%	1.09%	0.87%	0.41%	0.06%	0.41%	0.47%	0.47%	0.68%	1.40%	1.31%	0.33%	0.69%	0.14%	0.69%	1.23%	1.03%	1.31%	0.40%	0.79%	0.95%	0.43%	0.60%	0.61%	0.85%	0.00%	0.00%	0.00%	2.33%	0.35%	0.18%	0.97%	0.00%	0.23%	0.00%	0.40%	0.69%	0.68%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.69%	0.78%	0.52%	0.87%	0.62%	1.15%	0.96%	0.64%	0.28%	0.85%	0.00%	3.45%					
20	3.Политическая партия «Демократическая партия России»	51	4	0	0	0	0	2	1	1	0	0	1	0	0	4	6	0	0	0	0	2	1	2	0	3	0	0	0	0	1	0	4	0	1	1	0	2	1	0	0	3	0	0	0	0	3	0	1	3	1	1	1	0	0	0	1	0					
		0.10%	0.22%	0.00%	0.00%	0.00%	0.00%	0.12%	0.06%	0.05%	0.00%	0.00%	0.11%	0.00%	0.00%	0.39%	0.49%	0.00%	0.00%	0.00%	0.00%	0.21%	0.09%	0.13%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.43%	0.00%	0.08%	0.17%	0.00%	0.11%	0.11%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.06%	0.19%	0.10%	0.10%	0.12%	0.00%	0.00%	0.00%	0.63%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5893	232	26	39	176	19	277	265	330	142	177	156	145	113	116	114	160	86	134	68	90	158	183	229	277	27	19	12	7	87	31	40	18	172	83	79	263	74	24	10	78	26	5	10	8	137	126	185	179	136	134	114	17	27	39	9	5					
		11.67%	12.63%	5.64%	7.99%	10.24%	7.88%	16.41%	15.57%	16.11%	16.51%	15.40%	17.18%	16.72%	16.24%	11.45%	9.36%	13.77%	14.10%	10.72%	13.44%	9.45%	13.49%	12.14%	13.92%	12.41%	7.94%	10.73%	6.00%	8.14%	6.14%	5.64%	4.29%	5.88%	13.31%	14.49%	10.53%	14.03%	8.39%	5.11%	5.43%	14.44%	5.41%	3.11%	5.29%	9.76%	7.86%	10.96%	10.79%	11.15%	14.02%	12.84%	13.64%	2.19%	7.50%	6.67%	5.70%	3.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	510	18	1	8	16	1	13	13	25	8	16	3	19	6	9	11	21	6	15	5	20	13	11	16	28	0	3	2	0	5	0	3	3	17	0	10	29	9	27	3	8	8	1	2	0	10	3	24	15	4	10	5	1	2	3	1	0					
		1.01%	0.98%	0.22%	1.64%	0.93%	0.41%	0.77%	0.76%	1.22%	0.93%	1.39%	0.33%	2.19%	0.86%	0.89%	0.90%	1.81%	0.98%	1.20%	0.99%	2.10%	1.11%	0.73%	0.97%	1.25%	0.00%	1.69%	1.00%	0.00%	0.35%	0.00%	0.32%	0.98%	1.32%	0.00%	1.33%	1.55%	1.02%	5.74%	1.63%	1.48%	1.66%	0.62%	1.06%	0.00%	0.57%	0.26%	1.40%	0.93%	0.41%	0.96%	0.60%	0.13%	0.56%	0.51%	0.63%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	154	14	1	2	3	0	7	5	6	5	3	2	2	6	5	3	5	0	1	2	3	3	3	8	8	0	1	0	2	0	0	3	0	3	1	0	8	5	1	0	0	2	0	2	0	2	0	5	6	2	8	3	0	0	2	1	0					
		0.30%	0.76%	0.22%	0.41%	0.17%	0.00%	0.41%	0.29%	0.29%	0.58%	0.26%	0.22%	0.23%	0.86%	0.49%	0.25%	0.43%	0.00%	0.08%	0.40%	0.32%	0.26%	0.20%	0.49%	0.36%	0.00%	0.56%	0.00%	2.33%	0.00%	0.00%	0.32%	0.00%	0.23%	0.17%	0.00%	0.43%	0.57%	0.21%	0.00%	0.00%	0.42%	0.00%	1.06%	0.00%	0.11%	0.00%	0.29%	0.37%	0.21%	0.77%	0.36%	0.00%	0.00%	0.34%	0.63%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4964	175	43	52	192	11	153	154	183	78	84	77	82	65	72	90	90	66	129	50	107	107	142	176	267	21	10	25	4	99	46	50	22	131	52	61	171	77	24	15	45	38	5	11	2	241	146	198	195	104	143	84	100	64	96	20	19					
		9.83%	9.53%	9.33%	10.66%	11.17%	4.56%	9.06%	9.05%	8.94%	9.07%	7.31%	8.48%	9.46%	9.34%	7.11%	7.39%	7.75%	10.82%	10.32%	9.88%	11.24%	9.14%	9.42%	10.70%	11.96%	6.18%	5.65%	12.50%	4.65%	6.99%	8.36%	5.36%	7.19%	10.14%	9.08%	8.13%	9.12%	8.73%	5.11%	8.15%	8.33%	7.90%	3.11%	5.82%	2.44%	13.82%	12.70%	11.55%	12.15%	10.72%	13.70%	10.05%	12.89%	17.78%	16.41%	12.66%	13.10%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4176	159	18	33	100	6	149	133	160	72	105	68	85	46	69	108	85	54	98	32	68	92	134	166	185	15	13	15	1	134	23	51	13	82	35	43	246	58	11	9	34	25	1	6	0	179	120	198	198	90	125	63	54	29	54	16	10					
		8.27%	8.66%	3.90%	6.76%	5.82%	2.49%	8.83%	7.81%	7.81%	8.37%	9.14%	7.49%	9.80%	6.61%	6.81%	8.87%	7.31%	8.85%	7.84%	6.32%	7.14%	7.86%	8.89%	10.09%	8.29%	4.41%	7.34%	7.50%	1.16%	9.46%	4.18%	5.47%	4.25%	6.35%	6.11%	5.73%	13.13%	6.58%	2.34%	4.89%	6.30%	5.20%	0.62%	3.17%	0.00%	10.26%	10.43%	11.55%	12.34%	9.28%	11.97%	7.54%	6.96%	8.06%	9.23%	10.13%	6.90%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	373	11	0	0	12	5	9	25	19	7	6	6	3	9	5	12	12	3	22	3	5	12	10	10	20	0	1	1	0	8	3	6	0	8	1	5	18	6	3	1	0	12	1	0	3	21	5	11	11	9	3	4	1	2	2	0	1					
		0.74%	0.60%	0.00%	0.00%	0.70%	2.07%	0.53%	1.47%	0.93%	0.81%	0.52%	0.66%	0.35%	1.29%	0.49%	0.99%	1.03%	0.49%	1.76%	0.59%	0.53%	1.02%	0.66%	0.61%	0.90%	0.00%	0.56%	0.50%	0.00%	0.56%	0.55%	0.64%	0.00%	0.62%	0.17%	0.67%	0.96%	0.68%	0.64%	0.54%	0.00%	2.49%	0.62%	0.00%	3.66%	1.20%	0.43%	0.64%	0.69%	0.93%	0.29%	0.48%	0.13%	0.56%	0.34%	0.00%	0.69%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	32078	1117	351	337	1168	196	1012	1017	1227	493	703	553	481	421	635	766	725	368	795	321	604	719	948	971	1325	268	124	142	69	1032	419	741	238	841	379	531	1035	632	369	138	339	355	146	154	68	1083	700	1027	916	587	576	521	580	227	377	106	105					
		63.52%	60.81%	76.14%	69.06%	67.95%	81.33%	59.95%	59.75%	59.91%	57.33%	61.18%	60.90%	55.48%	60.49%	62.69%	62.89%	62.39%	60.33%	63.60%	63.44%	63.45%	61.40%	62.91%	59.03%	59.36%	78.82%	70.06%	71.00%	80.23%	72.88%	76.18%	79.51%	77.78%	65.09%	66.14%	70.80%	55.23%	71.66%	78.51%	75.00%	62.78%	73.80%	90.68%	81.48%	82.93%	62.10%	60.87%	59.88%	57.07%	60.52%	55.17%	62.32%	74.74%	63.06%	64.44%	67.09%	72.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	623	35	1	1	11	1	28	21	27	16	16	14	7	11	21	37	29	7	8	4	13	30	13	20	41	7	0	0	1	9	5	11	5	14	2	11	28	6	3	1	5	2	0	0	0	17	11	13	17	14	12	7	5	0	2	3	0					
		1.23%	1.91%	0.22%	0.20%	0.64%	0.41%	1.66%	1.23%	1.32%	1.86%	1.39%	1.54%	0.81%	1.58%	2.07%	3.04%	2.50%	1.15%	0.64%	0.79%	1.37%	2.56%	0.86%	1.22%	1.84%	2.06%	0.00%	0.00%	1.16%	0.64%	0.91%	1.18%	1.63%	1.08%	0.35%	1.47%	1.49%	0.68%	0.64%	0.54%	0.93%	0.42%	0.00%	0.00%	0.00%	0.97%	0.96%	0.76%	1.06%	1.44%	1.15%	0.84%	0.64%	0.00%	0.34%	1.90%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
