Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Коломенская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №3581	УИК №8021	УИК №8128	УИК №8129	УИК №8133	УИК №8134	УИК №8135	УИК №8136									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	457	20	28	8	20	10	20	10	15	16	15	10	10	30	13	10	10	5	18	11	20	13	3	8	10	20	2	18	16	22	9	23	5	9	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	902	18	16	36	48	4	46	7	26	7	13	6	35	13	16	15	26	14	7	16	15	9	14	18	25	58	9	148	91	29	3	41	10	10	0	12	4	35	0	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	43	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	3	1	4	3	1	2	0	1	0	5	0	15	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	86	0	3	0	5	1	1	2	5	1	4	0	1	14	0	3	0	2	4	2	4	2	1	2	1	1	0	8	4	3	2	7	0	3	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	414	14	29	5	7	10	6	6	16	15	11	8	9	14	9	7	8	3	2	6	28	11	11	9	6	2	1	14	19	20	7	19	8	10	0	10	3	40	1	4	6									
		2.40%	2.12%	4.29%	1.27%	1.32%	2.71%	1.01%	1.25%	2.77%	3.53%	1.97%	2.56%	1.50%	1.85%	2.07%	1.24%	1.74%	1.12%	0.83%	1.73%	3.20%	3.41%	4.15%	2.56%	1.46%	0.43%	0.65%	1.92%	3.05%	2.74%	2.41%	2.49%	3.77%	2.04%	0.00%	5.43%	1.91%	6.24%	0.81%	5.48%	5.17%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	428	24	15	9	9	9	15	8	16	54	11	7	15	15	7	17	11	4	8	8	15	3	4	11	10	14	9	17	12	14	9	16	4	9	4	1	2	10	2	0	0									
		2.48%	3.64%	2.22%	2.29%	1.70%	2.44%	2.51%	1.67%	2.77%	12.71%	1.97%	2.24%	2.50%	1.99%	1.61%	3.01%	2.40%	1.50%	3.31%	2.31%	1.72%	0.93%	1.51%	3.13%	2.43%	3.01%	5.88%	2.33%	1.93%	1.92%	3.09%	2.10%	1.89%	1.84%	13.33%	0.54%	1.27%	1.56%	1.63%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	439	16	26	12	12	5	10	10	8	13	18	8	26	16	3	20	9	6	2	12	22	15	7	15	9	5	3	31	13	20	7	15	6	13	0	1	6	12	4	1	2									
		2.55%	2.42%	3.85%	3.05%	2.27%	1.36%	1.68%	2.09%	1.39%	3.06%	3.23%	2.56%	4.33%	2.12%	0.69%	3.54%	1.96%	2.25%	0.83%	3.47%	2.52%	4.64%	2.64%	4.26%	2.18%	1.08%	1.96%	4.25%	2.09%	2.74%	2.41%	1.97%	2.83%	2.65%	0.00%	0.54%	3.82%	1.87%	3.25%	1.37%	1.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8029	302	284	173	286	153	270	227	224	195	285	167	280	368	224	242	213	141	106	183	432	163	114	144	190	228	71	324	288	340	140	343	94	183	14	84	79	281	89	42	63									
		46.55%	45.76%	42.01%	44.02%	54.06%	41.46%	45.23%	47.39%	38.82%	45.88%	51.17%	53.35%	46.67%	48.74%	51.61%	42.83%	46.41%	52.81%	43.80%	52.89%	49.43%	50.46%	43.02%	40.91%	46.12%	49.03%	46.41%	44.44%	46.30%	46.51%	48.11%	44.95%	44.34%	37.35%	46.67%	45.65%	50.32%	43.84%	72.36%	57.53%	54.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	224	9	8	8	3	6	3	6	4	4	4	2	8	15	1	6	5	0	1	5	18	5	5	5	1	11	3	16	9	6	2	13	5	10	0	1	2	8	2	1	3									
		1.30%	1.36%	1.18%	2.04%	0.57%	1.63%	0.50%	1.25%	0.69%	0.94%	0.72%	0.64%	1.33%	1.99%	0.23%	1.06%	1.09%	0.00%	0.41%	1.45%	2.06%	1.55%	1.89%	1.42%	0.24%	2.37%	1.96%	2.19%	1.45%	0.82%	0.69%	1.70%	2.36%	2.04%	0.00%	0.54%	1.27%	1.25%	1.63%	1.37%	2.59%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	0	0	1	1	2	2	1	0	3	0	2	1	2	0	0	1	0	0	1	1	0	0	1	1	0	0	2	1	3	2	0	2	0	0	2	0	1	0	0	0									
		0.19%	0.00%	0.00%	0.25%	0.19%	0.54%	0.34%	0.21%	0.00%	0.71%	0.00%	0.64%	0.17%	0.26%	0.00%	0.00%	0.22%	0.00%	0.00%	0.29%	0.11%	0.00%	0.00%	0.28%	0.24%	0.00%	0.00%	0.27%	0.16%	0.41%	0.69%	0.00%	0.94%	0.00%	0.00%	1.09%	0.00%	0.16%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3164	100	117	75	91	81	129	92	115	74	97	52	112	146	67	110	104	60	67	49	165	49	57	66	94	65	22	118	101	108	52	158	57	111	7	37	23	89	17	10	20									
		18.34%	15.15%	17.31%	19.08%	17.20%	21.95%	21.61%	19.21%	19.93%	17.41%	17.41%	16.61%	18.67%	19.34%	15.44%	19.47%	22.66%	22.47%	27.69%	14.16%	18.88%	15.17%	21.51%	18.75%	22.82%	13.98%	14.38%	16.19%	16.24%	14.77%	17.87%	20.71%	26.89%	22.65%	23.33%	20.11%	14.65%	13.88%	13.82%	13.70%	17.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	144	3	4	0	6	2	7	3	6	5	3	1	1	9	3	6	3	1	1	0	4	1	4	1	3	1	0	8	9	5	0	7	0	7	1	4	0	22	0	0	3									
		0.83%	0.45%	0.59%	0.00%	1.13%	0.54%	1.17%	0.63%	1.04%	1.18%	0.54%	0.32%	0.17%	1.19%	0.69%	1.06%	0.65%	0.37%	0.41%	0.00%	0.46%	0.31%	1.51%	0.28%	0.73%	0.22%	0.00%	1.10%	1.45%	0.68%	0.00%	0.92%	0.00%	1.43%	3.33%	2.17%	0.00%	3.43%	0.00%	0.00%	2.59%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	219	12	9	5	4	3	5	1	7	8	2	1	8	7	4	2	8	6	3	9	8	5	5	3	2	10	0	10	10	8	5	14	2	3	0	6	2	17	1	3	1									
		1.27%	1.82%	1.33%	1.27%	0.76%	0.81%	0.84%	0.21%	1.21%	1.88%	0.36%	0.32%	1.33%	0.93%	0.92%	0.35%	1.74%	2.25%	1.24%	2.60%	0.92%	1.55%	1.89%	0.85%	0.49%	2.15%	0.00%	1.37%	1.61%	1.09%	1.72%	1.83%	0.94%	0.61%	0.00%	3.26%	1.27%	2.65%	0.81%	4.11%	0.86%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	2	2	0	1	1	0	0	1	0	1	0	0	0	2	0	0	0	0	1	2	2	0	1	0	1	0	0	5	0	3	2	1	0	0	1	0	0	0	0									
		0.17%	0.15%	0.30%	0.51%	0.00%	0.27%	0.17%	0.00%	0.00%	0.24%	0.00%	0.32%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.11%	0.62%	0.75%	0.00%	0.24%	0.00%	0.65%	0.00%	0.00%	0.68%	0.00%	0.39%	0.94%	0.20%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	287	18	18	5	3	5	4	5	6	5	5	2	4	10	7	5	3	0	5	5	4	1	7	12	7	5	4	17	20	9	3	11	1	8	0	6	3	49	0	1	4									
		1.66%	2.73%	2.66%	1.27%	0.57%	1.36%	0.67%	1.04%	1.04%	1.18%	0.90%	0.64%	0.67%	1.32%	1.61%	0.88%	0.65%	0.00%	2.07%	1.45%	0.46%	0.31%	2.64%	3.41%	1.70%	1.08%	2.61%	2.33%	3.22%	1.23%	1.03%	1.44%	0.47%	1.63%	0.00%	3.26%	1.91%	7.64%	0.00%	1.37%	3.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2386	115	101	68	66	75	100	86	105	7	66	45	95	93	57	78	48	23	21	39	112	29	25	57	62	86	27	106	77	107	42	108	16	83	2	27	28	78	5	8	13									
		13.83%	17.42%	14.94%	17.30%	12.48%	20.33%	16.75%	17.95%	18.20%	1.65%	11.85%	14.38%	15.83%	12.32%	13.13%	13.81%	10.46%	8.61%	8.68%	11.27%	12.81%	8.98%	9.43%	16.19%	15.05%	18.49%	17.65%	14.54%	12.38%	14.64%	14.43%	14.15%	7.55%	16.94%	6.67%	14.67%	17.83%	12.17%	4.07%	10.96%	11.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	3	1	3	1	2	3	2	3	4	3	2	6	6	3	4	2	0	0	1	3	4	2	2	1	1	0	3	1	1	1	0	1	6	0	0	0	3	1	1	0									
		0.46%	0.45%	0.15%	0.76%	0.19%	0.54%	0.50%	0.42%	0.52%	0.94%	0.54%	0.64%	1.00%	0.79%	0.69%	0.71%	0.44%	0.00%	0.00%	0.29%	0.34%	1.24%	0.75%	0.57%	0.24%	0.22%	0.00%	0.41%	0.16%	0.14%	0.34%	0.00%	0.47%	1.22%	0.00%	0.00%	0.00%	0.47%	0.81%	1.37%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	783	26	35	18	18	9	19	16	31	16	20	7	17	34	30	33	30	9	12	18	47	26	17	10	16	31	7	49	51	22	7	27	10	28	1	4	8	21	1	1	1									
		4.54%	3.94%	5.18%	4.58%	3.40%	2.44%	3.18%	3.34%	5.37%	3.76%	3.59%	2.24%	2.83%	4.50%	6.91%	5.84%	6.54%	3.37%	4.96%	5.20%	5.38%	8.05%	6.42%	2.84%	3.88%	6.67%	4.58%	6.72%	8.20%	3.01%	2.41%	3.54%	4.72%	5.71%	3.33%	2.17%	5.10%	3.28%	0.81%	1.37%	0.86%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
