Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Березовская городская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141									
		72.91%	72.65%	73.05%	73.12%	72.84%	73.96%	74.09%	72.46%	73.25%	73.22%	72.88%	72.78%	72.23%	72.27%	72.50%	72.55%	73.25%	71.89%	72.93%	73.41%	71.13%	72.77%	72.87%	73.34%	74.11%	74.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	0	1	1	2	0	1	0	2	1	3	0	0	1	3	1	0	2	4	0	1	0	0	1	1									
		0.08%	0.00%	0.00%	0.10%	0.13%	0.19%	0.00%	0.09%	0.00%	0.19%	0.24%	0.21%	0.00%	0.00%	0.08%	0.17%	0.06%	0.00%	0.12%	0.24%	0.00%	0.06%	0.00%	0.00%	0.89%	0.07%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	0	1	1	0	3	0	1	0	2	0	0	1	0	0	6	0	1	0	1	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.13%	0.10%	0.00%	0.26%	0.00%	0.10%	0.00%	0.14%	0.00%	0.00%	0.08%	0.00%	0.00%	0.41%	0.00%	0.06%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3050	22	112	98	78	94	143	109	163	86	37	144	121	149	126	168	159	142	167	162	158	161	183	121	11	136									
		9.77%	8.98%	9.71%	9.68%	10.39%	9.14%	9.33%	9.56%	10.12%	8.37%	8.96%	10.13%	9.80%	10.79%	9.68%	9.59%	9.54%	9.64%	10.12%	9.81%	10.27%	9.59%	10.11%	9.43%	9.82%	10.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	2	0	2	0	2	0	0	1	0	0									
		0.04%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.07%	0.00%	0.00%	0.08%	0.00%	0.12%	0.00%	0.12%	0.00%	0.13%	0.00%	0.00%	0.08%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	0	0	0	1	0	0	2	0	2	0	1	0	1	0	3	1	3	1	2	0	3	2	0	1	1									
		0.08%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.18%	0.00%	0.19%	0.00%	0.07%	0.00%	0.07%	0.00%	0.17%	0.06%	0.20%	0.06%	0.12%	0.00%	0.18%	0.11%	0.00%	0.89%	0.07%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	0	1	1	0	3	0	0	1	0	2	2	0	2	0	0	2	0	2	0	2	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.13%	0.10%	0.00%	0.26%	0.00%	0.00%	0.24%	0.00%	0.16%	0.14%	0.00%	0.11%	0.00%	0.00%	0.12%	0.00%	0.13%	0.00%	0.11%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	0	2	1	4	1	0	3	1	1	1	2	4	2	2	1	2	4	3	0	4	1	4	0	0	1									
		0.14%	0.00%	0.17%	0.10%	0.53%	0.10%	0.00%	0.26%	0.06%	0.10%	0.24%	0.14%	0.32%	0.14%	0.15%	0.06%	0.12%	0.27%	0.18%	0.00%	0.26%	0.06%	0.22%	0.00%	0.00%	0.07%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3470	28	132	114	72	117	179	127	181	123	45	155	141	140	142	202	182	171	179	177	174	198	196	143	10	142									
		11.11%	11.43%	11.44%	11.26%	9.59%	11.37%	11.68%	11.14%	11.24%	11.98%	10.90%	10.90%	11.42%	10.14%	10.91%	11.53%	10.92%	11.61%	10.84%	10.72%	11.31%	11.80%	10.83%	11.15%	8.93%	10.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	1	0	2	3	2	0	6	4	2	4	5	2	1	4	3	4	1	4	2	3	0	2	1	0	1									
		0.18%	0.41%	0.00%	0.20%	0.40%	0.19%	0.00%	0.53%	0.25%	0.19%	0.97%	0.35%	0.16%	0.07%	0.31%	0.17%	0.24%	0.07%	0.24%	0.12%	0.20%	0.00%	0.11%	0.08%	0.00%	0.07%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1466	11	54	42	27	43	70	39	77	41	17	68	63	74	68	82	81	69	74	81	87	82	92	61	2	61									
		4.70%	4.49%	4.68%	4.15%	3.60%	4.18%	4.57%	3.42%	4.78%	3.99%	4.12%	4.78%	5.10%	5.36%	5.22%	4.68%	4.86%	4.68%	4.48%	4.91%	5.66%	4.89%	5.08%	4.75%	1.79%	4.51%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
