Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ногайская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201									
		0.16%	0.88%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.35%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	38	1	0	1	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	16	8	7									
		0.33%	0.88%	0.00%	0.09%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.57%	0.49%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
