Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Кусинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	285	10	25	20	15	15	5	12	12	20	11	20	15	15	15	15	5	7	15	1	11	4	2	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	219	11	8	9	18	9	4	7	14	12	13	7	14	16	13	14	10	3	2	7	7	3	6	12									
14	Число погашенных неиспользованных открепительных удостоверений	15	0	0	0	0	0	0	3	3	0	4	0	0	0	0	0	0	0	0	1	4	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	7	8	6	7	4	0	7	4	1	2	4	0	1	3	2	0	0	1	0	1	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	159	8	10	18	5	11	3	8	9	8	4	19	6	7	4	8	1	0	7	6	5	2	3	7									
		1.45%	1.20%	1.53%	2.08%	0.67%	1.85%	1.10%	0.98%	1.42%	1.49%	0.84%	1.98%	1.36%	1.44%	0.87%	1.54%	0.63%	0.00%	1.41%	5.17%	1.31%	2.35%	3.80%	1.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	367	22	22	32	23	22	9	32	17	16	11	22	13	20	22	24	11	0	11	3	16	1	2	16									
		3.34%	3.30%	3.37%	3.70%	3.10%	3.70%	3.30%	3.93%	2.67%	2.99%	2.30%	2.29%	2.94%	4.12%	4.78%	4.61%	6.88%	0.00%	2.22%	2.59%	4.18%	1.18%	2.53%	3.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	298	33	23	27	18	18	2	30	14	14	10	22	9	5	9	27	5	1	9	3	5	3	1	10									
		2.71%	4.95%	3.52%	3.12%	2.43%	3.03%	0.73%	3.68%	2.20%	2.61%	2.09%	2.29%	2.04%	1.03%	1.96%	5.18%	3.13%	1.61%	1.81%	2.59%	1.31%	3.53%	1.27%	2.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4030	220	226	298	247	203	104	309	215	182	157	377	166	154	168	178	56	34	230	46	187	43	35	195									
		36.70%	32.98%	34.61%	34.45%	33.33%	34.12%	38.10%	37.91%	33.81%	33.96%	32.78%	39.27%	37.56%	31.69%	36.52%	34.17%	35.00%	54.84%	46.37%	39.66%	48.83%	50.59%	44.30%	41.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	76	5	7	6	6	4	2	5	3	1	7	5	1	4	5	3	1	0	6	0	3	0	0	2									
		0.69%	0.75%	1.07%	0.69%	0.81%	0.67%	0.73%	0.61%	0.47%	0.19%	1.46%	0.52%	0.23%	0.82%	1.09%	0.58%	0.63%	0.00%	1.21%	0.00%	0.78%	0.00%	0.00%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	0	1	2	1	1	0	4	2	0	1	0	1	1	0	0	0	0	1	3	2	0	0	3									
		0.21%	0.00%	0.15%	0.23%	0.13%	0.17%	0.00%	0.49%	0.31%	0.00%	0.21%	0.00%	0.23%	0.21%	0.00%	0.00%	0.00%	0.00%	0.20%	2.59%	0.52%	0.00%	0.00%	0.64%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2836	159	189	211	188	150	93	190	184	171	162	305	115	102	103	124	39	14	65	21	81	26	22	122									
		25.83%	23.84%	28.94%	24.39%	25.37%	25.21%	34.07%	23.31%	28.93%	31.90%	33.82%	31.77%	26.02%	20.99%	22.39%	23.80%	24.38%	22.58%	13.10%	18.10%	21.15%	30.59%	27.85%	25.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	54	0	2	2	6	4	3	5	5	7	5	3	2	0	2	2	0	0	2	1	1	0	0	2									
		0.49%	0.00%	0.31%	0.23%	0.81%	0.67%	1.10%	0.61%	0.79%	1.31%	1.04%	0.31%	0.45%	0.00%	0.43%	0.38%	0.00%	0.00%	0.40%	0.86%	0.26%	0.00%	0.00%	0.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	103	3	4	15	9	9	2	9	7	7	5	7	1	4	3	3	0	0	5	1	4	0	0	5									
		0.94%	0.45%	0.61%	1.73%	1.21%	1.51%	0.73%	1.10%	1.10%	1.31%	1.04%	0.73%	0.23%	0.82%	0.65%	0.58%	0.00%	0.00%	1.01%	0.86%	1.04%	0.00%	0.00%	1.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	2	2	0	1	3	2	2	0	0	1	1	1	2	1	1	0	0	1	0	1	1	0	0									
		0.20%	0.30%	0.31%	0.00%	0.13%	0.50%	0.73%	0.25%	0.00%	0.00%	0.21%	0.10%	0.23%	0.41%	0.22%	0.19%	0.00%	0.00%	0.20%	0.00%	0.26%	1.18%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	143	9	9	14	11	7	4	22	5	7	3	8	5	12	4	3	3	0	11	1	3	0	2	0									
		1.30%	1.35%	1.38%	1.62%	1.48%	1.18%	1.47%	2.70%	0.79%	1.31%	0.63%	0.83%	1.13%	2.47%	0.87%	0.58%	1.88%	0.00%	2.22%	0.86%	0.78%	0.00%	2.53%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1722	113	76	145	128	87	35	129	105	70	60	105	80	114	84	99	30	7	107	18	43	9	9	69									
		15.68%	16.94%	11.64%	16.76%	17.27%	14.62%	12.82%	15.83%	16.51%	13.06%	12.53%	10.94%	18.10%	23.46%	18.26%	19.00%	18.75%	11.29%	21.57%	15.52%	11.23%	10.59%	11.39%	14.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	3	5	8	2	5	1	6	1	1	2	4	1	3	3	0	0	0	0	0	2	0	0	0									
		0.43%	0.45%	0.77%	0.92%	0.27%	0.84%	0.37%	0.74%	0.16%	0.19%	0.42%	0.42%	0.23%	0.62%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	689	63	54	50	68	49	5	42	42	33	36	43	18	30	37	40	6	5	20	5	18	0	1	24									
		6.28%	9.45%	8.27%	5.78%	9.18%	8.24%	1.83%	5.15%	6.60%	6.16%	7.52%	4.48%	4.07%	6.17%	8.04%	7.68%	3.75%	8.06%	4.03%	4.31%	4.70%	0.00%	1.27%	5.11%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
