Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Чесменская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №2390	УИК №2391	УИК №2392									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	76	0	1	0	3	8	13	2	3	1	1	0	2	1	3	2	0	0	3	3	0	0	5	1	2	1	1	2	1	1	2	0	10	0	4									
14	Число погашенных неиспользованных открепительных удостоверений	41	0	0	0	0	0	2	0	0	2	0	0	0	5	2	5	0	1	0	0	9	0	0	0	3	0	1	0	0	0	7	0	0	4	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	92	3	2	0	1	15	12	7	0	0	2	0	0	0	5	6	0	0	7	0	0	0	1	0	5	12	0	2	1	1	0	3	6	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	103	5	2	1	7	6	16	6	2	1	2	1	2	6	8	0	1	0	1	0	0	0	11	0	0	4	0	5	2	0	2	6	5	0	1									
		1.28%	2.15%	1.02%	1.06%	1.14%	0.73%	1.64%	2.61%	0.51%	1.79%	0.47%	1.18%	2.53%	6.06%	2.76%	0.00%	1.33%	0.00%	0.49%	0.00%	0.00%	0.00%	2.96%	0.00%	0.00%	1.23%	0.00%	1.76%	0.84%	0.00%	0.62%	1.86%	1.63%	0.00%	0.76%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	243	10	4	1	16	25	31	8	13	2	18	0	2	6	12	6	0	2	3	1	0	1	23	3	3	10	3	4	3	3	7	11	10	0	2									
		3.02%	4.29%	2.04%	1.06%	2.61%	3.02%	3.17%	3.48%	3.33%	3.57%	4.19%	0.00%	2.53%	6.06%	4.14%	2.55%	0.00%	3.03%	1.48%	2.00%	0.00%	5.26%	6.20%	4.17%	3.03%	3.08%	3.09%	1.41%	1.26%	2.10%	2.17%	3.42%	3.26%	0.00%	1.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	215	10	3	4	18	31	26	3	3	1	11	2	1	1	6	2	0	5	4	1	1	0	9	0	2	11	6	7	15	0	6	7	12	2	5									
		2.67%	4.29%	1.53%	4.26%	2.94%	3.75%	2.66%	1.30%	0.77%	1.79%	2.56%	2.35%	1.27%	1.01%	2.07%	0.85%	0.00%	7.58%	1.97%	2.00%	2.04%	0.00%	2.43%	0.00%	2.02%	3.38%	6.19%	2.46%	6.30%	0.00%	1.86%	2.17%	3.91%	4.44%	3.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4056	134	152	56	319	298	319	139	218	45	227	63	43	63	182	130	45	45	118	40	43	15	131	37	50	186	57	148	135	106	167	149	114	17	65									
		50.36%	57.51%	77.55%	59.57%	52.04%	36.03%	32.62%	60.43%	55.90%	80.36%	52.79%	74.12%	54.43%	63.64%	62.76%	55.32%	60.00%	68.18%	58.13%	80.00%	87.76%	78.95%	35.31%	51.39%	50.51%	57.23%	58.76%	52.11%	56.72%	74.13%	51.86%	46.27%	37.13%	37.78%	49.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	5	0	0	4	2	4	0	4	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	1	1									
		0.40%	2.15%	0.00%	0.00%	0.65%	0.24%	0.41%	0.00%	1.03%	0.00%	0.23%	0.00%	0.00%	0.00%	0.69%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.70%	0.42%	0.00%	0.31%	0.00%	0.33%	2.22%	0.76%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.43%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1455	33	6	12	122	190	244	9	73	6	71	10	21	8	26	46	19	8	52	3	2	0	65	8	20	35	15	59	29	22	57	71	74	10	29									
		18.07%	14.16%	3.06%	12.77%	19.90%	22.97%	24.95%	3.91%	18.72%	10.71%	16.51%	11.76%	26.58%	8.08%	8.97%	19.57%	25.33%	12.12%	25.62%	6.00%	4.08%	0.00%	17.52%	11.11%	20.20%	10.77%	15.46%	20.77%	12.18%	15.38%	17.70%	22.05%	24.10%	22.22%	21.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	0	0	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	4	0	0									
		0.21%	0.00%	0.00%	0.00%	0.16%	0.48%	0.10%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.31%	1.30%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	52	0	0	0	3	7	3	2	0	0	5	0	1	0	2	7	0	0	0	0	0	0	7	0	0	0	0	1	6	0	6	1	0	0	1									
		0.65%	0.00%	0.00%	0.00%	0.49%	0.85%	0.31%	0.87%	0.00%	0.00%	1.16%	0.00%	1.27%	0.00%	0.69%	2.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.35%	2.52%	0.00%	1.86%	0.31%	0.00%	0.00%	0.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.65%	0.12%	0.00%	0.43%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.35%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	1	1	1	5	4	9	1	1	0	4	0	0	0	1	0	0	0	3	0	0	1	3	0	0	2	0	0	5	0	5	1	2	1	1									
		0.65%	0.43%	0.51%	1.06%	0.82%	0.48%	0.92%	0.43%	0.26%	0.00%	0.93%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	1.48%	0.00%	0.00%	5.26%	0.81%	0.00%	0.00%	0.62%	0.00%	0.00%	2.10%	0.00%	1.55%	0.31%	0.65%	2.22%	0.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1028	29	9	9	63	108	143	44	36	1	68	5	5	14	40	32	5	1	14	2	1	2	85	11	15	46	16	32	24	8	37	41	52	9	21									
		12.76%	12.45%	4.59%	9.57%	10.28%	13.06%	14.62%	19.13%	9.23%	1.79%	15.81%	5.88%	6.33%	14.14%	13.79%	13.62%	6.67%	1.52%	6.90%	4.00%	2.04%	10.53%	22.91%	15.28%	15.15%	14.15%	16.49%	11.27%	10.08%	5.59%	11.49%	12.73%	16.94%	20.00%	15.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	0	0	4	5	3	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0									
		0.31%	0.00%	0.00%	0.00%	0.65%	0.60%	0.31%	0.00%	0.51%	0.00%	1.16%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.65%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	547	2	10	6	20	126	162	6	23	0	16	0	3	1	7	5	3	1	3	3	2	0	19	5	3	26	0	14	5	2	19	17	28	5	5									
		6.79%	0.86%	5.10%	6.38%	3.26%	15.24%	16.56%	2.61%	5.90%	0.00%	3.72%	0.00%	3.80%	1.01%	2.41%	2.13%	4.00%	1.52%	1.48%	6.00%	4.08%	0.00%	5.12%	6.94%	3.03%	8.00%	0.00%	4.93%	2.10%	1.40%	5.90%	5.28%	9.12%	11.11%	3.79%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
