Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Сыктывдинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №683	УИК №684									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	1	0	0	0	3	0	0	0	1	2	0	2	5	0	0	2	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	8	1	4	1	9	4	8	3	11	10	12	18	11	2	2	1	0	1	7	4	2	1	0	0									
		1.45%	1.93%	0.71%	1.29%	0.32%	1.70%	2.05%	2.95%	1.05%	2.20%	1.02%	1.61%	1.90%	1.03%	2.41%	3.51%	0.36%	0.00%	0.75%	1.91%	1.68%	1.02%	0.72%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	313	20	6	15	13	19	4	3	12	22	44	24	31	52	2	2	5	0	6	14	7	7	3	2	0									
		3.77%	4.83%	4.26%	4.84%	4.18%	3.58%	2.05%	1.11%	4.21%	4.41%	4.49%	3.22%	3.27%	4.88%	2.41%	3.51%	1.79%	0.00%	4.51%	3.81%	2.94%	3.57%	2.17%	6.90%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	244	10	11	7	15	12	3	6	6	17	31	18	35	28	3	1	9	1	4	8	5	11	1	1	1									
		2.94%	2.42%	7.80%	2.26%	4.82%	2.26%	1.54%	2.21%	2.11%	3.41%	3.16%	2.41%	3.69%	2.63%	3.61%	1.75%	3.21%	1.41%	3.01%	2.18%	2.10%	5.61%	0.72%	3.45%	7.69%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3593	191	68	127	153	251	89	143	142	177	381	290	367	467	37	15	130	39	60	189	96	90	71	15	5									
		43.29%	46.14%	48.23%	40.97%	49.20%	47.36%	45.64%	52.77%	49.82%	35.47%	38.88%	38.87%	38.71%	43.85%	44.58%	26.32%	46.43%	54.93%	45.11%	51.50%	40.34%	45.92%	51.45%	51.72%	38.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	94	2	0	4	2	5	1	3	4	10	12	12	16	10	3	1	4	0	0	1	0	3	1	0	0									
		1.13%	0.48%	0.00%	1.29%	0.64%	0.94%	0.51%	1.11%	1.40%	2.00%	1.22%	1.61%	1.69%	0.94%	3.61%	1.75%	1.43%	0.00%	0.00%	0.27%	0.00%	1.53%	0.72%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	1	2	1	2	2	1	1	2	1	4	2	2	0	0	1	0	0	1	2	5	0	0	0									
		0.37%	0.24%	0.71%	0.65%	0.32%	0.38%	1.03%	0.37%	0.35%	0.40%	0.10%	0.54%	0.21%	0.19%	0.00%	0.00%	0.36%	0.00%	0.00%	0.27%	0.84%	2.55%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1526	50	25	50	54	92	48	54	50	85	169	152	168	192	19	17	52	10	26	72	68	27	37	4	5									
		18.39%	12.08%	17.73%	16.13%	17.36%	17.36%	24.62%	19.93%	17.54%	17.03%	17.24%	20.38%	17.72%	18.03%	22.89%	29.82%	18.57%	14.08%	19.55%	19.62%	28.57%	13.78%	26.81%	13.79%	38.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	60	2	0	2	5	1	0	0	2	6	8	11	13	3	1	1	0	0	0	1	1	1	1	0	1									
		0.72%	0.48%	0.00%	0.65%	1.61%	0.19%	0.00%	0.00%	0.70%	1.20%	0.82%	1.47%	1.37%	0.28%	1.20%	1.75%	0.00%	0.00%	0.00%	0.27%	0.42%	0.51%	0.72%	0.00%	7.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	87	2	0	3	3	5	1	1	2	11	13	7	17	11	1	0	3	0	1	1	2	3	0	0	0									
		1.05%	0.48%	0.00%	0.97%	0.96%	0.94%	0.51%	0.37%	0.70%	2.20%	1.33%	0.94%	1.79%	1.03%	1.20%	0.00%	1.07%	0.00%	0.75%	0.27%	0.84%	1.53%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	2	0	2	0	2	1	0	2	2	1	1	0	0	0	1	0	1	0	0	0	1	0									
		0.19%	0.00%	0.00%	0.65%	0.00%	0.38%	0.00%	0.74%	0.35%	0.00%	0.20%	0.27%	0.11%	0.09%	0.00%	0.00%	0.00%	1.41%	0.00%	0.27%	0.00%	0.00%	0.00%	3.45%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	104	2	1	2	3	3	1	2	5	8	24	9	19	9	0	2	2	0	2	1	2	6	1	0	0									
		1.25%	0.48%	0.71%	0.65%	0.96%	0.57%	0.51%	0.74%	1.75%	1.60%	2.45%	1.21%	2.00%	0.85%	0.00%	3.51%	0.71%	0.00%	1.50%	0.27%	0.84%	3.06%	0.72%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	962	82	7	39	30	48	12	14	22	79	132	81	139	123	5	8	22	5	15	36	32	25	3	2	1									
		11.59%	19.81%	4.96%	12.58%	9.65%	9.06%	6.15%	5.17%	7.72%	15.83%	13.47%	10.86%	14.66%	11.55%	6.02%	14.04%	7.86%	7.04%	11.28%	9.81%	13.45%	12.76%	2.17%	6.90%	7.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	157	3	2	10	0	8	1	0	1	12	14	15	6	34	2	2	16	2	6	14	1	5	3	0	0									
		1.89%	0.72%	1.42%	3.23%	0.00%	1.51%	0.51%	0.00%	0.35%	2.40%	1.43%	2.01%	0.63%	3.19%	2.41%	3.51%	5.71%	2.82%	4.51%	3.81%	0.42%	2.55%	2.17%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	629	22	13	17	23	58	18	18	19	34	98	75	83	70	5	5	19	4	7	12	8	7	10	4	0									
		7.58%	5.31%	9.22%	5.48%	7.40%	10.94%	9.23%	6.64%	6.67%	6.81%	10.00%	10.05%	8.76%	6.57%	6.02%	8.77%	6.79%	5.63%	5.26%	3.27%	3.36%	3.57%	7.25%	13.79%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
