Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    Истринская																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1973	55	68	47	52	50	50	54	53	50	40	16	0	42	45	40	42	38	41	45	56	38	44	46	36	20	20	30	30	60	60	50	20	20	10	50	30	20	50	10	9	15	10	10	6	10	30	40	25	10	25	10	20	50	55	10	25	30	30	5	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	301	15	15	5	10	11	4	9	10	0	3	1	0	8	12	6	5	9	2	3	0	4	10	12	10	2	1	0	3	6	8	9	0	8	1	6	1	6	16	0	2	0	0	2	0	1	4	11	1	1	5	0	3	7	11	0	3	2	7	1	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	499	26	6	5	17	9	2	8	4	4	7	6	0	0	7	3	8	7	13	1	0	8	10	5	26	9	16	11	8	29	3	0	1	8	10	6	19	7	45	2	22	2	6	2	1	4	11	2	9	2	9	4	2	5	26	2	6	12	8	5	3					
14	Число погашенных открепительных удостоверений	1672	40	53	42	42	39	46	45	43	50	37	15	0	34	33	34	37	29	39	42	56	34	34	34	26	18	19	30	27	54	52	41	20	12	9	44	29	14	34	10	7	15	10	8	6	9	26	29	24	9	20	10	17	43	44	10	22	28	23	4	11					
15	Число открепительных удостоверений выданных ТИК	29	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0					
16	Число утраченных бюллетеней	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	395	11	15	5	8	9	9	17	9	0	10	3	1	11	6	8	8	4	8	10	14	8	6	2	10	3	4	7	6	12	12	2	0	4	2	12	6	2	14	6	6	9	2	7	0	1	7	8	7	2	6	3	5	8	11	1	7	5	8	3	5					
		0.81%	0.71%	0.90%	0.33%	0.50%	0.61%	0.72%	1.05%	0.56%	0.0%	1.06%	0.62%	0.62%	1.09%	0.48%	0.85%	0.88%	0.45%	0.78%	0.97%	1.19%	1.03%	0.66%	0.16%	1.07%	0.99%	1.25%	1.05%	1.09%	1.07%	0.97%	0.23%	0.0%	1.31%	1.05%	0.92%	0.77%	0.48%	1.05%	3.12%	2.32%	1.12%	0.71%	1.98%	0.0%	0.28%	0.82%	0.69%	1.10%	1.07%	0.95%	1.29%	0.95%	0.71%	0.84%	0.57%	1.12%	0.73%	1.25%	1.56%	0.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2008	119	117	104	122	68	70	63	80	46	49	23	2	59	68	27	33	34	52	30	35	32	40	75	27	24	16	13	13	26	50	20	7	3	11	40	21	10	24	3	7	23	14	7	9	14	22	43	5	4	14	4	18	33	37	3	21	19	15	3	37					
		4.15%	7.75%	7.02%	7.05%	7.65%	4.65%	5.64%	3.92%	5.03%	4.30%	5.20%	4.81%	1.25%	5.87%	5.44%	2.90%	3.63%	3.86%	5.08%	2.93%	2.99%	4.13%	4.45%	6.34%	2.89%	7.92%	5.0%	1.95%	2.37%	2.33%	4.05%	2.35%	3.82%	0.98%	5.82%	3.08%	2.71%	2.43%	1.81%	1.56%	2.71%	2.86%	5.01%	1.98%	6.47%	3.94%	2.57%	3.75%	0.78%	2.15%	2.22%	1.73%	3.43%	2.96%	2.82%	1.71%	3.38%	2.79%	2.34%	1.56%	5.23%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1219	14	47	43	28	37	26	31	31	22	37	8	3	35	64	20	32	26	32	33	29	14	30	46	26	13	8	12	19	29	15	19	5	7	2	25	14	8	22	9	11	17	8	11	0	7	21	31	17	0	21	4	14	25	50	2	16	15	4	10	14					
		2.52%	0.91%	2.82%	2.91%	1.75%	2.53%	2.09%	1.93%	1.95%	2.05%	3.92%	1.67%	1.88%	3.48%	5.12%	2.14%	3.52%	2.95%	3.13%	3.22%	2.48%	1.80%	3.34%	3.89%	2.78%	4.29%	2.5%	1.80%	3.46%	2.60%	1.21%	2.23%	2.73%	2.30%	1.05%	1.93%	1.81%	1.95%	1.66%	4.68%	4.26%	2.11%	2.86%	3.11%	0.0%	1.97%	2.46%	2.70%	2.68%	0.0%	3.33%	1.73%	2.67%	2.24%	3.82%	1.14%	2.57%	2.20%	0.62%	5.20%	1.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2777	157	143	131	202	97	58	92	128	89	65	36	2	67	63	49	34	71	75	58	64	58	55	149	77	19	27	12	11	34	44	29	9	9	7	38	18	12	39	3	5	27	7	9	13	13	31	22	34	3	25	8	12	62	74	7	21	28	10	9	26					
		5.74%	10.22%	8.58%	8.88%	12.67%	6.63%	4.67%	5.72%	8.05%	8.32%	6.90%	7.53%	1.25%	6.67%	5.04%	5.26%	3.74%	8.06%	7.33%	5.66%	5.47%	7.49%	6.12%	12.60%	8.24%	6.27%	8.43%	1.80%	2.00%	3.05%	3.56%	3.41%	4.91%	2.96%	3.70%	2.93%	2.32%	2.92%	2.94%	1.56%	1.93%	3.36%	2.50%	2.54%	9.35%	3.66%	3.63%	1.92%	5.36%	1.61%	3.96%	3.46%	2.29%	5.56%	5.65%	4.0%	3.38%	4.11%	1.56%	4.68%	3.67%					
22	"5. ""За Русь Святую"""	271	3	13	3	9	4	8	13	9	9	7	2	3	7	2	5	3	3	7	2	5	10	8	2	4	1	5	4	4	10	7	9	2	0	3	7	2	4	12	2	4	6	0	1	1	2	10	5	5	0	1	2	2	9	6	0	2	1	0	1	0					
		0.56%	0.19%	0.78%	0.20%	0.56%	0.27%	0.64%	0.80%	0.56%	0.84%	0.74%	0.41%	1.88%	0.69%	0.16%	0.53%	0.33%	0.34%	0.68%	0.19%	0.42%	1.29%	0.89%	0.16%	0.42%	0.33%	1.56%	0.60%	0.72%	0.89%	0.56%	1.06%	1.09%	0.0%	1.58%	0.54%	0.25%	0.97%	0.90%	1.04%	1.55%	0.74%	0.0%	0.28%	0.71%	0.56%	1.17%	0.43%	0.78%	0.0%	0.15%	0.86%	0.38%	0.80%	0.45%	0.0%	0.32%	0.14%	0.0%	0.52%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	93	3	4	2	2	5	4	3	3	1	4	0	1	0	3	2	1	2	0	1	3	2	2	3	2	1	1	3	0	1	4	1	0	1	1	3	1	4	1	0	1	1	0	0	0	1	3	1	1	0	2	0	2	1	0	1	0	0	2	1	1					
		0.19%	0.19%	0.24%	0.13%	0.12%	0.34%	0.32%	0.18%	0.18%	0.09%	0.42%	0.0%	0.62%	0.0%	0.24%	0.21%	0.11%	0.22%	0.0%	0.09%	0.25%	0.25%	0.22%	0.25%	0.21%	0.33%	0.31%	0.45%	0.0%	0.08%	0.32%	0.11%	0.0%	0.32%	0.52%	0.23%	0.12%	0.97%	0.07%	0.0%	0.38%	0.12%	0.0%	0.0%	0.0%	0.28%	0.35%	0.08%	0.15%	0.0%	0.31%	0.0%	0.38%	0.08%	0.0%	0.57%	0.0%	0.0%	0.31%	0.52%	0.14%					
24	"7. ""Новый курс - Автомобильная Россия"""	637	24	26	19	15	25	16	24	30	15	10	2	2	11	19	11	8	9	12	8	12	10	11	15	4	2	6	5	13	18	14	7	0	2	3	14	10	4	29	5	2	6	1	8	1	12	9	14	10	0	15	3	9	20	20	1	8	11	2	1	14					
		1.31%	1.56%	1.56%	1.28%	0.94%	1.71%	1.29%	1.49%	1.88%	1.40%	1.06%	0.41%	1.25%	1.09%	1.52%	1.18%	0.88%	1.02%	1.17%	0.78%	1.02%	1.29%	1.22%	1.26%	0.42%	0.66%	1.87%	0.75%	2.37%	1.61%	1.13%	0.82%	0.0%	0.65%	1.58%	1.08%	1.29%	0.97%	2.19%	2.60%	0.77%	0.74%	0.35%	2.26%	0.71%	3.38%	1.05%	1.22%	1.57%	0.0%	2.38%	1.29%	1.71%	1.79%	1.52%	0.57%	1.28%	1.61%	0.31%	0.52%	1.98%					
25	"8. ""Народно-республиканская партия России"""	56	0	1	0	1	3	0	1	0	0	2	3	2	0	8	0	1	1	0	5	2	2	0	1	0	0	0	1	0	0	0	0	0	1	0	2	1	2	1	0	0	2	1	0	0	0	1	0	0	0	1	0	3	0	2	2	0	2	0	1	0					
		0.11%	0.0%	0.06%	0.0%	0.06%	0.20%	0.0%	0.06%	0.0%	0.0%	0.21%	0.62%	1.25%	0.0%	0.64%	0.0%	0.11%	0.11%	0.0%	0.48%	0.17%	0.25%	0.0%	0.08%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.15%	0.12%	0.48%	0.07%	0.0%	0.0%	0.24%	0.35%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.15%	0.0%	0.57%	0.0%	0.15%	1.14%	0.0%	0.29%	0.0%	0.52%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	212	6	11	4	7	6	5	6	6	7	2	2	1	5	1	1	6	4	4	6	6	6	8	8	4	2	1	1	1	4	9	4	1	1	0	3	1	1	9	0	0	4	2	2	0	1	1	6	3	0	4	1	2	9	9	0	1	4	0	0	3					
		0.43%	0.39%	0.66%	0.27%	0.43%	0.41%	0.40%	0.37%	0.37%	0.65%	0.21%	0.41%	0.62%	0.49%	0.08%	0.10%	0.66%	0.45%	0.39%	0.58%	0.51%	0.77%	0.89%	0.67%	0.42%	0.66%	0.31%	0.15%	0.18%	0.35%	0.72%	0.47%	0.54%	0.32%	0.0%	0.23%	0.12%	0.24%	0.67%	0.0%	0.0%	0.49%	0.71%	0.56%	0.0%	0.28%	0.11%	0.52%	0.47%	0.0%	0.63%	0.43%	0.38%	0.80%	0.68%	0.0%	0.16%	0.58%	0.0%	0.0%	0.42%					
27	"10. ""Аграрная партия России"""	1262	32	38	37	33	26	36	47	44	34	22	14	6	26	25	28	18	17	17	22	22	14	22	28	17	6	8	16	14	27	52	22	9	7	3	41	24	5	37	3	16	12	10	7	2	12	25	49	16	16	21	9	18	24	35	7	23	11	31	2	17					
		2.61%	2.08%	2.28%	2.51%	2.07%	1.77%	2.90%	2.92%	2.76%	3.18%	2.33%	2.92%	3.77%	2.58%	2.0%	3.00%	1.98%	1.93%	1.66%	2.15%	1.88%	1.80%	2.44%	2.36%	1.82%	1.98%	2.5%	2.40%	2.55%	2.42%	4.21%	2.59%	4.91%	2.30%	1.58%	3.16%	3.10%	1.21%	2.79%	1.56%	6.20%	1.49%	3.58%	1.98%	1.43%	3.38%	2.93%	4.27%	2.52%	8.60%	3.33%	3.89%	3.43%	2.15%	2.67%	4.0%	3.70%	1.61%	4.85%	1.04%	2.40%					
28	"11. ""Истинные патриоты России"""	38	2	2	0	2	0	0	2	0	0	0	0	2	0	1	0	1	0	11	0	0	0	2	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1					
		0.07%	0.13%	0.12%	0.0%	0.12%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	1.25%	0.0%	0.08%	0.0%	0.11%	0.0%	1.07%	0.0%	0.0%	0.0%	0.22%	0.0%	0.32%	0.0%	0.31%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.52%	0.0%	0.0%	0.35%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.14%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	580	18	22	22	25	20	13	16	25	16	11	6	4	5	14	11	6	10	8	18	12	9	15	11	7	2	4	5	8	9	13	9	4	2	6	18	8	2	20	5	4	7	8	5	0	4	12	16	4	2	8	1	8	12	17	3	7	9	6	2	6					
		1.20%	1.17%	1.32%	1.49%	1.56%	1.36%	1.04%	0.99%	1.57%	1.49%	1.16%	1.25%	2.51%	0.49%	1.12%	1.18%	0.66%	1.13%	0.78%	1.75%	1.02%	1.16%	1.67%	0.93%	0.74%	0.66%	1.25%	0.75%	1.45%	0.80%	1.05%	1.06%	2.18%	0.65%	3.17%	1.38%	1.03%	0.48%	1.51%	2.60%	1.55%	0.87%	2.86%	1.41%	0.0%	1.12%	1.40%	1.39%	0.63%	1.07%	1.26%	0.43%	1.52%	1.07%	1.29%	1.71%	1.12%	1.32%	0.93%	1.04%	0.84%					
30	"13. ""Демократическая партия России"""	123	1	3	1	4	1	3	2	22	2	2	3	3	4	3	0	4	4	1	2	3	1	1	1	0	0	0	3	4	4	1	3	2	0	0	2	2	1	2	0	0	1	0	2	2	0	2	3	5	0	0	0	1	4	3	2	0	2	0	1	0					
		0.25%	0.06%	0.18%	0.06%	0.25%	0.06%	0.24%	0.12%	1.38%	0.18%	0.21%	0.62%	1.88%	0.39%	0.24%	0.0%	0.44%	0.45%	0.09%	0.19%	0.25%	0.12%	0.11%	0.08%	0.0%	0.0%	0.0%	0.45%	0.72%	0.35%	0.08%	0.35%	1.09%	0.0%	0.0%	0.15%	0.25%	0.24%	0.15%	0.0%	0.0%	0.12%	0.0%	0.56%	1.43%	0.0%	0.23%	0.26%	0.78%	0.0%	0.0%	0.0%	0.19%	0.35%	0.22%	1.14%	0.0%	0.29%	0.0%	0.52%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	73	0	2	4	2	1	1	3	2	1	1	1	0	4	2	1	1	1	1	2	8	3	0	2	4	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	2	0	0	1	2	1	1	0	0	1	1	0	2	2	0	2	0	3	2	0					
		0.15%	0.0%	0.12%	0.27%	0.12%	0.06%	0.08%	0.18%	0.12%	0.09%	0.10%	0.20%	0.0%	0.39%	0.16%	0.10%	0.11%	0.11%	0.09%	0.19%	0.68%	0.38%	0.0%	0.16%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.25%	0.24%	0.15%	0.0%	0.0%	0.24%	0.0%	0.0%	0.71%	0.56%	0.11%	0.08%	0.0%	0.0%	0.15%	0.43%	0.0%	0.17%	0.15%	0.0%	0.32%	0.0%	0.46%	1.04%	0.0%					
32	"15. ""Партия СЛОН"""	90	1	5	6	6	4	4	1	2	2	1	0	1	1	1	0	3	0	2	3	1	0	0	5	4	1	0	2	0	4	0	1	0	0	0	2	1	2	0	1	0	3	0	1	0	0	4	0	1	0	1	0	3	2	6	0	0	1	0	0	1					
		0.18%	0.06%	0.30%	0.40%	0.37%	0.27%	0.32%	0.06%	0.12%	0.18%	0.10%	0.0%	0.62%	0.09%	0.08%	0.0%	0.33%	0.0%	0.19%	0.29%	0.08%	0.0%	0.0%	0.42%	0.42%	0.33%	0.0%	0.30%	0.0%	0.35%	0.0%	0.11%	0.0%	0.0%	0.0%	0.15%	0.12%	0.48%	0.0%	0.52%	0.0%	0.37%	0.0%	0.28%	0.0%	0.0%	0.46%	0.0%	0.15%	0.0%	0.15%	0.0%	0.57%	0.17%	0.45%	0.0%	0.0%	0.14%	0.0%	0.0%	0.14%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7378	251	326	269	280	261	234	324	291	191	169	99	16	142	186	140	120	119	163	134	195	115	146	241	119	43	55	92	65	156	183	133	20	29	15	126	89	59	145	15	23	78	39	60	16	35	112	171	103	23	64	34	39	163	186	28	116	132	78	21	101					
		15.27%	16.35%	19.57%	18.24%	17.56%	17.86%	18.87%	20.17%	18.31%	17.86%	17.94%	20.71%	10.06%	14.14%	14.88%	15.03%	13.21%	13.52%	15.94%	13.09%	16.69%	14.85%	16.25%	20.38%	12.74%	14.19%	17.18%	13.85%	11.86%	14.02%	14.84%	15.66%	10.92%	9.53%	7.93%	9.72%	11.51%	14.39%	10.95%	7.81%	8.91%	9.71%	13.97%	16.99%	11.51%	9.85%	13.13%	14.93%	16.24%	12.36%	10.15%	14.71%	7.44%	14.63%	14.22%	16.0%	18.67%	19.41%	12.20%	10.93%	14.28%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	86	0	1	0	2	0	0	2	2	0	1	1	1	2	3	2	2	1	2	0	6	1	0	0	6	0	0	3	0	0	3	3	0	1	2	1	0	1	4	1	3	3	0	1	0	1	1	2	0	2	1	2	1	5	3	0	2	3	0	2	0					
		0.17%	0.0%	0.06%	0.0%	0.12%	0.0%	0.0%	0.12%	0.12%	0.0%	0.10%	0.20%	0.62%	0.19%	0.24%	0.21%	0.22%	0.11%	0.19%	0.0%	0.51%	0.12%	0.0%	0.0%	0.64%	0.0%	0.0%	0.45%	0.0%	0.0%	0.24%	0.35%	0.0%	0.32%	1.05%	0.07%	0.0%	0.24%	0.30%	0.52%	1.16%	0.37%	0.0%	0.28%	0.0%	0.28%	0.11%	0.17%	0.0%	1.07%	0.15%	0.86%	0.19%	0.44%	0.22%	0.0%	0.32%	0.44%	0.0%	1.04%	0.0%					
35	"18. ""ЛДПР"""	4408	110	89	111	127	135	93	161	119	81	76	40	13	99	108	85	80	96	92	91	153	88	81	67	77	27	22	68	48	96	136	90	6	23	24	132	61	41	141	20	16	78	27	36	12	22	87	116	86	21	62	13	72	127	97	16	43	79	80	32	79					
		9.12%	7.16%	5.34%	7.53%	7.96%	9.24%	7.5%	10.02%	7.48%	7.57%	8.06%	8.36%	8.17%	9.86%	8.64%	9.12%	8.81%	10.90%	9.00%	8.89%	13.09%	11.36%	9.02%	5.66%	8.24%	8.91%	6.87%	10.24%	8.75%	8.63%	11.03%	10.60%	3.27%	7.56%	12.69%	10.19%	7.89%	10.0%	10.64%	10.41%	6.20%	9.71%	9.67%	10.19%	8.63%	6.19%	10.19%	10.13%	13.56%	11.29%	9.84%	5.62%	13.74%	11.40%	7.41%	9.14%	6.92%	11.61%	12.51%	16.66%	11.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	696	22	20	15	16	16	13	27	20	14	13	3	0	18	17	17	22	14	10	24	13	12	16	17	15	0	2	10	13	5	12	10	3	2	4	10	8	4	16	4	0	22	8	14	0	7	13	17	12	2	13	2	8	22	31	6	10	9	7	9	7					
		1.44%	1.43%	1.20%	1.01%	1.00%	1.09%	1.04%	1.68%	1.25%	1.30%	1.38%	0.62%	0.0%	1.79%	1.36%	1.82%	2.42%	1.59%	0.97%	2.34%	1.11%	1.55%	1.78%	1.43%	1.60%	0.0%	0.62%	1.50%	2.37%	0.44%	0.97%	1.17%	1.63%	0.65%	2.11%	0.77%	1.03%	0.97%	1.20%	2.08%	0.0%	2.73%	2.86%	3.96%	0.0%	1.97%	1.52%	1.48%	1.89%	1.07%	2.06%	0.86%	1.52%	1.97%	2.37%	3.42%	1.61%	1.32%	1.09%	4.68%	0.99%					
37	"20. ""Политическая партия ""Единая Россия"""	17043	508	482	369	453	482	439	484	526	310	291	142	69	370	426	343	336	305	338	381	400	266	282	320	347	119	119	265	252	456	444	300	69	136	79	602	366	153	553	84	129	299	96	118	62	165	311	399	231	72	240	92	200	380	497	71	225	212	262	69	247					
		35.27%	33.09%	28.94%	25.03%	28.41%	32.99%	35.40%	30.13%	33.10%	28.99%	30.89%	29.70%	43.39%	36.85%	34.08%	36.84%	37.00%	34.65%	33.07%	37.24%	34.24%	34.36%	31.40%	27.07%	37.15%	39.27%	37.18%	39.90%	45.98%	41.00%	36.00%	35.33%	37.70%	44.73%	41.79%	46.48%	47.34%	37.31%	41.76%	43.75%	50.0%	37.23%	34.40%	33.42%	44.60%	46.47%	36.45%	34.84%	36.43%	38.70%	38.09%	39.82%	38.16%	34.11%	37.99%	40.57%	36.23%	31.17%	41.00%	35.93%	34.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	78	2	1	0	2	4	2	2	0	1	2	0	0	1	3	4	2	1	1	3	1	1	2	0	3	1	0	2	0	7	2	1	0	0	1	1	2	2	4	0	2	2	0	1	0	1	0	1	1	0	1	0	1	3	2	0	0	0	1	0	1					
		0.16%	0.13%	0.06%	0.0%	0.12%	0.27%	0.16%	0.12%	0.0%	0.09%	0.21%	0.0%	0.0%	0.09%	0.24%	0.42%	0.22%	0.11%	0.09%	0.29%	0.08%	0.12%	0.22%	0.0%	0.32%	0.33%	0.0%	0.30%	0.0%	0.62%	0.16%	0.11%	0.0%	0.0%	0.52%	0.07%	0.25%	0.48%	0.30%	0.0%	0.77%	0.24%	0.0%	0.28%	0.0%	0.28%	0.0%	0.08%	0.15%	0.0%	0.15%	0.0%	0.19%	0.26%	0.15%	0.0%	0.0%	0.0%	0.15%	0.0%	0.14%					
39	"22. ""Развитие предпринимательства"""	112	3	6	6	5	3	2	3	5	0	3	0	0	0	1	3	4	1	1	1	6	2	4	3	0	0	0	2	1	1	6	1	0	2	0	2	0	1	0	0	0	2	0	1	1	1	5	7	1	0	2	1	0	3	1	0	0	8	1	0	0					
		0.23%	0.19%	0.36%	0.40%	0.31%	0.20%	0.16%	0.18%	0.31%	0.0%	0.31%	0.0%	0.0%	0.0%	0.08%	0.32%	0.44%	0.11%	0.09%	0.09%	0.51%	0.25%	0.44%	0.25%	0.0%	0.0%	0.0%	0.30%	0.18%	0.08%	0.48%	0.11%	0.0%	0.65%	0.0%	0.15%	0.0%	0.24%	0.0%	0.0%	0.0%	0.24%	0.0%	0.28%	0.71%	0.28%	0.58%	0.61%	0.15%	0.0%	0.31%	0.43%	0.0%	0.26%	0.07%	0.0%	0.0%	1.17%	0.15%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4727	149	180	211	140	157	138	159	144	98	109	53	11	88	119	101	86	91	109	79	72	73	83	106	90	23	30	69	43	119	118	108	30	27	11	96	81	53	113	15	16	68	39	34	15	28	106	131	46	28	61	27	56	82	95	18	58	70	66	11	90					
