Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Койгородская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622									
		0.69%	0.00%	0.27%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	1.58%	0.00%	1.00%	0.00%	0.00%	0.63%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	1	3	0	1	0	0	0	0	0	1	1	0	0	1	0									
		0.24%	1.52%	0.80%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.20%	0.00%	0.00%	0.32%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	0	8	1	2	1	1	0	1	12	0	1	1	0	4	0									
		0.96%	0.00%	2.13%	0.67%	0.86%	1.32%	0.85%	0.00%	0.93%	1.36%	0.00%	0.20%	0.65%	0.00%	1.26%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	348	6	39	16	15	2	11	24	19	91	6	61	10	4	39	5									
		10.39%	9.09%	10.40%	10.74%	6.44%	2.63%	9.40%	16.00%	17.76%	10.29%	4.58%	12.22%	6.49%	7.84%	12.30%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0									
		0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	220	1	26	15	21	8	15	11	2	51	7	40	8	2	13	0									
		6.57%	1.52%	6.93%	10.07%	9.01%	10.53%	12.82%	7.33%	1.87%	5.77%	5.34%	8.02%	5.19%	3.92%	4.10%	0.00%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
