Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Большеигнатовская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	33	2	2	13	0	1	0	4	0	6	0	0	0	0	2	1	2	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	21	1	0	6	1	0	0	0	0	0	0	0	6	2	2	1	0	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	157	8	8	7	10	9	10	6	10	4	10	10	10	10	8	9	8	10	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	3	0	0	0	0	0	2	0	0	0	0	3	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	6	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0									
		0.10%	0.00%	0.22%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.58%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	45	0	3	5	5	9	0	1	3	0	0	5	0	1	4	2	6	0	1									
		0.78%	0.00%	0.66%	0.22%	2.49%	4.55%	0.00%	0.32%	2.38%	0.00%	0.00%	2.66%	0.00%	0.88%	1.19%	0.86%	4.96%	0.00%	0.60%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	7	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0									
		0.12%	0.00%	0.22%	0.09%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.58%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5193	171	408	2065	180	183	135	282	114	180	130	177	135	102	309	209	108	154	151									
		90.02%	90.96%	89.47%	88.82%	89.55%	92.42%	91.84%	91.56%	90.48%	93.75%	85.53%	94.15%	91.22%	90.27%	92.24%	89.70%	89.26%	90.06%	90.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	3.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	177	7	15	66	6	5	5	10	0	8	7	4	9	4	9	6	4	6	6									
		3.07%	3.72%	3.29%	2.84%	2.99%	2.53%	3.40%	3.25%	0.00%	4.17%	4.61%	2.13%	6.08%	3.54%	2.69%	2.58%	3.31%	3.51%	3.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.04%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0									
		0.09%	0.00%	0.00%	0.13%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	287	8	24	167	7	0	3	11	4	3	14	1	2	5	11	11	0	8	8									
		4.97%	4.26%	5.26%	7.18%	3.48%	0.00%	2.04%	3.57%	3.17%	1.56%	9.21%	0.53%	1.35%	4.42%	3.28%	4.72%	0.00%	4.68%	4.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.04%	0.00%	0.00%	0.68%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	31	2	4	4	2	1	1	3	1	1	0	1	2	1	2	2	2	1	1									
		0.54%	1.06%	0.88%	0.17%	0.99%	0.51%	0.68%	0.97%	0.79%	0.52%	0.00%	0.53%	1.35%	0.88%	0.60%	0.86%	1.65%	0.58%	0.60%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
