Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Кингисеппская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1029	25	25	25	25	20	10	25	25	30	25	25	29	25	25	25	25	30	25	25	25	35	45	20	10	20	20	25	10	13	10	30	25	10	20	25	15	37	10	10	10	35	35	35	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	694	11	20	16	19	13	8	15	13	21	11	20	28	24	21	20	21	28	22	24	22	23	35	15	4	20	20	24	3	13	3	7	4	10	3	4	12	34	4	5	10	13	14	24	13									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	666	7	17	18	17	20	9	15	15	19	7	18	12	14	22	12	15	12	6	7	0	17	10	13	11	15	8	13	11	17	22	38	69	26	34	10	18	15	6	4	6	8	23	3	7									
14	Число погашенных неиспользованных открепительных удостоверений	335	14	5	9	6	7	2	10	12	9	14	5	1	1	4	5	4	2	3	1	3	12	10	5	6	0	0	1	7	0	7	23	21	0	17	21	3	3	6	5	0	22	21	11	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	71	0	0	3	4	3	0	1	1	4	1	2	0	4	2	0	2	1	2	1	3	3	4	1	1	0	1	0	1	2	2	9	1	0	0	1	1	1	0	0	0	0	6	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	515	13	7	15	13	8	3	12	26	13	17	16	22	20	16	10	21	14	15	8	12	29	24	16	9	11	7	10	0	3	1	12	7	1	10	8	5	7	2	4	1	10	18	19	20									
		1.77%	1.81%	0.92%	2.24%	1.85%	1.68%	1.61%	1.48%	3.40%	1.37%	2.40%	1.87%	2.89%	2.54%	1.52%	1.21%	2.49%	1.72%	1.85%	0.99%	1.45%	3.07%	2.20%	3.33%	2.49%	1.82%	1.24%	1.77%	0.00%	3.75%	0.23%	1.34%	1.08%	0.40%	1.68%	1.26%	1.09%	0.73%	1.36%	2.42%	0.55%	0.95%	1.72%	1.83%	2.76%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	550	16	18	14	7	8	7	20	14	23	8	18	15	14	19	14	12	19	12	8	18	8	18	14	9	12	17	7	2	0	8	18	14	4	18	15	13	18	2	2	2	18	14	17	16									
		1.89%	2.23%	2.37%	2.09%	0.99%	1.68%	3.76%	2.47%	1.83%	2.42%	1.13%	2.11%	1.97%	1.78%	1.80%	1.69%	1.42%	2.33%	1.48%	0.99%	2.18%	0.85%	1.65%	2.92%	2.49%	1.98%	3.01%	1.24%	1.96%	0.00%	1.81%	2.00%	2.17%	1.62%	3.03%	2.37%	2.84%	1.87%	1.36%	1.21%	1.09%	1.72%	1.34%	1.64%	2.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	699	16	20	19	12	6	4	21	12	22	17	24	16	20	28	28	18	18	15	17	24	30	19	8	8	17	20	17	3	3	11	14	14	9	17	14	6	19	2	0	4	25	17	33	32									
		2.40%	2.23%	2.64%	2.84%	1.71%	1.26%	2.15%	2.59%	1.57%	2.31%	2.40%	2.81%	2.11%	2.54%	2.65%	3.39%	2.13%	2.21%	1.85%	2.09%	2.91%	3.18%	1.74%	1.67%	2.22%	2.81%	3.55%	3.01%	2.94%	3.75%	2.48%	1.56%	2.17%	3.64%	2.86%	2.21%	1.31%	1.97%	1.36%	0.00%	2.19%	2.38%	1.62%	3.19%	4.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13388	309	258	284	278	221	86	325	337	393	326	315	304	327	437	339	358	311	384	346	344	399	486	176	154	339	301	346	59	39	234	443	283	144	308	370	223	499	83	111	135	621	522	508	323									
		45.91%	43.10%	34.04%	42.39%	39.54%	46.53%	46.24%	40.12%	44.05%	41.28%	46.05%	36.89%	40.00%	41.60%	41.38%	41.04%	42.42%	38.16%	47.41%	42.61%	41.65%	42.27%	44.63%	36.67%	42.66%	56.03%	53.37%	61.24%	57.84%	48.75%	52.82%	49.33%	43.81%	58.30%	51.76%	58.45%	48.69%	51.76%	56.46%	67.27%	73.77%	59.20%	49.81%	49.03%	44.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	237	8	3	4	4	3	1	10	6	8	7	10	10	7	8	8	10	4	10	10	3	13	16	3	1	2	3	2	0	1	4	7	2	1	2	3	2	4	0	1	0	9	7	15	5									
		0.81%	1.12%	0.40%	0.60%	0.57%	0.63%	0.54%	1.23%	0.78%	0.84%	0.99%	1.17%	1.32%	0.89%	0.76%	0.97%	1.18%	0.49%	1.23%	1.23%	0.36%	1.38%	1.47%	0.63%	0.28%	0.33%	0.53%	0.35%	0.00%	1.25%	0.90%	0.78%	0.31%	0.40%	0.34%	0.47%	0.44%	0.41%	0.00%	0.61%	0.00%	0.86%	0.67%	1.45%	0.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	56	2	4	0	0	0	0	2	0	2	0	0	1	0	2	1	0	1	1	1	3	2	2	0	1	1	0	2	0	0	0	2	5	0	2	4	1	3	1	0	1	1	5	2	1									
		0.19%	0.28%	0.53%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.21%	0.00%	0.00%	0.13%	0.00%	0.19%	0.12%	0.00%	0.12%	0.12%	0.12%	0.36%	0.21%	0.18%	0.00%	0.28%	0.17%	0.00%	0.35%	0.00%	0.00%	0.00%	0.22%	0.77%	0.00%	0.34%	0.63%	0.22%	0.31%	0.68%	0.00%	0.55%	0.10%	0.48%	0.19%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3945	106	105	77	92	73	33	93	91	102	71	109	107	78	134	99	108	93	97	90	126	121	148	62	54	116	96	65	18	8	83	140	137	33	95	65	61	123	18	16	20	146	161	163	112									
		13.53%	14.78%	13.85%	11.49%	13.09%	15.37%	17.74%	11.48%	11.90%	10.71%	10.03%	12.76%	14.08%	9.92%	12.69%	11.99%	12.80%	11.41%	11.98%	11.08%	15.25%	12.82%	13.59%	12.92%	14.96%	19.17%	17.02%	11.50%	17.65%	10.00%	18.74%	15.59%	21.21%	13.36%	15.97%	10.27%	13.32%	12.76%	12.24%	9.70%	10.93%	13.92%	15.36%	15.73%	15.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	252	13	9	3	6	7	1	7	7	14	7	8	11	6	10	13	11	12	5	7	12	8	10	0	10	2	0	2	0	1	1	6	2	0	2	1	0	6	1	3	2	6	5	7	8									
		0.86%	1.81%	1.19%	0.45%	0.85%	1.47%	0.54%	0.86%	0.92%	1.47%	0.99%	0.94%	1.45%	0.76%	0.95%	1.57%	1.30%	1.47%	0.62%	0.86%	1.45%	0.85%	0.92%	0.00%	2.77%	0.33%	0.00%	0.35%	0.00%	1.25%	0.23%	0.67%	0.31%	0.00%	0.34%	0.16%	0.00%	0.62%	0.68%	1.82%	1.09%	0.57%	0.48%	0.68%	1.10%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	542	5	16	11	20	5	7	17	9	13	11	21	18	14	19	25	19	20	13	14	19	20	26	11	7	5	8	7	1	2	6	20	15	3	9	11	4	11	4	5	2	9	27	18	15									
		1.86%	0.70%	2.11%	1.64%	2.84%	1.05%	3.76%	2.10%	1.18%	1.37%	1.55%	2.46%	2.37%	1.78%	1.80%	3.03%	2.25%	2.45%	1.60%	1.72%	2.30%	2.12%	2.39%	2.29%	1.94%	0.83%	1.42%	1.24%	0.98%	2.50%	1.35%	2.23%	2.32%	1.21%	1.51%	1.74%	0.87%	1.14%	2.72%	3.03%	1.09%	0.86%	2.58%	1.74%	2.07%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	1	0	0	0	0	2	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	2	0	0	2	0	2	0	0	0	1	2	0	3	0	0	1	0	0	0	1	1	5	1									
		0.12%	0.14%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.11%	0.14%	0.12%	0.00%	0.13%	0.09%	0.00%	0.12%	0.12%	0.00%	0.12%	0.12%	0.11%	0.18%	0.00%	0.00%	0.33%	0.00%	0.35%	0.00%	0.00%	0.00%	0.11%	0.31%	0.00%	0.50%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.10%	0.10%	0.48%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	479	14	18	11	15	13	0	19	7	29	15	19	14	4	15	12	15	16	11	16	11	20	26	5	3	6	5	4	0	0	5	20	10	3	8	4	6	12	1	0	6	7	20	18	16									
		1.64%	1.95%	2.37%	1.64%	2.13%	2.74%	0.00%	2.35%	0.92%	3.05%	2.12%	2.22%	1.84%	0.51%	1.42%	1.45%	1.78%	1.96%	1.36%	1.97%	1.33%	2.12%	2.39%	1.04%	0.83%	0.99%	0.89%	0.71%	0.00%	0.00%	1.13%	2.23%	1.55%	1.21%	1.34%	0.63%	1.31%	1.24%	0.68%	0.00%	3.28%	0.67%	1.91%	1.74%	2.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2620	67	68	70	71	34	17	74	65	106	71	88	65	89	94	75	83	74	73	89	79	93	113	54	35	34	49	29	5	12	23	83	62	17	44	37	24	71	8	9	0	79	110	114	63									
		8.99%	9.34%	8.97%	10.45%	10.10%	7.16%	9.14%	9.14%	8.50%	11.13%	10.03%	10.30%	8.55%	11.32%	8.90%	9.08%	9.83%	9.08%	9.01%	10.96%	9.56%	9.85%	10.38%	11.25%	9.70%	5.62%	8.69%	5.13%	4.90%	15.00%	5.19%	9.24%	9.60%	6.88%	7.39%	5.85%	5.24%	7.37%	5.44%	5.45%	0.00%	7.53%	10.50%	11.00%	8.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	4	2	2	6	1	0	2	2	3	0	4	4	3	6	1	3	1	2	2	3	6	7	4	4	2	0	2	1	0	1	5	1	1	0	2	8	4	0	1	0	6	3	2	3									
		0.39%	0.56%	0.26%	0.30%	0.85%	0.21%	0.00%	0.25%	0.26%	0.32%	0.00%	0.47%	0.53%	0.38%	0.57%	0.12%	0.36%	0.12%	0.25%	0.25%	0.36%	0.64%	0.64%	0.83%	1.11%	0.33%	0.00%	0.35%	0.98%	0.00%	0.23%	0.56%	0.15%	0.40%	0.00%	0.32%	1.75%	0.41%	0.00%	0.61%	0.00%	0.57%	0.29%	0.19%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4822	118	185	138	157	84	19	184	167	196	137	197	143	182	232	181	162	206	150	186	144	174	159	105	57	41	36	45	10	8	41	114	73	20	64	56	86	161	21	9	10	90	91	90	93									
		16.54%	16.46%	24.41%	20.60%	22.33%	17.68%	10.22%	22.72%	21.83%	20.59%	19.35%	23.07%	18.82%	23.16%	21.97%	21.91%	19.19%	25.28%	18.52%	22.91%	17.43%	18.43%	14.60%	21.88%	15.79%	6.78%	6.38%	7.96%	9.80%	10.00%	9.26%	12.69%	11.30%	8.10%	10.76%	8.85%	18.78%	16.70%	14.29%	5.45%	5.46%	8.58%	8.68%	8.69%	12.85%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
