Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Приволжская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599									
		0.57%	0.74%	0.47%	0.24%	1.11%	0.54%	0.59%	0.41%	0.29%	0.80%	0.37%	0.48%	0.00%	0.63%	1.06%	3.26%	0.00%	0.00%	0.61%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	1.32%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	0	1	0	0	0	1	0	0	0	11	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0									
		0.22%	0.25%	0.00%	0.24%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	2.63%	0.00%	0.21%	0.00%	0.00%	1.08%	0.00%	0.61%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	2	10	3	3	3	5	9	6	5	4	4	1	11	9	5	0	3	3	1	3	3	1	2	0	1	1									
		1.14%	0.50%	2.34%	0.73%	0.67%	0.82%	1.47%	1.84%	1.76%	0.99%	0.75%	0.95%	0.22%	2.32%	2.38%	2.33%	0.00%	2.00%	0.91%	0.38%	1.51%	0.82%	0.49%	1.37%	0.00%	0.44%	0.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1786	104	119	94	125	98	63	85	65	99	88	77	127	46	80	46	18	24	75	52	32	71	31	37	64	34	32									
		20.73%	25.74%	27.80%	22.93%	27.72%	26.63%	18.48%	17.42%	19.06%	19.68%	16.45%	18.38%	27.61%	9.70%	21.16%	21.40%	19.35%	16.00%	22.73%	19.92%	16.08%	19.45%	15.12%	25.34%	30.77%	14.91%	14.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	0	0	3	1	1	0	3	0	2	3	2	2	1	4	2	1	0	5	0	2	1	2	1	1	0	0									
		0.43%	0.00%	0.00%	0.73%	0.22%	0.27%	0.00%	0.61%	0.00%	0.40%	0.56%	0.48%	0.43%	0.21%	1.06%	0.93%	1.08%	0.00%	1.52%	0.00%	1.01%	0.27%	0.98%	0.68%	0.48%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	378	22	25	23	18	21	19	29	21	19	35	26	18	21	14	11	0	3	8	7	7	14	8	1	5	3	0									
		4.39%	5.45%	5.84%	5.61%	3.99%	5.71%	5.57%	5.94%	6.16%	3.78%	6.54%	6.21%	3.91%	4.43%	3.70%	5.12%	0.00%	2.00%	2.42%	2.68%	3.52%	3.84%	3.90%	0.68%	2.40%	1.32%	0.00%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
