Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Самойловская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	242	20	20	20	20	5	2	5	4	5	5	5	3	3	5	3	5	5	3	4	3	2	3	4	15	10	8	4	3	3	2	6	10	2	4	4	5	5	5	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	93	10	5	6	3	3	0	4	4	1	0	2	0	0	5	0	5	0	0	0	0	2	1	0	8	5	0	0	0	0	0	6	7	0	3	0	3	4	5	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	39	1	0	3	3	0	1	1	2	0	4	0	0	0	1	0	2	4	0	2	0	0	0	0	2	1	3	0	0	0	1	1	1	1	1	2	0	1	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	149	10	15	14	17	2	2	1	0	4	5	3	3	3	0	3	0	5	3	4	3	0	2	4	7	5	8	4	3	3	2	0	3	2	1	4	2	1	0	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	8	5	5	4	4	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	51	5	2	0	8	2	0	2	0	2	2	3	0	0	0	0	1	2	0	1	0	0	2	0	7	2	3	0	0	0	0	0	3	0	2	0	1	1	0	0									
		0.59%	0.79%	0.47%	0.00%	1.65%	0.63%	0.00%	0.84%	0.00%	0.74%	0.69%	1.12%	0.00%	0.00%	0.00%	0.00%	0.41%	0.69%	0.00%	0.91%	0.00%	0.00%	2.20%	0.00%	1.21%	0.81%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	1.42%	0.00%	0.32%	0.34%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	285	23	17	16	15	13	1	7	6	9	15	10	1	6	7	3	5	20	1	0	1	1	5	2	20	8	10	0	1	1	2	4	16	1	2	2	10	10	11	3									
		3.29%	3.64%	3.97%	2.86%	3.09%	4.11%	2.22%	2.93%	3.64%	3.33%	5.15%	3.73%	0.95%	6.00%	3.24%	3.61%	2.07%	6.94%	0.92%	0.00%	1.20%	1.59%	5.49%	2.25%	3.45%	3.25%	2.92%	0.00%	1.08%	1.61%	4.76%	2.08%	3.61%	2.04%	1.42%	1.40%	3.18%	3.44%	5.09%	5.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	118	7	1	12	6	1	0	5	1	1	5	5	0	0	3	2	2	6	0	0	0	2	0	0	11	2	5	5	0	1	1	1	12	2	0	2	4	7	5	1									
		1.36%	1.11%	0.23%	2.14%	1.23%	0.32%	0.00%	2.09%	0.61%	0.37%	1.72%	1.87%	0.00%	0.00%	1.39%	2.41%	0.83%	2.08%	0.00%	0.00%	0.00%	3.17%	0.00%	0.00%	1.90%	0.81%	1.46%	2.78%	0.00%	1.61%	2.38%	0.52%	2.71%	4.08%	0.00%	1.40%	1.27%	2.41%	2.31%	1.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5003	344	199	257	243	224	23	112	76	177	130	140	72	60	146	63	146	164	91	82	51	41	52	67	321	131	255	138	71	49	24	99	247	36	91	101	161	157	120	42									
		57.68%	54.43%	46.50%	45.89%	50.00%	70.89%	51.11%	46.86%	46.06%	65.56%	44.67%	52.24%	68.57%	60.00%	67.59%	75.90%	60.33%	56.94%	83.49%	74.55%	61.45%	65.08%	57.14%	75.28%	55.34%	53.25%	74.56%	76.67%	76.34%	79.03%	57.14%	51.56%	55.76%	73.47%	64.54%	70.63%	51.27%	53.95%	55.56%	70.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	52	3	0	8	5	1	1	2	1	2	2	3	0	1	0	1	0	0	0	1	0	0	0	0	2	3	1	0	1	0	1	2	3	0	2	0	0	1	4	1									
		0.60%	0.47%	0.00%	1.43%	1.03%	0.32%	2.22%	0.84%	0.61%	0.74%	0.69%	1.12%	0.00%	1.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.34%	1.22%	0.29%	0.00%	1.08%	0.00%	2.38%	1.04%	0.68%	0.00%	1.42%	0.00%	0.00%	0.34%	1.85%	1.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1293	106	98	106	73	25	5	36	27	29	65	48	17	15	30	9	39	46	14	15	20	11	15	10	58	28	36	26	7	8	8	34	57	5	29	21	42	44	27	4									
		14.91%	16.77%	22.90%	18.93%	15.02%	7.91%	11.11%	15.06%	16.36%	10.74%	22.34%	17.91%	16.19%	15.00%	13.89%	10.84%	16.12%	15.97%	12.84%	13.64%	24.10%	17.46%	16.48%	11.24%	10.00%	11.38%	10.53%	14.44%	7.53%	12.90%	19.05%	17.71%	12.87%	10.20%	20.57%	14.69%	13.38%	15.12%	12.50%	6.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	0	2	6	1	0	0	2	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	2	1	0	1									
		0.32%	0.00%	0.47%	1.07%	0.21%	0.00%	0.00%	0.84%	3.03%	0.37%	0.34%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.45%	0.00%	0.00%	0.00%	0.64%	0.34%	0.00%	1.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	2	2	4	2	1	0	2	3	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	1	0	0	0									
		0.31%	0.32%	0.47%	0.71%	0.41%	0.32%	0.00%	0.84%	1.82%	0.00%	0.00%	0.75%	0.95%	0.00%	0.00%	1.20%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.45%	0.00%	0.00%	0.70%	0.32%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0									
		0.15%	0.16%	0.00%	0.00%	0.41%	0.00%	0.00%	0.42%	0.00%	0.37%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	4	2	8	7	3	0	4	1	0	2	0	0	0	2	0	2	0	0	1	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	3	2	3	2									
		0.61%	0.63%	0.47%	1.43%	1.44%	0.95%	0.00%	1.67%	0.61%	0.00%	0.69%	0.00%	0.00%	0.00%	0.93%	0.00%	0.83%	0.00%	0.00%	0.91%	1.20%	1.59%	1.10%	0.00%	0.52%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.69%	1.39%	3.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1454	114	85	113	100	38	12	50	35	44	47	41	13	17	23	2	41	41	3	9	9	4	15	9	143	60	23	6	12	1	5	40	77	5	14	16	80	61	42	4									
		16.76%	18.04%	19.86%	20.18%	20.58%	12.03%	26.67%	20.92%	21.21%	16.30%	16.15%	15.30%	12.38%	17.00%	10.65%	2.41%	16.94%	14.24%	2.75%	8.18%	10.84%	6.35%	16.48%	10.11%	24.66%	24.39%	6.73%	3.33%	12.90%	1.61%	11.90%	20.83%	17.38%	10.20%	9.93%	11.19%	25.48%	20.96%	19.44%	6.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	2	0	0	1	2	0	2	0	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0									
		0.22%	0.32%	0.00%	0.00%	0.21%	0.63%	0.00%	0.84%	0.00%	0.00%	0.69%	0.00%	0.95%	0.00%	0.46%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.64%	0.34%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	122	8	6	14	11	4	3	7	5	4	4	6	0	0	4	1	2	4	0	0	0	1	0	0	3	5	4	4	0	0	1	6	7	0	1	0	3	3	0	1									
		1.41%	1.27%	1.40%	2.50%	2.26%	1.27%	6.67%	2.93%	3.03%	1.48%	1.37%	2.24%	0.00%	0.00%	1.85%	1.20%	0.83%	1.39%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.52%	2.03%	1.17%	2.22%	0.00%	0.00%	2.38%	3.13%	1.58%	0.00%	0.71%	0.00%	0.96%	1.03%	0.00%	1.67%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
