Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Селтинская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816					
		0.14%	0.41%	0.59%	0.24%	0.40%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	0	0	1	0	0	1	1	0	2	2	0	1	1	0	0					
		0.13%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.22%	0.31%	0.0%	0.13%	0.14%	0.0%	0.8%	1.61%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	5	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1					
		0.07%	0.41%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%					
33	"16. ""Родина"" (народно-патриотический союз)"""	90	5	14	1	5	3	1	3	4	1	24	16	2	3	0	7	1					
		1.30%	2.09%	2.76%	0.24%	1.00%	1.06%	0.49%	0.68%	1.25%	0.36%	1.59%	1.16%	1.65%	2.4%	0.0%	1.88%	0.69%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	2	0	2	1	2	1	3	1	0	6	2	1	0	0	0	0					
		0.30%	0.83%	0.0%	0.48%	0.20%	0.71%	0.49%	0.68%	0.31%	0.0%	0.39%	0.14%	0.82%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	598	27	29	38	45	20	5	25	26	9	167	150	17	7	7	19	7					
		8.69%	11.29%	5.73%	9.22%	9.05%	7.11%	2.47%	5.73%	8.15%	3.24%	11.07%	10.92%	14.04%	5.6%	11.29%	5.10%	4.86%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	63	1	4	5	8	3	1	3	4	0	20	9	2	0	2	0	1					
		0.91%	0.41%	0.79%	1.21%	1.60%	1.06%	0.49%	0.68%	1.25%	0.0%	1.32%	0.65%	1.65%	0.0%	3.22%	0.0%	0.69%					
37	"20. ""Политическая партия ""Единая Россия"""	4307	120	374	216	288	186	161	299	213	190	893	840	51	70	30	285	91					
		62.65%	50.20%	73.91%	52.42%	57.94%	66.19%	79.70%	68.57%	66.77%	68.59%	59.21%	61.17%	42.14%	56.0%	48.38%	76.61%	63.19%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	2	2	1	1	1	1	3	1	0	2	2	0	0	0	4	0					
		0.29%	0.83%	0.39%	0.24%	0.20%	0.35%	0.49%	0.68%	0.31%	0.0%	0.13%	0.14%	0.0%	0.0%	0.0%	1.07%	0.0%					
39	"22. ""Развитие предпринимательства"""	10	0	0	0	3	0	0	1	1	1	3	0	1	0	0	0	0					
		0.14%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.22%	0.31%	0.36%	0.19%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	346	9	5	26	28	16	12	9	9	7	105	90	7	6	5	7	5					
		5.03%	3.76%	0.98%	6.31%	5.63%	5.69%	5.94%	2.06%	2.82%	2.52%	6.96%	6.55%	5.78%	4.8%	8.06%	1.88%	3.47%					
																							
41	Против всех	134	7	4	12	11	3	0	14	2	4	35	27	1	6	0	6	2					
		1.94%	2.92%	0.79%	2.91%	2.21%	1.06%	0.0%	3.21%	0.62%	1.44%	2.32%	1.96%	0.82%	4.8%	0.0%	1.61%	1.38%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
