Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Черкесская городская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	176	5	4	2	4	4	2	4	5	4	2	4	5	3	3	3	1	3	2	3	2	3	3	3	3	2	3	3	4	4	2	4	2	4	3	4	4	2	4	5	2	2	3	3	4	4	4	4	5	3	5	5	5									
		0.22%	0.23%	0.21%	0.18%	0.20%	0.25%	0.14%	0.21%	0.25%	0.22%	0.24%	0.23%	0.22%	0.22%	0.26%	0.24%	0.24%	0.23%	0.25%	0.18%	0.20%	0.19%	0.24%	0.20%	0.25%	0.22%	0.23%	0.23%	0.25%	0.20%	0.24%	0.24%	0.20%	0.21%	0.24%	0.22%	0.24%	0.21%	0.22%	0.24%	0.23%	0.19%	0.26%	0.22%	0.20%	0.25%	0.24%	0.23%	0.22%	0.21%	0.22%	0.24%	0.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	6810	177	161	94	165	133	118	159	169	152	70	145	188	112	98	103	37	111	67	312	85	129	105	126	98	77	106	108	135	165	69	138	83	159	105	154	142	78	155	176	73	89	96	112	166	133	140	148	187	169	185	170	178									
		8.63%	8.32%	8.39%	8.41%	8.35%	8.31%	8.38%	8.36%	8.35%	8.36%	8.40%	8.35%	8.35%	8.36%	8.37%	8.37%	8.96%	8.35%	8.44%	18.57%	8.36%	8.35%	8.33%	8.41%	8.29%	8.36%	8.30%	8.26%	8.38%	8.35%	8.25%	8.36%	8.35%	8.39%	8.30%	8.36%	8.38%	8.38%	8.41%	8.35%	8.38%	8.33%	8.38%	8.38%	8.40%	8.33%	8.38%	8.36%	8.37%	11.66%	8.30%	8.17%	8.36%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	87	2	2	1	2	2	2	2	2	2	1	2	3	2	1	1	0	2	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	2	1	2	2	1	2	2	1	1	1	2	2	2	2	2	3	2	3	2	2									
		0.11%	0.09%	0.10%	0.09%	0.10%	0.12%	0.14%	0.11%	0.10%	0.11%	0.12%	0.12%	0.13%	0.15%	0.09%	0.08%	0.00%	0.15%	0.13%	0.12%	0.10%	0.13%	0.08%	0.13%	0.08%	0.11%	0.08%	0.08%	0.12%	0.10%	0.12%	0.12%	0.10%	0.11%	0.08%	0.11%	0.12%	0.11%	0.11%	0.09%	0.11%	0.09%	0.09%	0.15%	0.10%	0.13%	0.12%	0.11%	0.13%	0.14%	0.13%	0.10%	0.09%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	61014	1650	1489	867	1531	1242	1095	1477	1569	1409	644	1347	1746	1039	906	954	318	1029	617	1161	790	1199	976	1161	917	713	990	1014	1249	1534	648	1279	770	1469	978	1428	1314	723	1433	1634	675	823	887	1034	1534	1237	1295	1372	1733	1108	1730	1626	1651									
		77.34%	77.54%	77.59%	77.55%	77.52%	77.58%	77.77%	77.66%	77.52%	77.46%	77.31%	77.55%	77.57%	77.54%	77.37%	77.56%	76.99%	77.37%	77.71%	69.11%	77.68%	77.61%	77.40%	77.50%	77.58%	77.42%	77.53%	77.52%	77.53%	77.59%	77.51%	77.47%	77.46%	77.52%	77.31%	77.52%	77.52%	77.66%	77.71%	77.55%	77.50%	77.06%	77.40%	77.34%	77.59%	77.46%	77.54%	77.51%	77.54%	76.41%	77.58%	78.14%	77.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	2	2	1	4	1	1	2	2	2	1	2	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	1	2	2	1	2	2	2									
		0.09%	0.09%	0.10%	0.09%	0.20%	0.06%	0.07%	0.11%	0.10%	0.11%	0.12%	0.12%	0.09%	0.07%	0.09%	0.08%	0.00%	0.08%	0.13%	0.06%	0.10%	0.06%	0.08%	0.07%	0.08%	0.11%	0.08%	0.08%	0.06%	0.10%	0.12%	0.06%	0.10%	0.11%	0.08%	0.11%	0.06%	0.11%	0.11%	0.09%	0.11%	0.09%	0.09%	0.07%	0.10%	0.06%	0.06%	0.11%	0.09%	0.07%	0.09%	0.10%	0.09%									
24	"6. Политическая партия ""Гражданская Платформа"""	77	2	2	1	2	2	1	2	2	2	1	2	2	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2									
		0.10%	0.09%	0.10%	0.09%	0.10%	0.12%	0.07%	0.11%	0.10%	0.11%	0.12%	0.12%	0.09%	0.07%	0.09%	0.08%	0.00%	0.08%	0.13%	0.06%	0.10%	0.13%	0.08%	0.07%	0.08%	0.11%	0.08%	0.08%	0.12%	0.10%	0.12%	0.12%	0.10%	0.11%	0.08%	0.11%	0.12%	0.11%	0.11%	0.09%	0.11%	0.09%	0.09%	0.07%	0.10%	0.13%	0.12%	0.11%	0.09%	0.07%	0.09%	0.10%	0.09%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	645	18	16	9	16	13	12	16	17	15	7	14	19	10	10	10	3	11	7	12	8	13	11	12	10	8	11	11	13	16	7	14	8	16	11	15	14	8	15	18	7	9	10	11	17	13	14	15	19	2	19	17	18									
		0.82%	0.85%	0.83%	0.81%	0.81%	0.81%	0.85%	0.84%	0.84%	0.82%	0.84%	0.81%	0.84%	0.75%	0.85%	0.81%	0.73%	0.83%	0.88%	0.71%	0.79%	0.84%	0.87%	0.80%	0.85%	0.87%	0.86%	0.84%	0.81%	0.81%	0.84%	0.85%	0.80%	0.84%	0.87%	0.81%	0.83%	0.86%	0.81%	0.85%	0.80%	0.84%	0.87%	0.82%	0.86%	0.81%	0.84%	0.85%	0.85%	0.14%	0.85%	0.82%	0.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1									
		0.06%	0.05%	0.05%	0.09%	0.05%	0.06%	0.07%	0.05%	0.05%	0.05%	0.00%	0.06%	0.04%	0.07%	0.09%	0.08%	0.00%	0.08%	0.00%	0.06%	0.10%	0.06%	0.08%	0.07%	0.08%	0.00%	0.08%	0.08%	0.06%	0.05%	0.00%	0.06%	0.10%	0.05%	0.08%	0.05%	0.06%	0.00%	0.05%	0.05%	0.00%	0.09%	0.09%	0.07%	0.05%	0.06%	0.06%	0.06%	0.04%	0.07%	0.04%	0.05%	0.05%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	3	2	1	2	2	2	2	2	2	1	2	3	2	1	1	0	2	1	2	1	2	2	2	1	1	2	2	2	2	1	2	1	2	2	2	2	1	2	3	1	1	1	2	2	2	2	2	3	2	3	2	3									
		0.12%	0.14%	0.10%	0.09%	0.10%	0.12%	0.14%	0.11%	0.10%	0.11%	0.12%	0.12%	0.13%	0.15%	0.09%	0.08%	0.00%	0.15%	0.13%	0.12%	0.10%	0.13%	0.16%	0.13%	0.08%	0.11%	0.16%	0.15%	0.12%	0.10%	0.12%	0.12%	0.10%	0.11%	0.16%	0.11%	0.12%	0.11%	0.11%	0.14%	0.11%	0.09%	0.09%	0.15%	0.10%	0.13%	0.12%	0.11%	0.13%	0.14%	0.13%	0.10%	0.14%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									
		0.06%	0.05%	0.05%	0.09%	0.05%	0.06%	0.07%	0.05%	0.05%	0.05%	0.12%	0.06%	0.04%	0.07%	0.09%	0.08%	0.00%	0.08%	0.00%	0.06%	0.10%	0.06%	0.08%	0.07%	0.08%	0.11%	0.08%	0.08%	0.06%	0.05%	0.12%	0.06%	0.10%	0.05%	0.08%	0.05%	0.06%	0.11%	0.05%	0.05%	0.11%	0.09%	0.09%	0.07%	0.05%	0.06%	0.06%	0.06%	0.04%	0.07%	0.04%	0.05%	0.05%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	278	8	7	4	7	6	5	7	7	6	3	6	8	5	4	4	1	3	3	5	4	5	4	5	4	3	5	5	6	7	3	6	4	7	4	7	6	3	7	7	3	4	4	5	7	6	6	6	8	5	8	7	8									
		0.35%	0.38%	0.36%	0.36%	0.35%	0.37%	0.36%	0.37%	0.35%	0.33%	0.36%	0.35%	0.36%	0.37%	0.34%	0.33%	0.24%	0.23%	0.38%	0.30%	0.39%	0.32%	0.32%	0.33%	0.34%	0.33%	0.39%	0.38%	0.37%	0.35%	0.36%	0.36%	0.40%	0.37%	0.32%	0.38%	0.35%	0.32%	0.38%	0.33%	0.34%	0.37%	0.35%	0.37%	0.35%	0.38%	0.36%	0.34%	0.36%	0.34%	0.36%	0.34%	0.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	8144	221	199	116	205	166	146	197	210	188	86	180	233	139	121	128	43	138	82	155	105	160	131	155	123	95	132	136	167	205	86	171	103	196	131	191	176	96	191	218	90	110	118	138	204	165	173	183	232	148	231	210	221									
		10.32%	10.39%	10.37%	10.38%	10.38%	10.37%	10.37%	10.36%	10.38%	10.34%	10.32%	10.36%	10.35%	10.37%	10.33%	10.41%	10.41%	10.38%	10.33%	9.23%	10.32%	10.36%	10.39%	10.35%	10.41%	10.31%	10.34%	10.40%	10.37%	10.37%	10.29%	10.36%	10.36%	10.34%	10.36%	10.37%	10.38%	10.31%	10.36%	10.35%	10.33%	10.30%	10.30%	10.32%	10.32%	10.33%	10.36%	10.34%	10.38%	10.21%	10.36%	10.09%	10.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	346	9	8	5	9	7	6	8	9	8	4	8	10	6	5	5	2	6	3	7	4	7	6	7	5	4	6	6	7	9	4	7	4	8	6	8	7	4	8	9	4	5	5	6	9	7	7	8	10	6	10	9	9									
		0.44%	0.42%	0.42%	0.45%	0.46%	0.44%	0.43%	0.42%	0.44%	0.44%	0.48%	0.46%	0.44%	0.45%	0.43%	0.41%	0.48%	0.45%	0.38%	0.42%	0.39%	0.45%	0.48%	0.47%	0.42%	0.43%	0.47%	0.46%	0.43%	0.46%	0.48%	0.42%	0.40%	0.42%	0.47%	0.43%	0.41%	0.43%	0.43%	0.43%	0.46%	0.47%	0.44%	0.45%	0.46%	0.44%	0.42%	0.45%	0.45%	0.41%	0.45%	0.43%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	863	24	21	12	22	18	16	21	23	20	9	19	25	15	13	14	5	15	9	17	11	17	14	17	13	10	14	15	18	22	9	18	11	21	14	21	19	10	21	23	10	12	13	15	22	18	19	20	25	1	25	23	24									
		1.09%	1.13%	1.09%	1.07%	1.11%	1.12%	1.14%	1.10%	1.14%	1.10%	1.08%	1.09%	1.11%	1.12%	1.11%	1.14%	1.21%	1.13%	1.13%	1.01%	1.08%	1.10%	1.11%	1.13%	1.10%	1.09%	1.10%	1.15%	1.12%	1.11%	1.08%	1.09%	1.11%	1.11%	1.11%	1.14%	1.12%	1.07%	1.14%	1.09%	1.15%	1.12%	1.13%	1.12%	1.11%	1.13%	1.14%	1.13%	1.12%	0.07%	1.12%	1.11%	1.13%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
