Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Руднянская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429									
		1.50%	2.29%	2.01%	1.77%	3.16%	1.38%	1.82%	1.04%	1.02%	0.00%	1.79%	2.50%	1.13%	2.10%	2.00%	0.46%	0.00%	1.15%	1.11%	1.06%	0.00%	2.88%	0.38%	1.79%	0.00%	2.13%	0.54%	0.00%	0.88%	1.83%	1.35%	0.00%	2.64%	1.06%	0.00%	0.00%	0.00%	1.85%	0.79%	2.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4392	229	201	254	168	108	234	231	146	83	97	139	85	87	105	109	72	50	46	91	60	108	155	81	81	89	113	135	75	92	167	49	230	50	41	70	59	60	89	53									
		51.03%	43.70%	50.38%	44.96%	37.92%	49.54%	42.62%	48.13%	49.66%	39.90%	43.50%	43.44%	48.02%	60.84%	70.00%	50.00%	72.00%	57.47%	51.11%	48.40%	72.29%	51.92%	58.94%	72.32%	63.78%	63.12%	60.75%	55.79%	66.37%	42.20%	56.42%	56.98%	55.29%	53.19%	37.96%	61.95%	62.77%	55.56%	70.08%	55.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	4	4	4	3	1	4	2	0	0	1	3	0	0	0	1	0	0	0	3	2	1	1	0	3	1	1	0	1	2	3	1	0	0	0	2	1	0	0	1									
		0.58%	0.76%	1.00%	0.71%	0.68%	0.46%	0.73%	0.42%	0.00%	0.00%	0.45%	0.94%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	1.60%	2.41%	0.48%	0.38%	0.00%	2.36%	0.71%	0.54%	0.00%	0.88%	0.92%	1.01%	1.16%	0.00%	0.00%	0.00%	1.77%	1.06%	0.00%	0.00%	1.05%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0									
		0.15%	0.38%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.46%	1.00%	0.00%	1.11%	0.53%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1768	119	93	127	92	49	129	114	63	61	61	68	47	21	23	48	12	11	19	33	8	44	36	13	15	27	34	41	15	66	54	21	72	15	38	20	19	17	14	9									
		20.54%	22.71%	23.31%	22.48%	20.77%	22.48%	23.50%	23.75%	21.43%	29.33%	27.35%	21.25%	26.55%	14.69%	15.33%	22.02%	12.00%	12.64%	21.11%	17.55%	9.64%	21.15%	13.69%	11.61%	11.81%	19.15%	18.28%	16.94%	13.27%	30.28%	18.24%	24.42%	17.31%	15.96%	35.19%	17.70%	20.21%	15.74%	11.02%	9.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	2	0	2	1	1	3	1	0	2	1	1	0	0	0	0	0	0	0	0	1	3	0	1	1	0	1	0	1	2	0	0	1	0	1	0	0	0	0	0									
		0.30%	0.38%	0.00%	0.35%	0.23%	0.46%	0.55%	0.21%	0.00%	0.96%	0.45%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	1.44%	0.00%	0.89%	0.79%	0.00%	0.54%	0.00%	0.88%	0.92%	0.00%	0.00%	0.24%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	2	2	2	9	0	1	4	7	2	0	1	0	0	0	1	1	1	0	2	0	0	1	0	0	0	2	3	0	0	1	0	1	1	0	0	0	0	0	0									
		0.51%	0.38%	0.50%	0.35%	2.03%	0.00%	0.18%	0.83%	2.38%	0.96%	0.00%	0.31%	0.00%	0.00%	0.00%	0.46%	1.00%	1.15%	0.00%	1.06%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	1.08%	1.24%	0.00%	0.00%	0.34%	0.00%	0.24%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0									
		0.06%	0.00%	0.25%	0.00%	0.00%	0.00%	0.18%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	0	6	3	4	2	9	4	0	1	1	0	0	2	2	1	1	0	1	4	1	2	1	1	0	0	0	0	0	2	5	1	2	0	0	1	0	0	0	0									
		0.66%	0.00%	1.50%	0.53%	0.90%	0.92%	1.64%	0.83%	0.00%	0.48%	0.45%	0.00%	0.00%	1.40%	1.33%	0.46%	1.00%	0.00%	1.11%	2.13%	1.20%	0.96%	0.38%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	1.69%	1.16%	0.48%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1559	116	60	117	112	37	123	87	57	47	43	69	32	23	11	45	10	20	18	41	5	22	44	10	18	15	26	45	15	28	42	10	74	21	21	17	11	21	21	25									
		18.12%	22.14%	15.04%	20.71%	25.28%	16.97%	22.40%	18.13%	19.39%	22.60%	19.28%	21.56%	18.08%	16.08%	7.33%	20.64%	10.00%	22.99%	20.00%	21.81%	6.02%	10.58%	16.73%	8.93%	14.17%	10.64%	13.98%	18.60%	13.27%	12.84%	14.19%	11.63%	17.79%	22.34%	19.44%	15.04%	11.70%	19.44%	16.54%	26.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	4	1	1	1	0	1	3	1	2	1	3	2	0	2	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	2	0	4	0	0	0	0	0	0	1									
		0.41%	0.76%	0.25%	0.18%	0.23%	0.00%	0.18%	0.63%	0.34%	0.96%	0.45%	0.94%	1.13%	0.00%	1.33%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.79%	0.71%	0.00%	0.41%	0.00%	0.46%	0.68%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	96	7	6	9	10	4	5	7	3	1	1	3	3	0	0	1	0	0	1	4	1	2	8	1	0	3	0	3	2	2	3	1	3	1	0	0	0	1	0	0									
		1.12%	1.34%	1.50%	1.59%	2.26%	1.83%	0.91%	1.46%	1.02%	0.48%	0.45%	0.94%	1.69%	0.00%	0.00%	0.46%	0.00%	0.00%	1.11%	2.13%	1.20%	0.96%	3.04%	0.89%	0.00%	2.13%	0.00%	1.24%	1.77%	0.92%	1.01%	1.16%	0.72%	1.06%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
