Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Апатитская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №412	УИК №735	УИК №736									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	204	5	7	5	3	2	10	8	10	4	10	11	12	8	16	6	4	0	14	7	10	8	23	13	4	3	1									
		1.23%	0.77%	1.14%	1.25%	0.41%	0.65%	1.22%	0.99%	1.35%	1.39%	1.57%	1.49%	1.35%	1.07%	1.62%	0.87%	0.71%	0.00%	2.03%	0.87%	1.05%	1.31%	2.44%	1.80%	1.51%	0.68%	0.57%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	304	5	5	6	14	5	11	22	8	4	11	12	26	18	20	15	5	6	16	12	19	12	29	14	5	3	1									
		1.83%	0.77%	0.82%	1.50%	1.91%	1.63%	1.34%	2.75%	1.08%	1.39%	1.73%	1.62%	2.91%	2.41%	2.02%	2.18%	0.89%	1.65%	2.32%	1.49%	1.99%	1.96%	3.08%	1.94%	1.89%	0.68%	0.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	0	0	0	0	1	1	0	0	2	1	1	3	0	3	2	2	1	1	3	0	0	2	0	3	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.12%	0.00%	0.00%	0.31%	0.14%	0.11%	0.40%	0.00%	0.44%	0.35%	0.55%	0.14%	0.12%	0.31%	0.00%	0.00%	0.28%	0.00%	0.68%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	622	18	6	23	25	5	24	32	26	13	23	43	58	23	61	29	19	12	28	19	35	21	36	27	7	9	0									
		3.75%	2.76%	0.98%	5.76%	3.41%	1.63%	2.93%	3.99%	3.51%	4.51%	3.61%	5.81%	6.50%	3.08%	6.17%	4.21%	3.37%	3.30%	4.06%	2.35%	3.67%	3.44%	3.83%	3.73%	2.64%	2.04%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2271	72	71	54	111	28	108	113	125	52	75	116	118	129	157	80	95	51	87	102	122	89	138	117	37	18	6									
		13.70%	11.03%	11.60%	13.53%	15.14%	9.12%	13.20%	14.11%	16.87%	18.06%	11.77%	15.68%	13.23%	17.29%	15.87%	11.61%	16.84%	14.01%	12.61%	12.64%	12.79%	14.57%	14.67%	16.18%	13.96%	4.07%	3.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	3	1	0	1	1	2	3	3	1	3	3	6	0	4	4	0	2	3	3	3	3	2	2	1	4	1									
		0.36%	0.46%	0.16%	0.00%	0.14%	0.33%	0.24%	0.37%	0.40%	0.35%	0.47%	0.41%	0.67%	0.00%	0.40%	0.58%	0.00%	0.55%	0.43%	0.37%	0.31%	0.49%	0.21%	0.28%	0.38%	0.90%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2610	102	102	49	125	68	121	134	122	52	128	110	163	118	163	122	75	48	100	127	165	99	131	117	49	14	6									
		15.74%	15.62%	16.67%	12.28%	17.05%	22.15%	14.79%	16.73%	16.46%	18.06%	20.09%	14.86%	18.27%	15.82%	16.48%	17.71%	13.30%	13.19%	14.49%	15.74%	17.30%	16.20%	13.92%	16.18%	18.49%	3.17%	3.41%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
