Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
"Наименование Избирательной комиссии:    Смоленск, Промышленная"																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №799	УИК №803									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1409	20	20	30	30	20	20	20	20	30	40	30	30	25	30	30	25	30	45	20	25	25	25	20	35	25	30	30	35	30	25	20	20	20	20	30	30	30	20	40	30	30	20	35	25	44	30	30	30	25	30	30	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	948	14	15	20	12	15	6	6	5	24	32	18	23	22	26	18	24	19	34	11	18	17	17	16	27	14	15	20	20	17	21	14	9	14	17	19	26	22	6	28	18	21	17	25	17	32	22	23	19	15	18	20	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	604	37	9	12	7	15	11	3	12	16	3	12	14	16	12	12	16	7	10	6	5	5	7	6	9	11	7	12	16	0	14	14	7	25	8	5	2	41	17	33	2	7	2	25	7	5	23	9	13	6	4	2	25									
14	Число погашенных неиспользованных открепительных удостоверений	461	6	5	10	18	5	14	14	15	6	8	12	7	3	4	12	1	11	11	9	7	8	8	4	8	11	15	10	15	13	4	6	11	6	3	11	4	8	14	12	12	9	3	10	8	12	8	7	11	10	12	10	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	117	1	4	3	4	2	0	1	0	1	3	2	3	1	0	1	2	2	4	4	0	2	5	3	6	6	2	0	1	5	0	3	0	1	1	4	4	4	2	2	4	1	2	4	1	3	1	1	0	2	7	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	674	18	10	30	17	9	4	12	2	20	27	8	6	12	13	19	4	13	29	4	23	17	8	1	17	16	12	18	11	8	9	8	19	8	9	22	15	7	10	9	9	19	0	13	10	22	31	17	15	8	17	7	2									
		1.85%	2.69%	2.31%	4.75%	2.24%	1.82%	1.03%	3.31%	0.66%	2.18%	2.74%	1.67%	0.99%	1.34%	1.49%	2.74%	0.52%	1.54%	3.44%	1.08%	2.84%	2.55%	1.03%	0.18%	1.88%	1.89%	2.28%	2.33%	2.06%	0.96%	1.24%	1.70%	2.45%	1.39%	1.51%	2.55%	1.66%	0.74%	2.69%	1.06%	0.99%	2.21%	0.00%	1.56%	1.56%	2.43%	3.02%	1.85%	2.34%	1.47%	1.75%	1.22%	0.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	655	12	7	7	11	17	3	5	5	25	18	11	14	18	13	16	8	15	6	4	19	9	12	7	21	13	11	16	16	10	12	9	15	13	10	17	26	27	7	7	16	11	3	15	10	15	21	16	4	9	30	8	5									
		1.80%	1.79%	1.62%	1.11%	1.45%	3.43%	0.77%	1.38%	1.65%	2.72%	1.83%	2.29%	2.30%	2.00%	1.49%	2.31%	1.04%	1.78%	0.71%	1.08%	2.35%	1.35%	1.55%	1.28%	2.33%	1.53%	2.09%	2.08%	2.99%	1.20%	1.65%	1.91%	1.93%	2.26%	1.68%	1.97%	2.87%	2.85%	1.88%	0.83%	1.78%	1.28%	0.48%	1.81%	1.56%	1.66%	2.04%	1.74%	0.62%	1.65%	3.09%	1.40%	1.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	837	7	10	22	18	14	7	8	6	27	32	10	19	31	22	19	4	16	12	7	15	16	18	4	27	17	9	20	18	11	4	14	24	20	17	11	29	23	3	8	21	7	6	26	10	28	33	26	13	1	45	14	8									
		2.30%	1.04%	2.31%	3.48%	2.37%	2.83%	1.80%	2.20%	1.98%	2.94%	3.25%	2.08%	3.13%	3.45%	2.52%	2.74%	0.52%	1.89%	1.42%	1.89%	1.85%	2.40%	2.33%	0.73%	2.99%	2.01%	1.71%	2.59%	3.37%	1.32%	0.55%	2.98%	3.09%	3.47%	2.85%	1.28%	3.20%	2.43%	0.81%	0.94%	2.33%	0.82%	0.97%	3.13%	1.56%	3.09%	3.21%	2.82%	2.02%	0.18%	4.63%	2.45%	2.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15045	285	171	189	303	194	197	150	165	346	350	174	302	294	308	313	473	506	364	167	273	279	390	226	360	339	187	271	199	350	404	194	247	194	226	343	292	379	159	376	308	372	313	293	300	331	471	376	320	275	341	272	134									
		41.35%	42.54%	39.58%	29.91%	39.92%	39.19%	50.77%	41.32%	54.46%	37.65%	35.50%	36.25%	49.67%	32.74%	35.32%	45.17%	61.27%	59.88%	43.18%	45.14%	33.75%	41.89%	50.39%	41.24%	39.91%	40.02%	35.48%	35.15%	37.27%	42.02%	55.65%	41.28%	31.79%	33.68%	37.92%	39.79%	32.23%	39.98%	42.74%	44.39%	34.18%	43.36%	50.40%	35.26%	46.80%	36.53%	45.82%	40.83%	49.84%	50.55%	35.12%	47.55%	41.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	365	8	3	3	11	4	2	7	1	9	10	3	7	15	12	13	2	3	10	3	7	6	7	2	17	5	6	5	5	5	1	7	15	6	6	4	10	6	2	5	5	16	2	9	8	21	20	12	5	1	5	4	4									
		1.00%	1.19%	0.69%	0.47%	1.45%	0.81%	0.52%	1.93%	0.33%	0.98%	1.01%	0.63%	1.15%	1.67%	1.38%	1.88%	0.26%	0.36%	1.19%	0.81%	0.87%	0.90%	0.90%	0.36%	1.88%	0.59%	1.14%	0.65%	0.94%	0.60%	0.14%	1.49%	1.93%	1.04%	1.01%	0.46%	1.10%	0.63%	0.54%	0.59%	0.55%	1.86%	0.32%	1.08%	1.25%	2.32%	1.95%	1.30%	0.78%	0.18%	0.51%	0.70%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	80	3	0	0	1	2	0	0	1	5	0	1	4	3	4	1	1	1	1	1	3	3	1	1	5	2	3	1	1	1	0	0	1	0	1	1	1	1	1	2	1	2	0	0	0	5	4	0	4	1	4	1	0									
		0.22%	0.45%	0.00%	0.00%	0.13%	0.40%	0.00%	0.00%	0.33%	0.54%	0.00%	0.21%	0.66%	0.33%	0.46%	0.14%	0.13%	0.12%	0.12%	0.27%	0.37%	0.45%	0.13%	0.18%	0.55%	0.24%	0.57%	0.13%	0.19%	0.12%	0.00%	0.00%	0.13%	0.00%	0.17%	0.12%	0.11%	0.11%	0.27%	0.24%	0.11%	0.23%	0.00%	0.00%	0.00%	0.55%	0.39%	0.00%	0.62%	0.18%	0.41%	0.17%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6363	71	92	124	146	67	76	73	39	162	177	117	72	141	143	118	75	70	129	88	172	114	100	124	180	171	93	163	105	149	85	96	135	113	102	200	191	203	84	167	70	33	126	167	139	174	135	181	105	104	228	107	67									
		17.49%	10.60%	21.30%	19.62%	19.24%	13.54%	19.59%	20.11%	12.87%	17.63%	17.95%	24.38%	11.84%	15.70%	16.40%	17.03%	9.72%	8.28%	15.30%	23.78%	21.26%	17.12%	12.92%	22.63%	19.96%	20.19%	17.65%	21.14%	19.66%	17.89%	11.71%	20.43%	17.37%	19.62%	17.11%	23.20%	21.08%	21.41%	22.58%	19.72%	7.77%	3.85%	20.29%	20.10%	21.68%	19.21%	13.13%	19.65%	16.36%	19.12%	23.48%	18.71%	20.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	372	10	7	7	7	2	2	6	0	11	14	13	2	14	9	6	3	3	18	4	12	6	6	2	20	4	7	9	8	5	3	6	15	8	9	5	8	8	4	3	3	8	4	8	7	17	6	6	8	4	7	6	2									
		1.02%	1.49%	1.62%	1.11%	0.92%	0.40%	0.52%	1.65%	0.00%	1.20%	1.42%	2.71%	0.33%	1.56%	1.03%	0.87%	0.39%	0.36%	2.14%	1.08%	1.48%	0.90%	0.78%	0.36%	2.22%	0.47%	1.33%	1.17%	1.50%	0.60%	0.41%	1.28%	1.93%	1.39%	1.51%	0.58%	0.88%	0.84%	1.08%	0.35%	0.33%	0.93%	0.64%	0.96%	1.09%	1.88%	0.58%	0.65%	1.25%	0.74%	0.72%	1.05%	0.61%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	471	11	10	10	8	10	3	8	2	17	25	9	5	11	18	7	5	12	21	5	13	7	7	2	17	5	6	7	5	8	5	10	15	10	4	10	9	6	6	5	11	7	3	17	7	12	18	11	8	2	17	2	2									
		1.29%	1.64%	2.31%	1.58%	1.05%	2.02%	0.77%	2.20%	0.66%	1.85%	2.54%	1.88%	0.82%	1.22%	2.06%	1.01%	0.65%	1.42%	2.49%	1.35%	1.61%	1.05%	0.90%	0.36%	1.88%	0.59%	1.14%	0.91%	0.94%	0.96%	0.69%	2.13%	1.93%	1.74%	0.67%	1.16%	0.99%	0.63%	1.61%	0.59%	1.22%	0.82%	0.48%	2.05%	1.09%	1.32%	1.75%	1.19%	1.25%	0.37%	1.75%	0.35%	0.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	51	1	0	0	0	0	0	1	0	0	2	1	4	2	0	3	3	0	0	0	3	2	2	0	0	1	0	2	0	0	1	0	1	1	0	0	2	0	0	0	1	10	0	1	1	2	1	0	3	0	0	0	0									
		0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.20%	0.21%	0.66%	0.22%	0.00%	0.43%	0.39%	0.00%	0.00%	0.00%	0.37%	0.30%	0.26%	0.00%	0.00%	0.12%	0.00%	0.26%	0.00%	0.00%	0.14%	0.00%	0.13%	0.17%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.11%	1.17%	0.00%	0.12%	0.16%	0.22%	0.10%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	799	31	10	45	23	5	3	11	2	29	46	11	20	26	26	21	6	6	30	8	25	17	10	6	27	12	9	19	4	8	17	9	24	11	8	13	27	16	1	17	10	9	10	25	5	23	21	20	7	10	13	5	2									
		2.20%	4.63%	2.31%	7.12%	3.03%	1.01%	0.77%	3.03%	0.66%	3.16%	4.67%	2.29%	3.29%	2.90%	2.98%	3.03%	0.78%	0.71%	3.56%	2.16%	3.09%	2.55%	1.29%	1.09%	2.99%	1.42%	1.71%	2.46%	0.75%	0.96%	2.34%	1.91%	3.09%	1.91%	1.34%	1.51%	2.98%	1.69%	0.27%	2.01%	1.11%	1.05%	1.61%	3.01%	0.78%	2.54%	2.04%	2.17%	1.09%	1.84%	1.34%	0.87%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6251	71	80	129	149	89	71	53	40	161	175	67	106	205	211	100	95	142	122	42	143	119	140	104	134	174	117	126	87	192	127	60	141	88	108	157	183	187	74	161	76	38	65	181	106	170	176	175	105	74	167	115	73									
		17.18%	10.60%	18.52%	20.41%	19.63%	17.98%	18.30%	14.60%	13.20%	17.52%	17.75%	13.96%	17.43%	22.83%	24.20%	14.43%	12.31%	16.80%	14.47%	11.35%	17.68%	17.87%	18.09%	18.98%	14.86%	20.54%	22.20%	16.34%	16.29%	23.05%	17.49%	12.77%	18.15%	15.28%	18.12%	18.21%	20.20%	19.73%	19.89%	19.01%	8.44%	4.43%	10.47%	21.78%	16.54%	18.76%	17.12%	19.00%	16.36%	13.60%	17.20%	20.10%	22.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	272	7	5	7	11	4	2	4	0	6	11	3	6	10	7	2	0	3	7	2	6	4	3	2	17	4	6	10	5	3	5	4	4	0	8	5	5	5	2	5	7	1	0	9	3	10	5	8	8	6	8	3	4									
		0.75%	1.04%	1.16%	1.11%	1.45%	0.81%	0.52%	1.10%	0.00%	0.65%	1.12%	0.63%	0.99%	1.11%	0.80%	0.29%	0.00%	0.36%	0.83%	0.54%	0.74%	0.60%	0.39%	0.36%	1.88%	0.47%	1.14%	1.30%	0.94%	0.36%	0.69%	0.85%	0.51%	0.00%	1.34%	0.58%	0.55%	0.53%	0.54%	0.59%	0.78%	0.12%	0.00%	1.08%	0.47%	1.10%	0.49%	0.87%	1.25%	1.10%	0.82%	0.52%	1.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2715	34	21	41	43	64	11	20	9	65	88	43	31	104	80	40	67	45	47	22	81	62	60	54	51	69	46	86	61	60	39	44	102	90	75	51	86	78	18	65	47	54	9	54	30	65	68	60	22	47	73	14	19									
		7.46%	5.07%	4.86%	6.49%	5.67%	12.93%	2.84%	5.51%	2.97%	7.07%	8.92%	8.96%	5.10%	11.58%	9.17%	5.77%	8.68%	5.33%	5.58%	5.95%	10.01%	9.31%	7.75%	9.85%	5.65%	8.15%	8.73%	11.15%	11.42%	7.20%	5.37%	9.36%	13.13%	15.63%	12.58%	5.92%	9.49%	8.23%	4.84%	7.67%	5.22%	6.29%	1.45%	6.50%	4.68%	7.17%	6.61%	6.51%	3.43%	8.64%	7.52%	2.45%	5.83%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
