Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Курумканская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	2	1	0									
		0.16%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.28%	0.17%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	2.67%	0.24%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	622	39	4	3	47	58	6	13	127	107	47	22	10	16	57	11	6	21	28									
		10.90%	7.34%	4.17%	8.33%	12.63%	12.39%	9.09%	2.75%	18.04%	17.72%	10.47%	12.36%	16.13%	3.69%	16.62%	6.15%	8.00%	4.94%	13.15%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
