Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
"Наименование Избирательной комиссии:    Новороссийск, Центральная"																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730	УИК №3731	УИК №3732	УИК №3733	УИК №3734	УИК №3735	УИК №3736	УИК №3737	УИК №3738	УИК №3739	УИК №3740	УИК №3741	УИК №3742	УИК №3743	УИК №3744	УИК №3745	УИК №3746	УИК №3747	УИК №3748	УИК №3749	УИК №3750	УИК №3797	УИК №3798	УИК №3799					
		0.07%	0.0%	0.0%	0.10%	0.28%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.32%	0.0%	0.0%	0.28%	0.0%	0.08%	0.0%	0.0%	0.35%	0.10%	0.18%	0.0%	0.09%	0.0%	0.0%	0.0%	0.11%	0.0%	0.15%	0.0%	0.11%	0.0%	0.08%	0.10%	0.24%	0.21%	0.15%	0.0%	0.0%	0.20%	0.0%	0.0%	0.15%	0.13%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	579	8	2	14	8	13	7	6	14	6	9	10	7	8	18	16	11	5	14	17	15	15	19	20	10	16	13	8	9	14	12	8	7	11	22	15	10	8	8	15	13	8	6	10	14	1	18	14	13	8	17	3	2	4					
		1.21%	0.70%	0.25%	1.41%	1.12%	1.62%	0.91%	0.92%	1.94%	0.81%	0.96%	1.58%	0.88%	1.09%	1.49%	1.40%	1.17%	0.53%	1.27%	1.73%	1.41%	1.31%	1.57%	2.15%	1.41%	1.89%	1.32%	0.75%	1.32%	1.29%	1.34%	0.95%	0.67%	1.27%	2.10%	1.15%	0.92%	0.88%	0.91%	1.32%	1.30%	0.96%	0.64%	1.50%	1.37%	0.40%	1.25%	1.11%	1.20%	1.23%	1.14%	0.56%	1.92%	2.54%					
30	"13. ""Демократическая партия России"""	89	2	0	5	4	3	1	1	0	1	2	0	0	3	2	0	4	5	0	0	0	1	3	1	1	0	1	1	0	3	0	1	1	2	2	5	1	0	1	0	0	5	3	0	3	2	2	7	3	2	3	1	1	0					
		0.18%	0.17%	0.0%	0.50%	0.56%	0.37%	0.13%	0.15%	0.0%	0.13%	0.21%	0.0%	0.0%	0.41%	0.16%	0.0%	0.42%	0.53%	0.0%	0.0%	0.0%	0.08%	0.24%	0.10%	0.14%	0.0%	0.10%	0.09%	0.0%	0.27%	0.0%	0.11%	0.09%	0.23%	0.19%	0.38%	0.09%	0.0%	0.11%	0.0%	0.0%	0.60%	0.32%	0.0%	0.29%	0.81%	0.13%	0.55%	0.27%	0.30%	0.20%	0.18%	0.96%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	71	1	1	5	0	0	0	0	1	1	3	0	1	0	1	5	2	2	0	0	5	1	2	4	3	0	1	5	0	1	2	2	2	2	0	0	1	1	5	1	3	1	0	0	2	0	2	0	0	0	2	0	0	0					
		0.14%	0.08%	0.12%	0.50%	0.0%	0.0%	0.0%	0.0%	0.13%	0.13%	0.32%	0.0%	0.12%	0.0%	0.08%	0.43%	0.21%	0.21%	0.0%	0.0%	0.47%	0.08%	0.16%	0.43%	0.42%	0.0%	0.10%	0.47%	0.0%	0.09%	0.22%	0.23%	0.19%	0.23%	0.0%	0.0%	0.09%	0.11%	0.57%	0.08%	0.30%	0.12%	0.0%	0.0%	0.19%	0.0%	0.13%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	59	1	0	2	2	0	0	0	0	0	1	1	0	0	1	1	0	0	0	3	1	1	1	2	0	2	0	0	3	0	1	1	2	1	2	3	0	0	3	1	0	1	2	1	3	0	7	1	1	0	1	6	0	0					
		0.12%	0.08%	0.0%	0.20%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.15%	0.0%	0.0%	0.08%	0.08%	0.0%	0.0%	0.0%	0.30%	0.09%	0.08%	0.08%	0.21%	0.0%	0.23%	0.0%	0.0%	0.44%	0.0%	0.11%	0.11%	0.19%	0.11%	0.19%	0.23%	0.0%	0.0%	0.34%	0.08%	0.0%	0.12%	0.21%	0.15%	0.29%	0.0%	0.48%	0.07%	0.09%	0.0%	0.06%	1.12%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4627	73	86	84	59	73	91	53	78	92	102	63	82	59	147	125	96	70	111	77	122	82	127	101	60	78	94	87	65	88	79	108	80	72	121	159	93	71	61	98	84	66	106	61	129	1	103	119	107	31	155	182	9	7					
		9.69%	6.46%	10.75%	8.49%	8.26%	9.11%	11.84%	8.16%	10.83%	12.53%	10.99%	10.0%	10.41%	8.10%	12.19%	10.99%	10.22%	7.52%	10.08%	7.84%	11.48%	7.16%	10.54%	10.86%	8.48%	9.24%	9.59%	8.25%	9.55%	8.12%	8.83%	12.85%	7.75%	8.36%	11.60%	12.22%	8.59%	7.81%	6.97%	8.67%	8.40%	8.0%	11.33%	9.18%	12.67%	0.40%	7.18%	9.46%	9.93%	4.77%	10.48%	34.08%	8.65%	4.45%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	107	3	3	1	1	2	2	5	0	0	0	0	1	0	1	2	0	1	4	6	2	5	2	1	2	1	4	2	0	2	4	1	0	4	2	1	6	3	1	0	2	3	1	0	0	5	8	1	4	0	4	4	0	0					
		0.22%	0.26%	0.37%	0.10%	0.14%	0.24%	0.26%	0.77%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.08%	0.17%	0.0%	0.10%	0.36%	0.61%	0.18%	0.43%	0.16%	0.10%	0.28%	0.11%	0.40%	0.18%	0.0%	0.18%	0.44%	0.11%	0.0%	0.46%	0.19%	0.07%	0.55%	0.33%	0.11%	0.0%	0.20%	0.36%	0.10%	0.0%	0.0%	2.03%	0.55%	0.07%	0.37%	0.0%	0.27%	0.74%	0.0%	0.0%					
35	"18. ""ЛДПР"""	7046	187	135	176	100	85	109	104	86	92	113	105	114	105	160	153	133	131	123	166	162	157	158	122	112	98	131	168	85	157	125	110	136	128	156	202	167	128	150	166	145	135	142	124	182	11	311	183	151	130	216	82	16	23					
		14.77%	16.54%	16.87%	17.79%	14.00%	10.61%	14.19%	16.02%	11.94%	12.53%	12.17%	16.66%	14.48%	14.42%	13.27%	13.45%	14.16%	14.08%	11.17%	16.92%	15.25%	13.71%	13.12%	13.11%	15.84%	11.61%	13.36%	15.93%	12.5%	14.49%	13.98%	13.09%	13.17%	14.86%	14.95%	15.52%	15.43%	14.09%	17.16%	14.69%	14.51%	16.36%	15.18%	18.67%	17.87%	4.47%	21.70%	14.55%	14.02%	20.03%	14.60%	15.35%	15.38%	14.64%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	484	8	14	14	5	13	2	9	6	3	11	8	11	10	11	4	9	14	8	6	19	17	13	11	8	14	9	4	5	10	10	13	14	7	14	14	8	15	7	5	8	9	2	13	8	1	16	7	8	11	8	4	2	4					
		1.01%	0.70%	1.75%	1.41%	0.70%	1.62%	0.26%	1.38%	0.83%	0.40%	1.18%	1.26%	1.39%	1.37%	0.91%	0.35%	0.95%	1.50%	0.72%	0.61%	1.78%	1.48%	1.07%	1.18%	1.13%	1.65%	0.91%	0.37%	0.73%	0.92%	1.11%	1.54%	1.35%	0.81%	1.34%	1.07%	0.73%	1.65%	0.80%	0.44%	0.80%	1.09%	0.21%	1.95%	0.78%	0.40%	1.11%	0.55%	0.74%	1.69%	0.54%	0.74%	1.92%	2.54%					
37	"20. ""Политическая партия ""Единая Россия"""	18735	499	299	370	289	318	292	284	278	288	355	272	293	301	487	408	380	407	431	390	402	487	488	350	275	337	369	409	256	422	336	322	451	347	383	452	420	383	350	470	433	303	394	262	352	161	442	474	437	300	597	130	39	61					
		39.27%	44.15%	37.37%	37.41%	40.47%	39.70%	38.02%	43.75%	38.61%	39.23%	38.25%	43.17%	37.22%	41.34%	40.41%	35.88%	40.46%	43.76%	39.14%	39.75%	37.85%	42.53%	40.53%	37.63%	38.89%	39.92%	37.65%	38.80%	37.64%	38.96%	37.58%	38.33%	43.70%	40.30%	36.72%	34.74%	38.81%	42.18%	40.04%	41.59%	43.34%	36.72%	42.13%	39.45%	34.57%	65.44%	30.84%	37.70%	40.57%	46.22%	40.36%	24.34%	37.5%	38.85%					
38	"21. ""Российская Конституционно-демократическая партия"""	74	3	0	3	0	1	0	1	0	0	1	1	0	2	4	2	0	1	2	0	4	0	1	1	2	0	1	2	1	0	1	0	4	2	1	1	0	0	0	2	5	0	1	0	1	0	8	2	3	0	3	7	0	0					
		0.15%	0.26%	0.0%	0.30%	0.0%	0.12%	0.0%	0.15%	0.0%	0.0%	0.10%	0.15%	0.0%	0.27%	0.33%	0.17%	0.0%	0.10%	0.18%	0.0%	0.37%	0.0%	0.08%	0.10%	0.28%	0.0%	0.10%	0.18%	0.14%	0.0%	0.11%	0.0%	0.38%	0.23%	0.09%	0.07%	0.0%	0.0%	0.0%	0.17%	0.50%	0.0%	0.10%	0.0%	0.09%	0.0%	0.55%	0.15%	0.27%	0.0%	0.20%	1.31%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	121	4	2	1	2	2	1	2	2	3	2	2	1	0	0	0	3	1	3	5	3	0	3	0	4	1	5	5	1	0	2	0	0	1	1	3	5	2	4	5	6	3	0	4	5	2	4	5	6	1	2	2	0	0					
		0.25%	0.35%	0.25%	0.10%	0.28%	0.24%	0.13%	0.30%	0.27%	0.40%	0.21%	0.31%	0.12%	0.0%	0.0%	0.0%	0.31%	0.10%	0.27%	0.50%	0.28%	0.0%	0.24%	0.0%	0.56%	0.11%	0.51%	0.47%	0.14%	0.0%	0.22%	0.0%	0.0%	0.11%	0.09%	0.23%	0.46%	0.22%	0.45%	0.44%	0.60%	0.36%	0.0%	0.60%	0.49%	0.81%	0.27%	0.39%	0.55%	0.15%	0.13%	0.37%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5220	92	79	94	77	112	110	65	80	101	127	53	70	111	125	165	88	76	163	111	92	139	143	106	66	113	122	118	81	151	109	85	105	93	90	132	120	98	94	96	112	116	95	56	83	24	102	158	157	56	165	11	19	14					
		10.94%	8.14%	9.87%	9.50%	10.78%	13.98%	14.32%	10.01%	11.11%	13.76%	13.68%	8.41%	8.89%	15.24%	10.37%	14.51%	9.37%	8.17%	14.80%	11.31%	8.66%	12.13%	11.87%	11.39%	9.33%	13.38%	12.44%	11.19%	11.91%	13.94%	12.19%	10.11%	10.17%	10.80%	8.62%	10.14%	11.09%	10.79%	10.75%	8.49%	11.21%	14.06%	10.16%	8.43%	8.15%	9.75%	7.11%	12.56%	14.57%	8.62%	11.15%	2.05%	18.26%	8.91%					
																																																												
41	Против всех	2034	71	32	31	36	29	19	20	24	21	36	18	22	16	42	57	31	29	45	37	49	42	40	32	24	36	39	51	23	33	37	43	44	42	36	68	47	43	37	42	47	27	47	33	90	5	112	52	29	28	63	68	4	5					
		4.26%	6.28%	4.0%	3.13%	5.04%	3.62%	2.47%	3.08%	3.33%	2.86%	3.87%	2.85%	2.79%	2.19%	3.48%	5.01%	3.30%	3.11%	4.08%	3.77%	4.61%	3.66%	3.32%	3.44%	3.39%	4.26%	3.97%	4.83%	3.38%	3.04%	4.13%	5.11%	4.26%	4.87%	3.45%	5.22%	4.34%	4.73%	4.23%	3.71%	4.70%	3.27%	5.02%	4.96%	8.84%	2.03%	7.81%	4.13%	2.69%	4.31%	4.25%	12.73%	3.84%	3.18%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
