Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
"Наименование Избирательной комиссии:    Самара, Октябрьская"																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16807	409	416	425	278	1185	274	397	424	405	447	252	261	404	276	515	261	252	333	373	317	918	355	264	494	421	478	688	497	399	351	583	284	236	377	375	310	326	363	383	369	432					
		30.71%	23.89%	26.74%	33.05%	23.97%	61.46%	18.41%	27.82%	28.73%	26.08%	34.46%	22.68%	19.73%	31.69%	22.35%	38.12%	29.93%	23.60%	29.65%	26.64%	24.05%	35.61%	28.40%	25.05%	30.25%	29.20%	28.52%	45.17%	35.25%	28.30%	27.97%	46.64%	31.59%	31.64%	31.29%	33.27%	25.98%	28.08%	33.15%	36.69%	27.35%	29.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	331	12	10	7	11	4	13	7	9	7	7	14	5	5	7	3	4	6	6	17	6	14	13	7	7	10	4	10	5	8	10	10	7	4	9	7	3	10	5	7	9	12					
		0.60%	0.70%	0.64%	0.54%	0.95%	0.21%	0.87%	0.49%	0.61%	0.45%	0.54%	1.26%	0.38%	0.39%	0.57%	0.22%	0.46%	0.56%	0.53%	1.21%	0.46%	0.54%	1.04%	0.66%	0.43%	0.69%	0.24%	0.66%	0.35%	0.57%	0.80%	0.80%	0.78%	0.54%	0.75%	0.62%	0.25%	0.86%	0.46%	0.67%	0.67%	0.81%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
