Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Судогодская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	217	8	8	18	7	8	3	5	11	5	1	0	1	2	2	3	15	6	5	3	6	14	1	7	2	6	5	9	13	10	2	3	5	0	4	5	1	1	10	2									
		1.69%	1.44%	1.26%	3.01%	1.02%	1.28%	0.65%	1.16%	1.97%	1.92%	0.32%	0.00%	1.20%	1.04%	1.67%	3.13%	2.39%	2.04%	2.01%	2.56%	1.27%	3.13%	0.79%	2.92%	0.85%	7.41%	1.10%	2.28%	1.61%	2.22%	1.08%	1.42%	4.35%	0.00%	0.75%	1.14%	2.38%	1.92%	2.73%	1.82%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	490	18	22	24	18	28	16	20	27	10	15	4	6	11	1	0	23	8	11	7	15	22	3	3	11	2	15	14	35	11	6	14	3	2	27	13	1	1	20	3									
		3.82%	3.24%	3.46%	4.01%	2.63%	4.47%	3.49%	4.63%	4.85%	3.83%	4.82%	3.36%	7.23%	5.73%	0.83%	0.00%	3.67%	2.72%	4.42%	5.98%	3.16%	4.91%	2.36%	1.25%	4.70%	2.47%	3.30%	3.55%	4.33%	2.44%	3.24%	6.64%	2.61%	3.57%	5.09%	2.97%	2.38%	1.92%	5.46%	2.73%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	421	23	16	19	32	27	21	10	23	6	11	4	0	8	5	2	19	11	7	1	18	16	1	3	13	3	15	7	20	8	8	13	2	2	19	11	1	1	14	1									
		3.28%	4.14%	2.52%	3.17%	4.67%	4.31%	4.58%	2.31%	4.13%	2.30%	3.54%	3.36%	0.00%	4.17%	4.17%	2.08%	3.03%	3.74%	2.81%	0.85%	3.80%	3.57%	0.79%	1.25%	5.56%	3.70%	3.30%	1.78%	2.47%	1.77%	4.32%	6.16%	1.74%	3.57%	3.58%	2.51%	2.38%	1.92%	3.83%	0.91%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5940	252	316	228	301	266	191	190	218	135	134	46	34	104	63	59	206	126	126	57	245	215	68	131	110	43	208	197	455	217	121	108	72	43	183	178	23	20	185	66									
		46.28%	45.41%	49.69%	38.06%	43.94%	42.49%	41.61%	43.98%	39.14%	51.72%	43.09%	38.66%	40.96%	54.17%	52.50%	61.46%	32.85%	42.86%	50.60%	48.72%	51.69%	47.99%	53.54%	54.58%	47.01%	53.09%	45.81%	50.00%	56.24%	48.12%	65.41%	51.18%	62.61%	76.79%	34.53%	40.64%	54.76%	38.46%	50.55%	60.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	97	9	6	4	3	6	2	3	3	1	5	0	0	0	1	1	6	6	2	2	0	4	3	2	0	0	9	4	1	4	1	0	0	0	2	2	0	3	1	1									
		0.76%	1.62%	0.94%	0.67%	0.44%	0.96%	0.44%	0.69%	0.54%	0.38%	1.61%	0.00%	0.00%	0.00%	0.83%	1.04%	0.96%	2.04%	0.80%	1.71%	0.00%	0.89%	2.36%	0.83%	0.00%	0.00%	1.98%	1.02%	0.12%	0.89%	0.54%	0.00%	0.00%	0.00%	0.38%	0.46%	0.00%	5.77%	0.27%	0.91%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	0	1	1	0	0	1	0	2	4	0	0	0	2	0	1	3	1	2	1	1	1	1	2	0	1	3	0	1	1	1	0	0	0	1	0	0	0	2	1									
		0.27%	0.00%	0.16%	0.17%	0.00%	0.00%	0.22%	0.00%	0.36%	1.53%	0.00%	0.00%	0.00%	1.04%	0.00%	1.04%	0.48%	0.34%	0.80%	0.85%	0.21%	0.22%	0.79%	0.83%	0.00%	1.23%	0.66%	0.00%	0.12%	0.22%	0.54%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.55%	0.91%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2448	106	112	115	121	102	92	96	136	52	65	28	14	21	16	18	137	68	42	22	73	68	40	49	60	12	84	55	130	94	21	28	10	3	140	124	6	6	61	21									
		19.07%	19.10%	17.61%	19.20%	17.66%	16.29%	20.04%	22.22%	24.42%	19.92%	20.90%	23.53%	16.87%	10.94%	13.33%	18.75%	21.85%	23.13%	16.87%	18.80%	15.40%	15.18%	31.50%	20.42%	25.64%	14.81%	18.50%	13.96%	16.07%	20.84%	11.35%	13.27%	8.70%	5.36%	26.42%	28.31%	14.29%	11.54%	16.67%	19.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	3	1	3	3	4	6	0	1	0	1	0	0	0	0	1	4	1	0	0	1	2	0	2	0	0	2	2	1	0	0	0	0	0	3	1	0	0	2	0									
		0.34%	0.54%	0.16%	0.50%	0.44%	0.64%	1.31%	0.00%	0.18%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	1.04%	0.64%	0.34%	0.00%	0.00%	0.21%	0.45%	0.00%	0.83%	0.00%	0.00%	0.44%	0.51%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.23%	0.00%	0.00%	0.55%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	5	8	6	5	2	1	0	5	1	1	0	0	2	0	0	14	2	5	0	3	4	0	3	1	1	3	2	0	7	1	2	0	0	5	3	0	0	2	0									
		0.73%	0.90%	1.26%	1.00%	0.73%	0.32%	0.22%	0.00%	0.90%	0.38%	0.32%	0.00%	0.00%	1.04%	0.00%	0.00%	2.23%	0.68%	2.01%	0.00%	0.63%	0.89%	0.00%	1.25%	0.43%	1.23%	0.66%	0.51%	0.00%	1.55%	0.54%	0.95%	0.00%	0.00%	0.94%	0.68%	0.00%	0.00%	0.55%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	1	2	2	2	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	3	1	1	2	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0									
		0.19%	0.18%	0.31%	0.33%	0.29%	0.32%	0.00%	0.23%	0.00%	0.38%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.63%	0.22%	0.79%	0.83%	0.00%	0.00%	0.22%	0.51%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	114	5	11	6	8	10	4	4	3	5	2	3	0	0	1	0	11	4	0	0	5	6	0	0	0	1	2	3	3	1	0	0	0	0	12	1	0	0	3	0									
		0.89%	0.90%	1.73%	1.00%	1.17%	1.60%	0.87%	0.93%	0.54%	1.92%	0.64%	2.52%	0.00%	0.00%	0.83%	0.00%	1.75%	1.36%	0.00%	0.00%	1.05%	1.34%	0.00%	0.00%	0.00%	1.23%	0.44%	0.76%	0.37%	0.22%	0.00%	0.00%	0.00%	0.00%	2.26%	0.23%	0.00%	0.00%	0.82%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2029	71	92	120	135	135	81	83	95	30	49	19	19	19	20	7	112	44	36	15	71	58	2	20	23	11	69	67	132	73	17	34	15	6	99	69	9	14	46	12									
		15.81%	12.79%	14.47%	20.03%	19.71%	21.57%	17.65%	19.21%	17.06%	11.49%	15.76%	15.97%	22.89%	9.90%	16.67%	7.29%	17.86%	14.97%	14.46%	12.82%	14.98%	12.95%	1.57%	8.33%	9.83%	13.58%	15.20%	17.01%	16.32%	16.19%	9.19%	16.11%	13.04%	10.71%	18.68%	15.75%	21.43%	26.92%	12.57%	10.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	9	4	1	2	3	3	1	5	0	1	1	0	0	1	0	21	2	1	0	2	4	1	2	1	0	1	0	1	1	0	1	0	0	3	2	0	2	0	0									
		0.59%	1.62%	0.63%	0.17%	0.29%	0.48%	0.65%	0.23%	0.90%	0.00%	0.32%	0.84%	0.00%	0.00%	0.83%	0.00%	3.35%	0.68%	0.40%	0.00%	0.42%	0.89%	0.79%	0.83%	0.43%	0.00%	0.22%	0.00%	0.12%	0.22%	0.00%	0.47%	0.00%	0.00%	0.57%	0.46%	0.00%	3.85%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	566	30	29	42	26	31	32	19	22	3	14	12	7	20	9	2	39	11	6	8	15	27	4	2	11	0	26	19	12	17	6	3	2	0	22	18	1	3	15	1									
		4.41%	5.41%	4.56%	7.01%	3.80%	4.95%	6.97%	4.40%	3.95%	1.15%	4.50%	10.08%	8.43%	10.42%	7.50%	2.08%	6.22%	3.74%	2.41%	6.84%	3.16%	6.03%	3.15%	0.83%	4.70%	0.00%	5.73%	4.82%	1.48%	3.77%	3.24%	1.42%	1.74%	0.00%	4.15%	4.11%	2.38%	5.77%	4.10%	0.91%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
