Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Скопинская городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	867	53	61	42	73	52	45	50	51	67	50	85	82	38	33	17	14	54					
		7.10%	6.43%	11.05%	8.75%	13.74%	8.59%	8.09%	11.26%	5.87%	7.21%	6.66%	7.29%	8.56%	4.85%	3.45%	7.90%	4.60%	4.18%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	250	11	8	8	12	13	16	9	20	26	21	21	26	13	11	1	4	30					
		2.04%	1.33%	1.44%	1.66%	2.25%	2.14%	2.87%	2.02%	2.30%	2.79%	2.8%	1.80%	2.71%	1.66%	1.15%	0.46%	1.31%	2.32%					
22	"5. ""За Русь Святую"""	48	6	4	3	3	2	3	2	0	4	4	3	1	3	3	1	1	5					
		0.39%	0.72%	0.72%	0.62%	0.56%	0.33%	0.53%	0.45%	0.0%	0.43%	0.53%	0.25%	0.10%	0.38%	0.31%	0.46%	0.32%	0.38%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	1	0	1	0	0	1	2	0	3	0	2	1	0	2	2	1	0					
		0.13%	0.12%	0.0%	0.20%	0.0%	0.0%	0.17%	0.45%	0.0%	0.32%	0.0%	0.17%	0.10%	0.0%	0.20%	0.93%	0.32%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	77	6	4	2	5	5	4	1	5	5	5	8	7	6	4	0	1	9					
		0.63%	0.72%	0.72%	0.41%	0.94%	0.82%	0.71%	0.22%	0.57%	0.53%	0.66%	0.68%	0.73%	0.76%	0.41%	0.0%	0.32%	0.69%					
25	"8. ""Народно-республиканская партия России"""	15	0	2	0	1	1	0	0	0	1	0	1	2	0	0	2	1	4					
		0.12%	0.0%	0.36%	0.0%	0.18%	0.16%	0.0%	0.0%	0.0%	0.10%	0.0%	0.08%	0.20%	0.0%	0.0%	0.93%	0.32%	0.30%					
26	"9. ""Российская экологическая партия ""Зеленые"""	39	0	1	3	2	3	1	0	1	2	5	2	5	5	1	0	1	7					
		0.31%	0.0%	0.18%	0.62%	0.37%	0.49%	0.17%	0.0%	0.11%	0.21%	0.66%	0.17%	0.52%	0.63%	0.10%	0.0%	0.32%	0.54%					
27	"10. ""Аграрная партия России"""	524	51	27	22	18	10	26	17	36	41	35	50	29	32	33	16	13	68					
		4.29%	6.18%	4.89%	4.58%	3.38%	1.65%	4.67%	3.82%	4.14%	4.41%	4.66%	4.29%	3.03%	4.08%	3.45%	7.44%	4.27%	5.26%					
28	"11. ""Истинные патриоты России"""	5	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0					
		0.04%	0.0%	0.0%	0.20%	0.18%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	129	13	13	6	6	9	4	4	8	7	6	11	4	4	6	3	0	25					
		1.05%	1.57%	2.35%	1.25%	1.12%	1.48%	0.71%	0.90%	0.92%	0.75%	0.8%	0.94%	0.41%	0.51%	0.62%	1.39%	0.0%	1.93%					
30	"13. ""Демократическая партия России"""	32	5	1	2	0	0	1	7	1	2	3	4	0	2	2	0	0	2					
		0.26%	0.60%	0.18%	0.41%	0.0%	0.0%	0.17%	1.57%	0.11%	0.21%	0.4%	0.34%	0.0%	0.25%	0.20%	0.0%	0.0%	0.15%					
31	"14. ""Великая Россия - Евразийский Союз"""	24	5	0	1	1	1	2	4	0	1	0	3	1	0	0	1	0	4					
		0.19%	0.60%	0.0%	0.20%	0.18%	0.16%	0.35%	0.90%	0.0%	0.10%	0.0%	0.25%	0.10%	0.0%	0.0%	0.46%	0.0%	0.30%					
32	"15. ""Партия СЛОН"""	17	0	2	0	1	1	0	1	3	0	2	1	1	2	1	1	0	1					
		0.13%	0.0%	0.36%	0.0%	0.18%	0.16%	0.0%	0.22%	0.34%	0.0%	0.26%	0.08%	0.10%	0.25%	0.10%	0.46%	0.0%	0.07%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1397	97	69	58	45	83	55	42	107	138	89	101	149	90	97	9	24	144					
		11.44%	11.77%	12.49%	12.08%	8.47%	13.71%	9.89%	9.45%	12.32%	14.85%	11.86%	8.66%	15.56%	11.49%	10.14%	4.18%	7.89%	11.15%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	0	0	0	1	3	4	0	0	3	1	0	1	2	2	0	1	0					
		0.14%	0.0%	0.0%	0.0%	0.18%	0.49%	0.71%	0.0%	0.0%	0.32%	0.13%	0.0%	0.10%	0.25%	0.20%	0.0%	0.32%	0.0%					
35	"18. ""ЛДПР"""	1424	85	64	58	41	97	68	45	97	110	90	134	107	100	121	13	40	154					
		11.66%	10.31%	11.59%	12.08%	7.72%	16.03%	12.23%	10.13%	11.17%	11.84%	12.0%	11.50%	11.18%	12.77%	12.65%	6.04%	13.15%	11.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	137	10	7	4	3	3	5	2	11	10	6	19	14	6	16	0	3	18					
		1.12%	1.21%	1.26%	0.83%	0.56%	0.49%	0.89%	0.45%	1.26%	1.07%	0.8%	1.63%	1.46%	0.76%	1.67%	0.0%	0.98%	1.39%					
37	"20. ""Политическая партия ""Единая Россия"""	3998	271	170	119	195	195	160	147	279	289	252	423	303	250	319	103	114	409					
		32.74%	32.88%	30.79%	24.79%	36.72%	32.23%	28.77%	33.10%	32.14%	31.10%	33.6%	36.30%	31.66%	31.92%	33.36%	47.90%	37.5%	31.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	24	2	0	1	1	2	2	1	4	1	0	3	1	2	2	0	0	2					
		0.19%	0.24%	0.0%	0.20%	0.18%	0.33%	0.35%	0.22%	0.46%	0.10%	0.0%	0.25%	0.10%	0.25%	0.20%	0.0%	0.0%	0.15%					
39	"22. ""Развитие предпринимательства"""	25	0	3	1	0	0	0	1	1	1	3	2	3	1	2	0	2	5					
		0.20%	0.0%	0.54%	0.20%	0.0%	0.0%	0.0%	0.22%	0.11%	0.10%	0.4%	0.17%	0.31%	0.12%	0.20%	0.0%	0.65%	0.38%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1943	142	68	103	80	52	100	72	161	125	94	143	143	139	202	32	47	240					
		15.91%	17.23%	12.31%	21.45%	15.06%	8.59%	17.98%	16.21%	18.54%	13.45%	12.53%	12.27%	14.94%	17.75%	21.12%	14.88%	15.46%	18.59%					
																								
41	Против всех	669	34	22	27	20	41	33	13	43	55	55	100	41	50	60	6	18	51					
		5.47%	4.12%	3.98%	5.62%	3.76%	6.77%	5.93%	2.92%	4.95%	5.92%	7.33%	8.58%	4.28%	6.38%	6.27%	2.79%	5.92%	3.95%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
