Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
"Наименование Избирательной комиссии:    Магнитогорск, Правобережная"																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1520	50	20	20	20	20	20	20	20	20	50	50	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	20	20	20	50	20	30	20	20	20	20	20	120	20	130	50	20	20	20	50	20	20	50	50	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	742	5	5	4	1	10	8	10	7	7	39	13	9	5	6	9	6	10	12	10	12	2	7	10	11	10	4	0	8	12	5	13	12	20	10	5	6	13	11	109	8	88	10	7	9	13	18	12	7	12	50	9	17	17	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	208	1	4	3	2	3	3	2	4	0	2	7	2	4	4	13	3	3	1	6	2	0	2	2	11	4	2	4	3	3	2	0	1	4	4	1	5	14	1	4	4	7	4	0	5	1	4	3	7	3	9	3	10	8	4					
14	Число погашенных открепительных удостоверений	778	45	15	16	19	10	12	10	13	13	11	37	11	15	14	11	14	10	8	10	8	18	13	10	9	10	16	0	12	8	15	37	8	10	10	15	14	7	9	11	12	42	40	13	11	7	32	8	13	38	0	11	3	3	11					
15	Число открепительных удостоверений выданных ТИК	52	2	2	0	1	2	2	0	1	3	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	2	2	0	0	0	0	2	1	1	2	0	1	1	3	1	1	1	5	0	0	1	1	0	0	3	1	1	1	1	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	602	16	8	5	8	14	13	22	9	17	11	4	12	8	6	13	6	15	7	12	18	9	5	6	12	10	12	1	12	6	18	9	14	17	15	19	13	23	12	6	7	14	12	7	11	15	6	13	10	9	10	10	13	11	11					
		1.16%	1.71%	1.07%	0.78%	1.48%	1.25%	1.09%	2.33%	1.09%	2.12%	1.50%	0.45%	1.15%	0.96%	0.71%	1.16%	0.55%	1.39%	0.68%	1.02%	1.71%	1.29%	0.77%	0.89%	1.22%	1.10%	1.42%	0.45%	1.65%	0.62%	1.72%	1.03%	1.18%	1.52%	1.21%	1.49%	1.14%	1.54%	1.41%	0.85%	0.71%	1.03%	1.23%	1.17%	1.30%	1.26%	0.66%	1.24%	0.95%	0.80%	0.76%	1.04%	1.10%	0.93%	1.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2078	21	15	25	15	40	57	42	22	28	45	40	43	30	15	49	35	74	51	53	48	28	18	19	42	38	21	10	34	39	38	29	54	29	30	39	50	44	27	25	49	77	24	23	44	52	31	37	52	52	69	40	50	54	62					
		4.01%	2.24%	2.01%	3.90%	2.77%	3.58%	4.80%	4.45%	2.66%	3.5%	6.13%	4.58%	4.13%	3.63%	1.77%	4.40%	3.26%	6.89%	5.01%	4.51%	4.58%	4.03%	2.79%	2.84%	4.28%	4.18%	2.48%	4.52%	4.69%	4.08%	3.63%	3.32%	4.56%	2.60%	2.43%	3.06%	4.41%	2.95%	3.18%	3.58%	4.97%	5.67%	2.47%	3.85%	5.23%	4.39%	3.41%	3.54%	4.94%	4.67%	5.30%	4.19%	4.24%	4.57%	5.89%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2469	40	36	32	30	67	66	56	43	39	39	39	53	37	43	46	38	36	43	56	64	32	29	25	55	47	33	48	56	39	49	46	63	55	54	47	55	52	57	33	41	46	28	19	44	51	47	35	41	43	54	74	68	49	51					
		4.76%	4.28%	4.83%	4.99%	5.55%	6.00%	5.56%	5.94%	5.21%	4.87%	5.32%	4.47%	5.09%	4.48%	5.09%	4.13%	3.54%	3.35%	4.23%	4.76%	6.11%	4.61%	4.49%	3.74%	5.61%	5.17%	3.90%	21.71%	7.73%	4.08%	4.68%	5.28%	5.32%	4.93%	4.38%	3.69%	4.85%	3.49%	6.72%	4.72%	4.16%	3.39%	2.88%	3.18%	5.23%	4.30%	5.17%	3.34%	3.89%	3.86%	4.15%	7.76%	5.77%	4.15%	4.85%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2430	36	23	27	22	52	61	50	35	29	47	47	36	39	31	52	54	74	54	55	58	31	36	23	52	62	35	2	31	46	40	25	52	45	52	57	44	63	37	34	49	67	54	33	29	35	33	49	61	72	51	53	71	64	60					
		4.69%	3.85%	3.08%	4.21%	4.07%	4.65%	5.13%	5.30%	4.24%	3.62%	6.41%	5.38%	3.46%	4.72%	3.67%	4.67%	5.03%	6.89%	5.31%	4.68%	5.53%	4.46%	5.58%	3.44%	5.30%	6.82%	4.14%	0.90%	4.28%	4.82%	3.82%	2.87%	4.39%	4.03%	4.22%	4.48%	3.88%	4.23%	4.36%	4.87%	4.97%	4.94%	5.57%	5.53%	3.45%	2.95%	3.63%	4.68%	5.79%	6.47%	3.92%	5.56%	6.03%	5.42%	5.70%					
22	"5. ""За Русь Святую"""	124	2	3	1	2	4	2	0	5	0	4	1	0	0	0	3	1	0	2	2	4	4	2	2	2	2	1	0	4	2	3	4	1	5	6	2	5	2	6	2	3	6	0	0	0	1	6	5	1	1	2	0	0	8	0					
		0.23%	0.21%	0.40%	0.15%	0.37%	0.35%	0.16%	0.0%	0.60%	0.0%	0.54%	0.11%	0.0%	0.0%	0.0%	0.26%	0.09%	0.0%	0.19%	0.17%	0.38%	0.57%	0.31%	0.29%	0.20%	0.22%	0.11%	0.0%	0.55%	0.20%	0.28%	0.45%	0.08%	0.44%	0.48%	0.15%	0.44%	0.13%	0.70%	0.28%	0.30%	0.44%	0.0%	0.0%	0.0%	0.08%	0.66%	0.47%	0.09%	0.08%	0.15%	0.0%	0.0%	0.67%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	107	1	2	4	3	2	2	1	1	1	4	1	9	3	0	1	1	1	1	3	2	2	1	0	0	0	2	3	2	1	1	2	3	3	4	2	5	3	1	1	1	5	3	0	1	0	3	3	1	1	2	0	4	4	0					
		0.20%	0.10%	0.26%	0.62%	0.55%	0.17%	0.16%	0.10%	0.12%	0.12%	0.54%	0.11%	0.86%	0.36%	0.0%	0.08%	0.09%	0.09%	0.09%	0.25%	0.19%	0.28%	0.15%	0.0%	0.0%	0.0%	0.23%	1.35%	0.27%	0.10%	0.09%	0.22%	0.25%	0.26%	0.32%	0.15%	0.44%	0.20%	0.11%	0.14%	0.10%	0.36%	0.30%	0.0%	0.11%	0.0%	0.33%	0.28%	0.09%	0.08%	0.15%	0.0%	0.33%	0.33%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	256	4	1	7	6	3	6	4	0	4	3	3	7	6	3	1	1	7	6	8	10	2	2	2	0	11	4	0	3	6	4	5	3	5	6	12	5	9	2	10	4	6	3	4	11	9	3	3	6	7	6	3	5	2	3					
		0.49%	0.42%	0.13%	1.09%	1.11%	0.26%	0.50%	0.42%	0.0%	0.5%	0.40%	0.34%	0.67%	0.72%	0.35%	0.08%	0.09%	0.65%	0.59%	0.68%	0.95%	0.28%	0.31%	0.29%	0.0%	1.21%	0.47%	0.0%	0.41%	0.62%	0.38%	0.57%	0.25%	0.44%	0.48%	0.94%	0.44%	0.60%	0.23%	1.43%	0.40%	0.44%	0.30%	0.67%	1.30%	0.76%	0.33%	0.28%	0.57%	0.62%	0.46%	0.31%	0.42%	0.16%	0.28%					
25	"8. ""Народно-республиканская партия России"""	42	0	0	1	1	0	2	0	1	1	0	0	3	0	0	1	1	0	1	0	0	1	0	3	0	0	1	0	1	0	1	2	0	1	0	1	0	2	0	1	0	0	1	2	0	1	0	1	6	4	0	1	0	0	0					
		0.08%	0.0%	0.0%	0.15%	0.18%	0.0%	0.16%	0.0%	0.12%	0.12%	0.0%	0.0%	0.28%	0.0%	0.0%	0.08%	0.09%	0.0%	0.09%	0.0%	0.0%	0.14%	0.0%	0.44%	0.0%	0.0%	0.11%	0.0%	0.13%	0.0%	0.09%	0.22%	0.0%	0.08%	0.0%	0.07%	0.0%	0.13%	0.0%	0.14%	0.0%	0.0%	0.10%	0.33%	0.0%	0.08%	0.0%	0.09%	0.57%	0.35%	0.0%	0.10%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	159	3	1	1	1	2	5	5	0	4	4	1	6	1	2	2	1	2	3	3	2	2	3	0	0	0	2	0	0	1	5	3	2	1	1	4	6	10	0	2	5	14	4	1	3	2	2	3	4	3	7	6	3	3	8					
		0.30%	0.32%	0.13%	0.15%	0.18%	0.17%	0.42%	0.53%	0.0%	0.5%	0.54%	0.11%	0.57%	0.12%	0.23%	0.17%	0.09%	0.18%	0.29%	0.25%	0.19%	0.28%	0.46%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.10%	0.47%	0.34%	0.16%	0.08%	0.08%	0.31%	0.53%	0.67%	0.0%	0.28%	0.50%	1.03%	0.41%	0.16%	0.35%	0.16%	0.22%	0.28%	0.38%	0.26%	0.53%	0.62%	0.25%	0.25%	0.76%					
27	"10. ""Аграрная партия России"""	797	17	12	5	4	10	22	12	13	18	11	14	21	5	16	15	15	22	15	22	19	14	14	5	21	13	21	2	10	8	18	19	18	18	21	13	8	15	11	10	17	18	18	3	9	30	18	27	20	14	24	10	15	18	9					
		1.53%	1.82%	1.61%	0.78%	0.74%	0.89%	1.85%	1.27%	1.57%	2.25%	1.50%	1.60%	2.01%	0.60%	1.89%	1.34%	1.39%	2.05%	1.47%	1.87%	1.81%	2.01%	2.17%	0.74%	2.14%	1.43%	2.48%	0.90%	1.38%	0.83%	1.72%	2.18%	1.52%	1.61%	1.70%	1.02%	0.70%	1.00%	1.29%	1.43%	1.72%	1.32%	1.85%	0.50%	1.07%	2.53%	1.98%	2.58%	1.90%	1.25%	1.84%	1.04%	1.27%	1.52%	0.85%					
28	"11. ""Истинные патриоты России"""	82	1	0	2	0	0	4	0	1	0	1	0	1	0	3	3	0	1	0	0	1	1	4	0	3	1	2	0	1	1	1	1	7	2	2	4	5	4	0	0	2	0	4	4	0	1	1	1	5	2	2	2	1	0	0					
		0.15%	0.10%	0.0%	0.31%	0.0%	0.0%	0.33%	0.0%	0.12%	0.0%	0.13%	0.0%	0.09%	0.0%	0.35%	0.26%	0.0%	0.09%	0.0%	0.0%	0.09%	0.14%	0.62%	0.0%	0.30%	0.11%	0.23%	0.0%	0.13%	0.10%	0.09%	0.11%	0.59%	0.17%	0.16%	0.31%	0.44%	0.26%	0.0%	0.0%	0.20%	0.0%	0.41%	0.67%	0.0%	0.08%	0.11%	0.09%	0.47%	0.17%	0.15%	0.20%	0.08%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	305	7	7	4	1	10	9	7	3	6	2	6	9	3	5	9	5	7	2	6	2	1	4	1	8	8	2	2	4	4	6	8	8	5	9	10	4	12	12	2	5	6	9	5	4	9	7	5	5	2	6	6	5	7	4					
		0.58%	0.74%	0.93%	0.62%	0.18%	0.89%	0.75%	0.74%	0.36%	0.75%	0.27%	0.68%	0.86%	0.36%	0.59%	0.80%	0.46%	0.65%	0.19%	0.51%	0.19%	0.14%	0.62%	0.14%	0.81%	0.88%	0.23%	0.90%	0.55%	0.41%	0.57%	0.91%	0.67%	0.44%	0.73%	0.78%	0.35%	0.80%	1.41%	0.28%	0.50%	0.44%	0.92%	0.83%	0.47%	0.76%	0.77%	0.47%	0.47%	0.17%	0.46%	0.62%	0.42%	0.59%	0.38%					
30	"13. ""Демократическая партия России"""	71	1	3	1	0	2	1	0	1	1	1	1	0	0	0	13	3	1	0	0	0	0	1	2	0	1	1	1	0	4	1	0	0	0	2	0	3	3	1	2	1	1	2	1	2	1	4	1	1	3	2	0	1	0	0					
		0.13%	0.10%	0.40%	0.15%	0.0%	0.17%	0.08%	0.0%	0.12%	0.12%	0.13%	0.11%	0.0%	0.0%	0.0%	1.16%	0.27%	0.09%	0.0%	0.0%	0.0%	0.0%	0.15%	0.29%	0.0%	0.11%	0.11%	0.45%	0.0%	0.41%	0.09%	0.0%	0.0%	0.0%	0.16%	0.0%	0.26%	0.20%	0.11%	0.28%	0.10%	0.07%	0.20%	0.16%	0.23%	0.08%	0.44%	0.09%	0.09%	0.26%	0.15%	0.0%	0.08%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	60	0	0	0	0	3	0	1	2	1	2	0	0	4	0	1	1	2	1	0	1	1	1	0	2	2	1	1	1	1	1	5	1	0	4	4	4	0	1	0	1	1	1	2	0	0	0	1	0	0	3	0	2	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.10%	0.24%	0.12%	0.27%	0.0%	0.0%	0.48%	0.0%	0.08%	0.09%	0.18%	0.09%	0.0%	0.09%	0.14%	0.15%	0.0%	0.20%	0.22%	0.11%	0.45%	0.13%	0.10%	0.09%	0.57%	0.08%	0.0%	0.32%	0.31%	0.35%	0.0%	0.11%	0.0%	0.10%	0.07%	0.10%	0.33%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.23%	0.0%	0.16%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	30	3	0	0	0	0	3	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	2	1	0	0	0	0	0	2	0	2	2	0	0	1	1					
		0.05%	0.32%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.18%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.11%	0.45%	0.13%	0.10%	0.0%	0.0%	0.0%	0.08%	0.0%	0.07%	0.0%	0.0%	0.11%	0.0%	0.20%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.17%	0.15%	0.0%	0.0%	0.08%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2270	38	29	32	22	58	65	55	23	25	29	28	39	30	38	40	51	75	46	47	49	28	30	29	33	62	40	2	33	42	47	59	39	24	50	64	50	54	41	29	33	74	38	23	41	63	53	41	45	63	44	44	59	39	35					
		4.38%	4.06%	3.89%	4.99%	4.07%	5.19%	5.47%	5.83%	2.78%	3.12%	3.95%	3.21%	3.75%	3.63%	4.50%	3.59%	4.75%	6.98%	4.52%	4.0%	4.68%	4.03%	4.65%	4.34%	3.36%	6.82%	4.73%	0.90%	4.55%	4.40%	4.49%	6.77%	3.29%	2.15%	4.05%	5.03%	4.41%	3.62%	4.83%	4.15%	3.35%	5.45%	3.92%	3.85%	4.88%	5.32%	5.83%	3.92%	4.27%	5.66%	3.38%	4.61%	5.01%	3.30%	3.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	88	7	1	0	1	1	1	0	2	1	0	1	1	1	0	0	2	0	2	1	2	0	1	1	2	0	2	8	1	2	17	6	1	0	1	1	0	1	1	1	1	3	0	0	2	2	0	4	1	2	1	1	0	1	0					
		0.16%	0.74%	0.13%	0.0%	0.18%	0.08%	0.08%	0.0%	0.24%	0.12%	0.0%	0.11%	0.09%	0.12%	0.0%	0.0%	0.18%	0.0%	0.19%	0.08%	0.19%	0.0%	0.15%	0.14%	0.20%	0.0%	0.23%	3.61%	0.13%	0.20%	1.62%	0.68%	0.08%	0.0%	0.08%	0.07%	0.0%	0.06%	0.11%	0.14%	0.10%	0.22%	0.0%	0.0%	0.23%	0.16%	0.0%	0.38%	0.09%	0.17%	0.07%	0.10%	0.0%	0.08%	0.0%					
35	"18. ""ЛДПР"""	5300	108	75	78	66	108	131	93	78	63	72	70	98	67	86	121	101	86	112	155	127	75	70	82	103	86	105	11	79	98	116	68	111	124	146	142	101	139	77	70	115	138	144	54	76	142	82	100	105	101	141	98	104	95	107					
		10.23%	11.56%	10.06%	12.16%	12.22%	9.67%	11.03%	9.87%	9.45%	7.87%	9.82%	8.02%	9.42%	8.12%	10.18%	10.88%	9.42%	8.01%	11.02%	13.19%	12.12%	10.80%	10.85%	12.27%	10.51%	9.46%	12.44%	4.97%	10.91%	10.27%	11.10%	7.80%	9.37%	11.12%	11.85%	11.17%	8.92%	9.33%	9.08%	10.02%	11.67%	10.17%	14.86%	9.06%	9.04%	11.99%	9.02%	9.56%	9.98%	9.08%	10.84%	10.28%	8.83%	8.05%	10.18%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	443	11	11	4	4	10	3	7	14	6	7	7	0	7	8	13	9	3	14	9	8	6	4	6	11	7	8	4	9	9	11	8	13	12	11	8	12	10	7	3	1	0	8	6	6	12	8	10	9	7	21	6	10	11	14					
		0.85%	1.17%	1.47%	0.62%	0.74%	0.89%	0.25%	0.74%	1.69%	0.75%	0.95%	0.80%	0.0%	0.84%	0.94%	1.16%	0.83%	0.27%	1.37%	0.76%	0.76%	0.86%	0.62%	0.89%	1.12%	0.77%	0.94%	1.80%	1.24%	0.94%	1.05%	0.91%	1.09%	1.07%	0.89%	0.62%	1.06%	0.67%	0.82%	0.42%	0.10%	0.0%	0.82%	1.00%	0.71%	1.01%	0.88%	0.95%	0.85%	0.62%	1.61%	0.62%	0.84%	0.93%	1.33%					
37	"20. ""Политическая партия ""Единая Россия"""	27355	493	396	328	277	569	602	458	442	460	372	507	581	460	476	585	583	528	535	604	515	354	341	355	499	451	431	106	337	512	486	461	634	583	674	713	641	856	426	390	563	703	510	317	415	639	507	575	532	555	682	471	645	652	568					
		52.83%	52.78%	53.15%	51.17%	51.29%	50.98%	50.71%	48.61%	53.57%	57.5%	50.75%	58.14%	55.86%	55.75%	56.39%	52.60%	54.38%	49.20%	52.65%	51.40%	49.18%	51.00%	52.86%	53.14%	50.91%	49.61%	51.06%	47.96%	46.54%	53.66%	46.50%	52.92%	53.54%	52.28%	54.70%	56.09%	56.62%	57.48%	50.23%	55.87%	57.15%	51.84%	52.63%	53.18%	49.40%	53.96%	55.77%	55.02%	50.57%	49.91%	52.46%	49.42%	54.80%	55.25%	54.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	77	0	1	0	2	4	1	1	1	2	2	3	1	1	2	0	1	0	0	1	2	0	1	1	1	1	2	2	0	1	1	1	1	4	2	1	2	6	0	1	0	3	2	1	4	0	0	1	4	1	2	0	2	1	3					
		0.14%	0.0%	0.13%	0.0%	0.37%	0.35%	0.08%	0.10%	0.12%	0.25%	0.27%	0.34%	0.09%	0.12%	0.23%	0.0%	0.09%	0.0%	0.0%	0.08%	0.19%	0.0%	0.15%	0.14%	0.10%	0.11%	0.23%	0.90%	0.0%	0.10%	0.09%	0.11%	0.08%	0.35%	0.16%	0.07%	0.17%	0.40%	0.0%	0.14%	0.0%	0.22%	0.20%	0.16%	0.47%	0.0%	0.0%	0.09%	0.38%	0.08%	0.15%	0.0%	0.16%	0.08%	0.28%					
39	"22. ""Развитие предпринимательства"""	106	0	3	1	2	0	1	0	3	3	0	2	2	1	7	1	2	2	2	7	1	0	1	0	2	0	3	0	0	0	1	4	2	3	0	6	2	0	4	1	0	3	4	2	2	2	0	2	1	5	4	3	1	4	4					
		0.20%	0.0%	0.40%	0.15%	0.37%	0.0%	0.08%	0.0%	0.36%	0.37%	0.0%	0.22%	0.19%	0.12%	0.82%	0.08%	0.18%	0.18%	0.19%	0.59%	0.09%	0.0%	0.15%	0.0%	0.20%	0.0%	0.35%	0.0%	0.0%	0.0%	0.09%	0.45%	0.16%	0.26%	0.0%	0.47%	0.17%	0.0%	0.47%	0.14%	0.0%	0.22%	0.41%	0.33%	0.23%	0.16%	0.0%	0.19%	0.09%	0.44%	0.30%	0.31%	0.08%	0.33%	0.38%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3616	74	64	53	41	91	77	76	73	50	37	57	68	73	49	84	85	83	66	63	62	61	39	72	83	72	56	12	52	81	82	61	90	86	83	76	69	96	75	39	64	92	44	48	60	64	66	69	70	91	67	67	60	81	62					
		6.98%	7.92%	8.59%	8.26%	7.59%	8.15%	6.48%	8.06%	8.84%	6.25%	5.04%	6.53%	6.53%	8.84%	5.80%	7.55%	7.92%	7.73%	6.49%	5.36%	5.92%	8.78%	6.04%	10.77%	8.46%	7.92%	6.63%	5.42%	7.18%	8.49%	7.84%	7.00%	7.60%	7.71%	6.73%	5.97%	6.09%	6.44%	8.84%	5.58%	6.49%	6.78%	4.54%	8.05%	7.14%	5.40%	7.26%	6.60%	6.65%	8.18%	5.15%	7.03%	5.09%	6.86%	5.89%					
																																																													
41	Против всех	2242	34	33	26	22	51	44	42	45	34	27	31	47	39	47	44	43	42	44	52	40	29	30	17	39	22	44	3	37	41	63	31	44	77	45	40	28	63	28	27	15	55	48	31	72	48	23	42	72	58	86	43	46	66	42					
		4.33%	3.64%	4.42%	4.05%	4.07%	4.56%	3.70%	4.45%	5.45%	4.25%	3.68%	3.55%	4.51%	4.72%	5.56%	3.95%	4.01%	3.91%	4.33%	4.42%	3.82%	4.17%	4.65%	2.54%	3.97%	2.42%	5.21%	1.35%	5.11%	4.29%	6.02%	3.55%	3.71%	6.90%	3.65%	3.14%	2.47%	4.23%	3.30%	3.86%	1.52%	4.05%	4.95%	5.20%	8.57%	4.05%	2.53%	4.01%	6.84%	5.21%	6.61%	4.51%	3.90%	5.59%	3.99%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
