Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Каширская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	641	44	45	35	3	40	11	0	30	45	15	20	35	7	8	35	5	17	50	5	60	20	10	30	22	19	5	25									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	14	8	2	0	3	2	2	3	3	1	11	4	7	1	3	3	0	3	4	6	2	4	3	2	1	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	39	0	0	0	2	0	4	5	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	4	9	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	70	6	2	6	1	5	1	3	2	2	1	4	5	5	0	0	0	3	2	6	1	1	2	3	0	1	1	7									
		0.45%	0.42%	0.14%	0.82%	0.83%	0.75%	0.25%	0.66%	0.43%	0.44%	0.49%	0.23%	0.43%	0.45%	0.00%	0.00%	0.00%	0.42%	0.41%	1.10%	0.30%	0.21%	0.96%	0.93%	0.00%	0.61%	0.99%	1.96%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	157	6	2	7	3	39	2	1	1	8	8	6	3	6	5	0	1	3	2	18	4	5	5	3	0	3	6	10									
		1.01%	0.42%	0.14%	0.96%	2.48%	5.86%	0.49%	0.22%	0.22%	1.74%	3.88%	0.35%	0.26%	0.54%	0.89%	0.00%	0.76%	0.42%	0.41%	3.31%	1.22%	1.03%	2.40%	0.93%	0.00%	1.83%	5.94%	2.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	8	3	6	0	17	2	3	1	3	3	8	4	4	0	0	1	2	2	4	1	4	3	4	0	2	0	4									
		0.57%	0.56%	0.21%	0.82%	0.00%	2.56%	0.49%	0.66%	0.22%	0.65%	1.46%	0.47%	0.34%	0.36%	0.00%	0.00%	0.76%	0.28%	0.41%	0.74%	0.30%	0.82%	1.44%	1.24%	0.00%	1.22%	0.00%	1.12%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10954	1030	1033	511	98	345	241	312	270	270	116	1318	901	853	426	278	96	523	355	267	276	350	141	250	330	98	56	210									
		70.64%	72.38%	72.24%	70.10%	80.99%	51.88%	59.07%	68.87%	58.19%	58.82%	56.31%	76.94%	77.34%	77.40%	75.80%	79.43%	72.73%	73.46%	72.45%	49.17%	83.89%	71.87%	67.79%	77.64%	80.29%	59.76%	55.45%	58.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	10	3	5	0	3	1	1	2	0	3	0	2	4	1	0	1	3	2	1	1	3	0	0	0	0	0	1									
		0.30%	0.70%	0.21%	0.69%	0.00%	0.45%	0.25%	0.22%	0.43%	0.00%	1.46%	0.00%	0.17%	0.36%	0.18%	0.00%	0.76%	0.42%	0.41%	0.18%	0.30%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	1	0	0	0	1	0	0	2	1	1	0	0	5	1	0	0	3	0	1	0	2	0	0	0	0	0	0									
		0.12%	0.07%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.43%	0.22%	0.49%	0.00%	0.00%	0.45%	0.18%	0.00%	0.00%	0.42%	0.00%	0.18%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	541	2	13	5	5	107	3	6	4	51	36	38	5	17	3	3	5	6	4	103	5	14	1	10	8	28	21	38									
		3.49%	0.14%	0.91%	0.69%	4.13%	16.09%	0.74%	1.32%	0.86%	11.11%	17.48%	2.22%	0.43%	1.54%	0.53%	0.86%	3.79%	0.84%	0.82%	18.97%	1.52%	2.87%	0.48%	3.11%	1.95%	17.07%	20.79%	10.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	5	0	1	0	1	4	0	0	0	0	0	3	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1									
		0.12%	0.35%	0.00%	0.14%	0.00%	0.15%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.18%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	3	1	2	0	5	3	0	1	0	0	0	1	2	0	0	0	2	1	0	0	2	0	0	0	0	0	6									
		0.19%	0.21%	0.07%	0.27%	0.00%	0.75%	0.74%	0.00%	0.22%	0.00%	0.00%	0.00%	0.09%	0.18%	0.00%	0.00%	0.00%	0.28%	0.20%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	1.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	2	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.06%	0.14%	0.07%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	67	5	18	6	0	1	1	3	2	4	2	1	3	3	1	0	1	5	2	3	1	1	0	0	0	1	0	3									
		0.43%	0.35%	1.26%	0.82%	0.00%	0.15%	0.25%	0.66%	0.43%	0.87%	0.97%	0.06%	0.26%	0.27%	0.18%	0.00%	0.76%	0.70%	0.41%	0.55%	0.30%	0.21%	0.00%	0.00%	0.00%	0.61%	0.00%	0.84%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3139	310	323	157	13	109	140	119	166	93	29	332	233	197	118	44	20	149	103	117	29	67	50	50	71	25	16	59									
		20.24%	21.78%	22.59%	21.54%	10.74%	16.39%	34.31%	26.27%	35.78%	20.26%	14.08%	19.38%	20.00%	17.88%	20.99%	12.57%	15.15%	20.93%	21.02%	21.55%	8.81%	13.76%	24.04%	15.53%	17.27%	15.24%	15.84%	16.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	8	3	0	2	1	0	0	2	0	1	0	0	1	1	1	4	2	2	0	2	1	0	0	1	0	0									
		0.21%	0.07%	0.56%	0.41%	0.00%	0.30%	0.25%	0.00%	0.00%	0.44%	0.00%	0.06%	0.00%	0.00%	0.18%	0.29%	0.76%	0.56%	0.41%	0.37%	0.00%	0.41%	0.48%	0.00%	0.00%	0.61%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	167	19	20	4	1	9	7	3	5	21	5	5	5	3	3	3	2	3	4	12	4	10	4	1	2	2	0	10									
		1.08%	1.34%	1.40%	0.55%	0.83%	1.35%	1.72%	0.66%	1.08%	4.58%	2.43%	0.29%	0.43%	0.27%	0.53%	0.86%	1.52%	0.42%	0.82%	2.21%	1.22%	2.05%	1.92%	0.31%	0.49%	1.22%	0.00%	2.80%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
