Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Инзенская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1035	16	10	20	20	20	30	30	24	30	20	10	20	20	10	10	25	25	30	30	20	20	25	25	25	15	25	10	20	10	20	30	15	10	25	50	40	30	10	30	15	40	10	10	15	10	25	25	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	864	16	10	9	18	16	21	25	21	30	11	10	18	10	8	5	25	25	20	30	20	20	25	25	25	15	25	0	11	10	20	27	15	7	2	29	21	19	10	30	15	40	10	10	15	10	25	25	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	271	6	6	10	4	23	27	10	15	7	7	6	17	6	5	15	12	7	40	3	1	0	4	1	1	0	4	0	4	2	1	3	1	1	2	0	2	2	1	2	2	5	2	1	1	0	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	171	0	0	11	2	4	9	5	3	0	9	0	2	10	2	5	0	0	10	0	0	0	0	0	0	0	0	10	9	0	0	3	0	3	23	21	19	11	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	1	1	1	2	2	2	1	0	5	1	1	4	1	0	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1	1	2	0	0	0	0	1	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	139	3	3	10	11	8	12	6	6	3	5	6	5	3	3	2	2	1	4	5	0	1	0	0	0	0	0	0	2	1	3	4	0	0	1	4	6	1	2	3	0	5	1	2	0	2	2	1	0									
		0.83%	0.54%	1.02%	1.39%	1.53%	1.17%	1.26%	0.89%	1.14%	0.40%	1.05%	1.56%	0.77%	0.84%	1.08%	1.68%	0.55%	0.22%	0.93%	2.02%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	1.00%	1.60%	1.89%	0.00%	0.00%	0.32%	0.38%	1.14%	0.35%	0.68%	0.98%	0.00%	0.79%	0.73%	1.28%	0.00%	1.72%	0.77%	0.38%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	607	32	11	22	39	31	48	23	19	26	18	13	25	10	12	2	12	13	9	2	2	2	11	3	1	2	18	0	62	2	9	3	4	2	4	21	8	3	5	11	5	23	7	5	8	3	7	5	4									
		3.63%	5.75%	3.73%	3.05%	5.41%	4.53%	5.04%	3.43%	3.61%	3.43%	3.80%	3.39%	3.85%	2.80%	4.32%	1.68%	3.31%	2.84%	2.09%	0.81%	2.04%	1.38%	3.83%	1.84%	1.28%	2.30%	8.74%	0.00%	14.76%	2.00%	4.81%	1.42%	2.53%	4.88%	1.27%	1.98%	1.52%	1.06%	1.69%	3.61%	6.76%	3.62%	5.11%	3.21%	4.62%	2.59%	2.70%	1.89%	2.06%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	243	11	7	11	17	15	11	9	7	12	11	2	10	8	5	5	4	6	16	2	3	0	2	1	0	1	0	0	1	0	1	6	7	1	5	3	8	2	3	6	0	13	3	2	0	0	3	1	2									
		1.46%	1.97%	2.37%	1.52%	2.36%	2.19%	1.15%	1.34%	1.33%	1.59%	2.32%	0.52%	1.54%	2.24%	1.80%	4.20%	1.10%	1.31%	3.71%	0.81%	3.06%	0.00%	0.70%	0.61%	0.00%	1.15%	0.00%	0.00%	0.24%	0.00%	0.53%	2.83%	4.43%	2.44%	1.59%	0.28%	1.52%	0.71%	1.01%	1.97%	0.00%	2.04%	2.19%	1.28%	0.00%	0.00%	1.16%	0.38%	1.03%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9699	294	150	346	352	332	467	328	278	417	236	235	278	186	125	64	221	272	183	155	59	119	219	109	56	70	146	41	243	65	131	158	72	25	236	831	359	172	205	206	49	380	45	108	90	86	201	159	140									
		58.08%	52.78%	50.85%	47.92%	48.82%	48.47%	49.00%	48.88%	52.85%	55.09%	49.79%	61.20%	42.77%	52.10%	44.96%	53.78%	61.05%	59.52%	42.46%	62.50%	60.20%	82.07%	76.31%	66.87%	71.79%	80.46%	70.87%	55.41%	57.86%	65.00%	70.05%	74.53%	45.57%	60.98%	74.92%	78.25%	68.12%	60.99%	69.26%	67.54%	66.22%	59.75%	32.85%	69.23%	52.02%	74.14%	77.61%	60.00%	72.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	3	3	1	2	2	4	5	3	3	1	0	2	2	1	0	3	3	8	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	1	0	1	3	0	3	0	1	0	0	0	2	0									
		0.37%	0.54%	1.02%	0.14%	0.28%	0.29%	0.42%	0.75%	0.57%	0.40%	0.21%	0.00%	0.31%	0.56%	0.36%	0.00%	0.83%	0.66%	1.86%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	2.30%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.34%	0.98%	0.00%	0.47%	0.00%	0.64%	0.00%	0.00%	0.00%	0.75%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	0	1	2	1	1	0	2	3	0	3	0	0	0	3	0	0	0	5	2	0	0	3	0	0	0	0	0	1	0	2	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	2									
		0.22%	0.00%	0.34%	0.28%	0.14%	0.15%	0.00%	0.30%	0.57%	0.00%	0.63%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	1.16%	0.81%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	1.07%	0.47%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.34%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2403	92	65	159	104	97	166	106	84	99	71	39	138	64	49	21	70	84	114	37	19	11	21	14	6	5	27	8	62	4	14	13	22	9	26	71	57	48	38	35	8	90	32	17	11	12	19	35	10									
		14.39%	16.52%	22.03%	22.02%	14.42%	14.16%	17.42%	15.80%	15.97%	13.08%	14.98%	10.16%	21.23%	17.93%	17.63%	17.65%	19.34%	18.38%	26.45%	14.92%	19.39%	7.59%	7.32%	8.59%	7.69%	5.75%	13.11%	10.81%	14.76%	4.00%	7.49%	6.13%	13.92%	21.95%	8.25%	6.69%	10.82%	17.02%	12.84%	11.48%	10.81%	14.15%	23.36%	10.90%	6.36%	10.34%	7.34%	13.21%	5.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	2	2	4	0	4	5	2	2	5	0	0	5	2	1	0	3	0	3	4	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	2	1	1	2									
		0.35%	0.36%	0.68%	0.55%	0.00%	0.58%	0.52%	0.30%	0.38%	0.66%	0.00%	0.00%	0.77%	0.56%	0.36%	0.00%	0.83%	0.00%	0.70%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.35%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	1.72%	0.39%	0.38%	1.03%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	81	7	1	1	5	5	10	6	10	1	3	0	4	3	3	0	2	6	2	1	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1									
		0.49%	1.26%	0.34%	0.14%	0.69%	0.73%	1.05%	0.89%	1.90%	0.13%	0.63%	0.00%	0.62%	0.84%	1.08%	0.00%	0.55%	1.31%	0.46%	0.40%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	3.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.34%	0.33%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	2	2	1	2	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.18%	0.68%	0.28%	0.14%	0.29%	0.21%	0.30%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.22%	0.23%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.35%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	141	4	4	6	6	8	10	7	5	7	5	1	11	12	1	2	2	0	2	0	0	1	1	1	0	1	0	0	6	0	0	1	3	0	2	0	5	2	3	5	0	6	1	2	0	0	1	4	3									
		0.84%	0.72%	1.36%	0.83%	0.83%	1.17%	1.05%	1.04%	0.95%	0.92%	1.05%	0.26%	1.69%	3.36%	0.36%	1.68%	0.55%	0.00%	0.46%	0.00%	0.00%	0.69%	0.35%	0.61%	0.00%	1.15%	0.00%	0.00%	1.43%	0.00%	0.00%	0.47%	1.90%	0.00%	0.63%	0.00%	0.95%	0.71%	1.01%	1.64%	0.00%	0.94%	0.73%	1.28%	0.00%	0.00%	0.39%	1.51%	1.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2501	88	33	118	152	148	166	143	87	147	94	69	133	55	56	19	35	56	62	33	13	7	26	32	12	5	9	25	18	23	25	26	42	3	36	52	61	38	32	30	10	79	33	17	57	9	22	45	20									
		14.98%	15.80%	11.19%	16.34%	21.08%	21.61%	17.42%	21.31%	16.54%	19.42%	19.83%	17.97%	20.46%	15.41%	20.14%	15.97%	9.67%	12.25%	14.39%	13.31%	13.27%	4.83%	9.06%	19.63%	15.38%	5.75%	4.37%	33.78%	4.29%	23.00%	13.37%	12.26%	26.58%	7.32%	11.43%	4.90%	11.57%	13.48%	10.81%	9.84%	13.51%	12.42%	24.09%	10.90%	32.95%	7.76%	8.49%	16.98%	10.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	0	0	4	2	2	3	3	5	6	0	4	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	4	0	0	0	0	0	2	0									
		0.29%	0.00%	0.00%	0.00%	0.55%	0.29%	0.21%	0.45%	0.57%	0.66%	1.27%	0.00%	0.62%	0.56%	0.72%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.57%	0.35%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	308	11	6	17	14	16	27	19	9	23	12	13	8	7	5	3	6	12	16	3	2	1	1	1	3	1	4	0	7	2	1	0	2	1	1	7	7	6	2	1	1	6	13	1	2	0	0	5	3									
		1.84%	1.97%	2.03%	2.35%	1.94%	2.34%	2.83%	2.83%	1.71%	3.04%	2.53%	3.39%	1.23%	1.96%	1.80%	2.52%	1.66%	2.63%	3.71%	1.21%	2.04%	0.69%	0.35%	0.61%	3.85%	1.15%	1.94%	0.00%	1.67%	2.00%	0.53%	0.00%	1.27%	2.44%	0.32%	0.66%	1.33%	2.13%	0.68%	0.33%	1.35%	0.94%	9.49%	0.64%	1.16%	0.00%	0.00%	1.89%	1.55%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
