Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Кильмезская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.31%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1320	65	35	47	14	22	5	0	8	36	28	0	26	4	82	56	49	10	21	46	8	44	79	16	19	20	25	12	4	45	20	7	5	224	238					
		15.18%	12.29%	13.21%	12.47%	7.29%	8.27%	5.32%	0.00%	8.16%	13.95%	15.05%	0.00%	6.99%	10.00%	27.89%	32.75%	37.40%	7.09%	9.17%	25.14%	14.55%	12.79%	24.69%	20.00%	19.39%	10.53%	9.51%	12.90%	7.69%	10.64%	16.67%	9.33%	9.62%	16.82%	19.18%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	3	1	0	0	5	0	0	0	0	0	2	0	0	3	2	0	2	1	0	0	2	0	0	0	0	1	0	1	3	0	0	0	6	7					
		0.45%	0.57%	0.38%	0.00%	0.00%	1.88%	0.00%	0.00%	0.00%	0.00%	0.00%	3.17%	0.00%	0.00%	1.02%	1.17%	0.00%	1.42%	0.44%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	1.92%	0.71%	0.00%	0.00%	0.00%	0.45%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	0	0	0	1	0	0	0	2	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1					
		0.17%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.78%	0.54%	1.59%	0.27%	0.00%	0.34%	0.00%	0.00%	0.71%	0.44%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.08%					
24	7.Политическая партия «Либерально-демократическая партия России»	799	79	27	23	14	18	5	2	9	27	23	5	25	4	24	13	6	20	17	11	3	18	44	8	12	19	20	6	9	43	14	5	3	135	108					
		9.19%	14.93%	10.19%	6.10%	7.29%	6.77%	5.32%	2.94%	9.18%	10.47%	12.37%	7.94%	6.72%	10.00%	8.16%	7.60%	4.58%	14.18%	7.42%	6.01%	5.45%	5.23%	13.75%	10.00%	12.24%	10.00%	7.60%	6.45%	17.31%	10.17%	11.67%	6.67%	5.77%	10.14%	8.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	525	49	18	21	14	13	7	5	4	13	7	1	13	5	14	5	2	4	9	3	0	11	14	7	0	13	13	2	3	29	10	8	3	114	91					
		6.04%	9.26%	6.79%	5.57%	7.29%	4.89%	7.45%	7.35%	4.08%	5.04%	3.76%	1.59%	3.49%	12.50%	4.76%	2.92%	1.53%	2.84%	3.93%	1.64%	0.00%	3.20%	4.38%	8.75%	0.00%	6.84%	4.94%	2.15%	5.77%	6.86%	8.33%	10.67%	5.77%	8.56%	7.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	63	3	2	3	0	2	1	1	1	5	1	0	1	0	1	1	1	0	1	1	0	4	2	1	0	0	1	0	1	1	2	0	0	17	9					
		0.72%	0.57%	0.75%	0.80%	0.00%	0.75%	1.06%	1.47%	1.02%	1.94%	0.54%	0.00%	0.27%	0.00%	0.34%	0.58%	0.76%	0.00%	0.44%	0.55%	0.00%	1.16%	0.63%	1.25%	0.00%	0.00%	0.38%	0.00%	1.92%	0.24%	1.67%	0.00%	0.00%	1.28%	0.73%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4841	272	117	239	117	166	75	51	66	128	106	48	264	21	95	61	56	93	152	111	37	210	120	40	31	135	172	64	28	272	69	48	37	686	654					
		55.68%	51.42%	44.15%	63.40%	60.94%	62.41%	79.79%	75.00%	67.35%	49.61%	56.99%	76.19%	70.97%	52.50%	32.31%	35.67%	42.75%	65.96%	66.38%	60.66%	67.27%	61.05%	37.50%	50.00%	31.63%	71.05%	65.40%	68.82%	53.85%	64.30%	57.50%	64.00%	71.15%	51.50%	52.70%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	54	5	1	0	0	4	0	0	0	0	2	0	1	1	1	1	0	1	0	0	0	2	3	0	0	0	1	1	0	5	1	0	1	9	14					
		0.62%	0.95%	0.38%	0.00%	0.00%	1.50%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.27%	2.50%	0.34%	0.58%	0.00%	0.71%	0.00%	0.00%	0.00%	0.58%	0.94%	0.00%	0.00%	0.00%	0.38%	1.08%	0.00%	1.18%	0.83%	0.00%	1.92%	0.68%	1.13%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
