Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Матвеевская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	67	1	2	0	3	1	1	2	4	3	1	9	6	2	0	5	1	1	1	2	0	0	4	8	3	2	3	2									
		1.18%	1.16%	2.20%	0.00%	2.00%	0.76%	0.84%	1.01%	1.11%	1.26%	0.46%	1.42%	0.98%	2.70%	0.00%	2.76%	0.35%	0.80%	0.41%	2.67%	0.00%	0.00%	1.17%	2.31%	1.02%	0.78%	1.53%	1.17%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2651	40	52	39	76	56	80	84	173	116	164	234	239	37	41	127	128	51	109	47	37	44	105	150	124	138	108	52									
		46.59%	46.51%	57.14%	70.91%	50.67%	42.75%	67.23%	42.21%	48.19%	48.54%	75.93%	36.97%	38.86%	50.00%	61.19%	70.17%	44.60%	40.80%	45.04%	62.67%	49.33%	69.84%	30.61%	43.35%	42.18%	53.49%	55.10%	30.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	0	0	0	0	4	1	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0	2	2	2	0									
		0.33%	0.00%	0.00%	0.00%	0.00%	3.05%	0.84%	0.00%	0.28%	0.00%	0.00%	0.32%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.68%	0.78%	1.02%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	1	0	1	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.58%	0.34%	0.00%	0.51%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1289	21	18	6	22	27	20	36	61	50	24	200	203	20	9	15	52	44	53	9	17	12	117	76	51	26	39	61									
		22.65%	24.42%	19.78%	10.91%	14.67%	20.61%	16.81%	18.09%	16.99%	20.92%	11.11%	31.60%	33.01%	27.03%	13.43%	8.29%	18.12%	35.20%	21.90%	12.00%	22.67%	19.05%	34.11%	21.97%	17.35%	10.08%	19.90%	35.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	0	1	0	0	0	0	2	0	2	0	2	1	0	0	1	0	2	0	0	0	1	0	2	1	3	0									
		0.33%	1.16%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.93%	0.00%	0.33%	1.35%	0.00%	0.00%	0.35%	0.00%	0.83%	0.00%	0.00%	0.00%	0.29%	0.00%	0.68%	0.39%	1.53%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	0	1	1	0	1	0	1	4	0	1	4	13	1	1	0	4	3	1	0	2	0	3	4	3	1	8	3									
		1.05%	0.00%	1.10%	1.82%	0.00%	0.76%	0.00%	0.50%	1.11%	0.00%	0.46%	0.63%	2.11%	1.35%	1.49%	0.00%	1.39%	2.40%	0.41%	0.00%	2.67%	0.00%	0.87%	1.16%	1.02%	0.39%	4.08%	1.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1									
		0.19%	1.16%	0.00%	0.00%	0.00%	0.00%	1.68%	0.00%	0.00%	0.42%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.68%	0.39%	0.00%	0.58%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	2	0	1	1	3	0	2	3	2	0	5	3	1	0	0	1	1	1	0	0	0	1	2	2	0	0	3									
		0.60%	2.33%	0.00%	1.82%	0.67%	2.29%	0.00%	1.01%	0.84%	0.84%	0.00%	0.79%	0.49%	1.35%	0.00%	0.00%	0.35%	0.80%	0.41%	0.00%	0.00%	0.00%	0.29%	0.58%	0.68%	0.00%	0.00%	1.75%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1148	16	15	6	33	28	11	57	87	48	18	136	98	11	14	23	77	16	54	12	16	6	95	79	74	56	24	38									
		20.18%	18.60%	16.48%	10.91%	22.00%	21.37%	9.24%	28.64%	24.23%	20.08%	8.33%	21.48%	15.93%	14.86%	20.90%	12.71%	26.83%	12.80%	22.31%	16.00%	21.33%	9.52%	27.70%	22.83%	25.17%	21.71%	12.24%	22.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	0	0	0	2	0	2	1	2	0	6	3	0	1	1	2	1	2	0	0	0	0	1	0	0	2	1									
		0.47%	0.00%	0.00%	0.00%	0.00%	1.53%	0.00%	1.01%	0.28%	0.84%	0.00%	0.95%	0.49%	0.00%	1.49%	0.55%	0.70%	0.80%	0.83%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	1.02%	0.58%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	77	0	1	0	2	2	0	2	6	6	2	9	7	0	1	1	5	1	4	0	2	0	3	7	5	6	3	2									
		1.35%	0.00%	1.10%	0.00%	1.33%	1.53%	0.00%	1.01%	1.67%	2.51%	0.93%	1.42%	1.14%	0.00%	1.49%	0.55%	1.74%	0.80%	1.65%	0.00%	2.67%	0.00%	0.87%	2.02%	1.70%	2.33%	1.53%	1.17%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
