15	Число открепительных удостоверений, выданных избирателям ТИК	236	0	4	7	8	6	9	4	2	6	7	6	4	0	4	8	5	6	5	6	3	7	2	1	5	3	1	2	7	1	0	1	2	1	3	4	0	3	5	0	1	1	3	5	0	0	3	4	3	5	0	4	0	6	0	0	0	2	0	1	0	2	0	0	0	1	0	0	2	2	3	2	3	2	0	3	0	0	1	0	5	1	3	0	1	0	4	2	1	3	0	2	2	1	1	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																										
19	Жириновский Владимир Вольфович	4563	30	96	39	49	78	41	34	64	69	63	59	123	20	33	50	116	87	97	88	26	84	21	33	50	75	97	22	67	26	5	42	40	11	56	35	28	34	32	13	42	10	42	28	22	33	73	57	32	81	32	54	28	54	11	33	9	19	22	56	77	18	147	73	89	52	45	7	117	86	85	64	50	64	43	39	40	36	36	54	37	17	83	13	43	20	51	19	18	51	5	37	43	53	9	71									
		5.58%	8.55%	7.97%	3.09%	3.54%	8.19%	3.65%	6.76%	5.72%	4.97%	4.26%	3.10%	7.77%	6.12%	4.86%	3.60%	8.19%	6.86%	5.95%	6.36%	3.71%	7.12%	3.25%	4.54%	2.79%	6.08%	4.96%	2.40%	5.32%	2.93%	3.70%	7.57%	8.62%	4.26%	4.20%	7.00%	8.33%	4.37%	3.81%	5.04%	4.20%	5.65%	3.97%	5.47%	6.45%	6.00%	7.49%	8.49%	8.42%	7.09%	9.94%	7.63%	5.96%	11.25%	5.19%	6.76%	4.79%	2.76%	2.35%	6.76%	7.08%	6.50%	7.35%	5.73%	5.41%	5.86%	3.51%	0.80%	8.72%	5.24%	6.62%	5.15%	8.53%	7.29%	5.71%	7.59%	2.55%	5.34%	2.76%	6.79%	5.72%	6.94%	7.99%	5.56%	8.45%	6.02%	6.45%	5.01%	5.84%	7.63%	2.34%	7.84%	5.62%	7.57%	4.31%	6.52%									
20	Зюганов Геннадий Андреевич	13198	52	277	123	278	186	241	105	205	216	231	214	322	51	170	271	279	283	266	257	149	273	137	189	272	207	320	90	211	189	21	116	82	38	164	52	49	146	147	46	119	19	45	81	43	76	136	122	66	189	41	138	71	85	22	61	16	119	156	130	173	43	290	148	220	141	148	117	278	224	205	193	130	123	113	65	306	88	227	77	95	20	169	28	70	52	102	18	48	83	30	73	164	118	18	141									
		16.15%	14.81%	22.99%	9.74%	20.07%	19.54%	21.46%	20.87%	18.32%	15.56%	15.63%	11.25%	20.35%	15.60%	25.04%	19.51%	19.69%	22.30%	16.33%	18.57%	21.26%	23.16%	21.17%	25.99%	15.17%	16.79%	16.37%	9.81%	16.76%	21.31%	15.56%	20.90%	17.67%	14.73%	12.29%	10.40%	14.58%	18.77%	17.52%	17.83%	11.89%	10.73%	4.25%	15.82%	12.61%	13.82%	13.96%	18.18%	17.37%	16.54%	12.73%	19.49%	15.11%	17.71%	10.38%	12.50%	8.51%	17.27%	16.68%	15.68%	15.92%	15.52%	14.51%	11.61%	13.38%	15.88%	11.54%	13.36%	20.72%	13.64%	15.97%	15.54%	22.18%	14.01%	15.01%	12.65%	19.48%	13.06%	17.43%	9.69%	14.68%	8.16%	16.27%	11.97%	13.75%	15.66%	12.90%	4.75%	15.58%	12.43%	14.02%	15.47%	21.44%	16.86%	8.61%	12.95%									
21	Миронов Сергей Михайлович	2788	15	60	25	27	66	55	14	53	67	49	56	88	12	27	51	76	29	3	38	30	50	23	52	57	64	79	17	57	29	4	3	9	14	25	11	8	25	48	17	26	6	23	21	12	17	55	35	16	46	7	19	19	29	9	17	2	17	8	29	46	4	74	39	55	33	33	9	51	54	38	30	41	53	12	16	50	12	14	16	20	5	39	7	20	10	15	9	15	15	7	13	19	16	1	51									
		3.41%	4.27%	4.98%	1.98%	1.95%	6.93%	4.90%	2.78%	4.74%	4.83%	3.32%	2.94%	5.56%	3.67%	3.98%	3.67%	5.36%	2.29%	0.18%	2.75%	4.28%	4.24%	3.55%	7.15%	3.18%	5.19%	4.04%	1.85%	4.53%	3.27%	2.96%	0.54%	1.94%	5.43%	1.87%	2.20%	2.38%	3.21%	5.72%	6.59%	2.60%	3.39%	2.17%	4.10%	3.52%	3.09%	5.65%	5.22%	4.21%	4.02%	2.17%	2.68%	4.04%	6.04%	4.25%	3.48%	1.06%	2.47%	0.86%	3.50%	4.23%	1.44%	3.70%	3.06%	3.35%	3.72%	2.57%	1.03%	3.80%	3.29%	2.96%	2.42%	6.99%	6.04%	1.59%	3.11%	3.18%	1.78%	1.08%	2.01%	3.09%	2.04%	3.75%	2.99%	3.93%	3.01%	1.90%	2.37%	4.87%	2.25%	3.27%	2.75%	2.48%	2.29%	0.48%	4.68%									
22	Прохоров Михаил Дмитриевич	5654	43	94	63	61	121	46	19	158	139	114	106	126	31	73	102	150	63	5	101	40	141	39	95	147	55	169	20	140	27	9	30	22	21	99	16	32	41	29	19	41	8	41	42	34	60	99	52	30	65	16	82	39	37	13	25	2	17	29	84	108	20	168	80	130	106	44	14	209	39	108	30	97	76	31	22	70	38	61	60	39	18	61	6	31	31	32	8	16	37	21	26	43	34	11	107									
		6.92%	12.25%	7.80%	4.99%	4.40%	12.71%	4.10%	3.78%	14.12%	10.01%	7.71%	5.57%	7.96%	9.48%	10.75%	7.34%	10.59%	4.96%	0.31%	7.30%	5.71%	11.96%	6.03%	13.07%	8.20%	4.46%	8.64%	2.18%	11.12%	3.04%	6.67%	5.41%	4.74%	8.14%	7.42%	3.20%	9.52%	5.27%	3.46%	7.36%	4.10%	4.52%	3.87%	8.20%	9.97%	10.91%	10.16%	7.75%	7.89%	5.69%	4.97%	11.58%	8.30%	7.71%	6.13%	5.12%	1.06%	2.47%	3.10%	10.13%	9.94%	7.22%	8.40%	6.27%	7.91%	11.94%	3.43%	1.60%	15.57%	2.38%	8.41%	2.42%	16.55%	8.66%	4.12%	4.28%	4.46%	5.64%	4.69%	7.55%	6.03%	7.35%	5.87%	2.56%	6.09%	9.34%	4.05%	2.11%	5.19%	5.54%	9.81%	5.51%	5.62%	4.86%	5.26%	9.83%									
23	Путин Владимир Владимирович	54374	206	652	997	970	481	720	321	633	890	980	1452	896	211	366	891	771	791	1232	897	447	612	418	339	1255	812	1250	755	777	607	96	360	309	169	979	381	209	512	567	156	758	131	902	332	227	359	587	389	230	734	221	407	311	269	154	344	158	507	699	522	670	185	1281	891	1135	547	1006	722	658	1208	829	914	261	553	537	367	1087	497	933	579	450	180	673	176	341	216	581	317	208	466	150	316	485	466	168	713									
		66.52%	58.69%	54.11%	78.94%	70.04%	50.53%	64.11%	63.82%	56.57%	64.12%	66.31%	76.34%	56.64%	64.53%	53.90%	64.15%	54.41%	62.33%	75.63%	64.81%	63.77%	51.91%	64.61%	46.63%	69.99%	65.86%	63.94%	82.33%	61.72%	68.43%	71.11%	64.86%	66.59%	65.50%	73.39%	76.20%	62.20%	65.81%	67.58%	60.47%	75.72%	74.01%	85.17%	64.84%	66.57%	65.27%	60.27%	57.97%	60.53%	64.22%	68.63%	57.49%	66.17%	56.04%	72.64%	70.49%	84.04%	73.58%	74.76%	62.97%	61.64%	66.79%	64.08%	69.88%	69.04%	61.60%	78.41%	82.42%	49.03%	73.57%	64.56%	73.59%	44.54%	62.98%	71.31%	71.40%	69.19%	73.74%	71.66%	72.83%	69.55%	73.47%	64.77%	75.21%	66.99%	65.06%	73.45%	83.64%	67.53%	69.76%	70.09%	66.95%	63.40%	66.57%	80.38%	65.47%									
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
