Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
"Наименование Избирательной комиссии:    Тольятти, Комсомольская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	614	21	14	34	21	13	19	18	11	4	16	11	18	10	12	18	11	10	14	12	7	8	12	19	11	17	8	7	12	4	21	15	24	22	14	11	11	9	12	14	8	15	16	14	14	2					
		1.26%	1.52%	1.09%	2.69%	1.76%	1.10%	1.58%	1.45%	1.11%	0.41%	1.60%	0.99%	1.63%	0.86%	1.09%	1.72%	0.99%	0.77%	1.23%	1.01%	0.62%	0.80%	1.09%	1.48%	1.24%	1.17%	0.76%	0.97%	1.21%	0.44%	1.54%	1.28%	2.03%	1.70%	1.17%	1.26%	1.07%	0.89%	1.06%	1.30%	1.26%	1.96%	1.37%	1.17%	1.16%	1.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14018	472	394	418	358	343	397	416	306	308	265	286	309	351	356	361	351	353	373	366	389	306	315	383	188	410	260	204	219	226	383	288	343	332	250	216	247	230	291	267	173	182	342	366	403	22					
		28.66%	34.25%	30.59%	33.10%	29.96%	29.09%	33.11%	33.58%	30.78%	31.33%	26.50%	25.81%	28.07%	30.15%	32.42%	34.45%	31.74%	27.15%	32.75%	30.65%	34.30%	30.78%	28.66%	29.85%	21.20%	28.20%	24.86%	28.29%	22.14%	24.67%	28.12%	24.51%	28.95%	25.62%	20.87%	24.71%	24.00%	22.86%	25.62%	24.77%	27.29%	23.82%	29.26%	30.63%	33.53%	21.36%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2249	89	64	78	74	69	81	59	58	58	31	71	52	52	62	51	72	80	76	59	61	47	77	74	28	40	40	24	26	26	48	58	40	54	49	26	29	31	31	40	35	34	27	36	26	6					
		4.60%	6.46%	4.97%	6.18%	6.19%	5.85%	6.76%	4.76%	5.84%	5.90%	3.10%	6.41%	4.72%	4.47%	5.65%	4.87%	6.51%	6.15%	6.67%	4.94%	5.38%	4.73%	7.01%	5.77%	3.16%	2.75%	3.82%	3.33%	2.63%	2.84%	3.52%	4.94%	3.38%	4.17%	4.09%	2.97%	2.82%	3.08%	2.73%	3.71%	5.52%	4.45%	2.31%	3.01%	2.16%	5.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13601	328	359	293	318	326	314	323	260	252	299	303	296	281	252	247	292	338	272	314	295	277	289	311	293	377	286	214	376	277	348	327	346	398	366	292	297	403	370	348	191	242	329	348	298	36					
		27.81%	23.80%	27.87%	23.20%	26.61%	27.65%	26.19%	26.07%	26.16%	25.64%	29.90%	27.35%	26.88%	24.14%	22.95%	23.57%	26.40%	26.00%	23.88%	26.30%	26.01%	27.87%	26.30%	24.24%	33.03%	25.93%	27.34%	29.68%	38.02%	30.24%	25.55%	27.83%	29.20%	30.71%	30.55%	33.41%	28.86%	40.06%	32.57%	32.28%	30.13%	31.68%	28.14%	29.12%	24.79%	34.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	302	5	11	14	1	10	9	4	2	4	10	7	11	11	4	4	6	17	8	10	6	6	8	16	6	8	8	5	9	6	6	3	8	6	5	5	8	3	8	4	3	6	3	3	5	0					
		0.62%	0.36%	0.85%	1.11%	0.08%	0.85%	0.75%	0.32%	0.20%	0.41%	1.00%	0.63%	0.99%	0.95%	0.36%	0.38%	0.54%	1.31%	0.70%	0.84%	0.53%	0.60%	0.73%	1.25%	0.68%	0.55%	0.76%	0.69%	0.91%	0.66%	0.44%	0.26%	0.68%	0.46%	0.42%	0.57%	0.78%	0.30%	0.70%	0.37%	0.47%	0.79%	0.26%	0.25%	0.42%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
