Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Бузулукская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356					
		0.18%	0.25%	0.0%	0.0%	0.0%	1.06%	0.0%	0.0%	0.39%	0.0%	0.54%	0.24%	0.0%	0.73%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	2.24%	0.0%	0.26%	0.0%	0.82%	0.25%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.54%	0.25%	0.55%	0.24%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1616	67	25	23	8	4	39	4	27	18	88	33	40	35	8	15	41	24	10	33	9	32	52	13	32	39	2	12	59	42	21	31	78	15	93	30	82	52	14	98	54	1	36	9	46	20	22	71	7	2					
		10.12%	17.09%	8.27%	6.57%	8.0%	4.25%	7.20%	6.45%	10.62%	18.0%	15.91%	8.12%	9.52%	12.86%	8.88%	11.19%	5.34%	2.88%	9.52%	12.22%	10.11%	11.22%	13.79%	13.82%	8.83%	9.92%	2.19%	10.90%	10.26%	15.21%	12.13%	13.47%	9.87%	6.97%	20.99%	25.86%	22.28%	13.26%	3.88%	23.96%	10.34%	0.86%	12.85%	3.16%	11.47%	2.26%	3.60%	16.17%	5.93%	1.81%					
28	"11. ""Истинные патриоты России"""	53	2	0	2	0	0	2	0	5	0	0	9	0	1	0	0	1	0	0	6	3	1	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	12	0	0	0	0	0	0					
		0.33%	0.51%	0.0%	0.57%	0.0%	0.0%	0.36%	0.0%	1.96%	0.0%	0.0%	2.21%	0.0%	0.36%	0.0%	0.0%	0.13%	0.0%	0.0%	2.22%	3.37%	0.35%	0.26%	0.0%	0.0%	0.25%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	1.73%	0.0%	4.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	138	3	6	5	1	2	0	0	2	1	7	4	5	7	1	1	3	6	3	1	1	6	0	1	0	5	0	1	0	1	3	3	4	2	5	0	5	3	1	6	4	0	6	1	3	13	2	1	0	3					
		0.86%	0.76%	1.98%	1.42%	1.0%	2.12%	0.0%	0.0%	0.78%	1.0%	1.26%	0.98%	1.19%	2.57%	1.11%	0.74%	0.39%	0.72%	2.85%	0.37%	1.12%	2.10%	0.0%	1.06%	0.0%	1.27%	0.0%	0.90%	0.0%	0.36%	1.73%	1.30%	0.50%	0.93%	1.12%	0.0%	1.35%	0.76%	0.27%	1.46%	0.76%	0.0%	2.14%	0.35%	0.74%	1.47%	0.32%	0.22%	0.0%	2.72%					
30	"13. ""Демократическая партия России"""	55	0	5	4	0	1	3	0	1	0	1	0	1	0	1	0	2	1	0	5	0	0	0	0	0	2	3	0	3	1	0	0	0	2	4	0	0	0	1	4	2	0	0	0	0	3	3	0	0	2					
		0.34%	0.0%	1.65%	1.14%	0.0%	1.06%	0.55%	0.0%	0.39%	0.0%	0.18%	0.0%	0.23%	0.0%	1.11%	0.0%	0.26%	0.12%	0.0%	1.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	3.29%	0.0%	0.52%	0.36%	0.0%	0.0%	0.0%	0.93%	0.90%	0.0%	0.0%	0.0%	0.27%	0.97%	0.38%	0.0%	0.0%	0.0%	0.0%	0.33%	0.49%	0.0%	0.0%	1.81%					
31	"14. ""Великая Россия - Евразийский Союз"""	45	0	3	0	1	0	0	0	0	0	6	0	0	1	0	0	1	4	1	2	0	0	0	0	0	0	0	0	2	1	1	0	1	1	3	0	3	1	0	2	0	0	1	1	3	3	1	1	1	0					
		0.28%	0.0%	0.99%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.36%	0.0%	0.0%	0.13%	0.48%	0.95%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.36%	0.57%	0.0%	0.12%	0.46%	0.67%	0.0%	0.81%	0.25%	0.0%	0.48%	0.0%	0.0%	0.35%	0.35%	0.74%	0.33%	0.16%	0.22%	0.84%	0.0%					
32	"15. ""Партия СЛОН"""	18	0	3	1	0	1	2	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0					
		0.11%	0.0%	0.99%	0.28%	0.0%	1.06%	0.36%	0.0%	0.0%	0.0%	0.18%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.27%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	763	15	17	9	1	9	20	13	12	8	27	11	18	10	5	8	34	63	3	15	0	2	2	3	16	22	1	5	35	10	13	6	35	19	34	1	10	20	8	12	15	3	5	6	17	55	38	45	21	6					
		4.78%	3.82%	5.62%	2.57%	1.0%	9.57%	3.69%	20.96%	4.72%	8.0%	4.88%	2.70%	4.28%	3.67%	5.55%	5.97%	4.43%	7.57%	2.85%	5.55%	0.0%	0.70%	0.53%	3.19%	4.41%	5.59%	1.09%	4.54%	6.08%	3.62%	7.51%	2.60%	4.43%	8.83%	7.67%	0.86%	2.71%	5.10%	2.22%	2.93%	2.87%	2.60%	1.78%	2.11%	4.23%	6.22%	6.21%	10.25%	17.79%	5.45%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	55	3	2	2	0	0	0	0	1	0	1	3	2	2	0	0	2	0	0	4	0	1	1	1	7	1	0	2	0	0	0	0	6	1	3	0	1	0	0	0	1	0	0	3	0	2	1	1	0	1					
		0.34%	0.76%	0.66%	0.57%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.18%	0.73%	0.47%	0.73%	0.0%	0.0%	0.26%	0.0%	0.0%	1.48%	0.0%	0.35%	0.26%	1.06%	1.93%	0.25%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.75%	0.46%	0.67%	0.0%	0.27%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	1.05%	0.0%	0.22%	0.16%	0.22%	0.0%	0.90%					
35	"18. ""ЛДПР"""	2500	30	51	52	6	14	99	11	52	13	107	34	58	44	6	18	118	138	14	51	30	46	48	15	66	45	9	29	135	49	37	27	128	38	65	20	42	80	74	34	81	27	49	54	40	140	85	56	24	11					
		15.66%	7.65%	16.88%	14.85%	6.0%	14.89%	18.29%	17.74%	20.47%	13.0%	19.34%	8.37%	13.80%	16.17%	6.66%	13.43%	15.38%	16.58%	13.33%	18.88%	33.70%	16.14%	12.73%	15.95%	18.23%	11.45%	9.89%	26.36%	23.47%	17.75%	21.38%	11.73%	16.20%	17.67%	14.67%	17.24%	11.41%	20.40%	20.55%	8.31%	15.51%	23.47%	17.5%	19.01%	9.97%	15.83%	13.91%	12.75%	20.33%	10.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	290	4	10	6	1	4	5	0	4	3	8	5	16	11	1	5	8	16	1	8	2	2	4	0	7	1	1	0	5	5	7	8	22	3	4	1	6	5	6	4	9	3	12	5	11	13	11	12	5	0					
		1.81%	1.02%	3.31%	1.71%	1.0%	4.25%	0.92%	0.0%	1.57%	3.0%	1.44%	1.23%	3.80%	4.04%	1.11%	3.73%	1.04%	1.92%	0.95%	2.96%	2.24%	0.70%	1.06%	0.0%	1.93%	0.25%	1.09%	0.0%	0.86%	1.81%	4.04%	3.47%	2.78%	1.39%	0.90%	0.86%	1.63%	1.27%	1.66%	0.97%	1.72%	2.60%	4.28%	1.76%	2.74%	1.47%	1.80%	2.73%	4.23%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5088	169	75	127	31	18	132	14	85	23	155	198	171	81	47	45	240	322	19	66	12	100	84	22	147	125	45	34	158	107	46	80	258	64	127	22	92	110	153	117	170	29	78	97	106	319	154	121	38	55					
		31.88%	43.11%	24.83%	36.28%	31.0%	19.14%	24.39%	22.58%	33.46%	23.0%	28.02%	48.76%	40.71%	29.77%	52.22%	33.58%	31.29%	38.70%	18.09%	24.44%	13.48%	35.08%	22.28%	23.40%	40.60%	31.80%	49.45%	30.90%	27.47%	38.76%	26.58%	34.78%	32.65%	29.76%	28.66%	18.96%	25.0%	28.06%	42.5%	28.60%	32.56%	25.21%	27.85%	34.15%	26.43%	36.08%	25.20%	27.56%	32.20%	49.99%					
38	"21. ""Российская Конституционно-демократическая партия"""	48	2	1	0	1	1	0	0	0	0	2	0	3	2	0	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	2	2	2	2	2	3	1	0	4	1	4	1	0	0	1					
		0.30%	0.51%	0.33%	0.0%	1.0%	1.06%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.71%	0.73%	0.0%	0.0%	0.26%	0.24%	0.0%	0.74%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.25%	0.0%	0.22%	1.72%	0.54%	0.51%	0.55%	0.48%	0.57%	0.86%	0.0%	1.40%	0.24%	0.45%	0.16%	0.0%	0.0%	0.90%					
39	"22. ""Развитие предпринимательства"""	35	0	0	2	0	0	2	0	3	0	0	2	2	0	0	1	2	1	0	1	0	3	0	0	0	1	0	0	1	0	0	0	2	2	0	0	1	2	0	0	1	0	0	0	1	2	3	0	0	0					
		0.21%	0.0%	0.0%	0.57%	0.0%	0.0%	0.36%	0.0%	1.18%	0.0%	0.0%	0.49%	0.47%	0.0%	0.0%	0.74%	0.26%	0.12%	0.0%	0.37%	0.0%	1.05%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.25%	0.93%	0.0%	0.0%	0.27%	0.51%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.24%	0.22%	0.49%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3191	61	58	71	31	19	171	13	26	16	80	68	50	41	14	17	179	132	30	51	20	60	151	22	47	104	19	6	87	26	25	46	156	33	49	27	77	64	77	98	102	35	62	47	120	181	213	85	14	10					
		19.99%	15.56%	19.20%	20.28%	31.0%	20.21%	31.60%	20.96%	10.23%	16.0%	14.46%	16.74%	11.90%	15.07%	15.55%	12.68%	23.33%	15.86%	28.57%	18.88%	22.47%	21.05%	40.05%	23.40%	12.98%	26.46%	20.87%	5.45%	15.13%	9.42%	14.45%	19.99%	19.74%	15.34%	11.06%	23.27%	20.92%	16.32%	21.38%	23.96%	19.54%	30.43%	22.14%	16.54%	29.92%	20.47%	34.86%	19.36%	11.86%	9.09%					
																																																								
41	Против всех	425	5	7	4	2	2	20	2	5	3	14	6	14	8	2	3	32	28	7	6	5	6	3	2	10	6	3	2	20	7	2	3	31	10	16	4	5	13	6	4	18	4	8	3	12	21	12	11	2	6					
		2.66%	1.27%	2.31%	1.14%	2.0%	2.12%	3.69%	3.22%	1.96%	3.0%	2.53%	1.47%	3.33%	2.94%	2.22%	2.23%	4.17%	3.36%	6.66%	2.22%	5.61%	2.10%	0.79%	2.12%	2.76%	1.52%	3.29%	1.81%	3.47%	2.53%	1.15%	1.30%	3.92%	4.65%	3.61%	3.44%	1.35%	3.31%	1.66%	0.97%	3.44%	3.47%	2.85%	1.05%	2.99%	2.37%	1.96%	2.50%	1.69%	5.45%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
