Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Щигровская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154									
		1.30%	0.69%	3.28%	1.10%	3.13%	0.00%	0.00%	1.49%	0.00%	1.67%	1.69%	0.00%	1.42%	0.66%	1.02%	0.00%	1.03%	0.41%	2.19%	2.20%	0.00%	2.30%	3.23%	0.00%	0.55%	4.51%	1.09%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2564	102	107	121	38	149	108	54	97	137	116	60	65	91	120	35	119	137	136	116	86	131	47	60	105	87	56	82	2									
		56.53%	70.34%	43.85%	66.85%	59.38%	58.20%	65.06%	80.60%	72.93%	57.32%	65.17%	65.93%	46.10%	59.87%	60.91%	64.81%	61.03%	56.61%	49.64%	51.10%	53.09%	43.09%	37.90%	47.24%	57.69%	65.41%	60.87%	55.41%	11.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	0	3	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	2	2	1	0	1	2	0	0	0	0									
		0.42%	0.00%	1.23%	0.00%	0.00%	0.39%	0.00%	1.49%	0.00%	0.42%	0.56%	0.00%	0.71%	0.66%	0.00%	0.00%	0.00%	0.41%	0.36%	0.88%	1.23%	0.33%	0.00%	0.79%	1.10%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.66%	0.00%	0.00%	0.55%	0.00%	0.00%	0.68%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	710	6	35	24	13	43	25	4	16	46	17	15	34	20	21	12	27	42	46	47	31	45	27	34	15	13	14	27	11									
		15.65%	4.14%	14.34%	13.26%	20.31%	16.80%	15.06%	5.97%	12.03%	19.25%	9.55%	16.48%	24.11%	13.16%	10.66%	22.22%	13.85%	17.36%	16.79%	20.70%	19.14%	14.80%	21.77%	26.77%	8.24%	9.77%	15.22%	18.24%	61.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	1	0	0	0	0	0	0	1	1	4	1	0	0	1	2	1	0	1	0	0	2	3	0	0	1	0									
		0.42%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	1.10%	2.84%	0.66%	0.00%	0.00%	0.51%	0.83%	0.36%	0.00%	0.62%	0.00%	0.00%	1.57%	1.65%	0.00%	0.00%	0.68%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	2	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	2	1									
		0.33%	0.00%	0.82%	0.00%	1.56%	0.39%	0.00%	1.49%	0.00%	0.42%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.81%	0.79%	1.10%	0.00%	0.00%	1.35%	5.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	2	0	1	1	1	0	0	1	0	0	0	0	0									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	1.03%	0.00%	0.36%	0.44%	0.62%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	1	0	3	0	0	1	1	0	2	0	0	1	1									
		0.35%	0.00%	0.00%	0.00%	0.00%	0.78%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.51%	0.00%	0.51%	0.00%	1.09%	0.00%	0.00%	0.33%	0.81%	0.00%	1.10%	0.00%	0.00%	0.68%	5.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	632	23	56	17	5	33	15	2	7	25	21	6	15	15	39	6	29	37	38	21	29	75	23	17	26	15	16	20	1									
		13.93%	15.86%	22.95%	9.39%	7.81%	12.89%	9.04%	2.99%	5.26%	10.46%	11.80%	6.59%	10.64%	9.87%	19.80%	11.11%	14.87%	15.29%	13.87%	9.25%	17.90%	24.67%	18.55%	13.39%	14.29%	11.28%	17.39%	13.51%	5.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	1	3	1	0	1	0	1	0	0	0	1	4	2	0	0	0	1	6	3	1	3	1	1	2	1	0	5	0									
		0.84%	0.69%	1.23%	0.55%	0.00%	0.39%	0.00%	1.49%	0.00%	0.00%	0.00%	1.10%	2.84%	1.32%	0.00%	0.00%	0.00%	0.41%	2.19%	1.32%	0.62%	0.99%	0.81%	0.79%	1.10%	0.75%	0.00%	3.38%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	86	3	10	5	1	2	1	1	3	5	3	0	2	3	4	0	0	5	5	4	4	8	6	1	4	5	0	0	1									
		1.90%	2.07%	4.10%	2.76%	1.56%	0.78%	0.60%	1.49%	2.26%	2.09%	1.69%	0.00%	1.42%	1.97%	2.03%	0.00%	0.00%	2.07%	1.82%	1.76%	2.47%	2.63%	4.84%	0.79%	2.20%	3.76%	0.00%	0.00%	5.56%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
