Выборы Президента Российской Федерации																																																																										
																																																																										
"Наименование Избирательной комиссии:    Ростов-на-Дону, Ворошиловская"																																																																										
																																																																										
Итоги голосования 																																																																										
																																																																										
		Сумма	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1759	УИК №2489	УИК №2541	УИК №2547	УИК №2548					
12	Число выданных открепительных удостоверений	4582	43	37	48	15	55	34	29	42	50	56	45	55	46	64	46	56	64	52	51	62	53	69	90	67	69	67	106	94	97	70	95	110	84	82	98	84	100	63	68	89	55	55	77	82	77	64	67	98	81	83	92	72	61	84	80	93	60	54	14	0	67	81	67	66	186	88	73					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3906	16	40	25	13	59	15	42	26	31	24	53	24	20	17	83	53	75	19	56	68	90	59	28	27	98	170	127	82	174	66	21	24	88	28	36	27	14	14	26	20	29	34	31	20	25	29	132	25	59	39	29	34	12	75	20	78	20	14	1	509	29	34	36	24	12	18	560					
14	Число неиспользованных открепительных удостоверений	1329	17	13	12	35	35	26	31	48	10	34	15	35	14	26	14	34	26	38	39	28	47	31	0	23	21	3	14	6	3	20	5	0	16	18	2	16	0	27	32	11	45	45	13	18	13	26	23	2	9	17	8	18	29	16	10	7	30	46	16	1	33	9	33	4	14	2	17					
15	"Число открепительных удостоверений, выданных в ТИК"	62	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	7	9	1	3	1	4	0	2	5	2	5	1	2	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																										
18	. Глазьев Сергей Юрьевич	5285	78	49	82	23	75	66	33	100	76	74	67	64	73	53	90	57	100	61	83	54	67	84	74	109	74	92	138	129	129	77	86	83	63	129	74	99	108	92	75	91	81	46	93	94	74	97	55	85	109	97	90	62	79	97	41	80	61	54	17	3	90	104	94	48	115	87	101					
		5.34%	5.76%	4.94%	7.33%	2.27%	5.89%	7.30%	3.91%	7.00%	6.22%	5.21%	6.42%	4.63%	5.55%	3.71%	7.00%	3.46%	7.38%	4.66%	5.13%	3.73%	4.06%	5.15%	5.50%	7.48%	4.46%	7.05%	8.13%	7.33%	6.46%	5.29%	5.65%	4.41%	3.31%	6.96%	5.69%	6.58%	5.80%	6.85%	4.01%	6.37%	4.51%	2.38%	6.22%	6.77%	5.76%	6.40%	3.29%	4.36%	7.33%	6.46%	5.53%	4.43%	6.53%	4.73%	2.53%	4.50%	4.97%	4.28%	4.17%	0.43%	6.36%	6.80%	5.37%	4.28%	4.70%	5.91%	4.95%					
19	. Малышкин Олег Александрович	1508	21	11	17	15	12	17	12	14	14	20	15	27	15	17	22	17	25	19	22	27	28	33	19	19	18	17	26	13	30	20	38	17	23	17	17	5	14	23	11	16	32	48	20	21	30	20	31	28	23	34	17	14	23	33	26	40	27	31	15	5	22	18	32	26	75	30	24					
		1.52%	1.55%	1.11%	1.52%	1.48%	0.94%	1.88%	1.42%	0.98%	1.15%	1.41%	1.44%	1.95%	1.14%	1.19%	1.71%	1.03%	1.85%	1.45%	1.36%	1.86%	1.70%	2.02%	1.41%	1.30%	1.08%	1.30%	1.53%	0.74%	1.50%	1.37%	2.50%	0.90%	1.21%	0.92%	1.31%	0.33%	0.75%	1.71%	0.59%	1.12%	1.78%	2.49%	1.34%	1.51%	2.33%	1.32%	1.86%	1.44%	1.55%	2.27%	1.04%	1.00%	1.90%	1.61%	1.60%	2.25%	2.20%	2.45%	3.68%	0.72%	1.56%	1.18%	1.83%	2.32%	3.06%	2.04%	1.18%					
20	. Миронов Сергей Михайлович	698	9	11	9	12	5	6	2	5	5	16	5	16	8	6	7	15	13	7	10	7	13	10	12	15	11	9	12	18	15	12	13	13	15	12	16	14	12	25	6	6	6	46	12	10	6	11	12	7	10	11	12	6	4	10	7	18	8	9	6	1	1	8	7	8	10	7	12					
		0.71%	0.67%	1.11%	0.81%	1.18%	0.39%	0.66%	0.24%	0.35%	0.41%	1.13%	0.48%	1.16%	0.61%	0.42%	0.54%	0.91%	0.96%	0.54%	0.62%	0.48%	0.79%	0.61%	0.89%	1.03%	0.66%	0.69%	0.71%	1.02%	0.75%	0.82%	0.85%	0.69%	0.79%	0.65%	1.23%	0.93%	0.64%	1.86%	0.32%	0.42%	0.33%	2.38%	0.80%	0.72%	0.47%	0.73%	0.72%	0.36%	0.67%	0.73%	0.74%	0.43%	0.33%	0.49%	0.43%	1.01%	0.65%	0.71%	1.47%	0.14%	0.07%	0.52%	0.40%	0.71%	0.41%	0.48%	0.59%					
21	. Путин Владимир Владимирович	69662	937	751	700	851	886	556	591	912	812	988	639	954	913	997	770	1234	932	867	1176	989	1183	1178	846	870	1313	862	1097	1163	1435	957	1074	1382	1388	1302	856	948	1352	990	1584	1003	1292	1460	1006	849	769	1030	1291	1552	1042	919	1177	1002	818	1548	1269	1211	861	816	290	626	882	1017	1350	802	1877	1038	1630					
		70.44%	69.25%	75.71%	62.61%	83.93%	69.54%	61.50%	69.94%	63.82%	66.50%	69.63%	61.27%	69.03%	69.38%	69.87%	59.92%	74.88%	68.78%	66.28%	72.73%	68.30%	71.70%	72.27%	62.90%	59.71%	79.10%	66.05%	64.61%	66.12%	71.82%	65.77%	70.57%	73.43%	72.98%	70.23%	65.80%	63.03%	72.57%	73.72%	84.75%	70.24%	71.94%	75.61%	67.25%	61.17%	59.84%	67.94%	77.26%	79.63%	70.03%	61.23%	72.30%	71.57%	67.60%	75.48%	78.33%	68.15%	70.17%	64.61%	71.08%	89.81%	62.38%	66.47%	77.19%	71.48%	76.64%	70.56%	79.82%					
22	. Хакамада Ирина Муцуовна	5443	92	58	72	33	79	66	48	119	83	67	115	107	86	64	100	80	63	83	78	83	63	64	85	105	74	81	118	114	129	87	97	120	89	105	79	119	103	46	46	89	78	71	89	94	97	107	70	54	67	98	91	85	68	82	57	104	71	55	21	22	151	105	22	75	59	81	80					
		5.50%	6.80%	5.85%	6.44%	3.25%	6.20%	7.30%	5.68%	8.33%	6.80%	4.72%	11.03%	7.74%	6.53%	4.48%	7.78%	4.85%	4.65%	6.35%	4.82%	5.73%	3.82%	3.93%	6.32%	7.21%	4.46%	6.21%	6.95%	6.48%	6.46%	5.98%	6.37%	6.38%	4.68%	5.66%	6.07%	7.91%	5.53%	3.43%	2.46%	6.23%	4.34%	3.68%	5.95%	6.77%	7.55%	7.06%	4.19%	2.77%	4.50%	6.53%	5.59%	6.07%	5.62%	4.00%	3.52%	5.85%	5.79%	4.35%	5.15%	3.16%	10.68%	6.86%	1.26%	6.68%	2.41%	5.51%	3.92%					
23	. Харитонов Николай Михайлович	11683	146	87	179	42	152	131	133	177	173	191	139	152	157	230	205	179	177	224	191	192	198	194	244	248	144	157	219	245	231	240	167	181	244	180	178	232	243	105	113	141	214	172	187	239	217	170	136	154	181	255	154	150	160	171	136	183	137	243	46	10	173	202	200	113	153	204	162					
		11.81%	10.79%	8.77%	16.01%	4.14%	11.93%	14.49%	15.74%	12.39%	14.17%	13.46%	13.33%	11.00%	11.93%	16.12%	15.95%	10.86%	13.06%	17.13%	11.81%	13.26%	12.00%	11.90%	18.14%	17.02%	8.67%	12.03%	12.90%	13.93%	11.56%	16.49%	10.97%	9.62%	12.83%	9.71%	13.68%	15.43%	13.04%	7.82%	6.05%	9.87%	11.92%	8.91%	12.50%	17.22%	16.89%	11.21%	8.14%	7.90%	12.16%	16.99%	9.46%	10.71%	13.22%	8.34%	8.40%	10.30%	11.17%	19.24%	11.27%	1.43%	12.23%	13.20%	11.44%	10.07%	6.25%	13.87%	7.93%					
																																																																										
24	Против всех	4105	64	22	54	25	63	58	24	94	57	57	59	57	54	54	81	59	44	39	52	84	71	58	59	80	20	81	80	73	9	58	42	77	77	99	72	78	29	58	29	79	84	88	85	75	80	77	66	64	53	80	74	50	54	69	72	123	56	36	11	28	89	68	44	44	151	21	33					
		4.15%	4.73%	2.22%	4.83%	2.47%	4.95%	6.42%	2.84%	6.58%	4.67%	4.02%	5.66%	4.12%	4.10%	3.78%	6.30%	3.58%	3.25%	2.98%	3.22%	5.80%	4.30%	3.56%	4.39%	5.49%	1.20%	6.21%	4.71%	4.15%	0.45%	3.99%	2.76%	4.09%	4.05%	5.34%	5.53%	5.19%	1.56%	4.32%	1.55%	5.53%	4.68%	4.56%	5.68%	5.40%	6.23%	5.08%	3.95%	3.28%	3.56%	5.33%	4.55%	3.57%	4.46%	3.36%	4.44%	6.92%	4.56%	2.85%	2.70%	4.02%	6.29%	4.44%	2.52%	3.92%	6.17%	1.43%	1.62%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
