Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
Наименование Избирательной комиссии:    Мелеузовская																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002					
		2.27%	2.25%	1.56%	1.85%	1.74%	1.72%	0.25%	0.99%	1.43%	3.23%	2.06%	1.37%	1.45%	2.22%	2.13%	1.61%	1.38%	1.63%	1.56%	1.30%	2.43%	1.58%	3.06%	2.39%	5.28%	3.82%	3.47%	5.42%	4.37%	2.68%	1.71%	3.52%	4.95%	3.17%	1.82%	8.60%	3.63%	3.78%	6.77%	7.81%	2.49%	3.41%	3.90%	4.29%	1.36%	1.90%	2.30%	2.02%	2.73%	8.17%	1.44%	1.59%	1.94%	1.40%	3.57%	4.93%	5.31%	5.26%	1.72%	2.08%	2.45%	5.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	871	36	29	21	20	24	41	15	42	17	48	51	43	55	30	25	34	48	14	34	35	20	24	0	7	10	1	2	15	3	11	3	1	1	1	7	7	2	2	2	20	11	3	6	3	0	8	1	4	5	1	2	2	1	2	3	2	2	1	10	1	2					
		1.84%	3.12%	1.46%	2.77%	2.90%	2.07%	3.50%	1.35%	3.35%	2.61%	2.54%	2.49%	2.08%	2.60%	1.52%	1.91%	1.62%	2.53%	1.56%	1.84%	2.74%	1.76%	2.10%	0.0%	1.32%	1.82%	0.28%	0.54%	2.52%	0.73%	2.09%	1.76%	0.99%	0.79%	0.16%	2.86%	3.18%	0.75%	1.04%	1.56%	1.66%	1.13%	1.06%	1.98%	0.68%	0.0%	1.08%	0.22%	0.68%	0.85%	0.20%	0.39%	0.48%	0.70%	0.27%	1.34%	0.96%	0.87%	0.57%	1.60%	0.49%	0.73%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1371	21	81	27	10	35	45	36	34	21	76	70	66	67	72	45	81	42	15	56	36	26	29	7	14	9	12	14	20	14	19	2	2	1	19	3	4	3	6	2	25	40	20	2	6	10	39	13	8	8	2	3	9	2	3	2	4	5	4	16	5	3					
		2.91%	1.82%	4.09%	3.57%	1.45%	3.02%	3.84%	3.25%	2.71%	3.23%	4.02%	3.43%	3.20%	3.17%	3.66%	3.45%	3.86%	2.22%	1.67%	3.03%	2.82%	2.29%	2.53%	4.19%	2.64%	1.63%	3.47%	3.79%	3.36%	3.42%	3.61%	1.17%	1.98%	0.79%	3.14%	1.22%	1.81%	1.13%	3.12%	1.56%	2.07%	4.13%	7.09%	0.66%	1.36%	3.80%	5.29%	2.92%	1.36%	1.36%	0.41%	0.59%	2.18%	1.40%	0.41%	0.89%	1.93%	2.19%	2.29%	2.56%	2.45%	1.10%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1494	46	44	29	16	43	41	49	55	26	94	111	126	104	68	41	84	98	37	91	61	22	30	3	7	9	7	6	5	9	6	3	0	2	4	3	4	3	3	2	15	8	1	0	2	6	18	6	11	1	0	4	3	0	7	1	2	4	2	8	0	3					
		3.17%	3.99%	2.22%	3.83%	2.32%	3.71%	3.50%	4.42%	4.39%	4.0%	4.98%	5.44%	6.11%	4.92%	3.45%	3.14%	4.00%	5.18%	4.13%	4.93%	4.78%	1.93%	2.62%	1.79%	1.32%	1.63%	2.02%	1.62%	0.84%	2.20%	1.14%	1.76%	0.0%	1.58%	0.66%	1.22%	1.81%	1.13%	1.56%	1.56%	1.24%	0.82%	0.35%	0.0%	0.45%	2.28%	2.44%	1.35%	1.87%	0.17%	0.0%	0.79%	0.72%	0.0%	0.96%	0.44%	0.96%	1.75%	1.14%	1.28%	0.0%	1.10%					
22	"5. ""За Русь Святую"""	212	5	8	2	2	5	10	10	2	1	9	17	11	10	14	4	12	5	2	5	10	5	8	0	4	0	3	2	4	0	4	1	0	2	6	3	0	0	0	0	1	1	0	0	2	1	6	0	1	3	1	0	1	1	2	0	2	0	3	0	1	0					
		0.45%	0.43%	0.40%	0.26%	0.29%	0.43%	0.85%	0.90%	0.15%	0.15%	0.47%	0.83%	0.53%	0.47%	0.71%	0.30%	0.57%	0.26%	0.22%	0.27%	0.78%	0.44%	0.70%	0.0%	0.75%	0.0%	0.86%	0.54%	0.67%	0.0%	0.76%	0.58%	0.0%	1.58%	0.99%	1.22%	0.0%	0.0%	0.0%	0.0%	0.08%	0.10%	0.0%	0.0%	0.45%	0.38%	0.81%	0.0%	0.17%	0.51%	0.20%	0.0%	0.24%	0.70%	0.27%	0.0%	0.96%	0.0%	1.72%	0.0%	0.49%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	164	4	10	4	1	7	2	1	4	2	5	5	8	3	6	8	8	5	0	7	0	5	5	1	1	3	4	0	4	2	3	1	1	0	0	1	2	6	3	1	3	3	1	1	0	1	2	4	5	1	0	0	1	0	2	0	2	0	2	3	0	0					
		0.34%	0.34%	0.50%	0.52%	0.14%	0.60%	0.17%	0.09%	0.31%	0.30%	0.26%	0.24%	0.38%	0.14%	0.30%	0.61%	0.38%	0.26%	0.0%	0.37%	0.0%	0.44%	0.43%	0.59%	0.18%	0.54%	1.15%	0.0%	0.67%	0.48%	0.57%	0.58%	0.99%	0.0%	0.0%	0.40%	0.90%	2.27%	1.56%	0.78%	0.24%	0.31%	0.35%	0.33%	0.0%	0.38%	0.27%	0.90%	0.85%	0.17%	0.0%	0.0%	0.24%	0.0%	0.27%	0.0%	0.96%	0.0%	1.14%	0.48%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	487	17	21	11	7	23	15	15	12	6	29	25	31	18	27	8	25	15	20	22	18	11	12	2	3	2	4	1	6	2	4	1	2	0	8	1	0	1	2	1	9	18	1	2	0	1	4	7	1	2	2	0	1	1	2	2	2	1	0	2	0	1					
		1.03%	1.47%	1.06%	1.45%	1.01%	1.98%	1.28%	1.35%	0.95%	0.92%	1.53%	1.22%	1.50%	0.85%	1.37%	0.61%	1.19%	0.79%	2.23%	1.19%	1.41%	0.96%	1.05%	1.19%	0.56%	0.36%	1.15%	0.27%	1.01%	0.48%	0.76%	0.58%	1.98%	0.0%	1.32%	0.40%	0.0%	0.37%	1.04%	0.78%	0.74%	1.86%	0.35%	0.66%	0.0%	0.38%	0.54%	1.57%	0.17%	0.34%	0.41%	0.0%	0.24%	0.70%	0.27%	0.89%	0.96%	0.43%	0.0%	0.32%	0.0%	0.36%					
25	"8. ""Народно-республиканская партия России"""	136	4	5	6	1	9	3	7	3	2	0	4	5	9	7	1	8	6	0	3	0	0	0	0	1	2	1	1	3	2	1	0	2	0	7	1	0	8	1	0	2	3	0	1	0	0	0	4	0	0	0	1	2	0	2	1	3	1	2	1	0	0					
		0.28%	0.34%	0.25%	0.79%	0.14%	0.77%	0.25%	0.63%	0.23%	0.30%	0.0%	0.19%	0.24%	0.42%	0.35%	0.07%	0.38%	0.31%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.18%	0.36%	0.28%	0.27%	0.50%	0.48%	0.19%	0.0%	1.98%	0.0%	1.15%	0.40%	0.0%	3.03%	0.52%	0.0%	0.16%	0.31%	0.0%	0.33%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.19%	0.48%	0.0%	0.27%	0.44%	1.44%	0.43%	1.14%	0.16%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	180	4	3	2	2	6	5	2	14	4	6	8	13	14	8	0	7	7	8	6	9	5	8	0	2	1	0	1	1	1	0	1	0	0	2	0	0	1	1	2	7	0	0	1	0	2	6	0	0	2	0	0	1	0	1	0	1	1	1	2	1	0					
		0.38%	0.34%	0.15%	0.26%	0.29%	0.51%	0.42%	0.18%	1.11%	0.61%	0.31%	0.39%	0.63%	0.66%	0.40%	0.0%	0.33%	0.37%	0.89%	0.32%	0.70%	0.44%	0.70%	0.0%	0.37%	0.18%	0.0%	0.27%	0.16%	0.24%	0.0%	0.58%	0.0%	0.0%	0.33%	0.0%	0.0%	0.37%	0.52%	1.56%	0.58%	0.0%	0.0%	0.33%	0.0%	0.76%	0.81%	0.0%	0.0%	0.34%	0.0%	0.0%	0.24%	0.0%	0.13%	0.0%	0.48%	0.43%	0.57%	0.32%	0.49%	0.0%					
27	"10. ""Аграрная партия России"""	2134	35	57	22	13	32	46	39	40	36	58	59	69	59	78	36	67	68	35	64	40	38	21	10	58	42	62	5	38	41	68	10	21	9	57	15	23	10	17	6	66	64	27	38	19	47	27	23	28	58	17	5	26	4	71	5	10	31	17	36	7	4					
		4.53%	3.04%	2.88%	2.91%	1.88%	2.76%	3.93%	3.52%	3.19%	5.53%	3.07%	2.89%	3.34%	2.79%	3.96%	2.76%	3.19%	3.59%	3.91%	3.47%	3.13%	3.34%	1.83%	5.98%	10.94%	7.65%	17.97%	1.35%	6.39%	10.02%	12.95%	5.88%	20.79%	7.14%	9.43%	6.14%	10.45%	3.78%	8.85%	4.68%	5.48%	6.61%	9.57%	12.54%	4.33%	17.87%	3.66%	5.18%	4.77%	9.88%	3.51%	0.99%	6.31%	2.81%	9.76%	2.24%	4.83%	13.59%	9.77%	5.76%	3.43%	1.47%					
28	"11. ""Истинные патриоты России"""	161	3	10	1	5	2	4	3	4	1	4	1	0	6	11	4	5	2	3	9	2	3	1	0	0	16	0	0	0	0	2	1	0	1	1	0	2	2	2	0	4	4	1	2	0	0	1	3	2	12	0	0	2	1	5	1	2	0	0	8	0	2					
		0.34%	0.26%	0.50%	0.13%	0.72%	0.17%	0.34%	0.27%	0.31%	0.15%	0.21%	0.04%	0.0%	0.28%	0.55%	0.30%	0.23%	0.10%	0.33%	0.48%	0.15%	0.26%	0.08%	0.0%	0.0%	2.91%	0.0%	0.0%	0.0%	0.0%	0.38%	0.58%	0.0%	0.79%	0.16%	0.0%	0.90%	0.75%	1.04%	0.0%	0.33%	0.41%	0.35%	0.66%	0.0%	0.0%	0.13%	0.67%	0.34%	2.04%	0.0%	0.0%	0.48%	0.70%	0.68%	0.44%	0.96%	0.0%	0.0%	1.28%	0.0%	0.73%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	491	12	27	13	13	11	15	19	17	4	16	22	29	34	17	19	18	20	9	14	13	19	7	4	4	7	3	1	8	5	5	5	0	1	7	5	2	4	1	0	6	9	3	1	2	0	10	2	2	3	3	1	0	3	3	1	3	0	1	7	1	0					
		1.04%	1.04%	1.36%	1.71%	1.88%	0.95%	1.28%	1.71%	1.35%	0.61%	0.84%	1.07%	1.40%	1.60%	0.86%	1.45%	0.85%	1.05%	1.00%	0.75%	1.02%	1.67%	0.61%	2.39%	0.75%	1.27%	0.86%	0.27%	1.34%	1.22%	0.95%	2.94%	0.0%	0.79%	1.15%	2.04%	0.90%	1.51%	0.52%	0.0%	0.49%	0.93%	1.06%	0.33%	0.45%	0.0%	1.35%	0.45%	0.34%	0.51%	0.61%	0.19%	0.0%	2.11%	0.41%	0.44%	1.44%	0.0%	0.57%	1.12%	0.49%	0.0%					
30	"13. ""Демократическая партия России"""	190	1	7	2	4	3	4	4	2	1	11	9	11	6	10	5	2	3	5	8	3	5	6	2	3	3	1	0	9	2	7	1	0	2	5	0	2	2	1	0	6	4	1	1	1	1	0	4	8	0	1	0	1	0	1	0	1	0	1	3	2	2					
		0.40%	0.08%	0.35%	0.26%	0.58%	0.25%	0.34%	0.36%	0.15%	0.15%	0.58%	0.44%	0.53%	0.28%	0.50%	0.38%	0.09%	0.15%	0.55%	0.43%	0.23%	0.44%	0.52%	1.19%	0.56%	0.54%	0.28%	0.0%	1.51%	0.48%	1.33%	0.58%	0.0%	1.58%	0.82%	0.0%	0.90%	0.75%	0.52%	0.0%	0.49%	0.41%	0.35%	0.33%	0.22%	0.38%	0.0%	0.90%	1.36%	0.0%	0.20%	0.0%	0.24%	0.0%	0.13%	0.0%	0.48%	0.0%	0.57%	0.48%	0.98%	0.73%					
31	"14. ""Великая Россия - Евразийский Союз"""	147	3	7	3	1	1	0	5	8	1	7	6	0	2	5	7	1	3	2	10	4	5	2	0	1	4	4	0	3	4	0	0	0	2	4	1	1	2	0	1	3	4	2	1	0	2	5	2	4	5	5	0	0	0	2	0	0	0	0	1	0	1					
		0.31%	0.26%	0.35%	0.39%	0.14%	0.08%	0.0%	0.45%	0.63%	0.15%	0.37%	0.29%	0.0%	0.09%	0.25%	0.53%	0.04%	0.15%	0.22%	0.54%	0.31%	0.44%	0.17%	0.0%	0.18%	0.72%	1.15%	0.0%	0.50%	0.97%	0.0%	0.0%	0.0%	1.58%	0.66%	0.40%	0.45%	0.75%	0.0%	0.78%	0.24%	0.41%	0.70%	0.33%	0.0%	0.76%	0.67%	0.45%	0.68%	0.85%	1.03%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.36%					
32	"15. ""Партия СЛОН"""	97	3	3	0	0	12	2	2	4	1	4	5	2	7	3	3	1	7	2	6	1	0	2	1	3	2	0	1	3	0	0	0	0	0	2	0	0	0	0	1	1	2	0	1	0	0	2	1	1	1	0	0	0	0	3	0	0	0	1	1	0	0					
		0.20%	0.26%	0.15%	0.0%	0.0%	1.03%	0.17%	0.18%	0.31%	0.15%	0.21%	0.24%	0.09%	0.33%	0.15%	0.23%	0.04%	0.37%	0.22%	0.32%	0.07%	0.0%	0.17%	0.59%	0.56%	0.36%	0.0%	0.27%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.78%	0.08%	0.20%	0.0%	0.33%	0.0%	0.0%	0.27%	0.22%	0.17%	0.17%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.57%	0.16%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3005	67	128	64	50	68	100	144	107	48	171	175	194	158	141	97	158	171	76	128	88	77	89	7	39	16	16	6	25	15	10	8	8	4	18	13	9	3	4	6	20	29	5	1	12	9	93	14	25	2	11	2	7	3	9	12	5	4	4	20	3	9					
		6.37%	5.82%	6.47%	8.46%	7.26%	5.87%	8.54%	13.00%	8.54%	7.38%	9.06%	8.57%	9.40%	7.47%	7.17%	7.44%	7.54%	9.04%	8.50%	6.94%	6.90%	6.78%	7.79%	4.19%	7.35%	2.91%	4.63%	1.62%	4.20%	3.66%	1.90%	4.70%	7.92%	3.17%	2.98%	5.32%	4.09%	1.13%	2.08%	4.68%	1.66%	2.99%	1.77%	0.33%	2.73%	3.42%	12.61%	3.15%	4.26%	0.34%	2.27%	0.39%	1.69%	2.11%	1.23%	5.38%	2.41%	1.75%	2.29%	3.20%	1.47%	3.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	223	7	10	5	5	6	4	3	1	1	4	9	16	1	5	8	12	9	3	6	4	2	0	3	1	5	4	1	6	1	4	1	0	0	7	6	3	6	0	0	5	0	2	3	0	1	5	3	3	4	0	2	0	2	1	1	0	5	2	9	1	5					
		0.47%	0.60%	0.50%	0.66%	0.72%	0.51%	0.34%	0.27%	0.07%	0.15%	0.21%	0.44%	0.77%	0.04%	0.25%	0.61%	0.57%	0.47%	0.33%	0.32%	0.31%	0.17%	0.0%	1.79%	0.18%	0.91%	1.15%	0.27%	1.01%	0.24%	0.76%	0.58%	0.0%	0.0%	1.15%	2.45%	1.36%	2.27%	0.0%	0.0%	0.41%	0.0%	0.70%	0.99%	0.0%	0.38%	0.67%	0.67%	0.51%	0.68%	0.0%	0.39%	0.0%	1.40%	0.13%	0.44%	0.0%	2.19%	1.14%	1.44%	0.49%	1.83%					
35	"18. ""ЛДПР"""	6058	181	308	139	106	196	213	198	196	119	272	288	336	312	321	192	333	305	161	267	172	155	184	10	61	23	48	29	60	37	92	25	3	16	54	18	14	4	8	0	99	81	29	26	40	20	64	37	45	15	14	4	8	3	3	18	10	8	11	45	11	11					
		12.86%	15.72%	15.57%	18.38%	15.40%	16.94%	18.20%	17.88%	15.65%	18.30%	14.42%	14.11%	16.29%	14.76%	16.32%	14.73%	15.89%	16.12%	18.00%	14.47%	13.50%	13.65%	16.11%	5.98%	11.50%	4.18%	13.91%	7.85%	10.10%	9.04%	17.52%	14.70%	2.97%	12.69%	8.94%	7.37%	6.36%	1.51%	4.16%	0.0%	8.22%	8.37%	10.28%	8.58%	9.13%	7.60%	8.68%	8.33%	7.67%	2.55%	2.89%	0.79%	1.94%	2.11%	0.41%	8.07%	4.83%	3.50%	6.32%	7.21%	5.39%	4.04%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1062	27	65	14	19	21	42	32	26	13	39	60	43	49	44	32	51	59	21	34	28	24	34	2	11	11	10	7	17	6	8	1	2	1	11	7	1	5	0	1	37	26	6	13	1	4	11	12	8	5	4	1	8	0	3	5	5	8	4	12	9	2					
		2.25%	2.34%	3.28%	1.85%	2.76%	1.81%	3.58%	2.89%	2.07%	2.0%	2.06%	2.94%	2.08%	2.31%	2.23%	2.45%	2.43%	3.12%	2.34%	1.84%	2.19%	2.11%	2.97%	1.19%	2.07%	2.00%	2.89%	1.89%	2.86%	1.46%	1.52%	0.58%	1.98%	0.79%	1.82%	2.86%	0.45%	1.89%	0.0%	0.78%	3.07%	2.68%	2.12%	4.29%	0.22%	1.52%	1.49%	2.70%	1.36%	0.85%	0.82%	0.19%	1.94%	0.0%	0.41%	2.24%	2.41%	3.50%	2.29%	1.92%	4.41%	0.73%					
37	"20. ""Политическая партия ""Единая Россия"""	17892	405	624	220	251	385	307	303	416	189	587	607	607	654	625	369	675	583	261	607	450	469	378	67	186	269	106	239	193	190	199	71	32	58	268	90	96	115	79	71	668	457	112	141	276	90	307	198	295	317	365	435	284	105	503	137	113	84	77	322	135	170					
		37.98%	35.18%	31.54%	29.10%	36.48%	33.27%	26.23%	27.37%	33.22%	29.07%	31.12%	29.75%	29.43%	30.95%	31.79%	28.31%	32.21%	30.83%	29.19%	32.91%	35.32%	41.32%	33.09%	40.11%	35.09%	48.99%	30.72%	64.76%	32.49%	46.45%	37.90%	41.76%	31.68%	46.03%	44.37%	36.88%	43.63%	43.56%	41.14%	55.46%	55.48%	47.25%	39.71%	46.53%	63.01%	34.22%	41.65%	44.59%	50.34%	54.00%	75.41%	86.65%	68.93%	73.94%	69.18%	61.43%	54.58%	36.84%	44.25%	51.60%	66.17%	62.49%					
38	"21. ""Российская Конституционно-демократическая партия"""	116	7	1	2	1	2	0	0	1	0	3	21	6	6	1	1	4	8	2	3	1	3	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	2	1	2	1	3	2	0	0	2	1	0	3	5	1	1	1	0	6	1	0	0	0	1	1	4					
		0.24%	0.60%	0.05%	0.26%	0.14%	0.17%	0.0%	0.0%	0.07%	0.0%	0.15%	1.02%	0.29%	0.28%	0.05%	0.07%	0.19%	0.42%	0.22%	0.16%	0.07%	0.26%	0.0%	0.0%	0.18%	0.0%	0.28%	0.0%	0.0%	0.24%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.45%	0.75%	0.52%	1.56%	0.08%	0.31%	0.70%	0.0%	0.0%	0.76%	0.13%	0.0%	0.51%	0.85%	0.20%	0.19%	0.24%	0.0%	0.82%	0.44%	0.0%	0.0%	0.0%	0.16%	0.49%	1.47%					
39	"22. ""Развитие предпринимательства"""	181	5	8	3	5	6	4	0	11	0	7	16	7	7	7	4	10	11	4	13	7	0	2	0	1	0	1	0	4	0	1	0	0	0	0	0	1	2	1	0	2	5	3	3	0	0	7	0	2	2	1	0	1	0	1	3	0	1	1	1	0	0					
		0.38%	0.43%	0.40%	0.39%	0.72%	0.51%	0.34%	0.0%	0.87%	0.0%	0.37%	0.78%	0.33%	0.33%	0.35%	0.30%	0.47%	0.58%	0.44%	0.70%	0.54%	0.0%	0.17%	0.0%	0.18%	0.0%	0.28%	0.0%	0.67%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.75%	0.52%	0.0%	0.16%	0.51%	1.06%	0.99%	0.0%	0.0%	0.94%	0.0%	0.34%	0.34%	0.20%	0.0%	0.24%	0.0%	0.13%	1.34%	0.0%	0.43%	0.57%	0.16%	0.0%	0.0%					
