Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Зеленодольская городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	141	1	0	2	0	2	11	2	0	6	5	2	0	7	1	3	9	6	11	7	0	1	7	1	0	9	3	2	5	3	1	0	3	10	0	7	5	9	0									
		0.21%	0.25%	0.00%	0.10%	0.00%	0.08%	0.43%	0.14%	0.00%	0.24%	0.37%	0.13%	0.00%	0.28%	0.07%	0.21%	0.36%	0.36%	0.46%	0.27%	0.00%	0.06%	0.57%	0.07%	0.00%	0.54%	0.18%	0.11%	0.32%	0.20%	0.08%	0.00%	0.12%	0.39%	0.00%	0.29%	0.20%	0.36%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	287	1	0	2	11	3	23	0	2	8	7	0	0	18	31	5	11	4	13	6	17	6	0	7	0	1	20	4	10	8	0	1	4	13	0	23	6	11	11									
		0.43%	0.25%	0.00%	0.10%	0.77%	0.13%	0.91%	0.00%	0.16%	0.32%	0.51%	0.00%	0.00%	0.73%	2.02%	0.34%	0.44%	0.24%	0.54%	0.23%	0.85%	0.37%	0.00%	0.50%	0.00%	0.06%	1.21%	0.22%	0.63%	0.53%	0.00%	0.08%	0.16%	0.51%	0.00%	0.94%	0.24%	0.44%	0.95%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	232	1	0	2	0	4	33	2	3	5	8	4	0	3	5	4	8	5	9	7	16	6	2	6	8	14	3	1	5	2	1	5	3	10	0	14	8	9	16									
		0.34%	0.25%	0.00%	0.10%	0.00%	0.17%	1.30%	0.14%	0.24%	0.20%	0.59%	0.25%	0.00%	0.12%	0.33%	0.27%	0.32%	0.30%	0.38%	0.27%	0.80%	0.37%	0.16%	0.43%	0.64%	0.84%	0.18%	0.05%	0.32%	0.13%	0.08%	0.38%	0.12%	0.39%	0.00%	0.57%	0.33%	0.36%	1.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	54061	321	667	1570	1145	1929	2032	1175	1015	1972	1083	1308	1029	2001	1227	1170	1996	1349	1917	2064	1594	1311	990	1119	994	1336	1335	1446	1252	1222	1074	1110	2028	2037	1380	1931	1989	2021	922									
		80.37%	81.27%	83.90%	80.14%	80.41%	80.48%	79.97%	80.98%	81.07%	80.00%	79.46%	82.01%	79.89%	81.01%	79.99%	80.08%	80.00%	80.06%	80.08%	79.97%	80.10%	80.43%	80.03%	80.10%	80.03%	80.00%	81.01%	78.97%	79.04%	80.98%	83.13%	83.96%	78.94%	79.98%	82.05%	78.98%	81.08%	80.33%	79.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	97	0	0	4	0	3	30	0	0	3	2	0	0	4	0	3	6	4	2	2	0	3	0	4	0	6	0	1	0	2	0	0	2	8	0	3	2	3	0									
		0.14%	0.00%	0.00%	0.20%	0.00%	0.13%	1.18%	0.00%	0.00%	0.12%	0.15%	0.00%	0.00%	0.16%	0.00%	0.21%	0.24%	0.24%	0.08%	0.08%	0.00%	0.18%	0.00%	0.29%	0.00%	0.36%	0.00%	0.05%	0.00%	0.13%	0.00%	0.00%	0.08%	0.31%	0.00%	0.12%	0.08%	0.12%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	61	0	0	4	0	8	8	2	0	2	0	0	0	1	1	1	6	4	0	2	0	2	0	0	0	0	0	1	0	1	0	0	2	3	0	2	9	2	0									
		0.09%	0.00%	0.00%	0.20%	0.00%	0.33%	0.31%	0.14%	0.00%	0.08%	0.00%	0.00%	0.00%	0.04%	0.07%	0.07%	0.24%	0.24%	0.00%	0.08%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.07%	0.00%	0.00%	0.08%	0.12%	0.00%	0.08%	0.37%	0.08%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3318	20	40	155	69	121	51	73	64	123	70	80	63	130	77	74	126	86	121	129	99	83	62	71	62	84	83	146	79	70	65	40	134	101	50	128	126	105	58									
		4.93%	5.06%	5.03%	7.91%	4.85%	5.05%	2.01%	5.03%	5.11%	4.99%	5.14%	5.02%	4.89%	5.26%	5.02%	5.07%	5.05%	5.10%	5.05%	4.99%	4.97%	5.09%	5.01%	5.08%	4.99%	5.03%	5.04%	7.97%	4.99%	4.64%	5.03%	3.03%	5.22%	3.97%	2.97%	5.24%	5.14%	4.17%	5.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	119	0	0	2	2	4	5	0	1	10	2	0	0	9	0	3	6	12	6	4	0	2	0	1	0	4	2	2	3	4	0	0	2	8	0	11	2	6	6									
		0.18%	0.00%	0.00%	0.10%	0.14%	0.17%	0.20%	0.00%	0.08%	0.41%	0.15%	0.00%	0.00%	0.36%	0.00%	0.21%	0.24%	0.71%	0.25%	0.15%	0.00%	0.12%	0.00%	0.07%	0.00%	0.24%	0.12%	0.11%	0.19%	0.27%	0.00%	0.00%	0.08%	0.31%	0.00%	0.45%	0.08%	0.24%	0.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	0	0	2	0	5	5	0	2	3	1	0	0	5	5	1	4	5	0	5	0	1	3	0	0	6	0	3	1	4	0	0	1	2	0	6	6	3	4									
		0.12%	0.00%	0.00%	0.10%	0.00%	0.21%	0.20%	0.00%	0.16%	0.12%	0.07%	0.00%	0.00%	0.20%	0.33%	0.07%	0.16%	0.30%	0.00%	0.19%	0.00%	0.06%	0.24%	0.00%	0.00%	0.36%	0.00%	0.16%	0.06%	0.27%	0.00%	0.00%	0.04%	0.08%	0.00%	0.25%	0.24%	0.12%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	52	0	0	2	0	5	8	0	0	3	0	0	0	0	2	1	5	4	0	3	0	1	0	0	0	2	0	1	0	1	0	0	2	1	0	3	7	1	0									
		0.08%	0.00%	0.00%	0.10%	0.00%	0.21%	0.31%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.13%	0.07%	0.20%	0.24%	0.00%	0.12%	0.00%	0.06%	0.00%	0.00%	0.00%	0.12%	0.00%	0.05%	0.00%	0.07%	0.00%	0.00%	0.08%	0.04%	0.00%	0.12%	0.29%	0.04%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	256	2	0	11	0	6	25	7	7	12	5	3	0	7	1	7	17	4	6	5	0	6	5	2	8	8	0	1	15	9	1	6	3	25	0	23	3	4	12									
		0.38%	0.51%	0.00%	0.56%	0.00%	0.25%	0.98%	0.48%	0.56%	0.49%	0.37%	0.19%	0.00%	0.28%	0.07%	0.48%	0.68%	0.24%	0.25%	0.19%	0.00%	0.37%	0.40%	0.14%	0.64%	0.48%	0.00%	0.05%	0.95%	0.60%	0.08%	0.45%	0.12%	0.98%	0.00%	0.94%	0.12%	0.16%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	7482	34	87	196	154	288	254	174	138	295	163	191	192	247	153	147	246	168	291	310	238	196	161	140	161	184	198	183	158	148	130	131	360	280	202	269	268	276	71									
		11.12%	8.61%	10.94%	10.01%	10.81%	12.02%	9.99%	11.99%	11.02%	11.97%	11.96%	11.97%	14.91%	10.00%	9.97%	10.06%	9.86%	9.97%	12.16%	12.01%	11.96%	12.02%	13.02%	10.02%	12.96%	11.02%	12.01%	9.99%	9.97%	9.81%	10.06%	9.91%	14.01%	10.99%	12.01%	11.00%	10.93%	10.97%	6.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	102	1	0	3	0	8	15	2	3	7	2	0	0	3	2	4	13	3	3	6	0	3	0	1	0	6	0	3	0	2	0	0	2	2	0	2	5	1	0									
		0.15%	0.25%	0.00%	0.15%	0.00%	0.33%	0.59%	0.14%	0.24%	0.28%	0.15%	0.00%	0.00%	0.12%	0.13%	0.27%	0.52%	0.18%	0.13%	0.23%	0.00%	0.18%	0.00%	0.07%	0.00%	0.36%	0.00%	0.16%	0.00%	0.13%	0.00%	0.00%	0.08%	0.08%	0.00%	0.08%	0.20%	0.04%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	759	14	1	2	28	9	36	13	17	16	15	7	2	23	29	28	31	3	9	30	26	6	7	45	9	10	4	37	56	25	2	8	3	35	50	8	6	56	53									
		1.13%	3.54%	0.13%	0.10%	1.97%	0.38%	1.42%	0.90%	1.36%	0.65%	1.10%	0.44%	0.16%	0.93%	1.89%	1.92%	1.24%	0.18%	0.38%	1.16%	1.31%	0.37%	0.57%	3.22%	0.72%	0.60%	0.24%	2.02%	3.54%	1.66%	0.15%	0.61%	0.12%	1.37%	2.97%	0.33%	0.24%	2.23%	4.58%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
