Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Воскресенская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	0	0	2	0	0	0	0	0	1	0	0	2	0	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	48	0	3	1	13	1	3	3	2	1	1	2	0	5	0	1	0	3	9									
		0.93%	0.00%	1.13%	0.79%	1.54%	0.60%	1.80%	1.64%	0.55%	0.41%	0.51%	1.59%	0.00%	1.92%	0.00%	0.99%	0.00%	0.55%	0.98%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	134	0	13	2	37	7	1	3	7	3	7	1	2	5	3	2	0	12	29									
		2.60%	0.00%	4.91%	1.57%	4.38%	4.22%	0.60%	1.64%	1.91%	1.23%	3.54%	0.79%	0.99%	1.92%	1.83%	1.98%	0.00%	2.21%	3.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	1	6	1	17	7	0	3	5	0	3	0	7	0	0	0	0	8	14									
		1.40%	0.50%	2.26%	0.79%	2.01%	4.22%	0.00%	1.64%	1.37%	0.00%	1.52%	0.00%	3.47%	0.00%	0.00%	0.00%	0.00%	1.47%	1.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3497	159	168	86	448	116	109	137	274	227	144	89	164	211	124	81	59	344	557									
		67.81%	79.50%	63.40%	67.72%	53.08%	69.88%	65.27%	74.86%	74.86%	93.03%	72.73%	70.63%	81.19%	81.15%	75.61%	80.20%	73.75%	63.24%	60.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	0	3	1	5	0	1	0	1	1	1	0	0	1	0	1	1	2	4									
		0.43%	0.00%	1.13%	0.79%	0.59%	0.00%	0.60%	0.00%	0.27%	0.41%	0.51%	0.00%	0.00%	0.38%	0.00%	0.99%	1.25%	0.37%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0									
		0.12%	0.00%	0.38%	0.00%	0.12%	0.00%	0.00%	1.09%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	580	14	15	7	130	0	26	17	40	3	20	20	19	17	12	6	4	86	144									
		11.25%	7.00%	5.66%	5.51%	15.40%	0.00%	15.57%	9.29%	10.93%	1.23%	10.10%	15.87%	9.41%	6.54%	7.32%	5.94%	5.00%	15.81%	15.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	1	0	3	2	1	0	0	0	2	0	0	1	0	0	3	5	5									
		0.45%	0.00%	0.38%	0.00%	0.36%	1.20%	0.60%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.38%	0.00%	0.00%	3.75%	0.92%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	0	1	0	5	3	2	1	1	1	0	0	0	0	0	3	0	2	11									
		0.58%	0.00%	0.38%	0.00%	0.59%	1.81%	1.20%	0.55%	0.27%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	2.97%	0.00%	0.37%	1.20%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	0	4	0	3	3	0	3	1	2	1	0	0	0	4	0	0	2	6									
		0.56%	0.00%	1.51%	0.00%	0.36%	1.81%	0.00%	1.64%	0.27%	0.82%	0.51%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	0.37%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	379	13	24	5	77	16	8	9	17	2	14	10	10	12	14	5	6	51	86									
		7.35%	6.50%	9.06%	3.94%	9.12%	9.64%	4.79%	4.92%	4.64%	0.82%	7.07%	7.94%	4.95%	4.62%	8.54%	4.95%	7.50%	9.38%	9.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	0	0	0	2	0	1	0	0	0	2	0	0	2	1	0	2	3	2									
		0.29%	0.00%	0.00%	0.00%	0.24%	0.00%	0.60%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.77%	0.61%	0.00%	2.50%	0.55%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	217	10	22	20	82	9	12	1	11	4	3	1	0	0	5	0	0	10	27									
		4.21%	5.00%	8.30%	15.75%	9.72%	5.42%	7.19%	0.55%	3.01%	1.64%	1.52%	0.79%	0.00%	0.00%	3.05%	0.00%	0.00%	1.84%	2.93%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
