Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Приволжская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426									
		65.77%	40.88%	88.77%	87.71%	84.99%	42.86%	56.18%	59.15%	41.09%	60.38%	53.75%	35.31%	39.79%	65.84%	31.16%	74.38%	81.08%	75.44%	48.51%	90.95%	76.86%	79.56%	70.02%	94.29%	70.37%	42.48%	66.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	12	0	0	0	0	0	0	2	0	0	7	3	0	0	0	0	0	2	0	0	1	0	0	3	2	1									
		0.26%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.78%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.36%	0.00%	0.00%	0.40%	0.41%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	1	0	0	0	0	1	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	1	2									
		0.09%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.34%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.61%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	713	45	6	0	8	17	37	46	38	4	5	138	98	12	15	27	2	30	45	0	6	7	20	4	30	68	5									
		5.60%	5.36%	1.30%	0.00%	0.92%	22.08%	14.74%	12.96%	14.73%	3.77%	6.25%	15.42%	12.66%	4.94%	10.87%	3.20%	0.54%	5.26%	6.10%	0.00%	2.35%	2.55%	3.14%	0.85%	3.97%	13.82%	1.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	3	0	0	0	0	0	0	1	0	1	18	8	2	2	0	0	0	7	0	0	1	0	0	1	2	1									
		0.37%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	1.25%	2.01%	1.03%	0.82%	1.45%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.36%	0.00%	0.00%	0.13%	0.41%	0.30%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	3	0	0	0	0	1	0	0	0	0	12	9	0	5	0	0	3	3	0	0	0	0	0	1	5	1									
		0.34%	0.36%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	1.34%	1.16%	0.00%	3.62%	0.00%	0.00%	0.53%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	1.02%	0.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	3	0	0	0	0	0	1	0	1									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.13%	0.00%	0.00%	0.00%	0.00%	0.18%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.30%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	9	2	0	2	5	1	0	2	3	0	11	10	2	3	1	0	0	12	0	0	1	0	0	1	3	0									
		0.53%	1.07%	0.43%	0.00%	0.23%	6.49%	0.40%	0.00%	0.78%	2.83%	0.00%	1.23%	1.29%	0.82%	2.17%	0.12%	0.00%	0.00%	1.63%	0.00%	0.00%	0.36%	0.00%	0.00%	0.13%	0.61%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1250	187	2	53	62	9	13	49	52	15	14	143	121	17	30	32	6	51	86	44	31	19	0	9	82	73	50									
		9.83%	22.29%	0.43%	9.87%	7.10%	11.69%	5.18%	13.80%	20.16%	14.15%	17.50%	15.98%	15.63%	6.99%	21.74%	3.80%	1.62%	8.95%	11.65%	4.02%	12.16%	6.93%	0.00%	1.90%	10.85%	14.84%	15.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	3	1	0	0	0	1	0	0	0	0	4	4	0	1	0	0	1	5	0	2	0	0	0	0	1	1									
		0.19%	0.36%	0.22%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.45%	0.52%	0.00%	0.72%	0.00%	0.00%	0.18%	0.68%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.20%	0.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1442	140	24	13	50	6	30	39	15	11	6	153	134	43	28	123	62	26	162	30	19	19	109	10	75	92	23									
		11.34%	16.69%	5.18%	2.42%	5.73%	7.79%	11.95%	10.99%	5.81%	10.38%	7.50%	17.09%	17.31%	17.70%	20.29%	14.59%	16.76%	4.56%	21.95%	2.74%	7.45%	6.93%	17.11%	2.11%	9.92%	18.70%	6.97%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
