Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Угличская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	650	21	22	20	21	21	24	26	25	6	25	24	28	24	16	23	21	26	26	24	21	20	3	5	11	4	10	12	2	5	7	8	7	9	5	5	9	14	4	14	9	8	3	7	3	3	10	9	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	123	4	4	2	8	5	4	2	6	1	5	11	5	4	2	2	6	7	2	4	4	3	0	1	0	0	0	0	0	0	0	8	3	0	2	0	0	3	0	2	2	2	0	0	1	3	1	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	1	6	3	5	2	3	10	8	1	2	5	1	0	2	6	7	6	1	6	0	9	1	0	2	0	1	2	0	1	1	0	2	9	0	0	0	2	1	2	1	5	3	1	0	1	1	6	10									
14	Число погашенных неиспользованных открепительных удостоверений	527	17	18	18	13	16	20	24	19	5	20	13	23	20	14	21	15	19	24	20	17	17	3	4	11	4	10	12	2	5	7	0	4	9	3	5	9	11	4	12	7	6	3	7	2	0	9	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	0	3	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	245	10	3	8	7	14	14	13	4	3	9	11	12	5	6	14	2	11	12	10	5	7	0	1	6	0	0	5	2	0	3	3	4	2	1	3	2	4	0	3	2	6	3	1	1	2	3	7	1									
		1.63%	2.12%	0.61%	1.72%	1.48%	2.92%	2.44%	2.53%	0.80%	2.04%	1.59%	2.08%	2.07%	0.88%	2.28%	2.33%	0.42%	2.64%	2.34%	1.92%	1.27%	1.59%	0.00%	0.64%	2.20%	0.00%	0.00%	1.51%	2.47%	0.00%	1.36%	1.21%	1.82%	0.82%	0.93%	1.92%	1.08%	1.18%	0.00%	1.06%	0.99%	2.60%	3.19%	0.65%	1.75%	2.63%	1.00%	2.94%	1.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	371	13	5	7	10	14	12	11	11	6	15	14	16	22	5	18	6	15	8	12	8	12	2	9	2	0	10	6	4	5	12	5	1	10	2	4	6	5	5	8	6	6	1	1	1	1	11	3	5									
		2.47%	2.75%	1.02%	1.51%	2.12%	2.92%	2.09%	2.14%	2.19%	4.08%	2.65%	2.65%	2.76%	3.89%	1.90%	2.99%	1.27%	3.60%	1.56%	2.30%	2.03%	2.72%	2.17%	5.77%	0.73%	0.00%	3.57%	1.81%	4.94%	4.24%	5.43%	2.02%	0.45%	4.08%	1.85%	2.56%	3.24%	1.48%	3.94%	2.84%	2.99%	2.60%	1.06%	0.65%	1.75%	1.32%	3.67%	1.26%	6.17%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	397	16	19	13	10	14	11	19	10	6	3	9	14	13	11	28	9	9	15	9	8	8	1	5	8	1	10	13	6	3	3	3	2	15	6	3	7	8	6	11	7	7	2	6	3	0	4	1	2									
		2.64%	3.39%	3.88%	2.80%	2.12%	2.92%	1.92%	3.70%	1.99%	4.08%	0.53%	1.70%	2.41%	2.30%	4.18%	4.66%	1.90%	2.16%	2.92%	1.72%	2.03%	1.81%	1.09%	3.21%	2.93%	0.71%	3.57%	3.93%	7.41%	2.54%	1.36%	1.21%	0.91%	6.12%	5.56%	1.92%	3.78%	2.37%	4.72%	3.90%	3.48%	3.03%	2.13%	3.92%	5.26%	0.00%	1.33%	0.42%	2.47%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6197	152	200	173	181	196	168	161	194	50	169	193	177	202	94	238	158	165	210	166	145	185	54	97	161	104	153	158	36	52	117	159	138	90	57	85	96	189	57	105	78	115	47	82	41	33	148	131	37									
		41.28%	32.20%	40.82%	37.28%	38.35%	40.92%	29.32%	31.32%	38.57%	34.01%	29.81%	36.55%	30.52%	35.69%	35.74%	39.60%	33.40%	39.57%	40.94%	31.80%	36.71%	41.95%	58.70%	62.18%	58.97%	74.29%	54.64%	47.73%	44.44%	44.07%	52.94%	64.11%	62.73%	36.73%	52.78%	54.49%	51.89%	55.92%	44.88%	37.23%	38.81%	49.78%	50.00%	53.59%	71.93%	43.42%	49.33%	55.04%	45.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	211	2	11	4	8	7	18	5	14	3	17	10	7	7	2	8	5	6	1	15	7	5	0	3	4	0	3	1	4	4	1	5	2	4	1	4	1	2	0	4	0	1	1	0	0	0	3	0	1									
		1.41%	0.42%	2.24%	0.86%	1.69%	1.46%	3.14%	0.97%	2.78%	2.04%	2.99%	1.89%	1.21%	1.24%	0.76%	1.33%	1.06%	1.44%	0.19%	2.87%	1.77%	1.13%	0.00%	1.92%	1.47%	0.00%	1.07%	0.30%	4.94%	3.39%	0.45%	2.02%	0.91%	1.63%	0.93%	2.56%	0.54%	0.59%	0.00%	1.42%	0.00%	0.43%	1.06%	0.00%	0.00%	0.00%	1.00%	0.00%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	1	1	2	1	1	0	1	2	0	3	1	0	0	0	3	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.15%	0.21%	0.20%	0.43%	0.21%	0.21%	0.00%	0.19%	0.40%	0.00%	0.53%	0.19%	0.00%	0.00%	0.00%	0.50%	0.42%	0.24%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2561	85	71	67	77	76	95	119	84	21	111	90	104	106	51	103	87	63	68	73	48	73	14	17	53	19	33	59	16	37	40	34	37	43	23	26	41	44	37	62	48	59	16	30	4	18	34	31	14									
		17.06%	18.01%	14.49%	14.44%	16.31%	15.87%	16.58%	23.15%	16.70%	14.29%	19.58%	17.05%	17.93%	18.73%	19.39%	17.14%	18.39%	15.11%	13.26%	13.98%	12.15%	16.55%	15.22%	10.90%	19.41%	13.57%	11.79%	17.82%	19.75%	31.36%	18.10%	13.71%	16.82%	17.55%	21.30%	16.67%	22.16%	13.02%	29.13%	21.99%	23.88%	25.54%	17.02%	19.61%	7.02%	23.68%	11.33%	13.03%	17.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	111	4	9	3	3	4	12	8	3	5	1	2	3	10	2	2	3	3	3	10	4	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	2	3	1	0	0	0	0	0	2	0									
		0.74%	0.85%	1.84%	0.65%	0.64%	0.84%	2.09%	1.56%	0.60%	3.40%	0.18%	0.38%	0.52%	1.77%	0.76%	0.33%	0.63%	0.72%	0.58%	1.92%	1.01%	0.68%	0.00%	0.00%	0.73%	0.00%	0.36%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.30%	0.00%	0.71%	1.49%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	174	5	11	14	8	6	20	5	9	1	7	5	8	6	2	3	2	9	4	5	5	6	0	1	3	0	2	4	0	0	0	2	1	1	4	0	1	0	0	6	0	2	1	0	0	0	2	2	1									
		1.16%	1.06%	2.24%	3.02%	1.69%	1.25%	3.49%	0.97%	1.79%	0.68%	1.23%	0.95%	1.38%	1.06%	0.76%	0.50%	0.42%	2.16%	0.78%	0.96%	1.27%	1.36%	0.00%	0.64%	1.10%	0.00%	0.71%	1.21%	0.00%	0.00%	0.00%	0.81%	0.45%	0.41%	3.70%	0.00%	0.54%	0.00%	0.00%	2.13%	0.00%	0.87%	1.06%	0.00%	0.00%	0.00%	0.67%	0.84%	1.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1									
		0.10%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.18%	0.00%	0.17%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.64%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.33%	0.42%	1.23%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	331	17	6	18	18	14	24	18	14	4	24	16	10	12	5	14	5	15	11	16	7	14	1	0	2	0	3	1	1	0	0	0	0	4	0	0	1	3	0	10	7	1	0	1	1	2	4	7	0									
		2.20%	3.60%	1.22%	3.88%	3.81%	2.92%	4.19%	3.50%	2.78%	2.72%	4.23%	3.03%	1.72%	2.12%	1.90%	2.33%	1.06%	3.60%	2.14%	3.07%	1.77%	3.17%	1.09%	0.00%	0.73%	0.00%	1.07%	0.30%	1.23%	0.00%	0.00%	0.00%	0.00%	1.63%	0.00%	0.00%	0.54%	0.89%	0.00%	3.55%	3.48%	0.43%	0.00%	0.65%	1.75%	2.63%	1.33%	2.94%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2203	71	75	70	79	68	99	97	76	28	89	58	82	90	46	82	98	82	81	97	82	62	11	14	16	10	42	47	3	9	36	28	20	42	11	19	19	41	20	38	34	21	9	16	3	9	32	34	7									
		14.67%	15.04%	15.31%	15.09%	16.74%	14.20%	17.28%	18.87%	15.11%	19.05%	15.70%	10.98%	14.14%	15.90%	17.49%	13.64%	20.72%	19.66%	15.79%	18.58%	20.76%	14.06%	11.96%	8.97%	5.86%	7.14%	15.00%	14.20%	3.70%	7.63%	16.29%	11.29%	9.09%	17.14%	10.19%	12.18%	10.27%	12.13%	15.75%	13.48%	16.92%	9.09%	9.57%	10.46%	5.26%	11.84%	10.67%	14.29%	8.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	4	3	2	4	3	2	1	2	1	2	1	2	2	4	4	0	2	3	3	5	0	1	2	2	1	2	1	0	0	0	0	1	1	0	1	0	1	0	2	0	0	3	0	1	0	0	0	0									
		0.46%	0.85%	0.61%	0.43%	0.85%	0.63%	0.35%	0.19%	0.40%	0.68%	0.35%	0.19%	0.34%	0.35%	1.52%	0.67%	0.00%	0.48%	0.58%	0.57%	1.27%	0.00%	1.09%	1.28%	0.73%	0.71%	0.71%	0.30%	0.00%	0.00%	0.00%	0.00%	0.45%	0.41%	0.00%	0.64%	0.00%	0.30%	0.00%	0.71%	0.00%	0.00%	3.19%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1841	79	71	74	61	53	90	46	66	16	112	107	131	79	29	68	85	30	87	102	61	54	8	6	8	4	14	31	2	5	6	7	8	30	3	8	6	36	2	24	16	6	9	12	2	10	49	17	11									
		12.26%	16.74%	14.49%	15.95%	12.92%	11.06%	15.71%	8.95%	13.12%	10.88%	19.75%	20.27%	22.59%	13.96%	11.03%	11.31%	17.97%	7.19%	16.96%	19.54%	15.44%	12.24%	8.70%	3.85%	2.93%	2.86%	5.00%	9.37%	2.47%	4.24%	2.71%	2.82%	3.64%	12.24%	2.78%	5.13%	3.24%	10.65%	1.57%	8.51%	7.96%	2.60%	9.57%	7.84%	3.51%	13.16%	16.33%	7.14%	13.58%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
