Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
"Наименование Избирательной комиссии:    Барнаул, Октябрьская"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1195	0	60	55	30	24	40	32	50	30	35	48	35	35	25	45	45	45	45	30	30	40	35	23	40	45	20	40	57	30	25	30	25	20	20	6	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1109	0	59	52	29	20	35	30	35	28	35	46	33	24	24	41	44	38	43	30	30	31	34	23	37	44	20	36	57	30	25	30	25	20	16	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1505	56	45	41	40	18	23	12	16	17	35	37	34	58	38	42	21	54	58	34	34	25	29	25	26	42	41	31	36	26	17	28	31	37	42	7	222	79	17	31					
14	Число погашенных неиспользованных открепительных удостоверений	86	0	1	3	1	4	5	2	15	2	0	2	2	11	1	4	1	7	2	0	0	9	1	0	3	1	0	4	0	0	0	0	0	0	4	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	1369	11	68	32	34	16	24	35	30	29	32	45	56	44	26	46	46	42	41	39	48	54	33	35	50	57	36	33	50	24	44	52	45	28	29	5	20	19	8	3					
		2.75%	4.49%	3.99%	1.95%	2.64%	1.69%	1.78%	2.41%	2.23%	1.79%	2.26%	2.93%	3.83%	2.89%	2.67%	3.02%	2.77%	2.89%	2.56%	2.31%	3.09%	3.44%	2.43%	2.58%	2.71%	2.98%	2.36%	2.36%	2.70%	1.89%	4.28%	3.60%	3.76%	1.99%	2.43%	1.77%	4.48%	4.63%	4.00%	1.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	626	0	33	23	21	11	12	13	15	18	24	26	20	28	30	21	39	17	18	18	29	23	14	10	9	22	20	12	17	10	15	11	16	13	8	1	5	1	2	1					
		1.26%	0.00%	1.94%	1.40%	1.63%	1.16%	0.89%	0.90%	1.12%	1.11%	1.70%	1.69%	1.37%	1.84%	3.09%	1.38%	2.35%	1.17%	1.12%	1.07%	1.87%	1.47%	1.03%	0.74%	0.49%	1.15%	1.31%	0.86%	0.92%	0.79%	1.46%	0.76%	1.34%	0.93%	0.67%	0.35%	1.12%	0.24%	1.00%	0.61%					
20	3.Политическая партия «Демократическая партия России»	87	2	2	3	0	1	2	1	4	1	2	4	2	2	2	1	3	2	4	2	9	3	2	3	2	3	5	2	4	2	2	2	3	1	3	0	0	1	0	0					
		0.17%	0.82%	0.12%	0.18%	0.00%	0.11%	0.15%	0.07%	0.30%	0.06%	0.14%	0.26%	0.14%	0.13%	0.21%	0.07%	0.18%	0.14%	0.25%	0.12%	0.58%	0.19%	0.15%	0.22%	0.11%	0.16%	0.33%	0.14%	0.22%	0.16%	0.19%	0.14%	0.25%	0.07%	0.25%	0.00%	0.00%	0.24%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8121	46	235	306	250	113	195	183	213	267	202	310	223	372	169	288	362	276	313	245	306	207	187	244	284	299	266	281	219	206	145	242	180	134	136	29	59	95	28	6					
		16.30%	18.78%	13.80%	18.67%	19.39%	11.93%	14.48%	12.60%	15.84%	16.47%	14.30%	20.16%	15.26%	24.47%	17.39%	18.92%	21.77%	18.98%	19.51%	14.50%	19.69%	13.20%	13.77%	17.95%	15.40%	15.61%	17.44%	20.06%	11.83%	16.21%	14.12%	16.77%	15.03%	9.56%	11.39%	10.28%	13.23%	23.17%	14.00%	3.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1137	1	44	49	32	26	26	33	30	37	29	33	23	27	33	31	28	27	39	36	39	44	25	37	59	41	39	33	46	18	23	32	36	29	22	5	11	5	4	5					
		2.28%	0.41%	2.58%	2.99%	2.48%	2.75%	1.93%	2.27%	2.23%	2.28%	2.05%	2.15%	1.57%	1.78%	3.40%	2.04%	1.68%	1.86%	2.43%	2.13%	2.51%	2.81%	1.84%	2.72%	3.20%	2.14%	2.56%	2.36%	2.48%	1.42%	2.24%	2.22%	3.01%	2.07%	1.84%	1.77%	2.47%	1.22%	2.00%	3.07%					
23	6.Политическая партия «Партия социальной справедливости»	111	0	6	5	4	1	2	4	4	2	2	4	2	6	2	1	5	5	4	3	3	3	5	6	5	2	3	3	2	1	3	0	3	0	2	2	1	4	1	0					
		0.22%	0.00%	0.35%	0.31%	0.31%	0.11%	0.15%	0.28%	0.30%	0.12%	0.14%	0.26%	0.14%	0.39%	0.21%	0.07%	0.30%	0.34%	0.25%	0.18%	0.19%	0.19%	0.37%	0.44%	0.27%	0.10%	0.20%	0.21%	0.11%	0.08%	0.29%	0.00%	0.25%	0.00%	0.17%	0.71%	0.22%	0.98%	0.50%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5787	25	251	167	114	130	161	205	105	164	163	163	159	118	69	159	146	152	151	256	177	197	189	168	222	229	190	203	227	162	141	181	125	185	177	40	47	38	19	12					
		11.61%	10.20%	14.74%	10.19%	8.84%	13.73%	11.95%	14.12%	7.81%	10.12%	11.54%	10.60%	10.88%	7.76%	7.10%	10.45%	8.78%	10.45%	9.41%	15.15%	11.39%	12.56%	13.92%	12.36%	12.04%	11.96%	12.46%	14.49%	12.26%	12.75%	13.73%	12.54%	10.43%	13.20%	14.82%	14.18%	10.54%	9.27%	9.50%	7.36%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5630	24	151	190	140	119	250	145	199	273	182	157	227	193	123	198	242	183	206	137	180	164	134	127	158	166	106	123	169	143	92	147	121	171	162	26	33	37	22	10					
		11.30%	9.80%	8.87%	11.59%	10.86%	12.57%	18.56%	9.99%	14.80%	16.84%	12.88%	10.21%	15.54%	12.70%	12.65%	13.01%	14.55%	12.59%	12.84%	8.11%	11.58%	10.46%	9.87%	9.35%	8.57%	8.67%	6.95%	8.78%	9.13%	11.25%	8.96%	10.19%	10.10%	12.20%	13.57%	9.22%	7.40%	9.02%	11.00%	6.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	658	4	25	35	22	6	13	12	14	18	16	23	24	30	17	13	21	26	33	14	15	13	17	20	20	21	22	26	39	14	20	18	8	16	6	2	4	6	4	1					
		1.32%	1.63%	1.47%	2.14%	1.71%	0.63%	0.97%	0.83%	1.04%	1.11%	1.13%	1.50%	1.64%	1.97%	1.75%	0.85%	1.26%	1.79%	2.06%	0.83%	0.97%	0.83%	1.25%	1.47%	1.08%	1.10%	1.44%	1.86%	2.11%	1.10%	1.95%	1.25%	0.67%	1.14%	0.50%	0.71%	0.90%	1.46%	2.00%	0.61%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24677	125	831	752	618	501	629	796	687	759	721	699	663	617	444	690	714	673	744	892	700	817	721	672	982	1007	787	645	1027	640	502	714	633	799	627	171	254	196	105	123					
		49.52%	51.02%	48.80%	45.88%	47.94%	52.90%	46.70%	54.82%	51.08%	46.82%	51.03%	45.45%	45.38%	40.59%	45.68%	45.34%	42.93%	46.29%	46.38%	52.78%	45.05%	52.10%	53.09%	49.45%	53.25%	52.58%	51.61%	46.04%	55.45%	50.35%	48.88%	49.48%	52.84%	56.99%	52.51%	60.64%	56.95%	47.80%	52.50%	75.46%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1161	3	39	59	38	13	22	12	23	31	31	57	53	70	45	49	45	32	44	33	31	36	24	29	34	48	34	26	35	37	33	30	18	19	6	1	10	4	5	2					
		2.33%	1.22%	2.29%	3.60%	2.95%	1.37%	1.63%	0.83%	1.71%	1.91%	2.19%	3.71%	3.63%	4.61%	4.63%	3.22%	2.71%	2.20%	2.74%	1.95%	1.99%	2.30%	1.77%	2.13%	1.84%	2.51%	2.23%	1.86%	1.89%	2.91%	3.21%	2.08%	1.50%	1.36%	0.50%	0.35%	2.24%	0.98%	2.50%	1.23%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
