Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Черноярская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406					
		0.45%	0.79%	0.48%	0.89%	0.49%	0.74%	0.16%	0.00%	0.54%	0.29%	0.90%	0.00%	0.00%	0.12%	0.26%					
20	3.Политическая партия «Демократическая партия России»	13	2	1	3	0	1	1	0	0	0	0	0	2	0	3					
		0.14%	0.23%	0.12%	0.22%	0.00%	0.12%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.39%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1386	64	126	223	68	124	141	87	108	54	13	45	100	143	90					
		14.77%	7.22%	15.27%	16.52%	11.13%	15.29%	23.08%	16.89%	19.49%	15.52%	5.83%	9.62%	17.64%	16.78%	11.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	88	2	5	8	5	3	1	9	17	0	2	2	5	25	4					
		0.94%	0.23%	0.61%	0.59%	0.82%	0.37%	0.16%	1.75%	3.07%	0.00%	0.90%	0.43%	0.88%	2.93%	0.52%					
23	6.Политическая партия «Партия социальной справедливости»	23	0	2	1	2	2	4	1	1	0	1	1	2	3	3					
		0.25%	0.00%	0.24%	0.07%	0.33%	0.25%	0.65%	0.19%	0.18%	0.00%	0.45%	0.21%	0.35%	0.35%	0.39%					
24	7.Политическая партия «Либерально-демократическая партия России»	805	69	73	135	51	90	62	45	49	32	34	30	37	39	59					
		8.58%	7.79%	8.85%	10.00%	8.35%	11.10%	10.15%	8.74%	8.84%	9.20%	15.25%	6.41%	6.53%	4.58%	7.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	955	111	137	157	70	106	49	42	46	29	20	66	38	48	36					
		10.18%	12.53%	16.61%	11.63%	11.46%	13.07%	8.02%	8.16%	8.30%	8.33%	8.97%	14.10%	6.70%	5.63%	4.72%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	87	8	11	12	9	5	6	3	3	5	3	3	9	5	5					
		0.93%	0.90%	1.33%	0.89%	1.47%	0.62%	0.98%	0.58%	0.54%	1.44%	1.35%	0.64%	1.59%	0.59%	0.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5525	567	437	734	378	440	323	303	312	201	140	304	331	542	513					
		58.88%	63.99%	52.97%	54.37%	61.87%	54.25%	52.86%	58.83%	56.32%	57.76%	62.78%	64.96%	58.38%	63.62%	67.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	35	1	1	7	7	3	2	0	1	0	2	0	4	4	3					
		0.37%	0.11%	0.12%	0.52%	1.15%	0.37%	0.33%	0.00%	0.18%	0.00%	0.90%	0.00%	0.71%	0.47%	0.39%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
