Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Хайбуллинская																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №3356	УИК №3357	УИК №3358	УИК №3359	УИК №3360	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366	УИК №3367	УИК №3368	УИК №3369	УИК №3370	УИК №3371	УИК №3372	УИК №3373	УИК №3374	УИК №3375	УИК №3376	УИК №3377	УИК №3378	УИК №3379	УИК №3380	УИК №3381	УИК №3382	УИК №3383	УИК №3384	УИК №3385	УИК №3386	УИК №3387	УИК №3388	УИК №3389	УИК №3390	УИК №3391	УИК №3392	УИК №3393	УИК №3394	УИК №3395	УИК №3396	УИК №3397	УИК №3398	УИК №3399	УИК №3400	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413					
11	Число полученных открепительных  удостоверений	200	4	2	2	3	1	1	2	5	2	5	5	1	3	3	1	1	6	1	6	3	3	8	4	1	3	12	11	6	7	2	1	1	6	1	1	1	2	1	2	12	1	1	6	1	1	6	5	7	4	1	1	1	1	3	14	1	2	2					
12	Число выданных открепительных удостоверений	77	2	0	1	0	0	0	0	5	0	1	2	0	0	2	0	0	2	0	1	0	0	4	4	0	1	6	11	1	0	0	0	0	6	1	0	0	2	0	0	7	0	1	1	1	0	6	2	2	0	0	0	0	1	1	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	3	2	0	0	2	0	0	1	2	4	2	4	11	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	2	1	1	0	0	0	0	2	2	0	0	0					
14	Число неиспользованных открепительных удостоверений	123	2	2	1	3	1	1	2	0	2	4	3	1	3	1	1	1	4	1	5	3	3	4	0	1	2	6	0	5	7	2	1	1	0	0	1	1	0	1	2	5	1	0	5	0	1	0	3	5	4	1	1	1	0	2	11	1	2	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	. Глазьев Сергей Юрьевич	67	2	0	0	0	0	0	2	0	0	1	2	0	0	1	2	0	2	0	1	1	0	10	1	0	0	1	0	10	0	2	0	0	4	0	0	0	1	0	0	3	0	0	2	1	0	10	0	1	0	0	1	0	0	0	6	0	0	0					
		0.31%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	0.00%	0.30%	0.47%	0.00%	0.00%	0.30%	2.22%	0.00%	0.31%	0.00%	0.23%	0.49%	0.00%	1.28%	0.19%	0.00%	0.00%	0.10%	0.00%	1.51%	0.00%	0.50%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.42%	0.00%	0.00%	0.29%	0.32%	0.00%	1.03%	0.00%	0.11%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	50	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	4	0	0	4	1	0	3	1	0	6	0	2	1	0	2	0	0	0	1	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	4	0	1	0					
		0.23%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.51%	0.19%	0.00%	0.71%	0.10%	0.00%	0.91%	0.00%	0.50%	0.29%	0.00%	0.25%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.74%	0.00%					
20	. Миронов Сергей Михайлович	28	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	4	0	1	0	1	0	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0					
		0.13%	0.30%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.23%	0.00%	0.00%	0.51%	0.00%	0.40%	0.00%	0.10%	0.00%	1.21%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	20994	296	202	133	106	104	85	115	317	146	329	419	59	351	328	88	115	642	99	381	197	227	753	491	236	403	986	824	614	1089	383	332	209	792	188	131	234	224	134	147	693	181	166	671	297	110	918	1083	917	628	260	165	143	198	401	579	316	134	225					
		96.50%	90.24%	88.60%	100.00%	100.00%	100.00%	97.70%	90.55%	96.94%	94.19%	98.21%	97.90%	100.00%	92.13%	98.20%	97.78%	100.00%	98.77%	95.19%	85.81%	95.63%	99.13%	96.05%	94.42%	95.55%	94.82%	98.31%	96.26%	92.89%	99.54%	95.99%	95.68%	98.58%	97.42%	97.92%	91.61%	97.91%	96.14%	97.10%	94.23%	95.98%	95.26%	95.40%	96.69%	96.12%	98.21%	94.64%	99.09%	98.07%	99.05%	100.00%	99.40%	94.70%	96.59%	99.01%	94.45%	97.53%	98.53%	97.83%					
22	. Хакамада Ирина Муцуовна	66	2	1	0	0	0	0	2	2	3	0	1	0	0	0	0	0	0	0	1	2	0	0	1	1	3	3	0	7	0	4	1	0	1	0	1	0	1	0	0	1	0	0	3	2	0	9	2	0	2	0	0	2	1	1	6	0	0	0					
		0.30%	0.61%	0.44%	0.00%	0.00%	0.00%	0.00%	1.57%	0.61%	1.94%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.97%	0.00%	0.00%	0.19%	0.40%	0.71%	0.30%	0.00%	1.06%	0.00%	1.00%	0.29%	0.00%	0.12%	0.00%	0.70%	0.00%	0.43%	0.00%	0.00%	0.14%	0.00%	0.00%	0.43%	0.65%	0.00%	0.93%	0.18%	0.00%	0.32%	0.00%	0.00%	1.32%	0.49%	0.25%	0.98%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	356	26	2	0	0	0	0	8	8	2	3	1	0	30	3	0	0	5	2	51	5	2	5	6	3	13	9	12	9	3	6	10	2	11	4	3	5	2	4	9	11	6	8	14	2	0	15	2	8	2	0	0	1	1	3	13	0	1	5					
		1.64%	7.93%	0.88%	0.00%	0.00%	0.00%	0.00%	6.30%	2.45%	1.29%	0.90%	0.23%	0.00%	7.87%	0.90%	0.00%	0.00%	0.77%	1.92%	11.49%	2.43%	0.87%	0.64%	1.15%	1.21%	3.06%	0.90%	1.40%	1.36%	0.27%	1.50%	2.88%	0.94%	1.35%	2.08%	2.10%	2.09%	0.86%	2.90%	5.77%	1.52%	3.16%	4.60%	2.02%	0.65%	0.00%	1.55%	0.18%	0.86%	0.32%	0.00%	0.00%	0.66%	0.49%	0.74%	2.12%	0.00%	0.74%	2.17%					
																																																																	
24	Против всех	75	0	3	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0	3	1	0	5	1	0	0	0	15	5	2	1	3	0	0	0	0	0	3	0	0	8	3	0	2	1	0	2	0	6	2	0	0	1	0	0	2	0	0	0					
		0.34%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.60%	0.23%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.68%	0.49%	0.00%	0.64%	0.19%	0.00%	0.00%	0.00%	1.75%	0.76%	0.18%	0.25%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	1.11%	1.58%	0.00%	0.29%	0.32%	0.00%	0.21%	0.00%	0.64%	0.32%	0.00%	0.00%	0.66%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
